Time x_cm_1 y_cm_1 x_cm_2 y_cm_2 x_cm_3 y_cm_3 x_cm_4 y_cm_4 x_cm_5 y_cm_5 x_cm_6 y_cm_6 x_cm_7 y_cm_7 x_cm_8 y_cm_8 x_cm_9 y_cm_9 x_cm_10 y_cm_10
1917 -6.8545 1.8549 39.7239 2.3533 55.4017 2.5224 14.2090 2.7090 90.1753 2.5264 169.2693 5.1859 -6.3687 3.5570 47.1956 2.4830 89.2414 2.3593 167.0935 2.1875
1918 -6.4500 2.1563 38.3243 2.3936 54.1790 2.3672 14.4229 2.4222 89.8964 2.3984 168.8516 4.9251 -6.4693 3.4102 46.9759 2.4871 88.4275 2.4122 166.6935 2.1784
1919 -6.4954 2.6723 37.0225 2.4857 53.2664 2.4712 14.9558 2.4188 89.6283 2.5274 168.8163 5.2276 -6.1822 3.4536 46.7784 2.5308 87.5697 2.4842 166.4294 2.2636
1920 -6.8449 3.3776 36.2508 2.4818 51.8007 2.4827 15.1743 2.5044 89.7650 2.4592 168.6827 5.2686 -6.0677 3.0097 46.2256 2.5068 86.9119 2.4461 165.6943 2.3849
1921 -6.7121 3.8821 35.0132 2.4846 50.9100 2.5557 15.4237 2.3895 89.5734 2.4659 168.3357 5.6480 -6.2743 2.6582 45.5873 2.4177 86.1478 2.5916 165.1842 2.3132
1922 -6.8665 4.2149 33.8850 2.3680 49.9209 2.4101 15.3554 2.4673 89.4020 2.3745 168.0326 5.3099 -6.2010 2.2181 45.2853 2.4478 86.0421 2.4730 164.6250 2.0164
1923 -6.8210 4.2650 32.9436 2.3270 49.2092 2.3605 15.4030 2.4766 89.2868 2.3569 167.8058 5.2822 -6.5062 1.8666 44.7955 2.5707 86.2489 2.5538 163.9328 1.8202
1924 -6.9032 4.4813 31.7518 2.5379 48.3577 2.4065 15.4506 2.4873 89.2759 2.3782 167.3983 5.2724 -6.8436 1.5205 44.3903 2.6190 86.0779 2.4478 163.4485 2.1606
1925 -7.4540 4.8124 31.0130 2.5799 47.8589 2.5529 15.1249 2.5470 89.7585 2.4539 166.5961 5.3411 -6.6657 1.4715 43.5003 2.5432 85.6661 2.3917 162.6548 2.1023
1926 -7.6556 5.1205 30.2980 2.5607 47.3239 2.5484 14.6653 2.5936 90.1796 2.3468 166.1672 5.3434 -6.7154 1.1648 43.0677 2.5240 86.0093 2.4836 161.6385 2.3484
1927 -7.5318 5.0952 30.3272 2.4687 46.5449 2.4524 14.6089 2.6309 90.9480 2.4287 165.5219 4.9000 -6.9097 0.6160 42.2614 2.5463 86.2240 2.5781 160.6169 2.4489
1928 -7.6440 4.9563 29.8266 2.5387 46.0673 2.5207 14.2803 2.5760 91.5228 2.4536 164.5717 4.5316 -6.6715 0.3435 40.7024 2.5530 86.4953 2.5895 159.3079 2.3319
1929 -7.9183 5.0856 29.5132 2.4485 45.7025 2.4333 13.3697 2.5953 92.1887 2.5662 163.7404 4.4828 -6.4996 -0.1467 39.6427 2.3736 86.8495 2.5591 158.7038 2.0842
1930 -8.2473 4.9718 29.4939 2.4626 45.1480 2.5531 13.0349 2.5542 92.5639 2.4488 163.1846 4.6772 -6.7088 0.0176 38.3489 2.5764 87.0138 2.5282 157.8745 1.9242
1931 -8.8061 4.7826 29.2532 2.5446 45.0534 2.4764 12.4266 2.4536 92.6316 2.5307 162.5754 4.6535 -6.6193 0.0221 37.1310 2.4939 87.5044 2.4486 156.4701 1.5470
1932 -9.0033 4.7376 29.2332 2.5236 44.9591 2.5836 11.7677 2.5431 93.2193 2.4531 162.0943 4.6286 -6.2490 0.1327 35.3993 2.5691 88.2417 2.5471 155.3503 1.5883
1933 -9.1451 4.3756 29.3460 2.4588 44.8961 2.5798 11.1914 2.5446 93.4943 2.4050 161.3996 4.4532 -6.5133 0.3591 34.2085 2.5071 88.8751 2.4926 154.4042 1.7584
1934 -9.4531 4.0947 29.7321 2.4588 44.8191 2.5513 10.5672 2.5428 94.1185 2.3378 160.6595 4.5184 -6.4925 0.6261 33.1203 2.7269 89.5419 2.5846 153.2156 1.7647
1935 -9.4600 4.2688 30.3903 2.5322 44.9141 2.3980 10.0314 2.4130 94.5909 2.4347 159.7039 4.5756 -6.3740 0.9006 31.8597 2.5953 90.3704 2.5592 152.3940 1.9159
1936 -9.5436 4.4044 30.9347 2.5505 45.4805 2.6007 9.5425 2.4935 94.5847 2.4493 158.6305 4.3285 -6.5391 1.2786 30.7139 2.4801 91.6216 2.4384 150.8347 2.0860
1937 -9.2766 4.3096 31.3762 2.4800 45.8946 2.5505 8.9847 2.4446 94.5014 2.4450 157.8112 4.1526 -6.2385 1.2052 29.9306 2.6484 92.5214 2.5734 149.5723 2.2291
1938 -9.1262 4.6516 32.1149 2.5357 46.7608 2.5682 8.7405 2.5830 94.7314 2.4594 156.1099 3.9613 -6.3189 1.4452 28.9646 2.4184 93.5550 2.6353 148.1115 2.0601
1939 -8.7716 4.6347 33.0227 2.5169 47.4455 2.5869 8.4462 2.4562 94.6886 2.5493 154.7311 3.6293 -6.3797 1.7985 28.0184 2.4337 94.9630 2.3328 146.8810 2.6886
1940 -8.6812 5.0183 34.0047 2.5239 48.1846 2.5808 8.1670 2.5338 94.6347 2.5400 153.3285 3.6591 -6.4280 2.1276 26.6412 2.4415 96.2424 2.4994 145.8523 2.5053
1941 -8.2021 4.5721 35.1558 2.4290 49.1055 2.6538 7.5089 2.5189 94.6404 2.5560 152.2328 3.3324 -6.5295 2.3435 25.9968 2.4672 97.5342 2.5878 144.5434 2.8197
1942 -8.0604 4.3570 36.2263 2.5308 49.9844 2.5023 7.5507 2.4931 94.2780 2.6529 151.0088 2.8787 -6.5010 1.9643 25.2908 2.5671 98.9906 2.5015 143.0334 2.4091
1943 -7.1539 4.4509 37.1118 2.7185 51.0684 2.5773 7.3311 2.5181 94.1351 2.5179 150.0398 2.7963 -6.2825 2.1744 25.0760 2.4777 100.4921 2.4253 141.5481 2.8484
1944 -6.8615 3.7708 38.6217 2.4378 52.2592 2.7562 6.6491 2.5852 93.8244 2.5495 148.3920 2.7812 -5.9260 2.1377 24.3142 2.4809 101.1990 2.3897 140.5623 2.5910
1945 -6.5304 3.6503 40.1044 2.5522 53.4372 2.4441 7.2489 2.5604 93.0987 2.4940 147.1413 2.6733 -5.5857 2.0745 23.9542 2.4488 102.7471 2.4899 139.2131 2.2567
1946 -6.1879 3.4649 41.5673 2.5968 55.1567 2.2705 7.1339 2.4965 92.2569 2.6643 145.9576 2.6754 -5.3028 1.7832 23.1117 2.5054 103.9115 2.6172 137.7509 2.5206
1947 -5.7055 3.3552 42.3786 2.4582 56.4266 2.6087 7.4609 2.4382 91.1986 2.6453 144.5372 2.5463 -4.9417 1.8104 23.2700 2.5718 105.4286 2.5051 136.1473 2.5198
1948 -5.8859 3.0784 43.0970 2.4207 57.8215 2.5596 7.9224 2.3758 90.3075 2.6807 143.4177 2.4248 -4.5377 2.3483 23.1954 2.4516 106.9198 2.4903 135.1854 2.5886
1949 -6.0656 2.5009 43.8803 2.4793 59.2859 2.5183 8.5310 2.6135 89.4861 2.6069 142.2343 2.4858 -4.0749 2.4813 23.4712 2.4872 108.2119 2.6910 134.1945 2.3046
1950 -6.2559 1.9489 44.8231 2.6091 60.3660 2.4953 8.6654 2.5586 88.5691 2.3973 140.9400 2.5322 -4.0897 2.8475 23.3234 2.5161 109.1064 2.5200 133.5824 2.5030
1951 -6.4910 1.8018 45.8121 2.4883 61.8855 2.4096 9.3106 2.6197 87.8581 2.5792 139.5177 2.2773 -3.9962 3.0080 23.6609 2.6112 110.5195 2.5927 132.6900 2.4291
1952 -6.8664 1.6203 46.5672 2.3632 62.8746 2.2136 10.1405 2.3567 86.5592 2.5894 138.0515 2.6288 -3.8653 3.4081 24.2847 2.6033 111.4830 2.4938 132.4798 2.4947
1953 -6.7338 1.4471 47.2938 2.5102 64.1936 2.3324 11.0441 2.4837 84.9848 2.5348 136.9010 2.5348 -3.9425 4.0100 24.6571 2.5156 112.5540 2.4732 132.0760 2.4959
1954 -6.8541 1.2428 47.8400 2.5159 65.7875 2.3252 11.7313 2.2731 84.1876 2.5210 135.6734 2.5280 -4.4367 4.0863 25.4525 2.4580 113.4181 2.5126 132.0759 2.5017
1955 -6.7215 0.9538 48.4383 2.4442 67.2750 2.5333 12.8729 2.3609 82.9991 2.4638 134.3453 2.4979 -4.5748 4.3155 26.3599 2.5138 114.3627 2.3688 131.8988 2.4902
1956 -6.8686 1.1843 48.9808 2.3317 69.0337 2.5370 13.9431 2.5098 81.8634 2.4733 132.9754 2.3981 -4.9433 4.4099 27.0260 2.4925 115.0884 2.5562 132.1232 2.5273
1957 -7.1066 1.0108 49.5322 2.5609 70.1558 2.5907 15.2552 2.1719 81.1828 2.5100 131.4434 2.5806 -5.3944 4.5123 27.9347 2.6539 115.9412 2.3946 131.9223 2.4947
1958 -7.0949 0.6689 49.4710 2.4815 71.4264 2.4353 16.5594 2.2395 80.6130 2.6349 130.1622 2.5808 -5.4316 4.7183 29.1697 2.5559 116.5780 2.5024 131.7907 2.5889
1959 -7.3084 0.8707 49.4223 2.4411 72.3155 2.5471 17.9505 2.4121 79.8517 2.4333 129.3901 2.4281 -5.5846 4.7201 29.7601 2.4784 117.0223 2.4102 131.8443 2.5447
1960 -7.4315 0.8545 49.1199 2.5260 73.0804 2.6516 19.5107 2.3285 79.5776 2.3562 128.5668 2.5407 -5.6807 4.7181 30.6749 2.3417 117.3650 2.5304 131.8817 2.4989
1961 -7.3187 1.0165 48.8570 2.5211 73.5790 2.3577 20.3403 2.4969 78.8820 2.3741 127.5392 2.6336 -6.2111 4.5072 31.3682 2.3583 117.4669 2.4750 132.1669 2.4707
1962 -7.3527 1.1904 48.4249 2.5263 74.3605 2.5340 21.6794 2.5663 78.7945 2.3939 126.5435 2.5020 -6.4727 4.9449 32.2396 2.6151 117.4360 2.5382 132.3507 2.5075
1963 -7.5841 1.5313 48.0017 2.5943 75.0839 2.5263 23.0788 2.5522 78.2331 2.4719 125.8991 2.6167 -6.7728 4.5289 32.8567 2.4351 117.4989 2.5168 132.9180 2.4945
1964 -7.6720 1.7539 47.3321 2.6127 75.8489 2.4054 24.7094 2.2891 77.9942 2.4442 125.0459 2.5732 -6.9252 4.3364 33.3511 2.5429 117.7837 2.4648 133.5286 2.5080
1965 -7.7915 1.7914 46.7332 2.4496 76.0136 2.6062 25.5890 2.5349 78.0218 2.5110 124.4411 2.5637 -6.9008 3.8157 34.0894 2.5203 117.9137 2.4786 134.0144 2.4973
1966 -8.2162 1.9176 45.6172 2.6377 76.2801 2.6143 27.5718 2.4007 78.2176 2.5423 124.0834 2.5075 -6.8277 3.7982 34.2363 2.5044 117.8009 2.5655 134.3699 2.5508
1967 -8.2173 2.2654 45.2914 2.4920 76.4502 2.5287 28.8116 2.3642 78.9056 2.5746 123.6590 2.4757 -6.5098 3.5457 34.6678 2.5372 117.5828 2.6342 134.6059 2.5743
1968 -7.8378 2.3677 44.5139 2.5381 76.6889 2.5081 30.2530 2.3340 79.2124 2.5258 123.4481 2.4948 -6.5785 3.2901 34.4551 2.4748 117.0462 2.5198 134.9505 2.5334
1969 -7.6261 2.7133 42.8918 2.5884 76.6676 2.5466 31.4705 2.4660 79.8205 2.4420 123.3431 2.4768 -6.3412 3.2466 34.4825 2.5284 116.6490 2.4879 135.1945 2.5439
1970 -7.5360 2.9921 41.6528 2.5698 76.1212 2.5324 32.9686 2.7113 80.2890 2.5057 123.6109 2.5016 -6.3540 3.3867 34.5483 2.4455 116.4649 2.5514 135.2403 2.5396
1971 -6.8312 3.4536 40.6391 2.5873 76.2783 2.3886 34.4505 2.4698 80.6529 2.5330 123.9520 2.5382 -6.5558 3.4961 34.3156 2.5056 115.8911 2.4613 135.2704 2.4469
1972 -7.1268 3.4486 39.3050 2.3425 75.8998 2.4899 35.4338 2.5796 81.4530 2.5009 124.0972 2.4670 -6.7444 3.0459 33.8145 2.4850 114.8276 2.5129 134.8211 2.4688
1973 -6.5572 3.2545 37.6890 2.5162 75.3217 2.4284 36.5216 2.4751 82.3472 2.5224 124.6311 2.6088 -6.9514 2.8730 33.5193 2.4325 113.5584 2.3842 134.3365 2.5224
1974 -6.0843 3.4278 36.2798 2.3454 74.9244 2.5213 37.3785 2.7024 83.0966 2.4520 125.4087 2.5582 -7.4348 2.6532 33.0467 2.4307 112.7356 2.4569 134.1322 2.4593
1975 -5.2537 3.3465 34.8605 2.3708 74.1532 2.4110 38.2388 2.4989 84.2252 2.5200 125.8614 2.4858 -7.7264 2.4925 32.2752 2.3472 111.8325 2.4710 134.0826 2.3662
1976 -4.4536 3.9014 33.6062 2.4458 73.5499 2.3347 38.6699 2.5126 85.4160 2.4539 126.2354 2.3932 -8.0539 1.8147 31.4881 2.3788 111.1378 2.3695 133.6710 2.3770
1977 -4.0577 3.8626 32.4850 2.3586 72.6888 2.4146 39.4368 2.4513 86.9592 2.3936 127.4471 2.4842 -8.4693 1.4433 30.9264 2.4714 110.0064 2.4983 132.9444 2.4470
1978 -4.1488 4.2038 30.9400 2.6952 71.7601 2.3544 39.9636 2.4850 87.9336 2.5025 128.4919 2.5186 -8.7308 0.8905 30.2232 2.5612 109.1370 2.4630 132.5598 2.4532
1979 -3.6324 4.4822 29.8334 2.5610 70.4408 2.4478 40.2058 2.5182 89.3690 2.5671 129.6278 2.5002 -8.7615 0.5820 29.4309 2.3950 108.1469 2.5319 131.6760 2.4558
1980 -2.7657 4.5168 29.0360 2.6016 69.1234 2.4406 40.1393 2.4709 90.4382 2.6458 130.9719 2.3579 -8.7517 0.4198 28.2932 2.5372 107.4578 2.5588 130.5206 2.4877
1981 -2.3802 4.6220 27.7150 2.5006 67.3812 2.4001 40.5006 2.4816 91.3301 2.4906 132.3824 2.3803 -8.1712 0.1749 27.1018 2.3795 107.1640 2.5008 129.2055 2.4816
1982 -2.1698 4.3759 26.4678 2.3776 65.9759 2.5630 41.0713 2.5033 92.6847 2.2099 134.1296 2.3245 -7.8822 0.0791 25.6336 2.6081 106.7799 2.5503 127.9462 2.6134
1983 -1.5022 4.0645 25.7208 2.5428 64.5737 2.4813 41.3506 2.4492 94.4189 2.4456 135.3656 2.5131 -7.7441 -0.0117 24.3397 2.4704 106.4815 2.4001 126.5053 2.6895
1984 -1.3544 4.2322 24.9151 2.6556 63.2416 2.4642 41.2675 2.5156 95.3768 2.5343 136.6806 2.4163 -7.4911 -0.2714 23.3416 2.4890 106.3571 2.4710 124.9486 2.4891
1985 -1.1943 4.0114 24.3551 2.5598 61.4651 2.5561 40.8698 2.4354 96.7415 2.5448 137.7854 2.5016 -7.1156 -0.3172 22.8190 2.5063 106.6025 2.4633 123.4128 2.6518
1986 -1.1299 3.7036 23.4301 2.5655 59.9922 2.4882 40.3368 2.4126 97.8850 2.5234 139.4608 2.5570 -7.1057 -0.2606 22.2890 2.4034 106.3085 2.5214 122.1980 2.6608
1987 -0.9848 3.6673 23.1788 2.5409 58.5046 2.4142 39.9759 2.3990 98.9866 2.5049 140.5486 2.7129 -6.8805 -0.0748 21.6909 2.4794 106.7690 2.3948 120.8950 2.6236
1988 -1.0654 3.7399 22.6777 2.4426 57.4527 2.4282 39.6773 2.4221 100.2660 2.4574 141.8144 2.5178 -6.9022 0.4534 21.2027 2.5975 106.5711 2.4354 119.4867 2.5533
1989 -1.1497 3.8687 22.3908 2.4700 56.4245 2.6048 38.9231 2.5071 101.6187 2.4731 143.0698 2.6726 -6.6967 0.5519 20.3567 2.5007 106.4439 2.5442 118.1740 2.3326
1990 -0.9758 4.0307 22.4520 2.5078 55.2379 2.5471 38.5217 2.4575 103.1041 2.3892 144.4369 2.3889 -6.9099 0.4902 20.1471 2.4526 106.7992 2.5009 116.9396 2.2139
1991 -1.2558 4.0863 23.0403 2.5329 54.3780 2.4576 37.7077 2.4950 104.6254 2.4394 146.0343 2.5390 -7.0088 0.9231 19.4177 2.5378 107.1808 2.6254 115.7386 2.5052
1992 -1.6363 4.1269 22.7093 2.4916 53.6518 2.6739 37.0223 2.5048 105.9973 2.3609 147.8427 2.8207 -7.2280 1.4225 18.9672 2.4878 107.3915 2.4693 114.8099 2.3158
1993 -1.9155 4.3569 22.9623 2.5913 52.9774 2.7027 36.1479 2.6479 107.3988 2.5618 149.3079 3.1845 -6.8415 1.5352 18.6133 2.4910 108.1078 2.5275 113.3914 2.6482
1994 -2.2349 4.4458 23.2119 2.6336 52.5001 2.4449 35.7577 2.5646 108.7320 2.6806 150.6345 3.0265 -6.9725 1.9627 18.5237 2.4641 109.0074 2.6379 112.1664 2.6482
1995 -2.9568 4.3715 23.6397 2.4843 51.8010 2.5958 34.9937 2.6434 110.1275 2.6313 151.7306 3.1432 -6.9143 2.2906 18.1511 2.4605 110.0393 2.4044 110.9313 2.4883
1996 -3.4487 4.4158 23.9390 2.5200 51.0952 2.5439 34.3021 2.4493 111.1915 2.6459 152.9637 3.2812 -7.1339 2.5972 17.7133 2.4691 110.8478 2.4026 109.8957 2.5535
1997 -4.0467 4.3416 24.5884 2.4305 50.2450 2.5399 33.8381 2.5445 112.7130 2.6355 154.2938 3.4717 -7.4494 2.6847 17.7313 2.5220 111.9747 2.5226 108.8365 2.4107
1998 -4.9840 4.1866 25.1025 2.5385 50.0074 2.4287 33.4774 2.6375 113.8886 2.5439 155.7259 3.6369 -7.3913 2.9138 18.2173 2.4077 113.0826 2.6557 107.9628 2.4327
1999 -5.2926 4.1200 25.9584 2.4893 49.6092 2.4158 32.9911 2.5123 115.1989 2.4798 156.9587 3.7171 -6.9211 3.0707 18.3615 2.5338 114.5024 2.4134 107.0730 2.3468
2000 -5.9161 3.5245 26.9239 2.5540 49.2388 2.4768 33.1183 2.4991 116.1946 2.5418 157.9092 4.0404 -6.5668 3.3047 18.9987 2.4346 116.0426 2.4628 106.7716 2.4724
2001 -6.5532 3.6073 27.5113 2.5605 49.3537 2.5396 33.1165 2.5165 117.2625 2.6286 158.9949 4.0820 -6.1003 3.3819 19.6021 2.3406 117.4539 2.5608 106.5424 2.5583
2002 -6.8862 3.1820 28.3180 2.6335 49.6804 2.4552 33.0798 2.4978 118.5366 2.5297 160.2124 4.0169 -5.9153 3.9321 19.7203 2.4572 118.9667 2.5184 106.2398 2.4354
2003 -7.1983 2.7558 29.2493 2.3806 49.5509 2.5337 33.1027 2.5938 119.4660 2.4510 161.7181 4.0607 -5.6499 4.4118 20.5320 2.4863 120.1613 2.3426 106.0968 2.3833
2004 -7.5609 2.5268 30.0988 2.3453 49.7924 2.5473 33.5222 2.5458 120.8961 2.3169 162.7177 4.0001 -5.7960 4.7817 21.5096 2.4619 121.4844 2.3040 106.1528 2.3912
2005 -8.1094 2.4655 30.7603 2.4915 50.1755 2.5663 34.3674 2.5398 122.3209 2.5560 163.5407 4.3268 -6.0101 5.0198 22.4620 2.5516 122.8113 2.4787 106.2035 2.5150
2006 -8.2215 2.3205 31.4344 2.5799 50.6073 2.6037 35.0644 2.6430 123.1446 2.7078 164.2106 4.5804 -6.0504 5.3805 23.6970 2.3217 124.3916 2.7740 105.7479 2.4641
2007 -8.6219 2.3971 31.8452 2.4891 51.1738 2.5366 35.9125 2.6577 124.5781 2.5956 165.2106 4.4337 -6.4242 5.8045 24.9008 2.4579 126.0853 2.4688 105.9425 2.4867
2008 -8.8574 2.1494 32.7353 2.5850 51.5205 2.5491 36.5103 2.6217 126.2837 2.5606 165.5336 4.6277 -6.7438 5.8742 26.3662 2.5915 127.1018 2.4275 106.2870 2.4909
2009 -9.0848 1.6904 33.2596 2.5554 52.3539 2.6068 37.3063 2.6485 127.2482 2.4728 165.8973 4.4293 -6.8008 5.5274 27.7340 2.5308 128.5625 2.4024 106.4849 2.6647
2010 -9.3660 1.6184 33.3298 2.6061 52.9760 2.6041 38.2462 2.5581 128.4914 2.4761 165.7779 4.3399 -7.2700 5.7710 29.4069 2.3655 130.0018 2.5040 107.0102 2.4933
2011 -9.3322 1.1774 33.6226 2.4999 53.7323 2.4835 38.8339 2.4439 129.4304 2.4629 166.1625 3.7470 -7.8029 6.0133 30.4178 2.4052 130.9372 2.4685 107.3875 2.4543
2012 -9.4053 1.3167 33.7905 2.5212 55.1451 2.5544 39.6818 2.4255 130.2419 2.3029 166.2695 3.6166 -7.8375 5.8501 31.7808 2.5156 132.3804 2.4329 108.1623 2.4282
2013 -9.3330 0.7562 33.8090 2.4316 56.1019 2.4962 40.6922 2.5893 131.1392 2.3748 166.5276 3.7046 -8.1515 6.0846 32.7058 2.5610 133.9464 2.4719 108.7156 2.4014
2014 -9.5516 0.7743 33.6480 2.5031 57.4286 2.5195 41.4161 2.4501 131.9616 2.4105 166.7832 3.4935 -8.4289 5.9011 33.7175 2.5209 135.7084 2.5598 109.8163 2.5196
2015 -10.0553 0.8193 33.7403 2.5080 58.8758 2.4138 42.2008 2.5765 132.5707 2.4879 167.1608 3.8952 -8.4277 5.6850 34.8122 2.4979 137.0573 2.8206 110.9814 2.4948
2016 -10.1630 0.6310 33.4783 2.5104 59.8690 2.5650 42.7359 2.4989 133.5364 2.5850 167.3456 3.6722 -8.4658 5.4065 35.6085 2.4289 138.4631 2.6199 111.9550 2.5576
2017 -9.8031 0.2136 32.9539 2.4381 61.1783 2.4627 43.2293 2.4892 133.9702 2.5589 167.3334 3.5019 -7.9582 5.1051 36.4414 2.5012 139.6794 2.4194 112.6191 2.4951
2018 -9.6852 0.4641 33.1460 2.4313 62.7092 2.3287 42.9537 2.5487 134.4374 2.5711 167.3454 3.7241 -7.8533 5.0446 36.9760 2.5097 141.2422 2.6680 114.1067 2.5950
2019 -9.3844 0.1305 32.8574 2.4967 64.1515 2.3574 43.2096 2.5298 134.5605 2.4821 167.4919 3.7931 -7.5729 4.8747 37.5370 2.5291 143.0592 2.3111 115.3026 2.7487
2020 -9.1510 0.4242 32.1582 2.4596 65.3031 2.4429 43.6250 2.4709 134.9082 2.5673 167.7542 3.2041 -7.5962 4.3561 37.7771 2.5886 144.5993 2.5196 116.3526 2.4421
2021 -9.2791 0.5360 31.6386 2.6041 66.9620 2.4358 43.9636 2.5584 135.0277 2.5065 167.9266 2.8460 -7.9327 3.7258 38.0606 2.5041 145.5346 2.5760 117.4836 2.4648
2022 -9.1433 0.3903 31.6822 2.4831 68.4295 2.5163 43.7737 2.4515 135.2113 2.4550 167.5653 2.5406 -8.2742 3.4084 38.3438 2.5806 146.8882 2.2513 118.6323 2.3339
2023 -9.0051 0.4437 31.4445 2.4578 69.7447 2.6233 43.7541 2.4505 135.1094 2.4717 167.4612 1.9609 -8.0394 3.2480 38.4800 2.5770 147.9088 2.2879 119.4558 2.3342
2024 -9.1369 0.1521 31.0915 2.4887 70.8876 2.5787 43.8775 2.3959 134.6755 2.5167 167.1283 1.9269 -7.9622 2.9046 38.6327 2.4828 149.1889 2.4254 120.3952 2.5457
2025 -9.0323 0.6956 30.7090 2.5529 72.3952 2.5575 43.3489 2.4424 134.2209 2.5570 167.2635 1.6933 -7.6515 2.6972 38.6141 2.5038 150.1496 2.6997 121.9647 2.4468
2026 -8.9093 0.8343 30.6066 2.4468 73.1594 2.4110 42.8870 2.4774 133.4541 2.4846 167.3488 2.1276 -7.0859 2.3037 38.5151 2.5059 150.4952 2.4917 123.2905 2.4282
2027 -9.0456 1.0836 30.8005 2.5165 74.0852 2.6425 42.3144 2.5548 132.6093 2.5698 167.2162 2.2141 -7.2309 2.0554 38.2079 2.4171 150.7641 2.5231 124.3695 2.5228
2028 -8.9885 1.2538 30.5132 2.4864 74.6108 2.5534 42.2131 2.5593 131.5518 2.5208 167.2455 2.1703 -7.1820 1.7624 37.7909 2.3651 151.5879 2.3984 125.8338 2.5772
2029 -9.1317 1.1408 30.6368 2.4673 75.4524 2.4436 41.4714 2.4629 131.0891 2.4967 167.6220 2.4226 -7.2134 1.7397 37.2494 2.3729 152.0047 2.5391 126.9554 2.4837
2030 -9.1885 1.0623 30.7135 2.4291 76.0667 2.4723 40.7097 2.2667 129.8463 2.5326 167.8444 2.7584 -7.0803 1.4079 36.6637 2.5086 153.0547 2.2978 128.4712 2.5306
2031 -8.9421 1.4393 30.5244 2.5654 76.9184 2.4147 40.3670 2.5352 128.7344 2.5590 167.8411 2.9183 -7.2163 1.2121 36.2857 2.4557 153.7720 2.4904 130.0433 2.3352
2032 -9.1584 1.2043 30.7169 2.4868 77.3350 2.4778 39.9545 2.3894 127.8897 2.6609 167.8938 3.2543 -7.2587 0.9771 35.3920 2.4086 154.4173 2.3991 131.6109 2.4032
2033 -8.9066 1.1214 31.4085 2.4229 77.7576 2.5665 39.2954 2.4793 126.6992 2.5632 168.1524 3.1340 -7.0045 0.6627 34.5259 2.3747 155.1425 2.4848 133.2655 2.3860
2034 -8.7961 0.7595 31.6754 2.5197 77.6091 2.5254 38.5015 2.5007 125.0999 2.4104 168.2329 2.9682 -6.8085 1.2772 33.6992 2.1482 155.7290 2.5242 134.6635 2.5072
2035 -8.2195 0.8210 32.7252 2.4709 78.1163 2.5155 37.9914 2.4796 123.6045 2.6515 168.2664 3.2182 -6.6035 1.4202 32.7486 2.2913 156.1958 2.5300 136.3369 2.4679
2036 -7.9200 0.7892 33.6288 2.5894 78.2802 2.4706 37.5324 2.5163 122.1008 2.6076 168.6727 3.4863 -5.8009 1.2064 31.2886 2.4355 156.6288 2.6750 137.8925 2.3974
2037 -7.8727 0.6839 34.8790 2.4668 78.4353 2.4683 37.5640 2.5141 120.9060 2.4949 169.1966 3.3354 -5.6197 1.4512 29.9319 2.6450 157.1894 2.5963 139.2096 2.7391
2038 -7.2833 0.9715 36.2856 2.5552 78.0825 2.4014 37.0010 2.5541 119.4054 2.5799 169.1996 2.7722 -5.5956 1.0600 28.8143 2.4798 157.3804 2.5237 140.8958 2.6373
2039 -6.4982 1.0878 37.3416 2.3915 77.5520 2.4996 36.6860 2.5170 117.9625 2.4777 169.1001 2.9906 -5.3223 1.1762 27.8475 2.5513 157.9817 2.3806 142.1354 2.7568
2040 -5.9990 1.2616 38.5533 2.4305 77.4609 2.3673 36.8557 2.4845 116.2986 2.5405 168.6682 2.5658 -5.1134 1.2883 26.4692 2.6333 158.2933 2.1891 143.4526 2.7590
2041 -5.5535 1.0199 39.7246 2.5306 77.4501 2.5047 37.1376 2.4073 115.1212 2.3500 168.6548 2.5986 -4.7775 0.9245 24.8054 2.3473 158.5360 2.1665 144.5050 2.2634
2042 -4.6345 1.0721 41.0295 2.5516 77.0449 2.4437 37.2161 2.4473 113.6958 2.5679 168.6708 2.9447 -4.4626 1.5874 23.2149 2.4337 158.8496 2.2692 145.9426 2.5188
2043 -3.5807 1.2884 42.3151 2.4650 76.5591 2.2628 37.6736 2.5126 112.3513 2.5850 168.5162 2.7380 -4.1161 1.5950 21.5079 2.5173 158.6250 1.9873 147.1147 2.5109
2044 -2.8400 1.0805 43.5946 2.5123 75.7066 2.3574 38.4570 2.4199 110.6893 2.6351 168.5100 2.5919 -3.8400 1.8765 20.5359 2.4822 158.3965 2.0051 148.4500 2.5278
2045 -2.2279 1.5148 44.9007 2.5060 75.0871 2.3861 39.5313 2.3980 109.2728 2.5975 168.7514 2.4797 -3.7751 2.2248 19.1162 2.4237 158.2181 2.0395 149.4155 2.6650
2046 -1.1796 1.8418 46.3241 2.4138 73.7868 2.4533 40.0802 2.4991 107.6168 2.5480 168.8683 2.5547 -3.9270 2.3773 17.8347 2.4868 157.7090 1.9814 150.4611 2.4939
2047 -0.3132 1.8941 47.7554 2.3862 72.5844 2.5242 40.9111 2.5078 106.5848 2.4646 169.0457 2.5155 -4.2133 2.4377 16.7206 2.5446 156.6926 1.7802 150.5974 2.5385
