Time x_cm_1 y_cm_1 x_cm_2 y_cm_2 x_cm_3 y_cm_3 x_cm_4 y_cm_4 x_cm_5 y_cm_5 x_cm_6 y_cm_6 x_cm_7 y_cm_7 x_cm_8 y_cm_8 x_cm_9 y_cm_9 x_cm_10 y_cm_10
1424 167.9505 0.2660 95.3388 2.7481 74.4765 2.4806 17.2291 2.4668 -10.6583 3.7246 -8.7895 3.2273 57.9225 2.4304 -5.0739 0.6459 128.6829 2.4734 51.0439 2.6616
1425 167.7438 0.4457 92.9448 2.7376 73.9976 2.5277 14.9327 2.4886 -10.7030 3.4221 -8.6879 2.9468 55.7481 2.5497 -4.4898 0.3090 126.7172 2.4430 48.8522 2.5398
1426 168.0381 0.1314 90.6217 2.4865 73.2961 2.4128 12.6354 2.3143 -10.5743 3.1191 -9.0242 2.8405 53.8309 2.2981 -3.9037 0.2341 124.5042 2.5692 46.4526 2.4798
1427 168.0324 -0.0829 88.1190 2.5511 72.6629 2.5261 10.5540 1.6856 -10.5404 3.3273 -9.4621 2.4151 51.5275 2.5659 -3.3642 0.5405 122.0499 2.6534 44.1694 2.6429
1428 167.8323 -0.1977 85.6859 2.7482 71.7630 2.5299 8.2442 1.6766 -10.4825 3.5818 -9.6881 2.3778 49.7070 2.4468 -2.5805 0.4823 119.8174 2.6658 41.4362 2.7916
1429 167.4957 0.5344 82.7808 2.4340 71.4653 2.4447 6.4756 1.4639 -10.4470 4.2797 -10.3612 2.4675 48.1610 2.5338 -1.9491 0.6242 117.7651 2.4537 39.5475 2.4631
1430 166.7874 0.5522 80.7092 2.4644 70.7116 2.5246 4.8291 1.3572 -10.2505 4.5488 -10.4729 2.1145 46.7535 2.5445 -0.6218 0.7840 115.4294 2.6733 37.2373 2.4593
1431 166.3325 1.2995 78.4253 2.4900 70.3949 2.5053 3.0824 0.9513 -10.2734 4.5710 -10.6394 2.1087 46.1229 2.4718 0.5793 0.7372 112.8514 2.4952 35.0478 2.4698
1432 166.1835 1.6052 76.0055 2.3805 70.2050 2.4904 1.6687 0.8583 -10.1316 4.6237 -10.1143 2.3855 45.1514 2.4187 1.9982 0.8303 110.3490 2.4644 32.6542 2.6119
1433 165.4311 2.0230 73.8288 2.4032 70.2123 2.4307 0.4544 0.9330 -10.1791 4.2228 -9.9444 2.5428 44.7622 2.4756 3.5528 1.0051 108.1640 2.5073 30.4609 2.5905
1434 165.7706 2.9191 71.6850 2.4817 70.5905 2.4647 -0.4434 1.0769 -10.1128 4.1964 -9.5898 2.5101 44.6264 2.4306 5.5662 1.0753 105.7773 2.5532 28.5337 2.7760
1435 166.2556 3.9226 69.6195 2.3358 71.2300 2.5997 -0.5028 0.8120 -10.0368 3.9696 -9.6047 2.4769 44.6766 2.5871 7.2115 1.6581 103.2629 2.7416 26.5767 2.5540
1436 166.3070 4.2456 67.5496 2.5415 72.1184 2.4739 -0.8568 0.7350 -9.5788 3.6405 -9.4479 2.5184 45.0350 2.5460 9.4431 2.0516 101.2168 2.7439 24.9444 2.5338
1437 166.6147 4.6930 65.4045 2.5622 72.6710 2.4359 -0.8567 0.7074 -9.1461 3.8226 -9.3149 2.4774 46.1239 2.5102 11.3974 1.9964 99.2728 2.6159 23.9255 2.5828
1438 166.8666 5.1246 63.3406 2.3825 73.7946 2.5332 -0.5672 0.6414 -8.9112 3.9882 -9.6519 2.3599 47.2977 2.5766 13.6279 2.1441 96.9457 2.3476 22.9650 2.5368
1439 166.8715 5.2334 61.2027 2.5210 74.5980 2.5431 0.3109 0.9055 -8.6316 4.6725 -9.8946 2.6508 48.8464 2.6117 16.0758 2.3009 94.8438 2.3911 22.1674 2.5059
1440 166.9838 5.3901 59.0304 2.4308 75.4173 2.4672 1.1560 1.0258 -8.5653 5.2939 -9.4499 2.4445 50.3122 2.4647 18.7048 2.3125 92.9813 2.5862 22.2952 2.5234
1441 167.1106 5.4091 57.1149 2.3730 76.1813 2.6191 2.3433 0.8105 -8.4662 5.8905 -9.3177 2.6986 52.1318 2.5725 21.0323 2.3106 91.3255 2.6133 22.3517 2.4125
1442 167.1138 5.3997 54.7382 2.4669 76.7271 2.5479 4.4859 1.1043 -8.6218 5.7836 -8.8377 2.6225 54.3020 2.5156 22.8906 2.5572 89.3763 2.5264 22.9491 2.3912
1443 167.0689 5.0314 53.3335 2.5272 76.9488 2.4507 6.0370 1.5041 -8.5240 5.7029 -8.3178 2.2264 56.6412 2.4714 25.0694 2.4172 88.2676 2.4637 23.8578 2.4643
1444 167.1833 5.3342 51.8052 2.5698 76.3653 2.5023 8.0612 1.8580 -8.7266 5.8120 -7.3390 2.0989 58.6985 2.4473 27.3455 2.5988 87.3580 2.4694 25.2527 2.4838
1445 167.1496 5.4776 50.4598 2.4949 75.8158 2.5071 10.5731 2.1232 -8.7662 5.3071 -6.6898 2.1474 60.8636 2.5590 29.7949 2.6837 86.4289 2.4309 26.8933 2.5618
1446 166.7181 5.0711 49.4290 2.4797 75.2761 2.5898 12.6196 2.2578 -8.7150 4.5514 -6.3020 1.9789 63.2219 2.3815 32.3357 2.4763 85.2759 2.4368 28.2896 2.5439
1447 166.9755 4.7052 49.0611 2.4428 74.0220 2.5202 14.8338 2.3651 -8.7917 3.9708 -6.2490 1.8986 65.2003 2.4072 34.4642 2.4628 84.2634 2.4188 30.1071 2.4504
1448 167.0733 4.0574 49.0462 2.4981 72.6599 2.3866 16.8851 2.4035 -8.5089 3.9438 -6.0169 1.5550 67.3612 2.3778 36.5639 2.6535 83.5742 2.4449 32.4049 2.2402
1449 166.9498 3.5307 48.7270 2.5166 71.1089 2.4765 18.6695 2.3958 -8.1438 3.1137 -5.8078 1.8445 69.7288 2.5716 39.0310 2.3598 82.8960 2.4623 34.6871 2.4370
1450 166.9632 2.8741 49.1983 2.4674 68.8488 2.4890 19.8627 2.3808 -8.2005 2.8643 -5.7483 2.1780 71.7916 2.6553 41.0617 2.4124 82.5678 2.4733 37.0943 2.4851
1451 166.9599 2.7485 49.7724 2.3789 66.6984 2.5644 21.0880 2.5684 -8.1963 2.5340 -5.9841 2.3741 73.6988 2.5125 43.1453 2.4268 82.7548 2.4933 39.3475 2.4160
1452 166.8437 2.3009 50.6220 2.4922 64.5452 2.4294 21.8748 2.5637 -8.0321 2.3130 -5.6134 2.6728 76.0602 2.5673 45.3870 2.3727 82.8860 2.5302 41.0854 2.4310
1453 167.1891 2.0312 51.5448 2.6186 62.2862 2.4207 22.3159 2.4948 -7.7380 2.1762 -5.9920 2.8170 78.5491 2.5721 47.6591 2.5742 83.0481 2.4888 42.8714 2.3748
1454 167.4382 1.7625 52.8274 2.4554 60.2219 2.3834 22.7150 2.4956 -7.6797 2.0995 -6.6177 2.9437 80.8794 2.4996 49.8594 2.4680 83.7660 2.4365 44.4625 2.4587
1455 167.9721 1.5276 54.5911 2.3975 58.1657 2.6289 22.5454 2.4947 -7.2609 2.3655 -6.3247 3.0124 82.8526 2.5120 51.7534 2.5460 84.9134 2.4976 45.6173 2.5520
1456 168.4512 1.3904 56.2848 2.6109 56.5113 2.3928 22.7312 2.5551 -6.7680 2.3188 -6.5775 2.9688 84.5793 2.4633 54.3419 2.3773 85.9426 2.5005 46.6668 2.5555
1457 169.0826 1.4613 58.1861 2.4957 55.4982 2.4958 22.3063 2.4579 -6.4623 2.7303 -6.7700 3.1482 86.7568 2.6286 56.4461 2.4942 86.7927 2.4463 46.8717 2.5114
1458 169.3193 1.5053 60.6664 2.5101 54.8040 2.5635 21.4996 2.5515 -6.5150 3.3774 -6.8732 2.8780 89.1115 2.5287 58.4577 2.5224 87.8385 2.4587 46.8514 2.5152
1459 169.9422 1.8569 62.7196 2.3892 54.4621 2.4595 20.2886 2.3927 -6.7536 3.7887 -7.2578 2.5955 91.7516 2.4674 60.7584 2.4892 88.8740 2.7483 46.3685 2.4136
1460 170.0013 2.1281 65.2215 2.7210 53.8886 2.4564 18.8484 2.5123 -7.0302 4.1429 -8.1933 2.2578 94.0866 2.6122 63.0408 2.3694 90.1029 2.8075 46.2461 2.4823
1461 170.4975 3.0184 67.9522 2.4939 53.6978 2.5184 17.1548 2.4443 -7.3926 4.6626 -9.1347 2.2883 96.4878 2.4777 65.3561 2.4543 91.6288 2.6682 45.4927 2.4560
1462 170.6598 3.3885 69.3093 2.6051 53.8353 2.6045 14.8188 2.2748 -7.7222 4.7798 -9.7629 2.4648 98.4126 2.3435 68.0282 2.7910 93.2427 2.5181 44.7640 2.4551
1463 171.1256 3.1611 70.6182 2.7122 54.3389 2.6261 12.3742 2.0371 -8.0068 4.2774 -9.9237 2.7219 100.2001 2.5028 70.3888 2.5904 95.0938 2.4472 43.5641 2.4505
1464 171.1107 3.6262 71.7308 2.3921 54.7629 2.5286 10.3666 1.8493 -7.9192 3.8420 -10.4786 2.5749 101.5258 2.5739 72.7252 2.6612 97.4755 2.4056 41.7390 2.4691
1465 171.1934 3.7450 72.2739 2.5981 55.9502 2.4838 8.2810 1.5271 -8.1502 3.2832 -10.8128 2.0978 102.7937 2.6202 75.0562 2.4523 99.9967 2.5776 39.9728 2.5420
1466 171.5448 3.9610 73.2110 2.4007 57.6200 2.4134 6.5402 0.9531 -7.9356 2.6174 -10.8536 1.7568 103.7943 2.5225 77.5472 2.3735 102.6671 2.3904 37.8093 2.4328
1467 171.5665 3.6924 73.5614 2.5231 58.8269 2.3039 3.9511 0.5710 -8.2964 2.1245 -10.7698 1.1570 104.1637 2.5181 79.9141 2.6490 105.0371 2.3833 35.2319 2.4329
1468 171.5117 3.6209 73.1174 2.5012 60.5463 2.4233 1.9231 0.8085 -8.8851 1.5999 -10.6123 0.7615 104.3822 2.5532 82.1569 2.3803 107.2793 2.4862 32.8333 2.5962
1469 171.4450 3.4323 72.6317 2.5021 62.9665 2.5815 -0.0087 0.4332 -9.0037 1.3089 -10.3578 0.7363 104.4932 2.4790 84.4059 2.5344 109.8130 2.4417 30.4429 2.7072
1470 171.2458 3.5877 71.7405 2.5560 65.2732 2.6094 -1.7391 0.3659 -9.3150 1.3046 -10.4167 0.4482 104.2996 2.4373 86.5359 2.4773 111.6277 2.4516 27.9427 2.6996
1471 170.8376 3.4685 71.0973 2.6358 67.1097 2.5711 -3.6039 0.4100 -9.5261 1.1318 -10.1375 0.5394 103.9105 2.3957 88.8327 2.5518 113.6380 2.5699 25.9210 2.6269
1472 170.7154 3.3954 69.7415 2.3383 68.8084 2.4259 -5.0127 0.6845 -9.4631 1.0369 -9.9086 0.2043 102.8956 2.2927 91.2596 2.4322 115.2688 2.5445 23.4797 2.4695
1473 170.6828 2.9693 67.5614 2.4829 70.2698 2.5744 -6.1062 1.1174 -9.5080 1.3421 -9.6806 0.3366 101.6053 2.4228 93.3254 2.5936 116.7527 2.6140 20.8863 2.2717
1474 171.1234 2.6991 65.7191 2.4712 71.3851 2.4870 -6.7651 1.6238 -9.6085 1.5306 -9.1598 1.0350 100.2784 2.3871 95.5516 2.6016 118.2467 2.4166 18.7569 2.4179
1475 170.8741 1.9254 63.6318 2.3556 71.7093 2.4887 -7.1984 2.2449 -9.7321 1.4684 -8.8320 1.6646 98.3347 2.5703 97.7635 2.5362 119.5420 2.4066 16.6982 2.5513
1476 170.6053 1.4136 61.1246 2.2714 71.8561 2.6262 -7.4524 2.1954 -9.5787 1.2070 -8.2525 1.2960 96.4244 2.5239 99.3617 2.4594 120.2476 2.4117 14.4480 2.3430
1477 170.5361 1.2875 58.9941 2.6394 72.3734 2.5112 -7.3134 2.2670 -9.5664 1.3647 -7.7034 1.4660 94.5384 2.5590 100.9330 2.4672 120.4911 2.5021 12.6809 2.2520
1478 170.7549 1.2149 56.3580 2.5232 72.2733 2.5554 -7.4641 2.2874 -10.1376 1.5585 -7.3658 1.5472 92.4347 2.5117 101.7598 2.6929 120.9613 2.5336 10.2874 2.0944
1479 170.5740 0.8984 54.1815 2.4959 71.9337 2.5114 -6.8080 2.3476 -10.5401 1.3218 -7.0238 1.6874 90.0580 2.6305 102.8190 2.5673 120.8402 2.4764 8.0168 1.7166
1480 170.4951 0.9312 51.8429 2.5679 71.2902 2.5749 -5.4857 2.6855 -10.3361 1.4341 -6.7306 1.8167 87.8611 2.6180 103.2853 2.6341 120.6830 2.4050 6.0397 1.6111
1481 170.5214 0.9761 49.6928 2.3267 70.3859 2.6471 -4.3840 3.1559 -9.8111 1.6008 -7.0714 2.2079 85.3511 2.4171 103.0734 2.5098 120.1066 2.3338 3.7589 1.1831
1482 170.7322 1.1485 47.5871 2.4195 69.2600 2.5263 -3.2518 3.5498 -9.3061 1.7874 -6.6541 2.6132 83.1466 2.4881 103.2640 2.5314 119.6453 2.4137 1.6137 0.7006
1483 170.7295 1.1876 45.3140 2.3541 68.4078 2.4574 -1.7687 3.7871 -9.1536 1.5935 -6.2420 3.2632 80.7359 2.5173 103.1200 2.5405 117.9826 2.3557 -0.3603 0.6000
1484 171.1117 0.8742 43.1647 2.3898 67.5322 2.6123 -0.0792 3.8779 -8.4849 1.6664 -5.9955 3.7743 78.9500 2.4009 102.6298 2.5446 116.5064 2.3459 -2.1460 0.7698
1485 171.3002 0.6357 40.6903 2.5481 66.3264 2.5243 1.8770 3.8043 -7.7986 1.8553 -5.8296 4.3017 76.4183 2.5627 101.5803 2.6105 114.8170 2.3606 -4.0746 0.5871
1486 171.6083 0.5584 38.1084 2.6766 65.5867 2.5182 3.9942 3.8109 -7.2183 1.9676 -5.5886 4.8511 74.5808 2.6510 100.2867 2.5374 112.4120 2.5216 -5.3417 0.8414
1487 171.3286 0.4798 35.9798 2.6227 64.9189 2.4012 6.0920 3.4954 -6.8654 2.1361 -5.5840 4.9007 72.6161 2.5118 99.1329 2.5681 110.3680 2.5964 -6.1235 1.0711
1488 171.1621 0.4043 33.6001 2.6055 64.1951 2.5438 7.9805 3.3210 -6.7593 1.9791 -5.4623 4.9909 70.6148 2.4317 97.3219 2.7012 108.1436 2.5265 -6.8283 1.4898
1489 170.6415 0.0042 31.4099 2.4234 64.1353 2.4842 9.9706 2.9107 -6.4598 2.2083 -5.5625 4.5283 68.5177 2.4969 95.3639 2.6240 105.9211 2.5808 -7.3133 1.9726
1490 170.4469 0.1367 29.2144 2.4879 64.2792 2.4282 11.7912 2.7922 -6.6116 1.8281 -5.4932 4.1840 66.2800 2.5930 93.2765 2.7534 103.5912 2.3250 -7.5452 1.8659
1491 170.5605 -0.1174 26.8583 2.3720 64.8083 2.3811 13.8656 2.6149 -6.6446 1.8631 -5.5274 3.6392 64.2578 2.5620 91.0611 2.7074 101.4741 2.5455 -7.3618 2.6396
1492 170.4641 -0.4484 24.8486 2.3692 65.7340 2.4448 16.1353 2.3886 -6.5379 1.6723 -5.9593 3.5207 62.2992 2.3023 88.6096 2.4025 99.1342 2.4701 -7.2085 2.9692
1493 170.3043 -0.2938 22.4098 2.6270 66.3099 2.4263 18.5112 2.5905 -6.8449 1.6062 -6.3887 3.1218 59.9357 2.5254 86.1376 2.4220 96.6792 2.4680 -6.9653 3.4988
1494 170.1422 -0.2047 20.1123 2.2387 67.5019 2.4890 20.7312 2.5852 -7.2913 1.7873 -7.1174 2.7982 57.9456 2.5164 84.1048 2.4584 94.2609 2.4931 -6.8727 3.8882
1495 170.5845 0.4514 17.8194 2.4154 69.0027 2.5885 22.8866 2.3949 -7.7380 2.4705 -7.5319 2.7595 55.2948 2.4704 82.0958 2.3977 91.9603 2.5884 -6.7257 3.7062
1496 170.5709 0.2045 15.9501 2.9003 71.4118 2.3129 25.1351 2.4414 -8.1575 2.6047 -7.5881 2.5739 53.2473 2.5392 80.4303 2.5831 89.4968 2.5261 -6.2963 3.5806
1497 170.6263 0.3853 13.8404 2.7095 73.7215 2.5013 27.2965 2.3720 -8.5605 3.5632 -7.4781 2.2140 51.0784 2.5780 79.0942 2.5166 87.1164 2.6603 -6.3694 3.3908
1498 170.7018 0.7098 11.4530 2.7442 75.5679 2.4400 28.7408 2.4330 -8.8418 3.7451 -7.8221 2.0836 48.8717 2.5681 77.9481 2.6406 84.8817 2.5121 -6.2701 3.2401
1499 170.9805 0.8401 9.1570 2.7679 77.7272 2.3212 30.1194 2.5847 -9.5190 3.8337 -7.7213 1.8235 46.5832 2.9179 76.9662 2.4246 82.3698 2.6807 -6.1213 2.7223
1500 170.9522 0.7973 7.2544 2.3244 79.7399 2.3707 31.5271 2.5495 -9.8933 4.0473 -7.4999 1.6570 44.0555 2.5044 76.7014 2.4974 80.2376 2.4181 -6.0497 2.2513
1501 170.8676 0.9546 5.2952 2.4197 81.9319 2.3090 32.0884 2.5849 -10.2063 3.9658 -7.4432 1.4921 41.5435 2.4355 76.5789 2.5173 77.9381 2.7957 -5.8499 1.5591
1502 170.6305 1.5849 3.4316 2.3755 83.2141 2.4348 32.7211 2.5826 -9.7692 4.1004 -7.7445 1.3413 39.3738 2.6015 76.7825 2.4557 75.8047 2.6429 -5.7735 1.2096
1503 169.9633 1.8894 1.7782 2.4664 84.2781 2.5205 32.5898 2.5766 -9.3550 4.0913 -7.8878 1.7402 36.5734 2.4098 77.1517 2.6063 73.9532 2.5301 -5.4223 0.8700
1504 170.1962 2.1011 0.1920 2.8074 85.1484 2.3976 32.1914 2.5303 -9.2196 3.7118 -7.6015 1.8858 34.4729 2.2438 77.5643 2.5621 72.1368 2.3384 -5.4625 -0.0439
1505 169.8050 2.2128 -1.0180 3.3945 85.8347 2.3041 31.8925 2.4360 -9.0757 3.4954 -7.6743 2.4139 32.2583 2.3653 78.7891 2.5903 71.1122 2.5990 -5.2342 -0.1900
1506 169.3147 2.4323 -1.9789 3.3674 86.1386 2.4000 31.3619 2.4617 -8.7382 3.3522 -7.6068 2.6975 30.0643 2.3395 80.2070 2.5305 69.8531 2.5950 -5.4330 -0.6220
1507 169.2747 2.5692 -3.1373 3.9021 86.5109 2.4534 30.7997 2.4054 -8.6348 3.9003 -7.4897 3.0360 28.0684 2.4318 81.4905 2.5828 69.3832 2.5444 -5.2287 -0.4812
1508 169.2799 2.4313 -4.2895 3.8230 86.2553 2.5448 30.1011 2.5444 -8.7095 4.3834 -7.4141 3.7944 25.3601 2.6101 83.1668 2.4689 69.0312 2.5286 -4.6740 -0.1241
1509 169.0726 2.3579 -4.9545 3.7200 85.7736 2.5694 28.4102 2.3523 -8.2790 5.0312 -7.3239 4.4330 23.7947 2.4320 84.7287 2.4824 69.3881 2.5513 -3.8823 0.2010
1510 168.8427 2.2964 -5.5591 3.1938 84.8486 2.4440 26.4491 2.3188 -8.1962 5.5397 -6.9561 4.6081 22.4544 2.3497 86.0549 2.4186 69.5570 2.4780 -3.0693 0.3523
1511 168.2568 2.2237 -6.0509 2.6680 83.8701 2.4736 24.6598 2.4338 -7.6161 5.8519 -6.2606 4.8969 21.3743 2.3086 87.2124 2.3945 70.3365 2.4885 -1.9093 0.5878
1512 168.0992 2.2679 -6.3332 2.6241 82.9940 2.5414 22.7210 2.4788 -7.5402 6.1044 -5.9046 5.1625 20.3038 2.4208 88.2757 2.3730 70.7720 2.3682 -0.7555 0.8340
1513 167.9713 1.7512 -6.3542 3.0761 81.9516 2.4764 20.4981 2.2849 -7.3392 5.8917 -5.5222 4.8525 19.5737 2.5474 88.9871 2.5035 71.5155 2.5246 0.0900 0.7747
1514 168.0695 1.4598 -6.0971 3.4971 81.1268 2.5765 18.2173 2.2872 -7.1310 5.5903 -5.6241 5.2479 19.0737 2.5127 89.5915 2.4727 72.8274 2.2952 0.9491 1.1388
1515 167.7272 1.2775 -6.0651 3.7602 80.4380 2.5238 16.1010 2.4880 -6.9789 5.3467 -5.6641 5.4994 18.8676 2.6162 89.7493 2.5646 74.0316 2.6518 1.5179 1.4435
1516 167.4588 0.3120 -5.6493 3.6924 79.6670 2.4734 14.1442 2.5799 -6.3232 5.0224 -5.6524 5.3833 19.0147 2.5369 89.4369 2.5467 75.1276 2.6006 2.3374 1.8029
1517 167.7765 -0.1382 -5.6740 3.5238 79.1068 2.4622 12.2493 2.2130 -6.2341 5.0281 -5.7906 5.0517 19.2479 2.4471 89.0295 2.4454 76.2594 2.4788 2.5731 1.8372
1518 168.1322 -0.1874 -5.4719 3.1960 79.1833 2.4844 10.1152 2.2872 -6.1225 4.6497 -6.0263 5.6682 20.0984 2.4927 87.9165 2.3542 77.1397 2.3763 2.6745 1.8452
1519 168.1969 -0.5634 -5.3174 2.4776 79.3066 2.5834 8.2008 2.2352 -6.2496 5.0276 -5.8052 5.7851 21.1385 2.3566 87.1833 2.3875 77.4955 2.5181 2.8651 1.6352
1520 168.8004 -0.8495 -5.0704 1.9213 79.8608 2.6681 6.2514 1.8485 -5.7576 5.1146 -5.3238 5.5471 22.4574 2.5462 85.9049 2.5265 77.4835 2.5063 2.5269 1.4645
1521 169.1750 -0.8654 -5.1362 1.4421 80.5946 2.5041 4.3710 1.1947 -5.8458 5.5218 -4.4747 5.3773 23.8063 2.6510 84.6787 2.5178 77.0423 2.5465 2.3564 1.4451
1522 169.7437 -0.3054 -5.3672 1.2841 81.9326 2.5017 2.6698 0.8537 -5.6491 5.9448 -2.7872 5.3126 25.5575 2.4865 83.7097 2.4120 76.0888 2.5554 1.9538 1.5113
1523 169.3733 -0.4690 -5.5295 1.3097 83.0532 2.5012 1.4014 0.3581 -6.0693 5.9233 -1.3746 4.4815 27.8471 2.5998 82.7857 2.4534 75.3197 2.4752 0.9283 1.8165
1524 169.2193 -0.3427 -5.6264 1.3723 84.6900 2.3956 0.2987 0.3342 -6.4282 5.3044 -0.0959 4.1245 29.9120 2.3292 81.9377 2.5656 74.0695 2.4255 -0.2416 2.1069
1525 168.7285 0.5353 -5.4279 1.4324 86.9272 2.6058 -0.6764 0.4056 -7.0622 5.0127 1.0995 3.5937 32.3154 2.4288 81.3238 2.4144 72.7241 2.5054 -1.8488 2.2857
1526 168.4069 1.0720 -5.1110 1.2426 89.1781 2.6279 -1.9532 0.4791 -7.2709 4.6549 2.4794 3.1768 34.4886 2.5076 81.1486 2.4753 71.0969 2.6659 -2.8409 2.4218
1527 167.5508 1.2179 -4.9280 0.7815 91.0268 2.7570 -2.7526 0.6523 -7.3026 4.1790 4.1267 3.2824 36.7492 2.6089 81.1497 2.5682 69.6484 2.5976 -3.6660 2.7197
1528 166.8140 1.1418 -4.9418 0.7677 93.7091 2.3760 -3.3385 0.6356 -7.6637 3.8781 5.9266 3.2283 38.9196 2.2979 81.2546 2.5180 68.6295 2.4871 -5.0555 2.7182
1529 166.1175 1.0980 -5.3585 0.3839 95.7909 2.4118 -3.6707 0.6552 -7.5695 3.5702 7.9323 2.8577 40.9834 2.4605 81.6922 2.5694 67.9835 2.5932 -6.2815 2.8976
1530 165.0033 1.2878 -6.0391 0.3413 97.6581 2.4166 -3.3567 0.5792 -7.9421 3.3917 10.1940 2.6458 42.9567 2.6336 82.0745 2.5519 67.1557 2.4768 -6.9513 3.1015
1531 164.1683 1.0450 -6.4662 0.3220 99.9511 2.5028 -2.4203 0.8923 -8.0744 2.8555 12.7801 2.4180 45.0390 2.5775 82.8204 2.5876 66.7307 2.4911 -7.7588 3.0533
1532 163.4358 0.7797 -7.1804 0.1946 101.8660 2.6213 -1.8551 0.9922 -8.0843 3.1226 14.6563 2.3398 47.3632 2.3036 82.8301 2.4528 66.9856 2.4726 -8.1965 2.9599
1533 162.8513 1.1221 -8.0389 0.2249 104.0415 2.4713 -1.0815 0.9105 -7.8385 2.8703 16.5120 2.4725 49.7013 2.5816 83.2224 2.5226 66.9666 2.4528 -8.5104 2.9568
1534 162.5299 1.0092 -8.2360 0.5354 105.7007 2.6866 0.5190 1.1295 -8.0840 2.3810 18.8834 2.5503 51.8482 2.3924 83.5641 2.4940 67.2926 2.4157 -8.9208 2.8252
1535 161.8107 1.3320 -8.2789 1.3874 107.0017 2.4280 2.5896 1.1363 -8.3395 2.1668 21.2161 2.4773 54.2697 2.5167 83.9217 2.4796 68.1655 2.4830 -8.7717 2.5283
1536 161.1681 1.5560 -8.8330 1.8938 108.3558 2.4872 4.3514 1.5312 -8.3762 2.0306 23.5842 2.4190 56.6204 2.5243 83.9211 2.4630 69.5068 2.5400 -8.4865 2.7165
1537 161.0672 1.8861 -8.8645 2.4823 109.2252 2.5081 6.1065 1.8443 -8.3841 1.6004 25.8579 2.4366 59.0865 2.3863 83.6625 2.5049 70.9043 2.5815 -8.2384 2.3733
1538 160.8276 2.3247 -9.4578 2.9312 109.7858 2.4993 8.4492 1.9459 -8.5448 1.6555 28.1916 2.4753 60.8804 2.4814 83.0431 2.4243 73.0588 2.5603 -7.9598 2.2470
1539 161.2307 2.8160 -9.8944 3.1885 110.0232 2.5067 10.6250 2.2579 -8.5351 1.7170 30.4108 2.5466 63.2303 2.5060 82.0974 2.4785 75.1744 2.4586 -8.1905 1.9225
1540 161.4956 3.2647 -9.9900 3.6224 110.1499 2.4809 13.0253 2.3679 -7.8391 1.9973 32.2815 2.5293 65.3234 2.6032 81.0198 2.4251 77.6383 2.4438 -8.2691 1.3520
1541 162.0596 3.8194 -10.2156 4.2271 110.1148 2.4697 15.2859 2.6021 -7.7344 2.4226 34.5895 2.4235 67.5194 2.7416 80.0279 2.6020 79.5275 2.3649 -8.2091 1.0674
1542 162.8598 4.0941 -10.1709 4.2091 109.7135 2.3620 17.3196 2.3648 -7.8602 2.7746 36.4254 2.5012 69.4857 2.5501 78.3792 2.6108 81.4470 2.5925 -8.6837 0.6233
1543 163.3001 4.1712 -10.0925 4.1120 108.9544 2.4150 19.7187 2.3863 -8.2492 3.1641 38.8432 2.7079 71.7592 2.5938 76.3687 2.4741 83.6160 2.6673 -8.9034 0.1637
1544 164.3855 4.4661 -9.8636 3.8515 107.5688 2.3011 22.2298 2.4236 -8.9159 3.7471 41.5820 2.6014 73.7758 2.3543 74.3758 2.5909 85.8972 2.5747 -8.3683 -0.2829
1545 165.5260 4.5220 -9.7194 3.6758 106.4579 2.3168 24.9035 2.3108 -9.3592 3.9324 43.9290 2.5105 75.8346 2.2877 71.5594 2.1914 88.4411 2.3419 -7.6241 -0.7585
1546 166.6870 4.8404 -9.2642 3.4625 104.5110 2.4811 26.9962 2.5520 -9.5758 4.0883 45.8290 2.6406 77.7703 2.3066 69.5690 2.4225 90.7556 2.5191 -7.1360 -0.3273
1547 167.6632 4.6173 -9.1278 3.3321 102.9058 2.2223 29.1295 2.6340 -9.9609 3.8699 47.7435 2.7317 80.0648 2.2001 68.0618 2.2124 93.2288 2.4060 -6.4511 -0.3825
1548 168.6342 4.6486 -8.7534 3.1249 100.7010 2.2939 31.1792 2.4466 -9.9066 3.3027 49.7415 2.5929 81.9688 2.2880 66.8594 2.3491 95.3173 2.6166 -5.7867 -0.0142
1549 169.3763 4.6931 -8.5507 2.6564 98.3278 2.4026 33.4061 2.7138 -9.9716 2.8091 51.8414 2.6066 83.1446 2.6224 65.8019 2.3735 97.3622 2.3325 -5.3462 -0.3540
1550 169.3848 4.6840 -8.6421 2.0308 96.0238 2.5324 36.1718 2.4078 -9.6301 2.1733 52.9050 2.6334 84.5948 2.5999 65.1008 2.4274 99.7400 2.5509 -5.2010 -0.4432
1551 169.6266 4.8618 -8.6204 1.3107 93.7897 2.7115 38.5135 2.5962 -9.5040 1.8132 53.8750 2.6675 85.8491 2.5201 64.2992 2.5170 102.0620 2.7111 -5.4600 -0.6285
1552 169.8403 4.7789 -8.2409 0.7720 91.2053 2.4912 40.5416 2.5752 -9.1999 1.8258 54.2885 2.5380 86.8435 2.5152 64.1149 2.4960 104.5289 2.6379 -6.3806 -0.6457
1553 170.0210 4.8865 -7.8294 0.2828 89.3779 2.3767 42.5449 2.4058 -8.5422 1.3785 54.6408 2.5066 87.8393 2.5859 64.1105 2.4902 106.8204 2.7146 -6.6278 -0.6880
