Time x_cm_1 y_cm_1 x_cm_2 y_cm_2 x_cm_3 y_cm_3 x_cm_4 y_cm_4 x_cm_5 y_cm_5 x_cm_6 y_cm_6 x_cm_7 y_cm_7 x_cm_8 y_cm_8 x_cm_9 y_cm_9 x_cm_10 y_cm_10
1138 99.2156 2.4475 56.8742 2.6438 50.1156 2.4835 57.4017 2.5048 11.5922 2.5043 27.1393 2.5376 14.3124 2.5081 -6.7691 3.6631 2.6586 3.5761 164.3523 4.6667
1139 100.2973 2.5056 60.3192 2.5638 50.3873 2.5995 55.4038 2.5147 13.9815 2.6314 26.4119 2.4999 13.6079 2.4515 -7.3412 4.2152 5.5901 2.9887 165.5272 4.7377
1140 102.1963 2.4421 64.1332 2.5762 51.3794 2.6393 52.8939 2.5309 17.1830 2.7111 25.9243 2.5150 13.4396 2.5747 -8.0450 4.9251 8.6794 2.6546 166.5603 4.4003
1141 104.5867 2.4313 67.7681 2.6141 53.2233 2.4905 49.7811 2.5158 20.5937 2.7733 25.7296 2.5303 14.3906 2.6246 -8.5789 5.2299 11.7044 2.3533 168.2907 3.8337
1142 107.5811 2.5378 71.1779 2.4756 55.6225 2.4886 46.0315 2.3933 24.4109 2.6244 25.2957 2.4000 16.3171 2.6135 -8.9769 5.5454 15.0545 2.5361 169.7628 3.0263
1143 110.6041 2.6448 75.1692 2.4964 58.5931 2.5061 43.0654 2.3342 27.8837 2.5375 24.1325 2.4220 18.7774 2.5410 -8.9903 5.2399 18.5849 2.5819 170.4638 2.1583
1144 113.1272 2.4573 78.1342 2.5439 62.2665 2.4175 40.4488 2.3704 30.7374 2.6076 22.6869 2.3418 22.0789 2.6531 -8.8774 5.0931 21.7917 2.5296 170.8187 1.3980
1145 114.4778 2.4544 80.5368 2.6435 65.7666 2.4971 38.3982 2.5891 32.9092 2.5544 20.4409 2.3832 25.3753 2.5948 -8.4977 4.6001 24.2486 2.5383 170.9879 0.4499
1146 115.2026 2.4811 82.4145 2.5231 68.9781 2.4406 37.1511 2.4751 34.3187 2.4752 17.9113 2.4547 28.8032 2.5364 -7.8669 4.6784 25.7561 2.6036 171.2040 -0.2885
1147 115.0069 2.5702 83.8407 2.4427 71.2465 2.4082 36.5463 2.5160 34.7802 2.5143 15.5382 2.4273 32.1784 2.4672 -7.3806 4.8999 26.8048 2.4775 171.2619 -0.7288
1148 113.9587 2.6472 85.2626 2.4864 72.9780 2.4651 36.5230 2.4152 34.5802 2.3830 13.2197 2.5178 35.2521 2.2693 -6.8099 5.2380 27.3584 2.5033 171.0152 -0.6160
1149 112.3310 2.5621 86.4171 2.4628 74.1069 2.4599 36.9048 2.5049 33.7689 2.3946 10.6146 2.5901 37.9352 2.4952 -5.9035 5.0669 27.4220 2.5613 170.9965 -0.6493
1150 110.0873 2.5025 87.3324 2.4973 74.2250 2.4874 37.6384 2.3942 32.1660 2.4583 8.4446 2.3593 39.9475 2.6245 -4.8939 4.7241 27.6394 2.5264 171.1417 -0.5760
1151 107.1403 2.5306 88.3688 2.4426 73.8585 2.4725 38.2536 2.4217 29.9516 2.3022 5.6035 1.6770 41.3985 2.6112 -4.0162 3.9881 27.5970 2.4878 171.0157 -0.4120
1152 103.6305 2.4463 89.0603 2.4766 72.4177 2.4719 38.4826 2.4862 26.6763 2.2760 2.6785 1.1669 42.0099 2.4568 -3.3410 3.2047 27.6657 2.4598 170.9702 0.3931
1153 100.1382 2.2316 90.3003 2.5526 70.6139 2.6551 38.4503 2.5421 23.0480 2.3600 -0.0416 0.5659 41.9898 2.6121 -2.0823 2.9511 27.8539 2.6129 171.1803 1.4446
1154 96.4497 2.3416 91.5855 2.5258 68.4075 2.6650 37.6816 2.4566 19.2567 2.4201 -2.1615 -0.1826 40.8575 2.5368 -0.7776 2.6180 28.8053 2.5302 171.2436 2.7065
1155 93.2273 2.4911 93.1289 2.4886 66.6269 2.5735 36.6043 2.4385 15.5697 2.4248 -3.9052 -0.6368 39.3073 2.5739 0.6176 2.8662 30.2089 2.6193 171.4566 3.7300
1156 91.1533 2.4988 94.8517 2.4849 65.2521 2.4660 34.5228 2.4714 11.9011 2.4585 -4.9016 -0.7891 37.1775 2.6620 2.8412 2.8643 31.8056 2.6017 171.2543 4.2488
1157 89.8428 2.5764 97.1576 2.4945 64.3535 2.4590 32.5153 2.4100 8.5160 2.2597 -5.3442 -0.7872 33.9853 2.5948 5.7901 2.7081 33.6634 2.4798 171.0932 4.4282
1158 89.1494 2.5292 98.7628 2.6307 64.4407 2.5196 30.5174 2.2965 5.6017 1.6428 -5.5796 -0.8831 30.4610 2.5441 8.9488 2.3949 35.2157 2.5680 171.5616 4.4487
1159 89.3389 2.4360 100.6965 2.5990 65.1164 2.5681 28.7996 2.4462 3.1455 1.2243 -4.9444 -0.5080 26.8361 2.4174 12.4340 2.3362 35.6709 2.5455 171.4535 4.9752
1160 90.1573 2.3626 102.6567 2.6552 66.6488 2.5630 28.0278 2.4609 1.0018 0.9346 -3.8488 -0.0415 23.2842 2.5079 15.4716 2.5207 35.8716 2.5675 171.1031 5.4486
1161 92.0543 2.3542 104.7121 2.5117 68.7735 2.6028 27.8337 2.5296 -0.5014 1.0193 -1.8446 0.0325 19.6233 2.4695 18.1894 2.5557 35.1136 2.5186 171.0796 5.9341
1162 94.2662 2.3632 106.5095 2.4641 71.1913 2.5788 28.6646 2.6818 -1.7586 0.5585 0.6271 0.3482 16.0337 2.5461 20.5627 2.5661 34.0812 2.5097 170.7769 5.6770
1163 96.0623 2.2956 107.4273 2.4069 73.2136 2.6651 29.9517 2.6579 -2.9282 0.3314 3.8395 0.9069 12.7329 2.4626 22.1330 2.5287 32.7536 2.5385 171.3921 5.3666
1164 97.7327 2.3806 107.7778 2.4844 74.2156 2.5730 31.2265 2.6980 -3.8347 0.1161 7.1169 1.3142 9.1855 2.4283 23.0597 2.4153 31.6613 2.6261 171.8241 4.7989
1165 99.1943 2.4196 108.1272 2.5331 74.6781 2.5577 32.5499 2.5538 -4.3810 -0.3506 10.3187 1.9912 5.7554 2.2920 23.1671 2.5633 30.7251 2.4919 172.0448 4.3116
1166 99.9641 2.4239 108.4653 2.5087 74.8082 2.5260 33.5176 2.4253 -5.0280 -0.5555 13.6189 2.3613 2.2347 2.3289 22.7527 2.6523 30.6699 2.4388 171.8195 4.6116
1167 99.8124 2.4351 108.2659 2.6006 73.9028 2.4996 34.2577 2.5559 -5.3868 -0.3818 16.1299 2.4724 -0.4999 2.6319 21.2353 2.6664 31.1112 2.4415 171.1943 5.0849
1168 99.3762 2.4587 107.4187 2.4778 72.4260 2.6496 33.8913 2.5891 -5.8012 0.2100 17.9459 2.5596 -2.1999 2.7345 18.9167 2.5387 32.1242 2.4998 170.5644 5.5101
1169 98.4498 2.4111 105.6484 2.6148 69.7417 2.6277 32.9435 2.5595 -6.3581 0.1120 19.1508 2.5396 -3.4274 3.1912 15.7427 2.5119 34.2175 2.4944 170.0307 5.5296
1170 97.3530 2.4543 103.1230 2.6542 66.5024 2.6803 31.2196 2.5353 -6.7245 -0.3073 19.6578 2.4637 -4.6227 3.0473 11.9854 2.0309 36.8376 2.3867 169.3064 5.0972
1171 96.4216 2.4462 100.0961 2.7636 63.0698 2.7054 28.6729 2.6632 -7.6238 -0.8638 19.9484 2.5987 -5.6655 2.7810 8.2950 1.5056 39.9585 2.3230 168.5591 4.3747
1172 95.6252 2.4792 96.4193 2.7775 59.7232 2.6455 25.5659 2.6465 -8.7408 -0.4738 19.8681 2.5292 -6.2068 2.4334 4.5072 0.8617 42.5107 2.3081 167.6735 3.6425
1173 95.5968 2.4552 92.7168 2.7671 56.3112 2.5946 21.7437 2.5240 -9.3921 -0.0192 19.6348 2.5199 -6.6005 2.2745 1.2522 0.3924 44.5988 2.5829 167.1025 3.2411
1174 96.2186 2.4713 89.8341 2.6154 53.2306 2.6637 18.0963 2.4454 -9.7008 0.3240 19.2644 2.5731 -6.6521 2.5882 -1.7948 0.5417 45.8732 2.5323 166.7822 2.4748
1175 97.4154 2.5831 87.2392 2.4897 51.0147 2.5141 14.5095 2.7521 -9.6356 0.4069 18.1882 2.5604 -6.5404 2.4558 -4.2566 0.5511 46.3648 2.5394 166.9677 1.8190
1176 99.0595 2.5712 85.5308 2.4893 49.2679 2.4245 11.1897 3.2356 -9.5450 0.1863 16.3145 2.5625 -6.5419 2.2833 -6.0941 0.4464 46.2670 2.4856 167.3645 1.3497
1177 100.8067 2.5174 84.3815 2.5213 48.2359 2.5054 7.7703 3.7864 -9.5202 0.0821 14.6221 2.6439 -6.5314 1.8167 -7.9250 -0.0281 45.7228 2.4296 168.0927 0.9861
1178 102.3129 2.5319 83.9157 2.4361 48.3681 2.3714 4.4384 4.0705 -10.0637 0.5039 12.7847 2.5921 -6.7019 1.9216 -9.5687 0.2987 44.9786 2.4746 168.6748 1.2278
1179 103.4579 2.5606 84.5931 2.5482 49.0546 2.4697 1.2366 4.7021 -10.4952 1.0594 10.8302 2.5328 -7.0654 1.7933 -10.4770 0.4030 44.4867 2.4427 169.1956 1.6688
1180 103.9179 2.5245 85.6825 2.4258 50.7007 2.5376 -1.2117 5.0350 -10.6470 1.9270 9.3433 2.1138 -7.0554 2.0703 -10.9737 0.4669 43.6230 2.5024 169.4265 1.7275
1181 103.4086 2.4921 87.8009 2.4440 52.8523 2.3019 -3.1011 5.5783 -10.4567 2.3853 7.4894 1.7630 -7.1249 2.7024 -11.1421 0.5935 43.3732 2.4944 169.2195 1.9304
1182 102.2034 2.4656 90.5075 2.5726 54.5320 2.4362 -4.0571 5.7952 -10.2442 2.3356 5.5297 1.3851 -6.9830 3.2019 -10.9272 0.7911 43.7587 2.6313 168.4401 2.4473
1183 100.1476 2.3904 93.7033 2.5515 56.4286 2.4529 -4.8612 5.9920 -10.5565 2.7428 3.3419 1.0845 -6.3165 3.5746 -10.3031 0.3996 45.0789 2.6543 167.2025 3.0056
1184 97.2687 2.3797 96.0731 2.4966 57.4324 2.3928 -5.4606 5.9831 -10.7916 3.1559 1.5920 1.0124 -5.6277 4.2185 -9.1895 0.1446 46.9553 2.7346 165.3366 3.1661
1185 93.8140 2.3110 98.0832 2.4790 58.0572 2.4765 -4.7643 5.7918 -10.6902 3.2609 0.9601 1.0309 -5.1853 4.7358 -8.4746 -0.1432 49.3575 2.6209 163.1388 3.4320
1186 90.0824 2.5798 99.0737 2.4819 57.7794 2.4158 -3.4136 5.1891 -10.1255 3.3579 0.9933 1.0290 -4.9270 4.9594 -7.4192 -0.3525 52.0045 2.4987 160.2083 3.2376
1187 86.3997 2.4645 99.5809 2.4576 57.0597 2.3860 -1.4696 4.8300 -9.3164 3.8081 1.6349 0.9346 -5.4400 5.0343 -7.0477 -0.2900 54.1813 2.5786 156.9824 2.5467
1188 82.7599 2.5426 99.3481 2.4690 56.3865 2.3514 0.1370 4.3446 -8.7165 3.5539 2.7529 0.9986 -6.3175 5.1228 -6.2346 0.0297 55.8948 2.4904 153.9876 2.0299
1189 78.9330 2.5008 98.1389 2.4981 55.3939 2.5116 2.0718 3.9889 -8.7901 3.4663 3.9726 1.1238 -7.0381 5.2361 -4.9217 -0.1164 56.8890 2.6045 150.9604 2.0814
1190 75.3241 2.5398 96.3052 2.3800 54.6715 2.3965 3.1507 3.3738 -8.9436 3.3140 4.9609 1.5983 -7.8001 5.1798 -3.3083 0.2422 56.8341 2.5356 147.4681 2.2795
1191 71.6963 2.7286 93.6962 2.5366 54.2483 2.4945 3.5060 3.1392 -8.7446 3.2772 5.4026 2.1880 -8.0358 5.1284 -1.7410 0.9011 56.3212 2.6031 143.8607 2.3977
1192 67.9328 2.5421 90.2170 2.3483 55.0884 2.5356 3.1830 3.4677 -8.2504 3.2712 5.3155 2.1425 -8.6823 5.4632 -0.7827 1.5644 54.9271 2.5181 140.3560 2.3854
1193 63.8571 2.5371 87.1019 2.3158 56.3300 2.5716 2.4722 4.1080 -7.3574 3.4710 4.6893 1.5473 -8.8987 5.9512 0.0955 1.8959 52.8054 2.5841 136.8407 2.5342
1194 60.3206 2.6470 84.8712 2.5375 58.2054 2.6399 0.9940 4.6267 -6.2194 3.6535 3.6209 0.9021 -8.9001 5.9805 0.7020 2.2949 49.7188 2.5816 133.7914 2.5778
1195 56.6184 2.4590 83.2437 2.4513 60.5268 2.6839 -1.0742 4.6769 -5.4417 3.4020 2.1403 0.2439 -8.7487 5.5359 0.7102 2.7461 46.8126 2.5102 130.4259 2.3758
1196 53.6144 2.4000 82.3502 2.5174 62.4130 2.6739 -3.2292 4.5069 -5.1334 3.0293 0.5521 -0.2219 -8.3671 5.2030 0.3497 3.5168 44.2342 2.4225 127.4616 2.4221
1197 51.2867 2.5738 82.5121 2.4211 64.1196 2.6377 -5.3895 3.8462 -5.0630 2.3399 -0.9089 -0.1925 -7.7842 4.6024 -0.5781 4.0549 42.4053 2.3770 125.2009 2.5956
1198 49.8011 2.5212 82.9628 2.4785 65.0279 2.4909 -7.0998 3.2899 -5.2647 1.9806 -2.2770 -0.0215 -7.1993 4.5921 -1.2258 4.4631 41.2788 2.4041 123.7904 2.4940
1199 49.0037 2.4846 83.7909 2.4545 64.8703 2.4290 -7.9568 2.8942 -5.4794 1.5036 -3.1895 0.2891 -6.4111 4.8571 -2.5547 4.7375 41.1393 2.5044 122.5804 2.4718
1200 49.0426 2.4128 84.5144 2.4764 64.0095 2.3813 -8.5310 3.0459 -5.7694 1.1198 -3.0533 0.1885 -5.6092 4.6777 -4.3186 4.4758 41.4746 2.4639 122.4205 2.5604
1201 49.8582 2.4072 84.8266 2.5317 62.5773 2.5278 -8.9918 3.0896 -5.9327 0.7280 -2.2661 0.0258 -4.7996 4.4868 -6.2926 4.2474 42.3659 2.3452 122.8008 2.5663
1202 51.4192 2.4095 85.0179 2.4795 60.6664 2.5158 -8.7906 2.4872 -6.2683 0.7665 -0.6505 0.2861 -4.5901 3.9641 -8.1982 4.0735 44.4973 2.2332 124.3064 2.5743
1203 53.8531 2.3170 84.5965 2.5119 58.4255 2.5542 -8.1980 1.6994 -6.9052 1.0190 1.8031 0.5666 -4.6066 4.0732 -9.5650 3.7658 46.9757 2.2609 126.5636 2.6179
1204 56.7993 2.2704 83.4919 2.5435 56.7773 2.5330 -7.2679 1.1965 -7.6319 1.6631 4.7520 0.9617 -5.1052 4.2128 -10.4186 2.8946 50.1945 2.4340 129.0135 2.5153
1205 60.4834 2.3202 81.7074 2.5518 55.8021 2.4409 -6.0586 1.4200 -8.2977 2.1798 8.1293 1.6739 -5.8313 4.7701 -10.8884 1.8838 53.7139 2.4824 131.5217 2.5412
1206 64.1128 2.4702 79.2697 2.5407 55.3991 2.5123 -5.5109 1.8631 -9.1137 2.5371 11.2490 2.1403 -6.7224 5.2672 -10.8292 1.0498 57.4133 2.5025 133.3463 2.5297
1207 67.9553 2.2997 76.3097 2.5885 55.8324 2.5353 -4.7001 2.9189 -9.7028 2.8706 14.0814 2.5112 -7.5429 5.1875 -10.6915 0.2448 60.9894 2.5457 134.6822 2.4479
1208 71.5814 2.4091 72.7201 2.6682 56.9438 2.3898 -3.9740 3.5400 -9.8081 3.0417 16.3153 2.6383 -7.7084 4.5564 -10.3939 -0.1835 64.3797 2.7237 134.9624 2.4645
1209 74.9043 2.4456 69.0529 2.6177 58.7049 2.2641 -3.1449 3.4972 -9.5497 2.5648 17.5762 2.5799 -8.0912 3.4655 -10.5538 -0.0326 67.8318 2.7086 134.5748 2.5346
1210 78.4024 2.4718 65.4739 2.5615 61.0436 2.3550 -2.1652 3.2615 -9.1431 2.0558 18.3385 2.4593 -8.1047 2.8016 -10.8112 0.3967 71.3653 2.6264 133.4060 2.5056
1211 81.1819 2.4911 62.8807 2.4498 64.3650 2.3926 -1.4342 2.7694 -9.2674 1.9182 18.1870 2.5705 -8.3034 2.6468 -10.6713 1.0158 74.7579 2.5634 131.4321 2.4377
1212 83.5277 2.4774 60.5411 2.3935 68.0433 2.3687 -1.1024 2.8348 -9.2536 1.7512 17.2002 2.5769 -8.6072 2.3826 -10.2362 1.6771 78.3456 2.5607 129.4641 2.4195
1213 85.1052 2.6134 59.1737 2.4762 71.4208 2.5860 -1.0090 3.5290 -8.9725 1.0347 15.2926 2.4478 -8.5100 1.9164 -9.2579 2.0505 81.9260 2.6327 127.4732 2.3462
1214 85.7557 2.4756 58.5404 2.4740 74.9496 2.6778 -1.7201 4.5371 -8.3723 0.4696 13.1765 2.4245 -8.2180 0.9653 -8.6499 2.7454 85.0209 2.4974 125.9102 2.4093
1215 85.8109 2.5769 58.5393 2.5194 78.5477 2.6571 -1.8791 5.1135 -7.1748 -0.2311 10.8865 2.6694 -7.5233 0.2954 -8.3290 2.7943 87.7851 2.5923 125.0227 2.4059
1216 84.9077 2.5743 59.2029 2.4102 82.0428 2.5693 -2.5552 5.1324 -6.6581 -0.4954 8.7049 2.6904 -6.8128 0.2071 -8.1525 2.9913 89.6718 2.4409 124.2208 2.6102
1217 83.2856 2.6031 60.7912 2.4578 85.4836 2.3821 -3.4924 4.8032 -6.2034 -0.4576 7.1290 2.6420 -5.9333 0.0818 -7.7717 3.0406 91.0230 2.4820 123.3842 2.5008
1218 81.1225 2.6826 63.2091 2.3468 89.0535 2.2726 -4.5077 4.7094 -6.4160 -0.1035 6.3489 2.7623 -5.7062 0.4367 -7.0164 2.7315 91.3683 2.5516 122.7027 2.4093
1219 78.4811 2.6104 66.1177 2.4532 92.4565 2.5641 -5.8223 4.1957 -7.1664 0.2993 6.1262 2.7239 -5.7385 0.8533 -6.2644 2.4754 91.0804 2.5042 122.9153 2.4458
1220 74.8764 2.5693 69.4810 2.3654 95.1553 2.5565 -7.2751 3.7303 -7.6597 0.9238 6.7503 2.8233 -5.8557 0.9771 -5.6420 1.8928 90.3840 2.5913 123.4853 2.4355
1221 71.1912 2.4653 72.9508 2.3540 97.1543 2.3578 -8.5059 3.1779 -7.8751 1.3393 7.5369 2.7558 -6.1297 0.4518 -5.0588 1.0602 88.6261 2.6301 124.3726 2.4470
1222 67.5202 2.4159 76.1034 2.4739 98.6400 2.4464 -8.6246 2.5471 -8.5932 1.5711 8.1855 2.6929 -7.0733 -0.1180 -4.5149 0.3004 86.2542 2.5533 124.2559 2.5214
1223 64.1513 2.2184 78.6388 2.5456 99.6952 2.4304 -8.3504 1.5900 -9.2186 1.2840 9.3474 2.8089 -8.1365 -0.1261 -4.3926 -0.0658 83.2552 2.4864 123.6109 2.6066
1224 60.3363 2.2200 80.2722 2.4847 100.2804 2.4469 -8.1240 0.8332 -9.7269 0.9680 10.2113 2.4914 -9.3320 0.2034 -4.2416 -0.1156 80.4585 2.5481 122.3102 2.6192
1225 57.2578 2.4068 81.3192 2.4826 100.7207 2.5268 -7.3572 0.5606 -9.9433 1.1595 10.1324 2.4530 -10.2166 0.7383 -4.2978 0.0150 78.4245 2.4736 120.4999 2.5125
1226 53.7120 2.4328 81.3378 2.5275 101.0517 2.5249 -6.5752 0.5997 -9.6347 1.6009 9.5916 2.7281 -10.7395 1.2812 -4.4482 -0.1666 76.8854 2.4402 119.5731 2.4753
1227 49.8497 2.3409 81.1535 2.5727 101.5488 2.5006 -5.9234 1.3057 -8.6874 2.4707 8.2456 3.0377 -11.1064 1.6950 -4.7940 -0.3196 76.0772 2.5710 119.0762 2.4089
1228 46.0494 2.4470 79.6434 2.5893 101.8454 2.4914 -5.0258 2.2314 -7.6990 3.1971 6.6696 3.7257 -11.4675 1.8263 -5.5561 -0.3848 75.9519 2.3965 118.9243 2.4546
1229 42.0541 2.4344 77.7369 2.5878 102.5168 2.5197 -4.1714 3.1687 -6.6172 3.3138 4.4784 4.0346 -11.3119 1.6456 -6.4150 0.0554 76.8502 2.4305 118.6613 2.4044
1230 38.5389 2.5340 74.9864 2.6128 104.0930 2.5036 -3.5659 3.5401 -5.4521 2.9631 1.6427 4.2516 -10.6576 1.4296 -7.0473 0.7506 77.9478 2.3682 118.5783 2.5218
1231 34.7362 2.4918 72.1010 2.5571 105.6832 2.3623 -2.6618 4.1057 -4.3968 2.4336 -0.9870 4.2247 -9.9533 1.4814 -7.6081 1.5617 79.0869 2.3636 118.4524 2.4927
1232 30.8663 2.5867 69.7417 2.5369 107.1557 2.5417 -1.7419 4.3944 -3.3255 2.3176 -2.8778 4.3083 -9.0110 1.8087 -7.8858 2.0308 80.2916 2.4209 118.3880 2.5289
1233 27.3257 2.3558 68.6236 2.5632 108.3888 2.5555 -1.1303 4.2987 -2.1054 2.6807 -4.1139 4.7166 -8.3509 1.6975 -8.2594 2.4744 81.0060 2.4225 118.3281 2.5845
1234 23.9825 2.6520 67.9495 2.5274 108.8654 2.4962 -1.0691 4.5235 -0.5024 3.3126 -4.9441 4.9405 -7.6631 1.7786 -8.3516 3.3044 81.4470 2.4451 118.7431 2.6011
1235 20.5210 2.6513 67.8298 2.4342 108.7491 2.4999 -1.0144 4.4854 1.3365 3.8548 -5.6527 4.8604 -7.0092 1.9627 -8.1624 3.4526 80.8189 2.5929 119.5769 2.4916
1236 16.8484 2.5669 68.3942 2.4464 107.8413 2.6468 -1.1702 4.5488 3.2195 3.7492 -6.1896 4.9808 -6.3656 2.1513 -7.5627 3.4171 79.4213 2.5615 120.2897 2.5013
1237 13.9658 2.5469 69.9816 2.3827 106.2447 2.6906 -1.5594 4.6933 5.2159 3.4730 -6.2382 4.6354 -5.7166 2.4212 -6.7024 3.2907 77.5798 2.6712 120.7915 2.4880
1238 11.8176 2.4795 72.5286 2.4502 103.8986 2.6818 -2.5535 4.6512 6.8672 3.0518 -5.9928 4.0174 -5.0785 3.1430 -5.7934 2.8167 75.2739 2.6365 120.3364 2.4833
1239 9.9710 2.4437 75.8099 2.2227 100.4983 2.5975 -3.6923 4.6924 8.0438 2.6263 -5.2650 3.5744 -4.5442 3.8864 -4.4385 2.5692 72.9655 2.6337 119.5871 2.4874
1240 9.0794 2.4805 79.2744 2.4244 97.1507 2.6602 -5.1641 4.3570 8.5207 2.5968 -4.7872 3.3118 -5.0280 4.6206 -2.9169 2.2867 71.3772 2.5969 118.7930 2.4680
1241 8.5103 2.4197 82.8291 2.4671 94.5091 2.4694 -6.6275 4.0196 8.4607 2.5936 -4.6708 2.7678 -5.3770 5.0394 -1.5258 1.9669 70.6937 2.5787 117.6010 2.5512
1242 8.0799 2.4901 86.4199 2.5659 92.7449 2.5332 -7.4803 3.8070 7.7839 2.8760 -4.5598 1.9576 -5.7844 5.0723 0.2399 1.3236 70.8327 2.6045 116.4855 2.5933
1243 7.7471 2.4642 89.5134 2.5836 91.4503 2.5062 -7.8290 3.6126 6.7006 3.3221 -4.7616 1.2295 -6.1131 4.8322 1.9305 1.0969 71.6115 2.6207 115.7339 2.5236
1244 7.3491 2.5696 92.2354 2.4510 91.2190 2.5031 -7.8884 3.1494 4.8906 3.7404 -5.4937 1.0855 -6.2708 4.5430 3.9900 1.2187 73.1694 2.5335 115.0755 2.4280
1245 7.1726 2.5107 94.3514 2.3212 91.6884 2.5612 -7.8012 2.1925 2.3959 3.6497 -5.9994 0.6852 -6.5797 4.1862 5.9582 1.2162 75.1388 2.6327 114.6429 2.4672
1246 6.7974 2.3034 96.4354 2.4615 92.8612 2.5998 -7.4041 1.6568 -0.3310 3.1772 -6.3648 0.2019 -6.9600 4.1930 7.7946 1.9481 77.2989 2.5022 113.9581 2.4157
1247 6.4921 1.9123 98.3010 2.3946 94.8645 2.6942 -6.7004 1.0177 -2.8392 3.2031 -6.7015 -0.5048 -7.3145 4.9457 8.9565 2.3159 79.2322 2.4785 113.5453 2.4559
1248 5.1895 1.2846 100.5129 2.4062 97.2047 2.8015 -5.9735 0.5793 -5.1308 2.9385 -6.5370 -0.7569 -7.7445 5.3853 9.4997 2.4347 80.9102 2.6136 114.0244 2.4544
1249 3.3204 0.6807 102.8171 2.4429 99.6038 2.5298 -5.4105 0.6466 -6.4016 2.1839 -6.1000 -0.7793 -7.9245 5.4136 9.4816 2.5961 81.5741 2.4527 115.0937 2.3796
1250 1.4429 0.1884 104.7921 2.5138 101.6818 2.4333 -5.0332 0.4910 -7.0341 1.7119 -5.6540 -0.7787 -7.4079 5.0890 8.5315 2.4850 81.5529 2.4667 117.1411 2.3437
1251 -0.3760 0.0654 107.0582 2.4594 102.9148 2.4470 -4.8833 0.1367 -7.4606 1.3818 -4.8973 -0.6218 -6.8838 4.5083 6.9037 2.4008 80.4709 2.4224 119.5052 2.5016
1252 -1.7494 -0.2303 109.6273 2.3913 103.4730 2.5382 -4.9725 0.1175 -7.7600 1.1899 -4.2954 -0.1038 -6.5315 3.6894 4.6908 2.0012 78.8732 2.4821 123.0470 2.3935
1253 -2.3693 -0.1439 112.0986 2.3922 103.2522 2.4911 -5.2642 0.4666 -7.9871 1.0874 -3.5891 0.1085 -6.2878 3.4872 2.1222 1.5846 76.2155 2.4729 126.4631 2.5244
1254 -2.9237 -0.2144 115.3133 2.4717 102.3714 2.3886 -5.4532 1.2689 -7.2083 0.9772 -3.0415 -0.1080 -6.0736 3.2504 -0.6045 1.0065 72.9070 2.4442 129.7463 2.5699
1255 -3.5973 -0.0494 118.7673 2.5737 100.9118 2.3855 -5.5532 2.4142 -6.3736 1.0928 -2.5653 -0.1617 -5.9948 2.8127 -2.8012 0.5422 69.8959 2.5420 132.7490 2.6270
1256 -3.7955 -0.6486 122.4517 2.4967 98.4227 2.3335 -5.9674 3.1270 -5.6143 1.9361 -2.7257 -0.0308 -5.8700 1.9792 -4.1363 0.0255 67.3946 2.5456 135.1246 2.4746
1257 -3.7931 -0.7528 125.3590 2.5607 95.5005 2.4099 -6.0860 3.3626 -5.0437 2.9752 -3.5062 0.1858 -5.7527 0.9832 -5.2772 -0.2814 65.5507 2.5844 136.2355 2.4995
1258 -4.0080 -0.3629 127.8697 2.4885 92.1242 2.5165 -6.2862 3.9457 -5.5421 4.1732 -4.3816 0.3674 -6.0931 0.0014 -6.5668 -0.2911 63.9383 2.6433 137.4513 2.5486
1259 -4.1292 -0.1854 129.3907 2.3767 88.2817 2.3772 -6.1237 4.7065 -6.1871 4.8410 -5.6945 0.6725 -6.6610 -0.1671 -7.3194 -0.3050 62.1888 2.5376 137.8460 2.4547
1260 -4.4666 -0.0430 130.6466 2.5337 84.5659 2.5918 -6.0999 5.1373 -6.7410 5.0137 -6.9590 1.1629 -7.4421 -0.3890 -6.9930 -0.2879 60.7346 2.5684 137.2081 2.3285
1261 -5.2144 0.2297 130.8096 2.5103 81.1089 2.4067 -6.2562 5.3041 -7.4647 4.5864 -8.0011 1.9419 -8.4618 -0.4875 -6.5604 -0.3179 59.1889 2.5122 135.9019 2.3277
1262 -6.1142 0.0036 130.3955 2.5520 77.3923 2.6021 -6.2888 5.6664 -7.8768 4.3361 -8.5927 2.6599 -8.7714 -0.6071 -5.4278 0.1320 57.8917 2.5857 133.6998 2.1978
1263 -6.5155 -0.4866 129.3121 2.4937 73.9035 2.7155 -6.2018 5.9665 -8.2952 4.5571 -8.6758 3.3665 -8.5833 -1.1915 -4.6423 1.0751 56.9186 2.5952 131.2975 2.3859
1264 -6.7431 -0.6827 127.4711 2.4186 70.8389 2.6605 -6.2037 6.1500 -9.1091 4.9112 -8.2493 4.0788 -8.1736 -1.4017 -4.6361 1.6644 54.9520 2.5871 128.7271 2.3499
1265 -6.9592 -0.8890 124.8391 2.2739 68.3466 2.5293 -5.9410 5.8539 -9.7950 4.6071 -7.1006 4.6009 -7.7299 -0.8940 -5.0982 2.4190 52.9395 2.3519 126.7444 2.4599
1266 -7.2185 -1.1164 121.5188 2.2599 66.7544 2.4279 -6.4763 5.4546 -10.6196 3.9878 -5.7987 4.6886 -7.9502 -0.5655 -5.9485 2.7591 50.2752 2.3741 125.7294 2.5402
