Time x_cm_1 y_cm_1 x_cm_2 y_cm_2 x_cm_3 y_cm_3 x_cm_4 y_cm_4 x_cm_5 y_cm_5 x_cm_6 y_cm_6 x_cm_7 y_cm_7 x_cm_8 y_cm_8 x_cm_9 y_cm_9 x_cm_10 y_cm_10
2382 -11.1805 2.3528 95.3589 2.5316 -2.5180 3.7576 45.8175 2.4664 69.7192 2.5669 13.6155 2.6781 157.0448 3.1531 -2.7425 5.3381 12.9285 2.7196 96.9686 2.6564
2383 -11.0114 2.3669 95.2906 2.6194 -3.6741 4.0020 44.4324 2.5037 69.8012 2.5067 12.8547 2.5514 156.1627 2.5851 -3.9341 5.7140 10.2601 3.2289 94.9968 2.6483
2384 -10.9636 2.6981 94.2966 2.6364 -4.5253 4.4621 43.7487 2.5264 70.2201 2.4173 13.1409 2.4374 155.5424 2.3266 -5.2666 6.0863 7.2723 3.4385 91.7257 2.4512
2385 -10.9057 2.7426 92.8245 2.6336 -4.8374 4.4662 44.0833 2.5108 71.0703 2.4771 13.7125 2.4239 155.5673 2.8511 -6.2378 6.1820 4.4663 3.7868 87.9815 2.5379
2386 -11.2184 2.7224 90.5730 2.6075 -4.9833 4.6889 45.0545 2.5094 71.6268 2.4901 15.6348 2.3491 156.1683 3.3032 -7.3175 6.3193 1.9873 3.6529 84.5455 2.3280
2387 -11.1143 2.1135 87.5044 2.6292 -4.8666 4.9032 46.6866 2.5381 72.4839 2.4491 17.8854 2.3241 157.5356 3.7066 -8.2131 6.0906 0.0932 3.4216 80.8641 2.3820
2388 -10.2793 1.2966 83.9607 2.6144 -4.5560 4.5346 49.2250 2.4097 73.2732 2.4150 20.8180 2.3304 159.4357 4.0469 -8.0987 5.7398 -1.0348 3.3793 77.6745 2.5045
2389 -9.1386 1.0534 79.9448 2.5930 -5.2315 4.3937 52.4422 2.3417 73.8500 2.4985 23.6690 2.5500 161.1241 4.8391 -7.7962 5.4629 -2.3332 3.3042 74.8467 2.5223
2390 -8.7154 1.1242 76.2604 2.5525 -5.5239 4.8759 55.8529 2.4426 74.4726 2.5340 26.2264 2.4211 163.0947 5.3816 -7.7236 5.3578 -3.1680 3.4015 72.7271 2.6746
2391 -8.1305 0.6030 72.6658 2.6636 -5.7543 5.6096 58.9436 2.4238 75.0735 2.5240 28.3319 2.4791 164.8767 5.5081 -7.5055 4.9568 -3.7193 3.5021 71.6990 2.4975
2392 -7.4499 0.0681 69.1920 2.6561 -5.5051 5.9590 61.9231 2.4557 75.6306 2.5001 30.1316 2.5306 165.7527 5.6891 -7.2645 4.3170 -4.3793 3.7061 71.1686 2.4905
2393 -6.3023 -0.7583 65.5738 2.6865 -4.5869 5.9680 64.1314 2.5638 75.9827 2.5395 32.1221 2.5448 166.6910 5.7127 -7.0208 3.3416 -4.4621 3.4121 71.2041 2.4214
2394 -5.5436 -0.9080 61.8692 2.4572 -3.6911 5.5129 65.9286 2.4958 75.5767 2.5547 34.2669 2.4182 167.0710 5.6095 -6.6394 2.5364 -4.1046 3.5805 72.2695 2.4561
2395 -4.7609 -0.8620 58.1956 2.5794 -3.6769 5.1410 67.0825 2.4865 74.7359 2.6866 36.0590 2.4824 166.9296 5.6165 -6.3021 2.3916 -4.5475 3.9959 73.7656 2.4485
2396 -4.1847 -0.2678 54.6793 2.4680 -3.6961 5.1725 68.1284 2.4616 73.2507 2.6952 37.2908 2.4320 166.3636 5.3503 -5.7782 2.7053 -5.0231 4.7741 75.8099 2.4278
2397 -3.8960 0.3624 51.1714 2.5654 -3.8817 5.2672 69.1769 2.5099 71.1523 2.7047 37.8078 2.4692 165.5683 5.3671 -5.3287 3.4317 -6.1716 5.5220 77.4869 2.3602
2398 -3.9868 1.3700 47.8915 2.5215 -3.8876 5.2710 69.9565 2.5359 68.3178 2.6706 38.0267 2.4347 165.1884 5.3262 -5.7253 3.4772 -7.4108 5.8994 78.8756 2.4938
2399 -4.2703 1.4785 44.3447 2.6969 -4.0660 5.0839 70.5503 2.5251 65.9965 2.5335 38.6727 2.5297 165.2876 5.3270 -6.0540 3.3368 -8.7133 5.5244 79.6885 2.5033
2400 -4.1573 2.0604 41.1481 2.5710 -4.3919 4.7607 71.1362 2.4019 64.0024 2.4548 39.7104 2.4771 166.0059 5.3049 -6.6474 2.9132 -9.1564 4.3743 80.1917 2.4638
2401 -3.8328 2.3518 38.5964 2.5058 -4.9164 4.1629 71.6483 2.4476 63.0096 2.4028 40.7701 2.4960 166.8790 5.0395 -7.3491 2.8334 -9.7100 3.4789 80.8578 2.4729
2402 -3.9423 2.9249 36.7117 2.5559 -5.8153 4.1985 72.4408 2.5425 62.8549 2.5134 41.7467 2.4566 168.1278 4.6483 -8.5722 3.0032 -10.1877 2.7941 81.3070 2.4962
2403 -4.6073 3.4962 35.5988 2.4669 -6.7040 4.6343 73.2979 2.4627 63.0101 2.4029 42.6329 2.3813 168.9846 4.0103 -9.0651 3.5175 -10.5968 2.6012 81.7226 2.5739
2404 -5.2543 4.6098 35.2076 2.5300 -8.0842 4.8607 74.6229 2.4581 64.2311 2.4309 43.6652 2.4025 169.1322 3.2428 -9.5835 4.0052 -11.0911 2.5490 82.0904 2.3860
2405 -6.1067 5.2301 35.5734 2.5503 -8.9063 5.1570 75.9155 2.4944 65.9301 2.4551 44.9590 2.3628 169.3932 2.6352 -9.7282 4.1983 -11.3820 2.1432 82.7520 2.4301
2406 -6.8964 5.5588 36.6420 2.5748 -9.2261 5.3477 77.3539 2.5344 68.3949 2.2852 46.6745 2.3572 169.6714 2.2392 -9.2995 4.2128 -11.1235 1.2904 84.1504 2.4595
2407 -7.1827 5.6874 38.5086 2.5220 -8.5909 5.0160 78.5122 2.6466 71.2863 2.3585 48.3149 2.2872 169.6140 1.9216 -8.6881 3.8475 -10.7206 0.5473 86.3787 2.5297
2408 -7.2566 5.7504 41.0098 2.5469 -8.0420 4.2857 79.2090 2.5892 73.6839 2.3783 49.9521 2.4360 168.7714 1.6454 -8.2976 3.8249 -10.5177 0.2084 88.9503 2.5771
2409 -7.2844 6.1000 44.2167 2.5432 -7.1282 3.7036 79.9709 2.5269 75.6666 2.4528 50.8963 2.3367 168.3346 1.4256 -8.2302 4.1201 -10.3710 -0.0913 91.5270 2.5735
2410 -7.8077 6.3624 47.8582 2.5579 -6.4888 3.1682 80.3016 2.5381 76.7557 2.4497 50.9916 2.5137 167.8287 2.0135 -8.5755 4.8180 -9.6264 0.0511 93.2558 2.4421
2411 -8.1408 6.3698 51.3947 2.7204 -5.6499 2.8049 81.1419 2.5367 76.9600 2.5310 50.2678 2.4870 167.5663 2.6629 -8.4560 5.5094 -8.6719 0.3512 94.5263 2.5176
2412 -8.1079 6.3499 54.2392 2.7118 -5.1044 2.3601 81.5712 2.5079 76.2760 2.5799 48.9116 2.4559 167.3138 3.4536 -7.9620 5.9078 -7.1387 0.7759 94.8626 2.5014
2413 -8.3090 6.2292 56.6176 2.4765 -4.2363 2.0172 82.0600 2.4774 75.5751 2.4951 46.9500 2.3042 167.6456 4.6784 -7.0994 5.8327 -5.8053 0.5209 94.7601 2.4137
2414 -8.5289 5.7564 57.9049 2.5578 -3.4994 1.6627 82.2464 2.4632 75.2132 2.4849 44.0211 2.5476 168.4494 5.2221 -6.5242 5.4231 -4.4822 0.5376 93.7931 2.4467
2415 -8.6276 5.1180 58.8737 2.5464 -3.1421 1.2331 82.5175 2.4625 74.6712 2.5632 41.0369 2.4689 169.0085 4.9326 -6.4872 4.5482 -2.7216 0.9831 91.7031 2.4060
2416 -8.6356 4.0445 58.7060 2.5007 -3.0983 1.0524 83.1747 2.3804 74.4325 2.4694 37.4293 2.5630 169.4934 4.4148 -6.9051 4.2344 -0.9735 1.1127 88.9867 2.3324
2417 -8.9426 3.0114 57.6853 2.4407 -3.1343 0.7561 83.8228 2.5125 74.5618 2.4744 33.7876 2.5564 170.3377 4.1608 -6.9037 4.2367 0.4108 1.0539 85.7925 2.4678
2418 -9.6128 2.1501 56.2725 2.4290 -3.1165 0.9571 83.5784 2.4177 75.6527 2.4516 30.4280 2.4751 171.2094 3.8609 -6.5582 4.7499 1.7459 1.5481 82.4759 2.4257
2419 -9.7674 1.3374 54.1481 2.4011 -3.2554 1.5158 82.3036 2.5220 77.5265 2.4249 27.2051 2.5136 171.9592 3.1448 -5.7687 5.1996 2.4715 2.1165 79.2014 2.3671
2420 -10.2659 1.0246 51.4985 2.3990 -3.0929 1.4880 80.2860 2.4816 80.1695 2.3662 24.5951 2.4919 172.4710 2.7478 -5.4971 5.2677 2.6316 2.3182 75.5269 2.4093
2421 -10.1959 0.5734 47.8725 2.4839 -2.6693 1.5023 77.6064 2.5964 83.4522 2.4670 22.4641 2.5870 172.6427 2.5181 -4.9530 5.1654 2.5567 2.7933 71.9319 2.2295
2422 -9.9448 0.5083 44.2730 2.5565 -1.4238 1.1694 74.4377 2.5667 87.0223 2.6210 21.4322 2.4146 172.1852 2.2207 -4.8577 5.1100 2.6628 3.2476 68.6732 2.2375
2423 -9.6279 0.6066 40.6194 2.5107 0.2256 1.0214 70.5854 2.4700 90.7649 2.3367 20.7295 2.5293 172.1334 2.0841 -5.1493 5.0203 1.8712 3.5908 66.0084 2.3787
2424 -9.7303 1.0195 36.9003 2.4490 1.7061 1.0889 66.8779 2.3926 94.3957 2.3416 21.3702 2.5260 172.3931 2.4704 -5.1375 5.0679 0.2455 4.0059 64.1618 2.4127
2425 -10.1762 1.5797 33.4518 2.4344 2.8336 1.2788 63.3906 2.4963 97.6429 2.2717 22.3940 2.4593 172.1019 2.9654 -5.5203 4.7750 -2.0458 4.2599 63.0999 2.4825
2426 -10.3561 2.6562 29.8295 2.4225 3.8131 1.4623 59.8545 2.5607 100.3899 2.4701 24.1443 2.6416 171.6274 2.6360 -6.0675 4.5218 -4.3973 4.4935 62.7794 2.4740
2427 -10.5901 3.8364 26.5225 2.5094 4.2771 1.7823 56.4486 2.5082 102.2461 2.4182 26.6678 2.5855 170.9535 2.0769 -6.6730 3.9012 -6.5857 4.3855 63.0881 2.5516
2428 -9.6581 4.8681 22.8832 2.5656 4.8362 2.2586 53.1605 2.4316 103.7479 2.4847 29.1168 2.3355 170.2753 1.7693 -7.5830 3.1234 -8.2214 4.0396 63.8275 2.6510
2429 -8.6148 5.2550 19.1979 2.3498 4.9626 2.5238 49.7980 2.5601 104.3398 2.5092 31.5949 2.3573 169.8697 1.8379 -7.4258 2.3780 -9.0196 3.5014 65.4901 2.6204
2430 -7.2441 4.9483 15.6114 2.7994 5.0459 2.6897 46.5284 2.4252 104.0964 2.5413 32.9452 2.4557 168.9161 2.0299 -7.8647 1.4874 -9.2993 2.9205 66.9080 2.5393
2431 -6.2719 4.4165 12.1043 2.7299 5.1642 2.6414 43.1098 2.4376 103.0640 2.5379 33.7780 2.4611 167.7106 2.1774 -8.5699 0.5478 -9.2674 1.6823 68.3186 2.5538
2432 -6.3524 3.9250 8.4515 2.5660 5.1889 2.5093 39.8868 2.2565 101.3230 2.6103 34.0685 2.5000 167.1764 2.0324 -8.9999 0.0955 -9.6177 0.7313 69.7094 2.3729
2433 -6.1032 3.4689 4.4308 2.3051 5.2762 2.5863 36.4880 2.2633 99.5229 2.6966 33.5706 2.3990 166.5309 1.8900 -9.2674 -0.0513 -9.5697 -0.1521 70.9434 2.5332
2434 -6.0530 3.3592 1.0316 2.0706 5.5239 2.5419 33.4993 2.3577 97.3949 2.6539 32.0732 2.3943 165.2456 1.7914 -9.5923 0.2117 -9.3273 -0.9575 71.8142 2.4993
2435 -6.2609 3.2382 -2.0922 1.9445 5.8813 2.4927 31.8906 2.5599 95.7780 2.6344 30.0466 2.4012 163.4271 1.7486 -9.3092 0.8438 -8.8468 -1.2323 72.7824 2.5637
2436 -6.6527 2.4362 -4.6447 2.1815 6.4732 2.5230 30.8826 2.5170 94.9247 2.4088 27.1790 2.4355 161.5436 2.5071 -9.2700 1.7746 -8.4891 -1.5023 73.1900 2.4632
2437 -6.6154 1.8843 -6.7004 2.5655 6.7432 2.4103 30.4573 2.4713 94.6765 2.3763 23.8893 2.4589 159.8521 2.9996 -9.3292 2.3273 -7.9118 -1.4940 73.3388 2.5462
2438 -7.1814 1.7835 -8.2105 3.0270 7.1678 2.4544 31.0578 2.5962 95.0519 2.4820 20.0828 2.7265 158.3589 3.3811 -9.3002 2.9453 -7.4267 -1.3901 72.5486 2.5556
2439 -7.6638 1.7989 -8.9642 3.6192 6.7604 2.1807 32.5052 2.6716 96.1090 2.4307 16.4783 2.8841 157.7147 3.5532 -8.8148 3.5650 -7.3011 -1.0937 71.5539 2.5322
2440 -8.0199 1.8677 -9.2447 4.2765 6.0369 1.5125 34.7158 2.6810 97.9878 2.5686 12.8680 2.3732 157.2784 3.2815 -8.2360 4.6016 -7.1518 -0.6379 70.8149 2.5315
2441 -8.2918 1.4702 -8.6933 4.4774 4.4788 1.0048 37.3984 2.6255 100.5461 2.4807 9.6048 1.6173 157.2374 3.2705 -7.4985 5.3680 -6.3181 -0.3258 69.9980 2.5342
2442 -8.7756 1.0349 -8.1148 4.0757 2.5404 0.5559 41.1373 2.5922 103.7704 2.4108 6.1570 1.0782 157.4204 3.5543 -6.7603 5.7874 -5.0893 -0.0790 69.4640 2.4261
2443 -9.6082 0.5932 -7.5019 3.9751 0.0674 0.4510 45.0311 2.5374 106.8605 2.3266 2.8134 0.4785 158.2148 3.9243 -6.4527 5.9411 -3.5338 0.1292 69.2315 2.4923
2444 -9.7309 0.6772 -7.1320 3.5135 -2.7834 0.3987 48.2202 2.5239 109.1059 2.5033 -0.1178 0.2062 159.6244 4.2342 -6.2881 5.9430 -2.4526 0.3935 68.7177 2.4809
2445 -9.5112 1.1281 -6.9609 2.9198 -5.1291 0.3973 50.7172 2.4732 110.7132 2.5194 -2.6756 -0.3521 161.5378 4.7160 -6.9743 5.6452 -1.6891 0.3439 68.2645 2.4186
2446 -9.2842 1.7842 -6.5824 1.8750 -7.1627 0.7416 52.6070 2.5690 111.5206 2.4387 -4.8945 -0.4686 163.6419 5.0794 -7.4367 4.8448 -1.4555 0.3935 67.9975 2.4812
2447 -9.1796 2.3512 -6.0619 0.7170 -8.2900 1.5010 53.9846 2.5642 112.1086 2.5035 -6.4213 -0.7512 165.2445 5.2959 -8.1374 4.1292 -1.6056 0.4612 68.5262 2.4080
2448 -9.1476 3.1259 -5.7222 -0.3042 -9.0675 1.9751 54.2478 2.5300 111.7913 2.5556 -7.8677 -0.8017 166.8434 5.6009 -8.8183 3.8972 -2.4263 0.4724 69.6413 2.4228
2449 -9.4439 3.5115 -5.8883 -0.9018 -9.4346 2.8834 53.7039 2.5163 111.1448 2.5796 -9.0327 -0.5701 168.2372 5.7253 -9.5542 3.6719 -3.5425 0.2704 71.6657 2.3573
2450 -9.6439 4.5072 -6.8119 -1.3240 -9.8062 3.6422 52.4805 2.4033 110.2392 2.5160 -9.6874 -0.0315 168.8220 5.7989 -10.4222 3.3053 -5.1044 -0.1398 74.1303 2.5159
2451 -9.7657 4.9272 -7.8791 -1.3930 -9.7834 4.4299 50.8217 2.4442 109.3900 2.5851 -10.2030 0.7952 169.0483 5.6798 -10.9461 2.3162 -6.1779 -0.7554 77.6581 2.3311
2452 -9.9080 5.1638 -8.4894 -0.9761 -9.0707 4.7024 48.3835 2.3246 108.6416 2.5703 -9.9309 1.8788 169.0085 5.4603 -11.2361 1.6771 -7.4739 -1.0476 81.3289 2.3697
2453 -9.6788 5.3028 -8.9328 -0.1060 -8.1731 4.9848 45.0055 2.3420 108.3249 2.4896 -9.5007 2.7580 168.5305 4.7724 -11.0425 1.4474 -8.0896 -1.1218 84.8832 2.4022
2454 -9.5874 5.5144 -8.7886 0.8716 -7.6714 5.6859 41.4233 2.4689 108.7126 2.4726 -9.1836 3.2963 167.6233 3.9301 -10.9903 1.7053 -8.2338 -0.9860 88.3787 2.3219
2455 -9.4813 5.7705 -9.2236 1.4757 -7.1197 6.0892 37.9761 2.4551 109.9219 2.4777 -8.8460 4.0844 166.9108 2.8502 -10.8819 2.4071 -7.8135 -0.5704 92.0615 2.3407
2456 -9.7288 5.7599 -9.9622 1.7543 -6.7956 6.1346 34.9104 2.4867 111.7009 2.4149 -8.2351 4.8563 166.2774 2.3620 -10.4341 3.3736 -6.9175 -0.1496 95.9421 2.5492
2457 -10.0504 5.7089 -10.6502 1.7751 -6.5637 5.8926 32.6136 2.5943 114.4527 2.3912 -7.4142 5.5335 165.2901 1.8720 -9.4657 4.2762 -5.5531 0.2006 99.5086 2.6751
2458 -10.3720 5.1323 -10.8221 2.0060 -6.1684 5.7035 30.9613 2.6670 117.6790 2.4108 -6.7756 5.8179 163.6958 1.2585 -8.7563 4.8972 -3.1605 0.3556 103.0361 2.4801
2459 -10.8029 4.9003 -10.4971 2.1186 -5.8629 5.5997 30.0029 2.5362 121.2855 2.5851 -6.6151 5.8878 162.2262 0.9004 -8.4285 4.9705 -0.7878 0.6473 106.6626 2.8009
2460 -10.9675 4.4415 -10.0214 2.0135 -5.8325 5.6330 29.8940 2.4663 124.9371 2.6280 -6.3636 5.7829 160.4031 0.5666 -8.3550 5.4584 0.9688 0.9860 110.3117 2.6905
2461 -10.6388 3.4978 -9.6219 1.5817 -6.5164 5.5871 30.4767 2.3116 128.5445 2.5004 -6.2116 6.0520 158.0572 0.5518 -8.4339 5.9594 2.5651 1.6049 113.9186 2.6844
2462 -10.3859 2.8089 -9.5154 1.4581 -7.4698 5.0953 31.7324 2.3029 131.5026 2.4934 -5.8722 5.9402 155.3293 1.0553 -7.9021 6.4882 3.4481 1.8550 117.1273 2.4618
2463 -10.0751 2.3631 -9.6314 1.3138 -8.1883 3.9856 33.7135 2.4416 133.9299 2.3159 -5.9110 5.7616 152.3149 1.5733 -7.0035 6.4607 3.8684 2.1130 119.6676 2.6460
2464 -9.2350 1.9214 -9.5397 0.9944 -8.4669 2.6249 36.3120 2.3917 135.5172 2.3822 -5.5342 5.7518 148.9962 2.2545 -6.2985 6.0345 4.3889 2.4533 121.1981 2.5832
2465 -8.3902 1.4615 -8.8002 1.0827 -8.1882 1.2979 39.6128 2.3482 136.3815 2.5219 -5.6541 5.7796 145.4513 2.4491 -5.8920 5.2301 5.0393 2.4546 122.1521 2.4780
2466 -7.5684 1.2588 -7.5667 1.4533 -7.2836 0.4954 43.2396 2.3407 136.3813 2.4328 -6.1901 5.6824 141.7071 2.4360 -5.8422 4.3867 5.6371 2.4592 122.2348 2.4628
2467 -6.8394 1.2782 -6.3673 1.9929 -6.7765 0.2455 46.1649 2.3824 135.7218 2.4030 -6.9014 5.6291 138.3440 2.7420 -5.6421 4.2814 6.0744 2.4708 121.7561 2.6113
2468 -6.3121 1.6754 -5.2889 2.5904 -6.4716 0.0529 48.3367 2.4908 134.5883 2.5200 -7.5160 4.9824 134.9565 2.6135 -5.4777 3.9337 6.6373 2.5984 120.2292 2.6007
2469 -5.4843 2.3308 -4.4432 3.1852 -6.4005 0.1814 49.7346 2.4599 133.4167 2.4044 -7.7735 4.1052 131.2781 2.6791 -4.9041 3.9622 7.4476 2.4107 118.1664 2.6498
2470 -4.7784 3.0028 -3.7539 3.5421 -6.2031 0.1489 50.5358 2.5172 132.4540 2.4537 -7.8191 3.3319 127.5654 2.5017 -4.1277 3.8113 8.2263 2.5061 115.2360 2.5586
2471 -4.4161 3.8925 -3.2878 3.8945 -5.9369 -0.1758 50.4895 2.4594 131.3580 2.4804 -7.9544 2.4978 124.2238 2.5429 -3.2114 3.0257 9.1252 2.5552 111.6126 2.4659
2472 -3.6539 4.2740 -2.4483 4.3827 -5.8256 -0.1918 49.7609 2.3924 131.1025 2.5238 -7.8878 1.7765 121.2954 2.5475 -2.3359 2.5368 9.7946 2.6642 108.1365 2.4970
2473 -3.0217 4.7253 -2.2393 4.8833 -6.2445 0.5318 48.3437 2.3132 131.0403 2.4105 -7.2763 1.4418 118.6912 2.3672 -0.9049 2.0567 10.5252 2.5617 104.6296 2.5653
2474 -2.0996 4.8564 -2.4791 4.8408 -6.8097 1.2153 45.9319 2.5823 132.2142 2.4815 -5.9808 1.0094 116.7003 2.5027 0.0809 1.7994 10.5409 2.4143 101.1444 2.6554
2475 -0.7607 4.5851 -3.3646 4.9003 -7.8213 2.1182 43.2236 2.3446 134.0514 2.4264 -4.4151 0.6222 115.1831 2.4406 1.7909 1.8358 9.9071 2.2234 97.5258 2.4746
2476 1.2640 4.1202 -4.4755 4.5589 -8.3534 2.7022 39.4542 2.3664 135.8424 2.3267 -2.6741 0.5689 113.1919 2.5824 3.6743 2.1703 8.6115 1.7980 94.2835 2.6379
2477 3.6864 3.6544 -5.7806 4.5409 -8.5820 2.7929 35.9161 2.3584 137.7861 2.2840 -1.3977 0.7286 111.1278 2.4295 6.0386 2.5166 6.6469 1.5193 91.5015 2.6435
2478 6.6121 3.3410 -7.4461 4.5381 -8.8372 3.2401 32.2351 2.6340 139.5466 2.4868 -0.4791 0.8919 108.9368 2.5696 9.3887 2.5263 3.9609 1.2631 89.5317 2.5985
2479 10.0106 2.8526 -8.8464 4.4737 -9.0652 3.8717 28.4198 2.7492 140.3697 2.4697 -0.0804 1.4057 107.0591 2.4667 13.1007 2.5498 1.0763 1.0354 88.3963 2.6373
2480 13.2973 2.5732 -9.9253 4.6691 -9.0163 4.7815 24.5594 2.7322 140.8205 2.4780 0.2083 2.0065 104.9466 2.5418 16.6548 2.5913 -1.8026 0.6722 88.0158 2.5116
2481 15.9766 2.4506 -10.2594 4.7150 -8.9522 5.7691 20.8007 2.6972 140.1488 2.5305 -0.1710 2.3947 103.2340 2.5387 20.4961 2.5788 -4.4008 0.6085 88.2747 2.5182
2482 17.8846 2.5367 -9.8395 4.1886 -8.5118 5.9187 17.3510 2.7042 138.8177 2.5787 -0.9030 2.5563 101.5056 2.5135 24.1533 2.5101 -6.6996 0.6734 89.0437 2.5131
2483 18.8931 2.5046 -9.0767 3.5740 -7.8972 6.1879 13.5620 2.3363 136.7812 2.6317 -1.5782 3.3759 100.0369 2.4671 27.7042 2.6737 -7.9821 0.8622 90.3309 2.6612
2484 19.3342 2.4462 -8.0481 2.7198 -7.6359 6.3668 9.8433 2.0363 133.8242 2.5744 -2.2861 3.9015 98.8516 2.4401 31.2589 2.6817 -8.9536 1.2325 91.7672 2.6152
2485 19.2889 2.5403 -7.2235 2.1110 -7.2287 6.7424 6.2694 1.5872 130.6410 2.4004 -3.0068 3.9639 98.0878 2.5714 34.6158 2.6707 -10.0672 2.1112 93.3296 2.5682
2486 18.5302 2.6240 -6.8873 1.7937 -6.8800 6.8911 3.0390 0.8313 127.7844 2.5897 -3.6563 4.0433 98.3205 2.4915 37.4113 2.5767 -10.6896 2.5339 94.1646 2.4520
2487 16.6918 2.6151 -6.3911 1.7396 -6.9079 6.8085 0.4980 0.6128 125.8407 2.5527 -4.3375 4.1514 99.5042 2.3609 39.0559 2.5833 -10.9856 2.6726 94.7977 2.4817
2488 14.0795 2.7232 -5.6295 1.5408 -6.3544 6.3566 -1.3306 0.3073 124.6012 2.5334 -4.4003 3.9566 101.3577 2.5252 40.4383 2.5232 -10.8688 2.6737 94.2517 2.5284
2489 11.2401 2.6255 -4.7497 1.3079 -5.3515 6.0456 -2.7602 -0.0923 123.7088 2.4200 -4.4806 3.8988 103.0371 2.3912 41.1216 2.4930 -10.4522 2.4269 92.8055 2.5850
2490 7.8172 2.9065 -4.6815 1.2606 -3.5046 5.6798 -3.9614 -0.5698 123.8242 2.4962 -4.2139 3.7438 104.7795 2.4478 40.8388 2.5765 -9.5780 2.1554 90.6664 2.5692
2491 4.8750 3.4780 -5.1165 1.3496 -1.4872 5.1590 -4.8036 -0.7554 124.6385 2.3798 -3.7480 3.5885 106.3792 2.4516 39.9212 2.5177 -8.4504 2.0347 88.3447 2.6778
2492 1.7891 4.0849 -6.0824 1.9430 0.5666 4.5125 -5.9246 -1.2242 125.4295 2.3801 -3.4811 3.2207 107.1473 2.4554 38.4204 2.5706 -7.4634 1.6669 86.0783 2.7050
2493 -1.1351 4.5787 -7.1854 2.5741 3.3288 4.1371 -6.9549 -1.3564 126.1885 2.4560 -3.6095 2.3738 107.2839 2.5434 35.7829 2.5859 -6.0515 1.1066 84.6924 2.5412
2494 -3.6180 4.4054 -8.2030 2.7914 6.3947 3.6598 -7.5452 -1.0729 126.9536 2.4532 -3.7942 1.6459 106.6897 2.4031 32.6381 2.5395 -4.0556 0.8935 83.8531 2.5420
2495 -5.5830 4.7738 -8.7699 3.3569 9.6876 3.0027 -8.0440 -0.5633 127.5692 2.5171 -3.8662 1.4556 105.7461 2.4021 29.1024 2.5943 -1.5493 0.8490 83.7604 2.5759
2496 -7.4710 5.1493 -8.8245 3.7420 12.4774 2.8215 -8.0645 0.2917 127.6318 2.5028 -4.2241 1.1759 104.2823 2.4456 25.5545 2.6104 1.4366 1.0527 84.3087 2.6256
2497 -8.5451 5.3810 -9.4427 3.4756 14.7236 2.4875 -8.3215 1.2413 127.8303 2.5111 -4.3642 1.1277 103.0634 2.4293 21.8238 2.4600 4.8532 1.4176 85.9394 2.4459
2498 -9.4352 5.4791 -10.1753 3.0257 16.3629 2.4211 -8.5875 1.8101 127.8164 2.5172 -4.4316 0.6438 102.0495 2.4138 18.1907 2.7272 8.0899 1.7566 88.1175 2.5027
2499 -10.5589 5.2668 -10.6009 2.6747 17.2629 2.4048 -8.9573 2.3751 127.8668 2.5251 -4.5847 0.0885 101.5521 2.4743 14.4932 2.6195 11.2258 2.3910 91.1359 2.5557
2500 -11.1633 4.3901 -10.9046 2.3136 17.4036 2.4739 -9.4637 2.9161 127.9361 2.5050 -5.4543 -0.5680 101.6643 2.4473 10.9585 2.6435 14.5634 2.5069 94.5744 2.2819
2501 -11.1159 3.5028 -10.9359 1.9729 16.7596 2.4699 -9.6312 2.9276 127.5397 2.5329 -6.4049 -0.7756 102.4062 2.4162 7.3255 2.8712 17.4406 2.5135 97.1593 2.5693
2502 -10.8095 2.6392 -10.6872 1.8363 15.8593 2.4010 -9.1422 2.8271 127.2103 2.4643 -7.3580 -0.7552 103.6885 2.3413 3.9690 2.9324 19.7543 2.5031 99.2251 2.5439
2503 -10.0109 1.8356 -10.2754 2.3001 14.9850 2.3402 -8.4736 2.5119 126.6041 2.4607 -7.9122 -0.6529 105.2774 2.4010 0.9010 3.2736 20.9582 2.6178 100.4831 2.5061
2504 -9.3756 1.9034 -9.3524 3.0367 13.9058 2.4712 -7.8128 2.0929 126.4466 2.4397 -8.0210 -0.9056 106.7328 2.4802 -2.1306 3.5543 21.7207 2.5757 101.2013 2.5263
2505 -9.0320 1.7511 -9.0794 3.3839 12.6925 2.4183 -6.8952 1.6612 126.0877 2.4374 -8.3825 -1.2406 107.9483 2.6217 -4.7586 3.7389 21.7618 2.5859 100.8591 2.5438
2506 -8.6070 1.6294 -9.1140 3.8148 12.2615 2.4894 -5.9645 1.5593 125.5664 2.5059 -9.2991 -1.0223 108.0407 2.4928 -6.9032 3.6291 21.1275 2.5399 99.9192 2.6157
2507 -8.5767 1.5420 -9.4455 4.4999 12.8544 2.4767 -5.2413 1.4031 124.2669 2.4283 -10.1337 -0.5278 107.7225 2.5658 -8.2274 3.1184 19.6728 2.4957 98.4042 2.6148
2508 -8.1694 0.9866 -9.0645 5.3360 14.0692 2.4295 -3.9216 1.2129 122.3161 2.4241 -10.5417 -0.6418 106.5141 2.6720 -9.2392 2.5814 17.5269 2.5002 96.0872 2.6107
2509 -7.5332 1.3183 -8.6666 6.0771 16.1446 2.4293 -2.5073 1.4037 119.5421 2.3469 -10.7485 -0.5909 104.6111 2.7258 -9.3861 1.7561 15.1910 2.4468 93.1879 2.7301
