,Ree,Rgy,Length
0,0.09120563086265987,0.040083460109885456,23.26
1,0.09120563086265987,0.03983072203737484,23.26
2,0.0775271120815116,0.040159881845975874,23.26
3,0.0775271120815116,0.04015583217318127,23.26
4,0.08577175877772293,0.0406236460647228,23.26
5,0.06393049439223425,0.04025698658773961,23.26
6,0.07071560637939678,0.041194805162641276,23.26
7,0.06864543128596555,0.041585082796939156,23.26
8,0.09014506421102265,0.041585082796939156,23.26
9,0.06393049439223425,0.04191433483255239,23.26
10,0.05000348480659014,0.04814177726599668,23.26
11,0.05280956581882165,0.047920703083479094,23.26
12,0.05280956581882165,0.04808556239176063,23.26
13,0.04651626724890695,0.04798263464577661,23.26
14,0.11808577903313455,0.04973565489545485,23.26
15,0.11808577903313455,0.049614427670874296,23.26
16,0.12267915300359283,0.05001416817062757,23.26
17,0.13247838719761737,0.052076064004433986,23.26
18,0.13247838719761737,0.05350851613132939,23.26
19,0.1376406487759632,0.052689625700725586,23.26
20,0.14742387336330748,0.054527148250388416,23.26
21,0.15207966188293143,0.055469594514908266,23.26
22,0.15690384293934984,0.05497322823476158,23.26
23,0.17168361028402554,0.05537194541732795,23.26
24,0.18148631637176377,0.055173678516301984,23.26
25,0.18201543211947255,0.057120798313602554,23.26
26,0.19637481289360517,0.05701657797962043,23.26
27,0.21089654572082142,0.05920751884475868,23.26
28,0.21596554381601302,0.05980818734169829,23.26
29,0.21596554381601302,0.05965565265117147,23.26
30,0.22070050291015378,0.05969305112058801,23.26
31,0.21574278404160604,0.06099485176347002,23.26
32,0.21574278404160604,0.06109557188383371,23.26
33,0.2255492742253154,0.06180158665024512,23.26
34,0.20109283554766594,0.06303424931472261,23.26
35,0.22576235814078863,0.06402662395761151,23.26
36,0.22576235814078863,0.06430988959449949,23.26
37,0.21596554381601302,0.06503307569105028,23.26
38,0.21596554381601302,0.06585385139735284,23.26
39,0.2211358100449612,0.06741383842690336,23.26
40,0.2211358100449612,0.06794135696844028,23.26
41,0.211352046350209,0.06795864873806726,23.26
42,0.211352046350209,0.06939479181113783,23.26
43,0.21773941791400966,0.07445617092654389,23.26
44,0.24040906198318746,0.07590058691912457,23.26
45,0.2425991690640987,0.07778628107385006,23.26
46,0.24190446762422557,0.07950601957890042,23.26
47,0.21762897437765533,0.0813616324838631,23.26
48,0.24857083084535156,0.08254305527110563,23.26
49,0.2305046755969636,0.08258307452810344,23.26
50,0.23698454345872827,0.08412242943949537,23.26
51,0.2346396182798745,0.08313644609578526,23.26
52,0.2588987699025666,0.08403397024081646,23.26
53,0.2459455225774304,0.08325490625981684,23.26
54,0.22809314347486373,0.08522997948524645,23.26
55,0.241207765386044,0.08624785141993914,23.26
56,0.22586882471503525,0.08627609403788553,23.26
57,0.15505422416302317,0.09788396654790753,23.26
58,0.1564434883737619,0.09858033374156577,23.26
59,0.14823702830854538,0.09745961590094844,23.26
60,0.14823702830854538,0.09771503716340778,23.26
61,0.14709735275564048,0.0976191050219903,23.26
62,0.14709735275564048,0.09854640678281132,23.26
63,0.1388579618513077,0.0982919712198376,23.26
64,0.14627786251996358,0.10097045083793693,23.26
65,0.1456189498793443,0.09975252796908324,23.26
66,0.1456189498793443,0.10003071902429897,23.26
67,0.12786098878446847,0.10101359261259896,23.26
68,0.12786098878446847,0.10291138578222186,23.26
69,0.12786098878446847,0.10215762498927568,23.26
70,0.12786098878446847,0.10227545961236531,23.26
