,Ree,Rgy,Length
0,0.12829166928536298,0.08766413164788449,29.35
1,0.12288113301641973,0.09007263633775797,29.35
2,0.12288113301641973,0.08940869153002391,29.35
3,0.11862962655889926,0.09005080690338312,29.35
4,0.11862962655889926,0.09004397484639955,29.35
5,0.11862962655889926,0.08888060273317233,29.35
6,0.11474755738759741,0.0887891346337805,29.35
7,0.11644567841082096,0.08757868491499121,29.35
8,0.11799148515460728,0.08654952956644853,29.35
9,0.1112735985674374,0.08530534186339654,29.35
10,0.1112735985674374,0.08528499387519294,29.35
11,0.12349401029974298,0.08693751423312178,29.35
12,0.12543509601047784,0.08677769524099233,29.35
13,0.12543509601047784,0.08633727260259522,29.35
14,0.12288113301641973,0.08886528679494765,29.35
15,0.12288113301641973,0.08873079802804801,29.35
16,0.14042899751805943,0.08948420946463262,29.35
17,0.13771461324549833,0.08769273724109874,29.35
18,0.13771461324549833,0.08873209522947911,29.35
19,0.14256329912703022,0.08868108193299318,29.35
20,0.15396961835601364,0.09193399226137254,29.35
21,0.15553082044386332,0.08930128365907454,29.35
22,0.14796847851663744,0.09252596267558794,29.35
23,0.15851189868501353,0.09057495648502378,29.35
24,0.16486233994614496,0.09220670880712359,29.35
25,0.16486233994614496,0.09264762191993953,29.35
26,0.19076281758212651,0.09329392673149302,29.35
27,0.19491287411076766,0.09359651022578688,29.35
28,0.19491287411076766,0.09302985552236655,29.35
29,0.18716696560890697,0.09309037391410208,29.35
30,0.18716696560890697,0.09250172650813727,29.35
31,0.19444750247792636,0.09463262658274167,29.35
32,0.19076281758212651,0.09317677726064667,29.35
33,0.19444750247792636,0.09446965035304179,29.35
34,0.22423702547786079,0.09096625874063537,29.35
35,0.21544535675015286,0.09164365285102949,29.35
36,0.22870420450277312,0.0923801955813699,29.35
37,0.22870420450277312,0.0924726298905058,29.35
38,0.21656383464568918,0.09138371464996606,29.35
39,0.21656383464568918,0.0925509654411418,29.35
40,0.2319167757983095,0.09313652679277862,29.35
41,0.22423702547786079,0.09101890268031829,29.35
42,0.2319167757983095,0.09156345052254312,29.35
43,0.22234355469741066,0.09284668048859442,29.35
44,0.23636657875041564,0.09144917231827704,29.35
45,0.23636657875041564,0.09189761398569687,29.35
46,0.2319167757983095,0.09261334656445457,29.35
47,0.2319167757983095,0.09189554066814501,29.35
48,0.2319167757983095,0.09114916107219156,29.35
49,0.2319167757983095,0.09114865907071515,29.35
50,0.22234355469741066,0.09168147433941987,29.35
51,0.22234355469741066,0.09157830455078163,29.35
52,0.225914214333071,0.09185703804025652,29.35
53,0.23087268821893722,0.09138182297393704,29.35
54,0.21148410622513442,0.09101545103879465,29.35
55,0.21382729525024693,0.09370593798934566,29.35
56,0.21382729525024693,0.09359167804345637,29.35
57,0.20649881000226336,0.09394377320532833,29.35
58,0.21148410622513442,0.0939518478509422,29.35
59,0.20649881000226336,0.09344067920654542,29.35
60,0.21382729525024693,0.09282915285153037,29.35
61,0.21382729525024693,0.09293683219101992,29.35
62,0.21382729525024693,0.09315020028755062,29.35
63,0.2088979261279135,0.09202609400212242,29.35
64,0.2088979261279135,0.0915988386350304,29.35
65,0.20399748522581287,0.08983886784629587,29.35
66,0.2162847574232503,0.0938520155882801,29.35
67,0.2162847574232503,0.09399612764624769,29.35
68,0.2162847574232503,0.0937386353988954,29.35
69,0.2162847574232503,0.0935030273002585,29.35
70,0.2162847574232503,0.09402149388484624,29.35
71,0.22956090096395473,0.09333992094496198,29.35
72,0.2485117119216357,0.09249448748178807,29.35
73,0.2162847574232503,0.09249371136307076,29.35
74,0.2162847574232503,0.09183757626063115,29.35
75,0.2162847574232503,0.0926253209381347,29.35
76,0.24996571776763551,0.09053820448755877,29.35
77,0.24539334573573782,0.09004532834248875,29.35
78,0.2111268089498109,0.09531870355978683,29.35
79,0.2111268089498109,0.09583732326500383,29.35
80,0.2111268089498109,0.09457602088597213,29.35
81,0.2088979261279135,0.09539868402563256,29.35
82,0.2111268089498109,0.09487280916941072,29.35
83,0.21340317457765123,0.0967314807248726,29.35
84,0.21656383464568918,0.09670987180302,29.35
85,0.21340317457765123,0.09687154904902494,29.35
86,0.2088979261279135,0.09607869184627055,29.35
87,0.17533721089788223,0.09349641063638163,29.35
88,0.17533721089788223,0.09329299041935016,29.35
89,0.22104946267097614,0.09655180095763231,29.35
90,0.21033861855255961,0.09563604296657405,29.35
91,0.2179538606918936,0.09536185653078799,29.35
92,0.23015213047614358,0.09562904180340488,29.35
93,0.22254719713487484,0.0959209299114861,29.35
94,0.21495419262084897,0.09806245932729228,29.35
95,0.21495419262084897,0.09677707443015038,29.35
96,0.22254719713487484,0.09733437530252424,29.35
97,0.22254719713487484,0.09704061771009789,29.35
98,0.22254719713487484,0.0976055147419552,29.35
99,0.22254719713487484,0.09881166646662896,29.35
100,0.23015213047614358,0.09950560370968342,29.35
101,0.23776784802752032,0.10175127820168844,29.35
102,0.27810256479375706,0.09973078471062331,29.35
103,0.23776784802752032,0.10167133374103336,29.35
104,0.2703943419276264,0.10109542905274953,29.35
105,0.2332153121275259,0.10130940023762046,29.35
106,0.23015213047614358,0.10122375883259206,29.35
107,0.2332153121275259,0.10161746666435001,29.35
108,0.2332153121275259,0.10069539583569725,29.35
109,0.2179538606918936,0.09801398856612151,29.35
110,0.24539334573573782,0.10221633905107928,29.35
111,0.22254719713487484,0.0970317358952669,29.35
112,0.2626898588276555,0.09926246922788064,29.35
113,0.28922783682894465,0.10252521278095678,29.35
114,0.2759221896056095,0.10491796295569557,29.35
115,0.28150241193308123,0.10870132760939195,29.35
116,0.23476407499361243,0.10403403051553575,29.35
117,0.2530277393684967,0.10640165448820901,29.35
118,0.2530277393684967,0.10595441443545174,29.35
119,0.2530277393684967,0.10616706522770285,29.35
120,0.24235947761938717,0.10779098109732302,29.35
121,0.28922783682894465,0.10848236511919908,29.35
122,0.30344425327863983,0.10662245318518865,29.35
123,0.2849676795617777,0.1050516598016559,29.35
124,0.23941331989659792,0.10582285913874416,29.35
125,0.28075044841336044,0.10753723307105342,29.35
126,0.24996571776763551,0.10597353724767819,29.35
127,0.24996571776763551,0.10513631485215787,29.35
128,0.24996571776763551,0.10536850847444944,29.35
129,0.24996571776763551,0.10625449393846613,29.35
130,0.24996571776763551,0.10281455452830181,29.35
131,0.23776784802752032,0.10237948304331718,29.35
132,0.2485117119216357,0.10634782748737508,29.35
133,0.2485117119216357,0.10570838236863722,29.35
134,0.24996571776763551,0.10740682687086918,29.35
135,0.2545745962939049,0.10731134513670067,29.35
136,0.25171143574432675,0.10658984961074515,29.35
137,0.24996571776763551,0.10572741423261961,29.35
138,0.24996571776763551,0.10749577293933049,29.35
139,0.2545745962939049,0.10838998524159818,29.35
140,0.24996571776763551,0.11069245022036558,29.35
141,0.24235947761938717,0.1062254720110356,29.35
142,0.24996571776763551,0.10798812810155148,29.35
143,0.24409773385187458,0.10748006443006745,29.35
144,0.2935290511858799,0.10899420010805778,29.35
145,0.25332594541113607,0.10744879611986488,29.35
146,0.2935290511858799,0.10777857543365219,29.35
147,0.23941331989659792,0.10912904153198759,29.35
148,0.23941331989659792,0.1105600447978351,29.35
149,0.24539334573573782,0.11040314151986357,29.35
150,0.24539334573573782,0.11052700829455005,29.35
151,0.24539334573573782,0.11039442710265056,29.35
152,0.29270481915888935,0.11050532353052228,29.35
153,0.24129799857229375,0.11087726175967531,29.35
154,0.23655814969534408,0.11284969790228452,29.35
155,0.23655814969534408,0.11291676963608534,29.35
