t,msd
0.05,0.050280596465535364
0.15000000000000002,0.12009104949424733
0.25,0.2134274979043369
0.35000000000000003,0.33023475387907864
0.45,0.4473655278857952
0.55,0.5853574899789299
0.6500000000000001,0.715654141632593
0.7500000000000001,0.8488042694188184
0.8500000000000001,0.9850260503710674
0.9500000000000001,1.1085981796201994
1.05,1.2511692617108812
1.1500000000000001,1.4155551844903251
1.2500000000000002,1.542649199037066
1.35,1.7015831664991155
1.4500000000000002,1.8381994143294675
1.55,2.0021376955099566
1.6500000000000001,2.158981841087869
1.7500000000000002,2.309395760756644
1.85,2.4768044280633954
1.9500000000000002,2.624062667107765
2.05,2.80262803158054
2.15,3.01073014371388
2.25,3.164772158441259
2.35,3.366485448239177
2.45,3.517189737234915
2.55,3.7180931969961146
2.65,3.924264532397544
2.75,4.103855998775982
2.85,4.315236557290601
2.95,4.490207983292083
3.05,4.703359992090626
3.15,4.948688694564475
3.25,5.1228754673589485
3.35,5.368981760020764
3.45,5.54449779050121
3.55,5.7707156277301115
3.65,6.037662024827523
3.75,6.224085703696322
3.85,6.481972028231102
3.95,6.670664650970799
4.05,6.8910815725640715
4.15,7.17662915567754
4.25,7.376690309011049
4.35,7.663065664714512
4.45,7.8408392364829576
4.55,8.098423305245637
4.65,8.438995990494481
4.75,8.616990950305107
4.8500000000000005,8.914134016635447
4.95,9.119624461904031
5.05,9.378565813541742
5.15,9.68704179268096
5.25,9.916797860239221
5.3500000000000005,10.23364487856182
5.45,10.420383090417957
5.55,10.679530139579656
5.65,11.050992659267871
5.75,11.235029226785741
5.8500000000000005,11.586746696513426
5.95,11.804691492548422
6.05,12.087066576551738
6.15,12.426746987868906
6.25,12.684007857986298
6.3500000000000005,13.041189664116587
6.45,13.338957342393837
6.55,13.512658199029941
6.65,13.95656261276136
6.75,14.161900984455006
6.8500000000000005,14.538863751504413
6.95,14.792399469112071
7.05,15.10313351689214
7.15,15.462696904515754
7.25,15.71667480619495
7.3500000000000005,16.11139729656669
7.45,16.341470348401185
7.55,16.63684821570526
7.65,17.143913512003223
7.75,17.3445035854454
7.8500000000000005,17.7737252738797
7.95,18.04175789186922
8.05,18.346878072225664
8.15,18.736418471702393
8.250000000000002,19.04752756607489
8.350000000000001,19.47029438177935
8.450000000000001,19.694557342621298
8.55,20.03558008885999
8.65,20.597992850876494
