t,msd
0.05,0.04656377179553428
0.15000000000000002,0.09900360764469436
0.25,0.15998724379484244
0.35000000000000003,0.219823264366562
0.45,0.2879818663753757
0.55,0.3630956601414353
0.6500000000000001,0.4399961328337269
0.7500000000000001,0.5345154067047124
0.8500000000000001,0.6012658805995417
0.9500000000000001,0.6907201858018832
1.05,0.7775527223592474
1.1500000000000001,0.8564936458474751
1.2500000000000002,0.9702756137414263
1.35,1.026267732734863
1.4500000000000002,1.1239059016340454
1.55,1.2072204990741404
1.6500000000000001,1.276076938139355
1.7500000000000002,1.3994758743502655
1.85,1.4383139707852464
1.9500000000000002,1.5367281095267498
2.05,1.6164896758047955
2.15,1.6777030294272737
2.25,1.8089601129329942
2.35,1.8370292578452698
2.45,1.931052097815563
2.55,2.0092396753956394
2.65,2.065693107896329
2.75,2.2073712464727664
2.85,2.2210993821540335
2.95,2.324364358954935
3.05,2.4048892480213278
3.15,2.4616344138781296
3.25,2.6182254880770555
3.35,2.6235430645614994
3.45,2.7358147734794613
3.55,2.821628556593754
3.65,2.8782117174051756
3.75,3.0564034805586817
3.85,3.0524249741630616
3.95,3.1779422627989744
4.05,3.2711988955054885
4.15,3.33037643792898
4.25,3.5362250459620284
4.35,3.5250589639418286
4.45,3.6662201157974184
4.55,3.7683795354452827
4.65,3.828414113821755
4.75,4.058860695734416
4.8500000000000005,4.034087946782861
4.95,4.187037860785624
5.05,4.293588870433895
5.15,4.352587175346943
5.25,4.605054878081854
5.3500000000000005,4.566874241766657
5.45,4.733862056852352
5.55,4.84444494419686
5.65,4.904891299757631
5.75,5.1811674146888915
5.8500000000000005,5.1339540037357425
5.95,5.310298179081566
6.05,5.42530728986056
6.15,5.48660676018232
6.25,5.786802792748985
6.3500000000000005,5.727210591549083
6.45,5.915122356186719
6.55,6.0329866362651305
6.65,6.093654171200656
6.75,6.41329567615517
6.8500000000000005,6.341764466990222
6.95,6.546401003484132
7.05,6.668892303488443
7.15,6.7287436351043945
7.25,7.086934034279939
7.3500000000000005,6.985442342409711
7.45,7.207653811746618
7.55,7.3326630733212514
7.65,7.386210439834689
7.75,7.780948222357488
7.8500000000000005,7.652215451028892
7.95,7.89413480918107
8.05,8.016904437442046
8.15,8.053195805807396
8.250000000000002,8.494741017636215
8.350000000000001,8.338079249192207
8.450000000000001,8.597608944594256
8.55,8.689211692046001
8.65,8.763990158038641
8.750000000000002,9.234214587663258
8.850000000000001,9.052507358495626
8.950000000000001,9.332142118296659
