,msd,msd_err,time
0,1.55365157564753,0.23951961207947411,2.000000000000001
1,1.6980804800791185,0.260824777823389,2.100000000000001
2,1.842436259966034,0.28224916818234846,2.200000000000001
3,1.9867187095860432,0.30376755786246146,2.300000000000001
4,2.1309276224445064,0.3253612969252935,2.4000000000000012
5,2.275062791270748,0.3470163193874072,2.5000000000000013
6,2.4191240080144123,0.36872182789000424,2.6000000000000014
7,2.563111063841788,0.3904694032328239,2.7000000000000015
8,2.7070237491321216,0.412252388005865,2.8000000000000016
9,2.8508618534739054,0.43406545131946145,2.9000000000000017
10,2.9946251656611467,0.45590427580675985,3.0000000000000018
11,3.2369376850032077,0.5194124648732007,3.100000000000002
12,3.479422163004149,0.5850649073916158,3.200000000000002
13,3.7220785275106207,0.6522143974839899,3.300000000000002
14,3.96490670640964,0.7204424556745572,3.400000000000002
15,4.207906627628553,0.7894694932802072,3.500000000000002
16,4.45107821913501,0.859102943150916,3.6000000000000023
17,4.694421408936941,0.9292064841948549,3.7000000000000024
18,4.937936125082521,0.9996812246099746,3.8000000000000025
19,5.181622295660151,1.0704538517070095,3.9000000000000026
20,5.42547984879842,1.1414689586930444,4.000000000000003
21,5.681028358702419,1.1999043853074152,4.100000000000003
22,5.936518411023448,1.2584123491371233,4.200000000000003
23,6.191949965502313,1.3169831826573672,4.3000000000000025
24,6.447322981842832,1.3756088552726426,4.400000000000003
25,6.702637419711806,1.4342826424269937,4.5000000000000036
26,6.957893238738974,1.492998871530342,4.600000000000003
27,7.213090398516965,1.5517527247519356,4.700000000000003
28,7.4682288586012815,1.610540084418859,4.800000000000003
29,7.723308578510209,1.6693574106899403,4.900000000000004
30,7.978329517724819,1.728201643932676,5.0000000000000036
31,8.285423586405104,1.8059174118791352,5.100000000000003
32,8.592493520529272,1.883678273064195,5.200000000000004
33,8.899539318129666,1.9614788644666106,5.300000000000004
34,9.20656097723842,2.039314638924945,5.400000000000004
35,9.513558495887457,2.1171817160478152,5.5000000000000036
36,9.820531872108484,2.195076764591619,5.600000000000004
37,10.127481103932997,2.2729969088368978,5.700000000000005
38,10.434406189392265,2.3509396534499585,5.800000000000004
39,10.741307126517363,2.428902822715221,5.900000000000004
40,11.048183913339136,2.506884511036313,6.000000000000004
41,11.372568666185048,2.5735439845112054,6.100000000000005
42,11.696873225405156,2.6402680756872283,6.200000000000005
43,12.021097531094997,2.7070520064290915,6.300000000000004
44,12.345241523290426,2.7738914546661175,6.400000000000005
45,12.669305141967534,2.8407825016651564,6.500000000000005
46,12.993288327042594,2.907721586397755,6.600000000000005
47,13.317191018371968,2.974705465920839,6.700000000000005
48,13.64101315575205,3.0417311808729006,6.800000000000005
49,13.964754678919174,3.10879602533664,6.900000000000006
50,14.288415527549555,3.1758975204408952,7.000000000000005
51,14.715334606458091,3.3057562277576533,7.100000000000005
52,15.14240435897823,3.4361749251033467,7.2000000000000055
53,15.569624759532504,3.567092190565597,7.300000000000006
54,15.996995782549265,3.698455079842628,7.400000000000006
55,16.424517402462637,3.8302177432579474,7.500000000000005
56,16.852189593712524,3.9623402990476313,7.600000000000006
