panel,series,Rg_over_lc,Re_over_lc,position_class
20 C,model,0.0716597,0.075665,0
20 C,model,0.185415,0.417141,0
20 C,model,0.2685,0.899905,2
20 C,model,0.260029,0.870567,1
20 C,model,0.11532,0.139721,0
20 C,model,0.220696,0.539484,4
20 C,model,0.0879788,0.184317,0
20 C,model,0.0752117,0.217964,0
20 C,model,0.171157,0.531752,0
20 C,model,0.209893,0.487404,3
20 C,model,0.0806355,0.074124,0
20 C,model,0.163173,0.299904,0
20 C,model,0.25814,0.864497,2
20 C,model,0.262901,0.887378,1
20 C,model,0.1175,0.148737,0
20 C,model,0.203425,0.453402,4
20 C,model,0.0846382,0.164586,0
20 C,model,0.0776103,0.228452,0
20 C,model,0.151701,0.516153,0
20 C,model,0.228021,0.584287,3
20 C,model,0.0909127,0.0949315,0
20 C,model,0.139561,0.239007,0
20 C,model,0.265961,0.899142,2
20 C,model,0.261899,0.89333,1
20 C,model,0.121133,0.162986,0
20 C,model,0.172577,0.318274,3
20 C,model,0.0836077,0.0897932,0
20 C,model,0.0824647,0.213945,0
20 C,model,0.139416,0.489702,0
20 C,model,0.256957,0.747229,3
20 C,model,0.0884925,0.0904149,0
20 C,model,0.128021,0.206491,0
20 C,model,0.263809,0.886507,2
20 C,model,0.267992,0.897758,1
20 C,model,0.114699,0.111652,0
20 C,model,0.153825,0.185604,3
20 C,model,0.0813338,0.110535,0
20 C,model,0.0874163,0.195543,0
20 C,model,0.131879,0.462101,0
20 C,model,0.258799,0.832079,3
20 C,model,0.089398,0.111628,0
20 C,model,0.119086,0.207852,0
20 C,model,0.263248,0.882024,2
20 C,model,0.257675,0.857669,1
20 C,model,0.118487,0.0682883,0
20 C,model,0.14286,0.071201,3
20 C,model,0.080558,0.0914633,0
20 C,model,0.0979493,0.256368,0
20 C,model,0.124785,0.396748,0
20 C,model,0.254867,0.849286,3
20 C,model,0.0887851,0.110619,0
20 C,model,0.112007,0.169747,0
20 C,model,0.267945,0.888226,2
20 C,model,0.253309,0.835486,1
20 C,model,0.123003,0.103648,0
20 C,model,0.140103,0.0569348,3
20 C,model,0.0754253,0.0730934,0
20 C,model,0.109392,0.214261,0
20 C,model,0.103928,0.288769,0
20 C,model,0.250759,0.836668,3
20 C,model,0.0862606,0.132803,0
20 C,model,0.106458,0.176261,0
20 C,model,0.261444,0.884786,2
20 C,model,0.246459,0.838182,1
20 C,model,0.129366,0.173094,0
20 C,model,0.147979,0.159539,3
20 C,model,0.0768267,0.040426,0
20 C,model,0.116376,0.12161,0
20 C,model,0.0997543,0.232439,0
20 C,model,0.255107,0.849702,4
20 C,model,0.0934206,0.184556,0
20 C,model,0.107982,0.179403,0
20 C,model,0.264451,0.896883,3
20 C,model,0.250146,0.837835,1
20 C,model,0.133046,0.235109,0
20 C,model,0.1641,0.251946,3
20 C,model,0.083965,0.162448,0
20 C,model,0.127577,0.114545,0
20 C,model,0.096565,0.141896,0
20 C,model,0.258727,0.862147,4
20 C,model,0.0976795,0.157997,0
20 C,model,0.102501,0.12848,0
20 C,model,0.264625,0.890404,3
20 C,model,0.260507,0.876994,1
20 C,model,0.134731,0.25505,0
20 C,model,0.18713,0.390036,3
20 C,model,0.0876828,0.247407,0
20 C,model,0.130438,0.149933,0
20 C,model,0.0991292,0.0900586,0
20 C,model,0.258323,0.833289,4
20 C,model,0.0958989,0.110359,0
20 C,model,0.104168,0.143995,0
20 C,model,0.265055,0.890426,3
20 C,model,0.26749,0.900406,2
20 C,model,0.136587,0.196166,0
20 C,model,0.208366,0.495486,3
20 C,model,0.0838853,0.242705,0
20 C,model,0.122872,0.17086,0
20 C,model,0.0987081,0.0377514,0
20 C,model,0.256297,0.846286,4
20 C,model,0.101838,0.160497,0
20 C,model,0.0951133,0.135,0
20 C,model,0.265628,0.892427,3
20 C,model,0.271913,0.920348,2
20 C,model,0.14978,0.172015,0
20 C,model,0.238324,0.628923,3
20 C,model,0.0848081,0.191486,0
20 C,model,0.116313,0.183447,0
20 C,model,0.0922351,0.0688174,0
20 C,model,0.24852,0.825801,4
20 C,model,0.11007,0.178075,0
20 C,model,0.0924635,0.127379,0
20 C,model,0.264363,0.892618,3
20 C,model,0.26742,0.905025,2
20 C,model,0.147671,0.160318,0
20 C,model,0.248858,0.687456,4
20 C,model,0.0850605,0.102959,0
20 C,model,0.110345,0.178242,0
20 C,model,0.0865325,0.0867616,0
20 C,model,0.246081,0.825989,4
20 C,model,0.117958,0.182327,0
20 C,model,0.0909402,0.0355404,0
20 C,model,0.261498,0.867838,3
20 C,model,0.260284,0.889088,2
20 C,model,0.141024,0.14227,0
20 C,model,0.254985,0.769023,4
20 C,model,0.0844982,0.0707178,0
20 C,model,0.110744,0.161516,0
20 C,model,0.0909476,0.13296,0
20 C,model,0.242506,0.788687,4
20 C,model,0.121462,0.212796,0
20 C,model,0.0931992,0.0463179,0
20 C,model,0.258947,0.856321,3
20 C,model,0.259086,0.865847,2
20 C,model,0.146534,0.139081,0
20 C,model,0.250381,0.727936,4
20 C,model,0.0937968,0.15703,0
20 C,model,0.101465,0.212728,0
20 C,model,0.103394,0.229491,0
20 C,model,0.230126,0.722643,4
20 C,model,0.130523,0.206273,0
20 C,model,0.0924483,0.158921,0
20 C,model,0.253629,0.748938,4
20 C,model,0.261596,0.875418,2
20 C,model,0.145107,0.151868,0
20 C,model,0.237667,0.660048,4
20 C,model,0.105231,0.262215,0
20 C,model,0.0988096,0.251269,0
20 C,model,0.114858,0.257094,0
20 C,model,0.209,0.620422,0
20 C,model,0.131182,0.201263,0
20 C,model,0.0944978,0.245878,0
20 C,model,0.237137,0.655132,4
20 C,model,0.251664,0.85967,2
20 C,model,0.133735,0.108435,0
20 C,model,0.229348,0.658238,4
20 C,model,0.116529,0.283157,0
20 C,model,0.0964241,0.241074,0
20 C,model,0.118166,0.174126,0
20 C,model,0.188583,0.535797,0
20 C,model,0.122983,0.264806,0
20 C,model,0.0995032,0.301992,0
20 C,model,0.227009,0.562256,4
20 C,model,0.251044,0.843789,3
20 C,model,0.136968,0.139919,0
20 C,model,0.206185,0.607042,4
20 C,model,0.118691,0.227153,0
20 C,model,0.090826,0.143773,0
20 C,model,0.12899,0.157752,0
20 C,model,0.166554,0.458924,0
20 C,model,0.117361,0.250593,0
20 C,model,0.104086,0.279975,0
20 C,model,0.195899,0.433495,4
20 C,model,0.256692,0.87375,3
20 C,model,0.133064,0.173746,0
20 C,model,0.194592,0.635095,4
20 C,model,0.122226,0.172098,0
20 C,model,0.0953347,0.0497047,0
20 C,model,0.13387,0.132531,0
20 C,model,0.145195,0.447757,0
20 C,model,0.112161,0.173929,0
20 C,model,0.0995481,0.234195,0
20 C,model,0.180352,0.336313,4
20 C,model,0.255837,0.858354,3
20 C,model,0.131721,0.211051,0
20 C,model,0.183439,0.60849,4
20 C,model,0.127173,0.176409,0
20 C,model,0.0979001,0.0859762,0
20 C,model,0.132445,0.142963,0
20 C,model,0.133103,0.423075,0
20 C,model,0.106232,0.0656864,0
20 C,model,0.103142,0.1617,0
20 C,model,0.154169,0.209255,4
20 C,model,0.264485,0.889688,3
20 C,model,0.130214,0.20917,0
20 C,model,0.16839,0.576787,4
20 C,model,0.135334,0.205837,0
20 C,model,0.0967352,0.0778247,0
20 C,model,0.134478,0.130732,0
20 C,model,0.11082,0.397037,0
20 C,model,0.101503,0.0585478,0
20 C,model,0.112893,0.115049,0
20 C,model,0.139427,0.151695,4
20 C,model,0.263517,0.89122,3
20 C,model,0.126333,0.184357,0
20 C,model,0.167311,0.546751,0
20 C,model,0.140269,0.295996,0
20 C,model,0.0891425,0.068035,0
20 C,model,0.137391,0.126642,0
20 C,model,0.106587,0.367699,0
20 C,model,0.0973819,0.100887,0
20 C,model,0.120664,0.112711,0
20 C,model,0.125574,0.125919,4
20 C,model,0.262332,0.884954,3
20 C,model,0.11329,0.116178,0
20 C,model,0.161482,0.532367,0
20 C,model,0.137504,0.272147,0
20 C,model,0.0866409,0.0715497,0
20 C,model,0.139596,0.191239,0
20 C,model,0.102861,0.322569,0
20 C,model,0.0968357,0.0536815,0
20 C,model,0.130907,0.224985,0
20 C,model,0.120823,0.104741,4
20 C,model,0.265053,0.865481,3
20 C,model,0.107217,0.053952,0
20 C,model,0.156276,0.516539,0
20 C,model,0.134409,0.286034,0
20 C,model,0.0839106,0.107426,0
20 C,model,0.132569,0.127452,0
20 C,model,0.0962188,0.270152,0
20 C,model,0.0955079,0.0482861,0
20 C,model,0.141577,0.207648,0
20 C,model,0.115047,0.070015,4
20 C,model,0.256525,0.830038,4
20 C,model,0.10755,0.0666259,0
20 C,model,0.142903,0.447099,0
20 C,model,0.132297,0.324641,0
20 C,model,0.0877721,0.160622,0
20 C,model,0.13085,0.0645708,0
20 C,model,0.0980922,0.212441,0
20 C,model,0.0988968,0.0230518,0
20 C,model,0.137515,0.145653,0
20 C,model,0.120668,0.0523319,4
20 C,model,0.256821,0.815965,4
20 C,model,0.110581,0.114002,0
20 C,model,0.135666,0.373572,0
20 C,model,0.113694,0.273067,0
20 C,model,0.0902152,0.180645,0
20 C,model,0.136916,0.0685718,0
20 C,model,0.103944,0.202821,0
20 C,model,0.0965564,0.054144,0
20 C,model,0.144578,0.125645,0
20 C,model,0.119529,0.0583374,4
20 C,model,0.250031,0.807754,4
20 C,model,0.102745,0.140794,0
20 C,model,0.132045,0.305683,0
20 C,model,0.107861,0.205671,0
20 C,model,0.0857529,0.204851,0
20 C,model,0.135838,0.0568075,0
20 C,model,0.10928,0.171302,0
20 C,model,0.108249,0.0383559,0
20 C,model,0.147417,0.12201,0
20 C,model,0.124418,0.0478931,4
20 C,model,0.244811,0.773879,4
20 C,model,0.0963839,0.128848,0
20 C,model,0.132418,0.199181,0
20 C,model,0.103333,0.256426,0
20 C,model,0.0871475,0.139538,0
20 C,model,0.139046,0.093379,0
20 C,model,0.119156,0.165861,0
20 C,model,0.106115,0.07205,0
20 C,model,0.144056,0.14775,0
20 C,model,0.135032,0.0577612,4
20 C,model,0.238613,0.707853,4
20 C,model,0.0962682,0.178726,0
20 C,model,0.131128,0.178609,0
20 C,model,0.0966189,0.195447,0
20 C,model,0.08351,0.126662,0
20 C,model,0.131647,0.181759,0
20 C,model,0.132373,0.192412,0
20 C,model,0.102222,0.125129,0
20 C,model,0.140208,0.179122,0
20 C,model,0.138264,0.0582823,4
20 C,model,0.218891,0.588943,4
20 C,model,0.0956705,0.145031,0
20 C,model,0.128081,0.18647,0
20 C,model,0.102498,0.18504,0
20 C,model,0.0905384,0.166655,0
20 C,model,0.124865,0.222571,0
20 C,model,0.134669,0.162868,0
20 C,model,0.102138,0.157292,0
20 C,model,0.137261,0.183702,0
20 C,model,0.145178,0.127899,4
20 C,model,0.194846,0.46577,4
20 C,model,0.0979129,0.128211,0
20 C,model,0.125481,0.255265,0
20 C,model,0.104659,0.116643,0
20 C,model,0.0912458,0.199973,0
20 C,model,0.120137,0.267732,0
20 C,model,0.139034,0.203216,0
20 C,model,0.110206,0.172043,0
20 C,model,0.121557,0.0973846,0
20 C,model,0.154375,0.20446,4
20 C,model,0.179071,0.378907,0
20 C,model,0.10148,0.136326,0
20 C,model,0.12156,0.249343,0
20 C,model,0.108443,0.141966,0
20 C,model,0.0950265,0.233147,0
20 C,model,0.105838,0.247687,0
20 C,model,0.143564,0.154157,0
20 C,model,0.115657,0.244625,0
20 C,model,0.124121,0.165956,0
20 C,model,0.174316,0.305407,4
20 C,model,0.157183,0.347659,0
20 C,model,0.106241,0.0677986,0
20 C,model,0.117325,0.236227,0
20 C,model,0.111768,0.118311,0
20 C,model,0.0947483,0.213356,0
20 C,model,0.097474,0.213457,0
20 C,model,0.14487,0.114298,0
20 C,model,0.121451,0.315689,0
20 C,model,0.117634,0.205646,0
20 C,model,0.189655,0.375844,4
20 C,model,0.135083,0.29739,0
20 C,model,0.109115,0.0468344,0
20 C,model,0.108032,0.224091,0
20 C,model,0.116269,0.066184,0
20 C,model,0.0912487,0.182366,0
20 C,model,0.0890508,0.17257,0
20 C,model,0.14376,0.0963265,0
20 C,model,0.125114,0.40424,0
20 C,model,0.109407,0.148365,0
20 C,model,0.204885,0.43852,4
20 C,model,0.115031,0.247544,0
20 C,model,0.107108,0.111346,0
20 C,model,0.101887,0.168741,0
20 C,model,0.123935,0.118562,0
20 C,model,0.0923068,0.151508,0
20 C,model,0.0886398,0.178598,0
20 C,model,0.136039,0.0616751,0
20 C,model,0.136677,0.484926,0
20 C,model,0.103832,0.0670663,0
20 C,model,0.21546,0.474034,4
20 C,model,0.100938,0.202499,0
20 C,model,0.110206,0.184811,0
20 C,model,0.105961,0.11613,0
20 C,model,0.132895,0.181484,0
20 C,model,0.0957036,0.158278,0
20 C,model,0.0879412,0.0716357,0
20 C,model,0.132526,0.0778268,0
20 C,model,0.154591,0.538445,0
20 C,model,0.104115,0.0853081,0
20 C,model,0.215443,0.53445,0
20 C,model,0.0804107,0.141071,0
20 C,model,0.10842,0.209427,0
20 C,model,0.120638,0.064253,0
20 C,model,0.137596,0.174458,0
20 C,model,0.105767,0.192705,0
20 C,model,0.0876262,0.0425729,0
20 C,model,0.137331,0.146992,0
20 C,model,0.156249,0.514733,0
20 C,model,0.110295,0.209364,0
20 C,model,0.207114,0.627833,0
20 C,model,0.073282,0.129515,0
20 C,model,0.110528,0.237808,0
20 C,model,0.124962,0.156471,0
20 C,model,0.145233,0.217093,0
20 C,model,0.114752,0.179091,0
20 C,model,0.0888069,0.0926784,0
20 C,model,0.13123,0.122143,0
20 C,model,0.17042,0.52718,0
20 C,model,0.113724,0.296524,0
20 C,model,0.188171,0.498564,0
20 C,model,0.072445,0.120599,0
20 C,model,0.0969122,0.235081,0
20 C,model,0.127102,0.200974,0
20 C,model,0.147997,0.160105,0
20 C,model,0.126891,0.173675,0
20 C,model,0.0908571,0.165486,0
20 C,model,0.135668,0.114353,0
20 C,model,0.184204,0.526977,0
20 C,model,0.120971,0.316604,0
20 C,model,0.173127,0.412697,0
20 C,model,0.0725283,0.139119,0
20 C,model,0.0968894,0.251097,0
20 C,model,0.130961,0.274894,0
20 C,model,0.15362,0.1426,0
20 C,model,0.136802,0.145657,0
20 C,model,0.09454,0.223229,0
20 C,model,0.141865,0.0835825,0
20 C,model,0.203911,0.500868,0
20 C,model,0.123415,0.290838,0
20 C,model,0.159565,0.336907,0
20 C,model,0.0702605,0.142451,0
20 C,model,0.0953902,0.24173,0
20 C,model,0.137659,0.224866,0
20 C,model,0.147364,0.102876,0
20 C,model,0.138764,0.10144,0
20 C,model,0.0977782,0.224869,0
20 C,model,0.145026,0.218709,0
20 C,model,0.223262,0.545771,4
20 C,model,0.122335,0.274114,0
20 C,model,0.142959,0.319326,0
20 C,model,0.0687131,0.169176,0
20 C,model,0.0943184,0.251809,0
20 C,model,0.148171,0.12718,0
20 C,model,0.149265,0.129361,0
20 C,model,0.143414,0.0780191,0
20 C,model,0.0972824,0.233956,0
20 C,model,0.146771,0.164867,0
20 C,model,0.221749,0.52377,4
20 C,model,0.11275,0.288216,0
20 C,model,0.134261,0.321996,0
20 C,model,0.0690631,0.206337,0
20 C,model,0.105424,0.23789,0
20 C,model,0.147361,0.0841615,0
20 C,model,0.143356,0.0572525,0
20 C,model,0.144793,0.058632,0
20 C,model,0.101768,0.203655,0
20 C,model,0.150076,0.142057,0
20 C,model,0.225361,0.525178,4
20 C,model,0.109255,0.245563,0
20 C,model,0.117882,0.288606,0
20 C,model,0.0752796,0.25147,0
20 C,model,0.101758,0.104307,0
20 C,model,0.152845,0.0986399,0
20 C,model,0.141167,0.0725797,0
20 C,model,0.143771,0.0978421,0
20 C,model,0.10612,0.132846,0
20 C,model,0.14594,0.131653,0
20 C,model,0.204637,0.466417,4
20 C,model,0.110096,0.249485,0
20 C,model,0.102288,0.182611,0
20 C,model,0.0812509,0.229466,0
20 C,model,0.103526,0.0600746,0
20 C,model,0.149245,0.0696723,0
20 C,model,0.137845,0.0650791,0
20 C,model,0.14746,0.116758,0
20 C,model,0.110501,0.169979,0
20 C,model,0.137473,0.166323,0
20 C,model,0.191398,0.384898,4
20 C,model,0.102824,0.214153,0
20 C,model,0.0977629,0.0928131,0
20 C,model,0.0996577,0.226083,0
20 C,model,0.110212,0.145524,0
20 C,model,0.144728,0.169643,0
20 C,model,0.14564,0.0815689,0
20 C,model,0.144661,0.129565,0
20 C,model,0.117238,0.151698,0
20 C,model,0.142241,0.205998,0
20 C,model,0.169126,0.288973,4
20 C,model,0.100642,0.186161,0
20 C,model,0.0958422,0.0579514,0
20 C,model,0.117613,0.273787,0
20 C,model,0.11994,0.228108,0
20 C,model,0.139682,0.252456,0
20 C,model,0.146065,0.111,0
20 C,model,0.141622,0.102968,0
20 C,model,0.127111,0.189275,0
20 C,model,0.140061,0.288795,0
20 C,model,0.153825,0.183949,4
20 C,model,0.0966544,0.117341,0
20 C,model,0.0944022,0.14286,0
20 C,model,0.146958,0.397132,0
20 C,model,0.122306,0.213987,0
20 C,model,0.133088,0.269795,0
20 C,model,0.145983,0.0794471,0
20 C,model,0.141593,0.129452,0
20 C,model,0.136408,0.214408,0
20 C,model,0.134527,0.298731,0
20 C,model,0.139351,0.0727161,4
20 C,model,0.0972418,0.17626,0
20 C,model,0.0931941,0.124506,0
20 C,model,0.161426,0.498478,0
20 C,model,0.126732,0.219514,0
20 C,model,0.12281,0.238849,0
20 C,model,0.142424,0.0855401,0
20 C,model,0.137526,0.14206,0
20 C,model,0.141525,0.242366,0
20 C,model,0.131589,0.315721,0
20 C,model,0.140595,0.0639889,4
20 C,model,0.0949015,0.0873772,0
20 C,model,0.0885902,0.127432,0
20 C,model,0.178393,0.586871,0
20 C,model,0.135413,0.231586,0
20 C,model,0.109214,0.199437,0
20 C,model,0.144033,0.0925316,0
20 C,model,0.139475,0.152951,0
20 C,model,0.136766,0.280971,0
20 C,model,0.12152,0.318449,0
20 C,model,0.153229,0.188587,4
20 C,model,0.092102,0.0667771,0
20 C,model,0.0847704,0.0715796,0
20 C,model,0.193801,0.586941,4
20 C,model,0.133776,0.291821,0
20 C,model,0.0997064,0.224995,0
20 C,model,0.135302,0.0696911,0
20 C,model,0.135805,0.134474,0
20 C,model,0.133241,0.351623,0
20 C,model,0.122989,0.267993,0
20 C,model,0.16747,0.245003,4
20 C,model,0.0906323,0.0971471,0
20 C,model,0.08436,0.142918,0
20 C,model,0.21598,0.646422,4
20 C,model,0.12883,0.320351,0
20 C,model,0.0955525,0.243062,0
20 C,model,0.130081,0.10984,0
20 C,model,0.133732,0.0992877,0
20 C,model,0.120647,0.315978,0
20 C,model,0.117108,0.217117,0
20 C,model,0.186036,0.357824,4
20 C,model,0.0938875,0.165,0
20 C,model,0.0871778,0.103148,0
20 C,model,0.22736,0.648666,4
20 C,model,0.128503,0.293365,0
20 C,model,0.0929105,0.247833,0
20 C,model,0.113746,0.112699,0
20 C,model,0.132988,0.116453,0
20 C,model,0.114045,0.249437,0
20 C,model,0.113883,0.120591,0
20 C,model,0.204607,0.486734,4
20 C,model,0.10167,0.264214,0
20 C,model,0.092493,0.177935,0
20 C,model,0.249944,0.722587,4
20 C,model,0.120145,0.221025,0
20 C,model,0.0865587,0.176996,0
20 C,model,0.10783,0.0565849,0
20 C,model,0.133638,0.183596,0
20 C,model,0.111133,0.15721,0
20 C,model,0.114921,0.0451628,0
20 C,model,0.226354,0.599067,4
20 C,model,0.109324,0.295234,0
20 C,model,0.0961791,0.246009,0
20 C,model,0.251118,0.83419,4
20 C,model,0.117871,0.161533,0
20 C,model,0.0825251,0.0900251,0
20 C,model,0.108073,0.0924992,0
20 C,model,0.130576,0.241297,0
20 C,model,0.112284,0.081937,0
20 C,model,0.123968,0.0919126,0
20 C,model,0.228614,0.680732,4
20 C,model,0.112886,0.264533,0
20 C,model,0.0922391,0.250072,0
20 C,model,0.265964,0.89005,4
20 C,model,0.121997,0.0936457,0
20 C,model,0.0812876,0.10798,0
20 C,model,0.109708,0.171856,0
20 C,model,0.128358,0.298869,0
20 C,model,0.11185,0.0645586,0
20 C,model,0.124832,0.120626,0
20 C,model,0.224362,0.747392,4
20 C,model,0.109508,0.215186,0
20 C,model,0.0924588,0.22199,0
20 C,model,0.269536,0.895809,4
20 C,model,0.122335,0.0415163,0
20 C,model,0.0789287,0.145755,0
20 C,model,0.119019,0.211668,0
20 C,model,0.119555,0.268659,0
20 C,model,0.117803,0.0747383,0
20 C,model,0.122899,0.0976051,0
20 C,model,0.221577,0.735643,4
20 C,model,0.102432,0.265016,0
20 C,model,0.0924747,0.110095,0
20 C,model,0.257425,0.835697,4
20 C,model,0.125846,0.0953518,0
20 C,model,0.0777324,0.157307,0
20 C,model,0.118071,0.241377,0
20 C,model,0.108466,0.216805,0
20 C,model,0.1252,0.102249,0
20 C,model,0.115167,0.10276,0
20 C,model,0.215009,0.681492,0
20 C,model,0.0969243,0.232627,0
20 C,model,0.0926845,0.114784,0
20 C,model,0.259593,0.872345,4
20 C,model,0.136115,0.163652,0
20 C,model,0.0778877,0.0698415,0
20 C,model,0.112656,0.284327,0
20 C,model,0.111277,0.216571,0
20 C,model,0.123387,0.077623,0
20 C,model,0.12396,0.142859,0
20 C,model,0.187238,0.555465,0
20 C,model,0.0996792,0.224378,0
20 C,model,0.101193,0.139218,0
20 C,model,0.264509,0.881946,3
20 C,model,0.140621,0.10398,0
20 C,model,0.0841449,0.0662761,0
20 C,model,0.113452,0.303961,0
20 C,model,0.106623,0.22718,0
20 C,model,0.129366,0.0669868,0
20 C,model,0.125209,0.171313,0
20 C,model,0.179097,0.520939,0
20 C,model,0.0938427,0.154622,0
20 C,model,0.102147,0.183421,0
20 C,model,0.264499,0.898914,3
20 C,model,0.143717,0.123366,0
20 C,model,0.0875784,0.132066,0
20 C,model,0.114263,0.253437,0
20 C,model,0.101988,0.292118,0
20 C,model,0.129702,0.0682934,0
20 C,model,0.116243,0.24336,0
20 C,model,0.168744,0.420842,0
20 C,model,0.0885388,0.0797589,0
20 C,model,0.0988074,0.222434,0
20 C,model,0.261639,0.887924,3
20 C,model,0.142643,0.102598,0
20 C,model,0.0923133,0.184957,0
20 C,model,0.116932,0.188741,0
20 C,model,0.0973432,0.267789,0
20 C,model,0.123786,0.0651593,0
20 C,model,0.109039,0.210465,0
20 C,model,0.154967,0.341654,0
20 C,model,0.094042,0.0786816,0
20 C,model,0.0970916,0.259433,0
20 C,model,0.270832,0.907728,3
20 C,model,0.143464,0.0535421,0
20 C,model,0.094163,0.211602,0
20 C,model,0.113213,0.112198,0
20 C,model,0.0886974,0.181431,0
20 C,model,0.123887,0.133836,0
20 C,model,0.100601,0.168083,0
20 C,model,0.137033,0.200023,0
20 C,model,0.0938465,0.0540217,0
20 C,model,0.0942321,0.240751,0
20 C,model,0.260431,0.87977,3
20 C,model,0.13972,0.0347677,0
20 C,model,0.0894927,0.1339,0
20 C,model,0.114346,0.0367484,0
20 C,model,0.082877,0.147431,0
20 C,model,0.122977,0.186801,0
20 C,model,0.089987,0.187991,0
20 C,model,0.12817,0.131683,0
20 C,model,0.0951504,0.138684,0
20 C,model,0.0948316,0.153008,0
20 C,model,0.260312,0.880969,3
20 C,model,0.140849,0.0726327,0
20 C,model,0.0903229,0.104157,0
20 C,model,0.116851,0.0875361,0
20 C,model,0.0796765,0.136767,0
20 C,model,0.117742,0.161059,0
20 C,model,0.0816696,0.138904,0
20 C,model,0.122388,0.10043,0
20 C,model,0.104439,0.218112,0
20 C,model,0.102015,0.144408,0
20 C,model,0.263538,0.895678,3
20 C,model,0.140377,0.0973003,0
20 C,model,0.0990508,0.0750496,0
20 C,model,0.127289,0.201483,0
20 C,model,0.0797204,0.150937,0
20 C,model,0.117697,0.133777,0
20 C,model,0.0789499,0.068339,0
20 C,model,0.123144,0.122399,0
20 C,model,0.114303,0.209595,0
20 C,model,0.109109,0.123279,0
20 C,model,0.257086,0.87338,2
20 C,model,0.148854,0.0637825,0
20 C,model,0.106091,0.170167,0
20 C,model,0.134503,0.198979,0
20 C,model,0.0789429,0.182736,0
20 C,model,0.109387,0.096238,0
20 C,model,0.0846338,0.0868622,0
20 C,model,0.121059,0.0834498,0
20 C,model,0.120411,0.212433,0
20 C,model,0.115565,0.189904,0
20 C,model,0.268038,0.911104,2
20 C,model,0.143317,0.111642,0
20 C,model,0.124402,0.248767,0
20 C,model,0.125757,0.081464,0
20 C,model,0.0734363,0.181987,0
20 C,model,0.0951986,0.0870377,0
20 C,model,0.0910847,0.165582,0
20 C,model,0.122158,0.0303698,0
20 C,model,0.126614,0.230008,0
20 C,model,0.123739,0.275408,0
20 C,model,0.269549,0.91066,2
20 C,model,0.147503,0.0736627,0
20 C,model,0.130672,0.287541,0
20 C,model,0.132988,0.0323431,0
20 C,model,0.0754115,0.209324,0
20 C,model,0.100705,0.0562363,0
20 C,model,0.0957134,0.232237,0
20 C,model,0.117179,0.0704711,0
20 C,model,0.119909,0.18395,0
20 C,model,0.134134,0.282128,0
20 C,model,0.260236,0.875274,2
20 C,model,0.14404,0.048947,0
20 C,model,0.152623,0.37192,0
20 C,model,0.136028,0.0612698,0
20 C,model,0.0761981,0.234495,0
20 C,model,0.105817,0.0508354,0
20 C,model,0.0971084,0.27984,0
20 C,model,0.107153,0.208727,0
20 C,model,0.120442,0.31938,0
20 C,model,0.129613,0.284642,0
20 C,model,0.259946,0.886479,2
20 C,model,0.139458,0.0963767,0
20 C,model,0.17452,0.340265,0
20 C,model,0.134652,0.0603929,0
20 C,model,0.0766746,0.22744,0
20 C,model,0.105365,0.0399507,0
20 C,model,0.0961246,0.232541,0
20 C,model,0.0974665,0.171753,0
20 C,model,0.119052,0.296439,0
20 C,model,0.128315,0.25918,0
20 C,model,0.263323,0.890855,2
20 C,model,0.129063,0.0707705,0
20 C,model,0.183087,0.365401,0
20 C,model,0.137414,0.127583,0
20 C,model,0.0775411,0.175341,0
20 C,model,0.101738,0.157069,0
20 C,model,0.0981794,0.278718,0
20 C,model,0.0929429,0.089167,0
20 C,model,0.112638,0.168643,0
20 C,model,0.118127,0.236362,0
20 C,model,0.270146,0.906763,2
20 C,model,0.135564,0.0563679,0
20 C,model,0.179772,0.324907,0
20 C,model,0.132044,0.139266,0
20 C,model,0.0857991,0.159862,0
20 C,model,0.095775,0.109712,0
20 C,model,0.11076,0.233892,0
20 C,model,0.0897241,0.0728786,0
20 C,model,0.110537,0.112728,0
20 C,model,0.116267,0.246704,0
20 C,model,0.272075,0.910891,1
20 C,model,0.135016,0.049379,0
20 C,model,0.177893,0.319562,4
20 C,model,0.13792,0.124884,0
20 C,model,0.095769,0.16324,0
20 C,model,0.0930951,0.115285,0
20 C,model,0.115395,0.185406,0
20 C,model,0.0913136,0.169702,0
20 C,model,0.106476,0.0736436,0
20 C,model,0.129266,0.298624,0
20 C,model,0.26851,0.8965,1
20 C,model,0.127816,0.05291,0
20 C,model,0.166004,0.285487,4
20 C,model,0.14101,0.154955,0
20 C,model,0.103057,0.12852,0
20 C,model,0.0865553,0.119512,0
20 C,model,0.117569,0.130655,0
20 C,model,0.0929038,0.195134,0
20 C,model,0.111667,0.072757,0
20 C,model,0.134862,0.36915,0
20 C,model,0.264056,0.890065,1
20 C,model,0.124605,0.0876383,0
20 C,model,0.15678,0.252328,4
20 C,model,0.124142,0.104772,0
20 C,model,0.110742,0.136458,0
20 C,model,0.0853441,0.168469,0
20 C,model,0.124017,0.154651,0
20 C,model,0.090133,0.151979,0
20 C,model,0.113653,0.0452839,0
20 C,model,0.143729,0.494838,0
20 C,model,0.261022,0.878046,1
20 C,model,0.124222,0.118251,0
20 C,model,0.144582,0.208717,4
20 C,model,0.123315,0.0938144,0
20 C,model,0.119349,0.187235,0
20 C,model,0.0889297,0.18876,0
20 C,model,0.138824,0.206429,0
20 C,model,0.0883611,0.0810413,0
