panel,series,Rg_over_lc,Re_over_lc,position_class
10 C,model,0.138293,0.0926791,1
10 C,model,0.255749,0.861222,3
10 C,model,0.23956,0.646313,3
10 C,model,0.171859,0.340009,0
10 C,model,0.218555,0.562303,1
10 C,model,0.246459,0.838101,1
10 C,model,0.119053,0.155893,0
10 C,model,0.168986,0.395697,0
10 C,model,0.2373,0.676968,1
10 C,model,0.245197,0.811967,4
10 C,model,0.146298,0.146848,1
10 C,model,0.255338,0.843334,3
10 C,model,0.223641,0.557705,3
10 C,model,0.183441,0.414341,0
10 C,model,0.206987,0.482328,1
10 C,model,0.250194,0.844837,1
10 C,model,0.103595,0.149223,0
10 C,model,0.150932,0.290877,0
10 C,model,0.241233,0.718537,1
10 C,model,0.242162,0.776788,4
10 C,model,0.155892,0.213861,1
10 C,model,0.258213,0.864975,3
10 C,model,0.206057,0.505012,2
10 C,model,0.198733,0.49883,0
10 C,model,0.197958,0.440645,1
10 C,model,0.247572,0.797844,1
10 C,model,0.101326,0.155809,0
10 C,model,0.142746,0.236319,0
10 C,model,0.239653,0.752718,1
10 C,model,0.24309,0.735515,4
10 C,model,0.17137,0.306132,1
10 C,model,0.259292,0.879353,3
10 C,model,0.195018,0.440611,2
10 C,model,0.203804,0.537777,0
10 C,model,0.191369,0.391827,1
10 C,model,0.244138,0.743451,1
10 C,model,0.105034,0.0940148,0
10 C,model,0.139272,0.211082,0
10 C,model,0.243531,0.818125,1
10 C,model,0.237944,0.754687,4
10 C,model,0.181679,0.371646,1
10 C,model,0.263667,0.835743,3
10 C,model,0.183157,0.362212,2
10 C,model,0.216845,0.583153,0
10 C,model,0.171468,0.29743,1
10 C,model,0.23293,0.690309,1
10 C,model,0.111265,0.086032,0
10 C,model,0.130108,0.218422,0
10 C,model,0.232914,0.794503,1
10 C,model,0.232947,0.758641,4
10 C,model,0.185349,0.402574,1
10 C,model,0.253772,0.842512,3
10 C,model,0.175523,0.332262,2
10 C,model,0.219277,0.623859,4
10 C,model,0.151511,0.229136,1
10 C,model,0.220502,0.596894,1
10 C,model,0.107211,0.0356546,0
10 C,model,0.112113,0.210858,0
10 C,model,0.238493,0.809724,1
10 C,model,0.220406,0.699975,4
10 C,model,0.210723,0.507209,1
10 C,model,0.260647,0.871179,3
10 C,model,0.161854,0.254433,2
10 C,model,0.229048,0.659724,4
10 C,model,0.149456,0.165353,1
10 C,model,0.219057,0.557189,1
10 C,model,0.114928,0.0692563,0
10 C,model,0.100588,0.187212,0
10 C,model,0.239289,0.773962,1
10 C,model,0.217442,0.660929,4
10 C,model,0.221414,0.587891,1
10 C,model,0.260141,0.870436,3
10 C,model,0.148251,0.180242,2
10 C,model,0.241403,0.773626,4
10 C,model,0.139295,0.0846982,1
10 C,model,0.207603,0.525516,1
10 C,model,0.113822,0.121787,0
10 C,model,0.102087,0.193215,0
10 C,model,0.235605,0.721404,1
10 C,model,0.217913,0.624066,4
10 C,model,0.238012,0.652686,1
10 C,model,0.259175,0.860761,3
10 C,model,0.143498,0.129708,2
10 C,model,0.247048,0.819525,4
10 C,model,0.139158,0.0289888,1
10 C,model,0.198688,0.446386,1
10 C,model,0.115644,0.125937,0
10 C,model,0.0980622,0.197121,0
10 C,model,0.238356,0.686613,1
10 C,model,0.199136,0.546036,4
10 C,model,0.248074,0.74963,1
10 C,model,0.257537,0.862668,3
10 C,model,0.140168,0.0728976,2
10 C,model,0.253945,0.82972,4
10 C,model,0.13922,0.103027,1
10 C,model,0.192873,0.414948,1
10 C,model,0.111601,0.152976,0
10 C,model,0.0927697,0.203878,0
10 C,model,0.235158,0.635957,1
10 C,model,0.199957,0.503395,4
10 C,model,0.261827,0.829789,1
10 C,model,0.265605,0.895784,4
10 C,model,0.137458,0.0326148,2
10 C,model,0.259377,0.866861,4
10 C,model,0.148853,0.169507,1
10 C,model,0.18121,0.349937,1
10 C,model,0.114196,0.134809,0
10 C,model,0.0969346,0.213863,0
10 C,model,0.23045,0.604547,1
10 C,model,0.186033,0.420969,4
10 C,model,0.254137,0.838646,1
10 C,model,0.263699,0.870969,4
10 C,model,0.139601,0.0690203,2
10 C,model,0.25913,0.848551,4
10 C,model,0.155259,0.217997,1
10 C,model,0.163026,0.286595,1
10 C,model,0.114173,0.12553,0
10 C,model,0.0976465,0.184351,0
10 C,model,0.215078,0.549526,1
10 C,model,0.171811,0.400419,4
10 C,model,0.25777,0.874301,1
10 C,model,0.260666,0.883971,4
10 C,model,0.144082,0.129041,2
10 C,model,0.260745,0.856235,4
10 C,model,0.168912,0.288545,1
10 C,model,0.159011,0.234316,1
10 C,model,0.116808,0.154073,0
10 C,model,0.0975404,0.13334,0
10 C,model,0.204774,0.472293,1
10 C,model,0.166982,0.384502,4
10 C,model,0.257628,0.841547,1
10 C,model,0.257106,0.863164,4
10 C,model,0.150927,0.181543,2
10 C,model,0.261422,0.860216,4
10 C,model,0.183413,0.360279,1
10 C,model,0.148896,0.168064,1
10 C,model,0.117941,0.199336,0
10 C,model,0.0970621,0.110304,0
10 C,model,0.196632,0.440156,1
10 C,model,0.15496,0.412203,0
10 C,model,0.261336,0.877443,1
10 C,model,0.251471,0.807297,4
10 C,model,0.160805,0.251825,2
10 C,model,0.258502,0.836447,4
10 C,model,0.197294,0.425726,1
10 C,model,0.141413,0.127097,1
10 C,model,0.112846,0.246508,0
10 C,model,0.0958164,0.0302994,0
10 C,model,0.185465,0.375652,1
10 C,model,0.138403,0.370383,0
10 C,model,0.258404,0.870307,1
10 C,model,0.250315,0.785075,4
10 C,model,0.170449,0.298516,2
10 C,model,0.259258,0.849052,4
10 C,model,0.218496,0.523253,1
10 C,model,0.138827,0.0592349,1
10 C,model,0.112696,0.259346,0
10 C,model,0.0979162,0.0227671,0
10 C,model,0.167782,0.296837,1
10 C,model,0.126925,0.314018,0
10 C,model,0.262012,0.877824,1
10 C,model,0.247381,0.738068,4
10 C,model,0.18797,0.384563,2
10 C,model,0.257509,0.860315,4
10 C,model,0.228491,0.584688,1
10 C,model,0.136976,0.0410719,1
10 C,model,0.106956,0.249542,0
10 C,model,0.0935412,0.0872796,0
10 C,model,0.15697,0.231483,1
10 C,model,0.104428,0.235637,0
10 C,model,0.263676,0.877052,1
10 C,model,0.236394,0.677631,4
10 C,model,0.205241,0.461016,2
10 C,model,0.260792,0.872729,4
10 C,model,0.238399,0.661597,1
10 C,model,0.140079,0.0803499,1
10 C,model,0.106269,0.293369,0
10 C,model,0.0990466,0.186794,0
10 C,model,0.145454,0.176997,1
10 C,model,0.0973881,0.210857,0
10 C,model,0.262071,0.882437,1
10 C,model,0.227552,0.676372,4
10 C,model,0.217277,0.525962,2
10 C,model,0.27083,0.905488,3
10 C,model,0.249121,0.728977,1
10 C,model,0.146872,0.145699,1
10 C,model,0.100846,0.264318,0
10 C,model,0.114036,0.321139,0
10 C,model,0.144223,0.132394,1
10 C,model,0.0897272,0.162066,0
10 C,model,0.261026,0.869589,1
10 C,model,0.217334,0.660319,4
10 C,model,0.231694,0.586197,2
10 C,model,0.267128,0.893301,3
10 C,model,0.258736,0.801552,1
10 C,model,0.152371,0.188471,1
10 C,model,0.0949382,0.227202,0
10 C,model,0.110814,0.264678,0
10 C,model,0.134488,0.0686335,1
10 C,model,0.0867747,0.156106,0
10 C,model,0.256622,0.867904,1
10 C,model,0.205634,0.63128,4
10 C,model,0.238882,0.653284,2
10 C,model,0.266821,0.900076,3
10 C,model,0.260114,0.877056,1
10 C,model,0.163955,0.281947,1
10 C,model,0.0879618,0.224594,0
10 C,model,0.116037,0.304024,0
10 C,model,0.139323,0.0297631,1
10 C,model,0.0844798,0.0880013,0
10 C,model,0.257946,0.88005,1
10 C,model,0.201368,0.617826,4
10 C,model,0.240411,0.698988,3
10 C,model,0.262018,0.864621,3
10 C,model,0.262476,0.879833,1
10 C,model,0.185784,0.356819,1
10 C,model,0.0892183,0.191784,0
10 C,model,0.120666,0.264595,0
10 C,model,0.140023,0.0559469,1
10 C,model,0.081221,0.064078,0
10 C,model,0.254209,0.854274,1
10 C,model,0.195861,0.559004,4
10 C,model,0.246957,0.767791,3
10 C,model,0.261898,0.883406,3
10 C,model,0.258029,0.865695,2
10 C,model,0.200903,0.444823,1
10 C,model,0.0929977,0.164566,0
10 C,model,0.114155,0.293025,0
10 C,model,0.14355,0.100227,1
10 C,model,0.0791147,0.110943,0
10 C,model,0.255478,0.856198,1
10 C,model,0.177328,0.487711,0
10 C,model,0.251304,0.822305,3
10 C,model,0.259897,0.879823,3
10 C,model,0.250186,0.857994,2
10 C,model,0.216955,0.514371,1
10 C,model,0.0828837,0.17941,0
10 C,model,0.106584,0.204539,0
10 C,model,0.146317,0.158922,1
10 C,model,0.082048,0.148775,0
10 C,model,0.263354,0.871985,1
10 C,model,0.174058,0.478914,0
10 C,model,0.249965,0.845044,3
10 C,model,0.244512,0.824081,3
10 C,model,0.256185,0.872605,2
10 C,model,0.227408,0.565361,1
10 C,model,0.0854357,0.215347,0
10 C,model,0.112881,0.156582,0
10 C,model,0.156554,0.222736,1
10 C,model,0.0837576,0.190938,0
10 C,model,0.249804,0.842611,1
10 C,model,0.158303,0.470032,0
10 C,model,0.250821,0.847574,3
10 C,model,0.252757,0.839763,3
10 C,model,0.251804,0.856497,2
10 C,model,0.236913,0.640252,1
10 C,model,0.0846753,0.199427,0
10 C,model,0.108933,0.14596,0
10 C,model,0.168225,0.295959,1
10 C,model,0.0797754,0.149845,0
10 C,model,0.253254,0.854631,1
10 C,model,0.147782,0.403525,0
10 C,model,0.254169,0.855745,3
10 C,model,0.247669,0.835688,3
10 C,model,0.251189,0.800749,2
10 C,model,0.245767,0.687526,1
10 C,model,0.0861777,0.162641,0
10 C,model,0.109517,0.047193,0
10 C,model,0.187945,0.396636,1
10 C,model,0.0809136,0.0802585,0
10 C,model,0.245745,0.824903,1
10 C,model,0.137699,0.402481,0
10 C,model,0.259392,0.867686,3
10 C,model,0.259395,0.881788,3
10 C,model,0.257454,0.774148,2
10 C,model,0.256488,0.802568,1
10 C,model,0.0911345,0.203042,0
10 C,model,0.106324,0.0563323,0
10 C,model,0.203519,0.471811,1
10 C,model,0.0804822,0.0805595,0
10 C,model,0.249204,0.848806,1
10 C,model,0.131804,0.391986,0
10 C,model,0.256535,0.853775,3
10 C,model,0.260988,0.876713,3
10 C,model,0.246913,0.704539,2
10 C,model,0.259713,0.875096,1
10 C,model,0.0850151,0.127257,0
10 C,model,0.109027,0.115941,0
10 C,model,0.218959,0.524964,1
10 C,model,0.0766728,0.0901103,0
10 C,model,0.247829,0.841654,1
10 C,model,0.114899,0.344639,0
10 C,model,0.255642,0.865536,3
10 C,model,0.255837,0.815791,3
10 C,model,0.233797,0.633476,2
10 C,model,0.261027,0.882902,1
10 C,model,0.0872457,0.12225,0
10 C,model,0.112306,0.0890474,0
10 C,model,0.226625,0.603642,1
10 C,model,0.081988,0.145544,0
10 C,model,0.260395,0.869895,1
10 C,model,0.111123,0.343658,0
10 C,model,0.246982,0.831192,3
10 C,model,0.257279,0.78509,2
10 C,model,0.223601,0.584058,2
10 C,model,0.254482,0.865834,1
10 C,model,0.0913115,0.124362,0
10 C,model,0.111346,0.0973265,0
10 C,model,0.24021,0.672117,1
10 C,model,0.0796905,0.131026,0
10 C,model,0.263601,0.836224,1
10 C,model,0.0995282,0.323268,0
10 C,model,0.246715,0.846122,3
10 C,model,0.247753,0.722584,2
10 C,model,0.216939,0.537911,2
10 C,model,0.254664,0.864031,1
10 C,model,0.0926287,0.143539,0
10 C,model,0.11677,0.14848,0
10 C,model,0.243617,0.722346,1
10 C,model,0.0805327,0.15197,0
10 C,model,0.258464,0.762015,1
10 C,model,0.0985051,0.315389,0
10 C,model,0.248813,0.842374,3
10 C,model,0.236501,0.684022,2
10 C,model,0.201722,0.457394,2
10 C,model,0.250461,0.848737,1
10 C,model,0.0882626,0.106809,0
10 C,model,0.123463,0.155976,0
10 C,model,0.262482,0.817992,1
10 C,model,0.0802713,0.0617403,0
10 C,model,0.241279,0.654099,1
10 C,model,0.100576,0.335065,0
10 C,model,0.24579,0.840009,4
10 C,model,0.221819,0.651576,2
10 C,model,0.190804,0.41976,2
10 C,model,0.254932,0.866114,1
10 C,model,0.0869433,0.106474,0
10 C,model,0.121955,0.211356,0
10 C,model,0.267761,0.896571,1
10 C,model,0.0846024,0.0841595,0
10 C,model,0.222764,0.582552,1
10 C,model,0.103741,0.303991,0
10 C,model,0.252367,0.854973,4
10 C,model,0.216792,0.586571,2
10 C,model,0.179403,0.351156,2
10 C,model,0.254374,0.839802,1
10 C,model,0.086523,0.111897,0
10 C,model,0.120517,0.233239,0
10 C,model,0.26337,0.879647,1
10 C,model,0.0791832,0.0684492,0
10 C,model,0.209152,0.535398,1
10 C,model,0.10056,0.302264,0
10 C,model,0.260835,0.865229,4
10 C,model,0.198177,0.508531,2
10 C,model,0.169506,0.287111,2
10 C,model,0.253888,0.85891,1
10 C,model,0.0852047,0.124612,0
10 C,model,0.117494,0.284731,0
10 C,model,0.262461,0.882674,1
10 C,model,0.0854147,0.131278,0
10 C,model,0.197175,0.470611,1
10 C,model,0.0968,0.271066,0
10 C,model,0.257869,0.845189,4
10 C,model,0.18757,0.483267,2
10 C,model,0.155795,0.209164,2
10 C,model,0.253439,0.832897,1
10 C,model,0.0828404,0.132975,0
10 C,model,0.117176,0.270671,0
10 C,model,0.255586,0.851517,1
10 C,model,0.0804394,0.112071,0
10 C,model,0.191771,0.440335,1
10 C,model,0.0902819,0.256467,0
10 C,model,0.251128,0.789303,4
10 C,model,0.18694,0.406696,2
10 C,model,0.142467,0.173188,2
10 C,model,0.252743,0.849824,1
10 C,model,0.0800481,0.152343,0
10 C,model,0.11564,0.279196,0
10 C,model,0.25125,0.859044,1
10 C,model,0.0814969,0.160196,0
10 C,model,0.18362,0.402072,1
10 C,model,0.0883882,0.196126,0
10 C,model,0.249689,0.773684,4
10 C,model,0.1702,0.30756,2
10 C,model,0.133795,0.0990991,2
10 C,model,0.262471,0.881286,1
10 C,model,0.0754906,0.120888,0
10 C,model,0.121768,0.22047,0
10 C,model,0.246991,0.828649,1
10 C,model,0.0821087,0.17702,0
10 C,model,0.174885,0.343055,1
10 C,model,0.0896739,0.219799,0
10 C,model,0.24083,0.708935,4
10 C,model,0.162849,0.254707,2
10 C,model,0.136901,0.0452573,2
10 C,model,0.262361,0.877101,1
10 C,model,0.072529,0.105646,0
10 C,model,0.119048,0.187579,0
10 C,model,0.244163,0.833584,1
10 C,model,0.0856694,0.123721,0
10 C,model,0.167587,0.317432,1
10 C,model,0.0973037,0.147262,0
10 C,model,0.231025,0.652264,4
10 C,model,0.152521,0.186941,2
10 C,model,0.139159,0.0517358,2
10 C,model,0.266586,0.902462,2
10 C,model,0.0742865,0.117768,0
10 C,model,0.12466,0.106284,0
10 C,model,0.242056,0.799718,1
10 C,model,0.0850316,0.104485,0
10 C,model,0.152368,0.215549,1
10 C,model,0.0959944,0.118625,0
10 C,model,0.226068,0.634119,4
10 C,model,0.143786,0.114815,2
10 C,model,0.141391,0.0969222,2
10 C,model,0.265432,0.899808,2
10 C,model,0.0709766,0.102372,0
10 C,model,0.119159,0.0701232,0
10 C,model,0.245151,0.833757,1
10 C,model,0.0865688,0.0807502,0
10 C,model,0.145977,0.16125,1
10 C,model,0.0967072,0.0934367,0
10 C,model,0.221979,0.61372,4
10 C,model,0.138669,0.0723843,2
10 C,model,0.145804,0.154191,2
10 C,model,0.258358,0.859964,2
10 C,model,0.0721577,0.136543,0
10 C,model,0.11915,0.0452043,0
10 C,model,0.242325,0.823354,1
10 C,model,0.0888106,0.0751698,0
10 C,model,0.137523,0.0944034,1
10 C,model,0.102809,0.133049,0
10 C,model,0.211085,0.609553,4
10 C,model,0.137577,0.0349767,2
10 C,model,0.158652,0.234409,2
10 C,model,0.266173,0.894783,2
10 C,model,0.0744648,0.18207,0
10 C,model,0.117131,0.0360964,0
10 C,model,0.240789,0.808634,1
10 C,model,0.0951814,0.0537136,0
10 C,model,0.13563,0.0485224,1
10 C,model,0.0953287,0.165571,0
10 C,model,0.206564,0.542981,4
10 C,model,0.138693,0.0629221,2
10 C,model,0.164055,0.27869,2
10 C,model,0.259022,0.848249,2
10 C,model,0.0729922,0.176468,0
10 C,model,0.120318,0.102831,0
10 C,model,0.239734,0.808268,1
10 C,model,0.101847,0.134494,0
10 C,model,0.138827,0.0361385,1
10 C,model,0.0950814,0.163875,0
10 C,model,0.197132,0.472855,4
10 C,model,0.143085,0.146225,2
10 C,model,0.175728,0.337862,2
10 C,model,0.255929,0.857005,2
10 C,model,0.0720795,0.150359,0
10 C,model,0.119459,0.053485,0
10 C,model,0.244174,0.842176,1
10 C,model,0.102887,0.142233,0
10 C,model,0.143793,0.102395,1
10 C,model,0.0970462,0.172469,0
10 C,model,0.177947,0.405759,4
10 C,model,0.154135,0.207651,2
10 C,model,0.188695,0.383532,2
10 C,model,0.249963,0.845802,2
10 C,model,0.0721427,0.0963146,0
10 C,model,0.124496,0.0822514,0
10 C,model,0.243786,0.831768,1
10 C,model,0.106019,0.190289,0
10 C,model,0.149791,0.18023,1
10 C,model,0.0977218,0.164541,0
10 C,model,0.164825,0.340255,4
10 C,model,0.16047,0.202201,2
10 C,model,0.203221,0.463875,2
10 C,model,0.254107,0.855396,2
10 C,model,0.0735666,0.0588849,0
10 C,model,0.128122,0.0768585,0
10 C,model,0.253044,0.849034,1
10 C,model,0.108483,0.266142,0
10 C,model,0.162249,0.242723,1
10 C,model,0.0968196,0.157829,0
10 C,model,0.153189,0.320333,0
10 C,model,0.171109,0.258589,2
10 C,model,0.221854,0.557853,2
10 C,model,0.253644,0.861976,2
10 C,model,0.0749234,0.0848511,0
10 C,model,0.122389,0.0355918,0
10 C,model,0.251544,0.83876,1
10 C,model,0.123949,0.349991,0
10 C,model,0.174833,0.31457,1
10 C,model,0.0949805,0.12559,0
10 C,model,0.139055,0.258103,0
10 C,model,0.182575,0.30528,2
10 C,model,0.225772,0.586703,2
10 C,model,0.255295,0.785492,2
10 C,model,0.0746758,0.117489,0
10 C,model,0.127226,0.0590148,0
10 C,model,0.246757,0.835216,1
10 C,model,0.135519,0.421588,0
10 C,model,0.188208,0.372582,1
10 C,model,0.0920781,0.126207,0
10 C,model,0.130728,0.141814,0
10 C,model,0.192278,0.329076,2
10 C,model,0.22655,0.621219,2
10 C,model,0.237327,0.670853,2
10 C,model,0.0783774,0.179317,0
10 C,model,0.120054,0.0495459,0
10 C,model,0.234782,0.775134,1
10 C,model,0.146689,0.487355,0
10 C,model,0.203064,0.471635,1
10 C,model,0.0891556,0.149126,0
10 C,model,0.120572,0.0908388,0
10 C,model,0.199054,0.34002,2
10 C,model,0.235201,0.648892,2
10 C,model,0.228423,0.610501,2
10 C,model,0.0832846,0.26063,0
10 C,model,0.126576,0.0535402,0
10 C,model,0.240877,0.815842,1
10 C,model,0.156105,0.539825,0
10 C,model,0.21729,0.538343,1
10 C,model,0.0826296,0.173503,0
10 C,model,0.115185,0.0492421,0
10 C,model,0.191468,0.315177,2
10 C,model,0.245186,0.687681,2
10 C,model,0.224384,0.561911,2
10 C,model,0.0825179,0.247117,0
10 C,model,0.128679,0.102111,0
10 C,model,0.244261,0.811392,1
10 C,model,0.15966,0.555723,0
10 C,model,0.228034,0.595196,1
10 C,model,0.0820065,0.153961,0
10 C,model,0.121653,0.0705709,0
10 C,model,0.193953,0.313735,2
10 C,model,0.239193,0.658804,2
10 C,model,0.216336,0.530231,2
10 C,model,0.0868887,0.239261,0
10 C,model,0.121639,0.11172,0
10 C,model,0.252739,0.860196,1
10 C,model,0.173843,0.61322,0
10 C,model,0.235315,0.647908,1
10 C,model,0.0781955,0.128502,0
10 C,model,0.125318,0.128603,0
10 C,model,0.194417,0.322538,2
10 C,model,0.229489,0.655372,2
10 C,model,0.206497,0.473298,3
10 C,model,0.0952713,0.244507,0
10 C,model,0.125523,0.178101,0
10 C,model,0.25515,0.856675,1
10 C,model,0.170117,0.583862,0
10 C,model,0.246283,0.724963,1
10 C,model,0.0768629,0.14968,0
10 C,model,0.133206,0.20858,0
10 C,model,0.191961,0.354314,2
10 C,model,0.217623,0.571851,2
10 C,model,0.19353,0.421861,3
10 C,model,0.097427,0.206582,0
10 C,model,0.124028,0.223464,0
10 C,model,0.248685,0.840084,1
10 C,model,0.173163,0.571756,4
10 C,model,0.254743,0.847375,1
10 C,model,0.0793862,0.13028,0
10 C,model,0.145356,0.267565,0
10 C,model,0.188389,0.332851,2
10 C,model,0.208201,0.497765,2
10 C,model,0.172865,0.337094,3
10 C,model,0.106422,0.1709,0
10 C,model,0.131918,0.205328,0
10 C,model,0.252866,0.849066,1
10 C,model,0.179011,0.5945,4
10 C,model,0.261233,0.876121,1
10 C,model,0.0775018,0.0454776,0
10 C,model,0.16096,0.330918,0
10 C,model,0.180602,0.348064,2
10 C,model,0.193951,0.447348,2
10 C,model,0.166784,0.26732,3
10 C,model,0.108627,0.131597,0
10 C,model,0.135418,0.202538,0
10 C,model,0.251301,0.848821,1
10 C,model,0.186309,0.600503,4
10 C,model,0.269248,0.909336,1
10 C,model,0.0815251,0.0367664,0
10 C,model,0.175533,0.418662,0
10 C,model,0.161167,0.254582,2
10 C,model,0.183027,0.375714,2
10 C,model,0.156653,0.217222,3
10 C,model,0.113745,0.117638,0
10 C,model,0.129086,0.191784,0
10 C,model,0.246964,0.794858,1
10 C,model,0.20732,0.632601,4
10 C,model,0.267346,0.894211,1
10 C,model,0.0813734,0.0674693,0
10 C,model,0.187013,0.529198,0
10 C,model,0.152776,0.202878,2
10 C,model,0.172971,0.345381,2
10 C,model,0.147283,0.152439,3
10 C,model,0.111442,0.0454881,0
10 C,model,0.119732,0.206372,0
10 C,model,0.249893,0.743104,1
10 C,model,0.218143,0.686283,4
10 C,model,0.255426,0.835719,1
10 C,model,0.0920111,0.162624,0
10 C,model,0.1984,0.593408,0
10 C,model,0.145146,0.117462,2
10 C,model,0.169082,0.305504,2
10 C,model,0.140251,0.0568154,3
10 C,model,0.112529,0.0584883,0
10 C,model,0.122858,0.244673,0
10 C,model,0.240501,0.683112,1
10 C,model,0.236756,0.761625,4
10 C,model,0.254271,0.866378,1
10 C,model,0.0917457,0.224791,0
10 C,model,0.206123,0.642121,4
10 C,model,0.140687,0.0761188,2
10 C,model,0.16148,0.248502,2
10 C,model,0.135843,0.0301274,3
10 C,model,0.116318,0.0446623,0
10 C,model,0.121116,0.251836,0
10 C,model,0.237119,0.639515,1
10 C,model,0.24187,0.792354,4
10 C,model,0.262261,0.883221,1
10 C,model,0.0968444,0.273977,0
10 C,model,0.215268,0.623952,4
10 C,model,0.139667,0.0369775,2
10 C,model,0.15059,0.189507,2
10 C,model,0.138093,0.0366943,3
10 C,model,0.122406,0.0925413,0
10 C,model,0.112902,0.231175,0
10 C,model,0.220018,0.572553,1
10 C,model,0.246029,0.824073,4
10 C,model,0.258273,0.851278,1
10 C,model,0.0965538,0.302823,0
10 C,model,0.22235,0.654871,4
10 C,model,0.136167,0.0355613,2
10 C,model,0.147139,0.154763,1
10 C,model,0.143224,0.106864,3
10 C,model,0.11957,0.0883159,0
10 C,model,0.10036,0.196924,0
10 C,model,0.211608,0.503454,1
10 C,model,0.251295,0.81842,4
10 C,model,0.244645,0.82167,1
10 C,model,0.0957181,0.278637,0
10 C,model,0.238132,0.690437,4
10 C,model,0.144679,0.115705,2
10 C,model,0.141316,0.0812205,1
10 C,model,0.151526,0.166468,3
10 C,model,0.123265,0.0850371,0
10 C,model,0.0960693,0.212149,0
10 C,model,0.197017,0.443977,1
10 C,model,0.247204,0.754047,4
10 C,model,0.253525,0.840499,1
10 C,model,0.0963418,0.249196,0
10 C,model,0.247812,0.723733,4
10 C,model,0.146443,0.163285,2
10 C,model,0.136763,0.0323591,1
10 C,model,0.160512,0.199386,3
10 C,model,0.125128,0.0686446,0
10 C,model,0.0891108,0.188432,0
10 C,model,0.186382,0.375568,2
10 C,model,0.240686,0.714122,4
10 C,model,0.254168,0.85787,1
10 C,model,0.0980977,0.180319,0
10 C,model,0.245657,0.808446,4
10 C,model,0.156909,0.229551,2
10 C,model,0.139696,0.0678216,1
10 C,model,0.171194,0.241966,3
10 C,model,0.120188,0.0762939,0
10 C,model,0.0888196,0.218554,0
10 C,model,0.168243,0.299765,2
10 C,model,0.239194,0.695727,4
10 C,model,0.257371,0.820959,1
10 C,model,0.103001,0.115856,0
10 C,model,0.247079,0.796831,4
10 C,model,0.167661,0.278929,2
10 C,model,0.147697,0.142733,1
10 C,model,0.182844,0.259088,3
10 C,model,0.119556,0.106584,0
10 C,model,0.0902747,0.248001,0
10 C,model,0.154426,0.232187,2
10 C,model,0.232932,0.650804,4
10 C,model,0.255003,0.81069,1
10 C,model,0.104614,0.149465,0
10 C,model,0.255393,0.846854,4
10 C,model,0.18236,0.343512,2
10 C,model,0.154311,0.215208,1
10 C,model,0.18776,0.276577,3
10 C,model,0.114921,0.166959,0
10 C,model,0.0849634,0.211021,0
10 C,model,0.150533,0.197464,2
10 C,model,0.22229,0.597755,4
10 C,model,0.24452,0.78619,1
10 C,model,0.106443,0.15306,0
10 C,model,0.250292,0.83311,4
10 C,model,0.193802,0.413331,2
10 C,model,0.16398,0.261201,1
10 C,model,0.191363,0.29797,3
10 C,model,0.114243,0.22988,0
10 C,model,0.0866846,0.220502,0
10 C,model,0.146949,0.147824,2
10 C,model,0.220214,0.562174,4
10 C,model,0.243644,0.764772,1
10 C,model,0.11371,0.113645,0
10 C,model,0.25076,0.836856,4
10 C,model,0.205068,0.445689,2
10 C,model,0.175688,0.303298,1
10 C,model,0.180258,0.275664,3
10 C,model,0.104261,0.260054,0
10 C,model,0.0888138,0.2263,0
10 C,model,0.138425,0.086401,2
10 C,model,0.212229,0.56102,4
10 C,model,0.235778,0.727675,1
10 C,model,0.11523,0.11128,0
10 C,model,0.256927,0.874339,4
10 C,model,0.221606,0.577054,2
10 C,model,0.189177,0.367288,2
10 C,model,0.186335,0.283552,3
10 C,model,0.101108,0.223528,0
10 C,model,0.0866368,0.206861,0
10 C,model,0.138084,0.0408154,2
10 C,model,0.206223,0.505949,3
10 C,model,0.229913,0.673938,1
10 C,model,0.1225,0.0903039,0
10 C,model,0.252805,0.865865,4
10 C,model,0.231545,0.6203,2
10 C,model,0.198483,0.439423,2
10 C,model,0.183571,0.283477,3
10 C,model,0.0995621,0.23971,0
10 C,model,0.0870201,0.16552,0
10 C,model,0.136391,0.0348605,2
10 C,model,0.195929,0.416459,3
10 C,model,0.216634,0.615695,1
10 C,model,0.119284,0.0908491,0
10 C,model,0.248226,0.828727,4
10 C,model,0.24113,0.694435,2
10 C,model,0.222319,0.545901,2
10 C,model,0.179297,0.307066,3
10 C,model,0.0981565,0.249761,0
10 C,model,0.0928016,0.175918,0
10 C,model,0.144738,0.115848,2
10 C,model,0.181208,0.374542,3
10 C,model,0.220027,0.601471,1
10 C,model,0.120333,0.0873981,0
10 C,model,0.253755,0.85459,3
10 C,model,0.247021,0.755955,2
10 C,model,0.235568,0.614895,2
10 C,model,0.173396,0.289092,3
10 C,model,0.0995893,0.22219,0
10 C,model,0.0938034,0.167441,0
10 C,model,0.153598,0.196591,2
10 C,model,0.180989,0.339309,3
10 C,model,0.216352,0.553226,1
10 C,model,0.116017,0.139678,0
10 C,model,0.249725,0.82357,3
10 C,model,0.244521,0.830508,2
10 C,model,0.238661,0.662223,2
10 C,model,0.164143,0.25668,2
10 C,model,0.0903181,0.143985,0
10 C,model,0.0930775,0.0988549,0
10 C,model,0.162222,0.248368,2
10 C,model,0.162199,0.255756,3
10 C,model,0.204709,0.478299,1
10 C,model,0.126605,0.171536,0
10 C,model,0.253545,0.84384,3
10 C,model,0.248367,0.843886,2
10 C,model,0.250491,0.702994,2
