series,Rg_over_lc,Re_over_lc,position_class
living worms,0.110003,0.279091,0
living worms,0.121682,0.232237,0
living worms,0.150107,0.230057,0
living worms,0.137752,0.26424,0
living worms,0.183565,0.361038,0
living worms,0.190424,0.389515,0
living worms,0.165914,0.284453,0
living worms,0.149956,0.303824,0
living worms,0.157165,0.492906,0
living worms,0.188579,0.50018,0
living worms,0.177117,0.563913,0
living worms,0.174142,0.517549,0
living worms,0.201934,0.608376,0
living worms,0.201184,0.537554,4
living worms,0.190928,0.62241,4
living worms,0.220119,0.595201,0
living worms,0.21098,0.55059,4
living worms,0.174137,0.499676,4
living worms,0.175658,0.543336,4
living worms,0.18565,0.590966,4
living worms,0.190505,0.602769,4
living worms,0.192491,0.631536,4
living worms,0.220007,0.751165,4
living worms,0.215923,0.752929,4
living worms,0.218039,0.500064,4
living worms,0.215827,0.440232,4
living worms,0.210932,0.686191,4
living worms,0.186257,0.65748,4
living worms,0.233081,0.601595,4
living worms,0.179956,0.651645,4
living worms,0.198286,0.681662,4
living worms,0.203617,0.675579,3
living worms,0.157317,0.488676,3
living worms,0.16413,0.541282,3
living worms,0.172731,0.593873,3
living worms,0.223081,0.694517,3
living worms,0.235726,0.649072,3
living worms,0.18298,0.628815,3
living worms,0.187997,0.585493,3
living worms,0.176549,0.369767,3
living worms,0.196785,0.585289,3
living worms,0.192746,0.409713,3
living worms,0.171604,0.551975,3
living worms,0.233612,0.659767,3
living worms,0.236655,0.550893,3
living worms,0.21237,0.39394,2
living worms,0.208764,0.385138,2
living worms,0.211738,0.408556,2
living worms,0.21545,0.404714,2
living worms,0.222243,0.575984,2
living worms,0.226263,0.47874,2
living worms,0.251094,0.685357,2
living worms,0.19852,0.262133,1
living worms,0.178125,0.206734,1
living worms,0.203216,0.288021,1
living worms,0.240239,0.612466,1
living worms,0.240555,0.743362,1
living worms,0.171321,0.323018,1
living worms,0.18189,0.319694,1
living worms,0.179836,0.262454,1
living worms,0.237519,0.547872,1
living worms,0.21509,0.613449,1
living worms,0.215272,0.739438,1
living worms,0.244363,0.648601,1
living worms,0.218348,0.494826,1
living worms,0.20666,0.626647,1
living worms,0.228349,0.649595,1
living worms,0.207604,0.421545,1
living worms,0.22952,0.67591,1
living worms,0.207017,0.56526,1
living worms,0.221088,0.683615,1
living worms,0.226078,0.740863,1
living worms,0.234059,0.683667,1
living worms,0.265695,0.795217,1
living worms,0.179706,0.32874,2
living worms,0.211124,0.360669,1
living worms,0.232578,0.817278,3
living worms,0.174351,0.235387,3
living worms,0.176587,0.210111,3
living worms,0.189709,0.549434,3
living worms,0.209388,0.502802,2
living worms,0.176959,0.30473,3
living worms,0.195963,0.325906,3
living worms,0.144408,0.298255,3
living worms,0.175917,0.507738,3
living worms,0.187996,0.567177,3
living worms,0.223546,0.563831,3
living worms,0.156625,0.488908,3
living worms,0.201295,0.302099,3
living worms,0.175343,0.458807,4
living worms,0.200857,0.423553,4
living worms,0.193713,0.493235,4
living worms,0.214879,0.716964,4
living worms,0.197017,0.418704,4
living worms,0.140642,0.0438628,4
living worms,0.178484,0.335997,4
living worms,0.131492,0.349825,4
living worms,0.186509,0.508591,4
living worms,0.14116,0.442755,4
living worms,0.144369,0.00797872,0
living worms,0.114225,0.344938,0
living worms,0.121688,0.342128,0
living worms,0.146644,0.472973,0
living worms,0.157326,0.349919,0
living worms,0.140362,0.273578,0
living worms,0.145971,0.468512,0
living worms,0.143531,0.436577,0
living worms,0.167212,0.247855,0
living worms,0.129001,0.218462,0
living worms,0.125478,0.224478,0
living worms,0.133789,0.243071,0
living worms,0.140227,0.373736,0
living worms,0.133003,0.417206,0
living worms,0.139495,0.257423,0
living worms,0.158285,0.350646,0
living worms,0.162491,0.308797,0
living worms,0.101923,0.010386,0
living worms,0.096479,0.222078,0
living worms,0.109108,0.16694,0
living worms,0.087087,0.137091,0
living worms,0.118257,0.177535,0
living worms,0.0907265,0.117842,0
living worms,0.123115,0.159779,0
living worms,0.104927,0.124127,0
living worms,0.110419,0.263747,0
living worms,0.112053,0.132852,0
living worms,0.0941121,0.00775393,0
living worms,0.0973799,0.213451,0
living worms,0.111549,0.252271,0
living worms,0.118804,0.245157,0
living worms,0.0998069,0.017841,0
living worms,0.110584,0.0904353,0
living worms,0.089805,0.0856139,0
living worms,0.109588,0.01226,0
living worms,0.0982727,0.229268,0
living worms,0.128298,0.224828,0
living worms,0.122821,0.178434,0
living worms,0.125365,0.00958923,0
living worms,0.102314,0.0148675,0
living worms,0.107437,0.104454,0
living worms,0.0998452,0.0132979,0
living worms,0.0828932,0.0133642,0
living worms,0.0892296,0.10559,0
living worms,0.109762,0.200586,0
living worms,0.109367,0.270653,0
living worms,0.117339,0.22036,0
living worms,0.107719,0.132299,0
living worms,0.107248,0.101143,0
living worms,0.0840424,0.0132979,0
living worms,0.095508,0.240191,0
living worms,0.126054,0.243337,0
living worms,0.118714,0.224321,0
living worms,0.121848,0.217012,0
living worms,0.139544,0.267846,0
living worms,0.113624,0.100924,0
living worms,0.127808,0.275638,0
living worms,0.0819987,0.0130969,0
living worms,0.113329,0.0800086,0
living worms,0.119404,0.283569,0
living worms,0.110093,0.110019,0
living worms,0.12639,0.112341,0
living worms,0.112485,0.235826,0
living worms,0.108938,0.188366,0
living worms,0.10577,0.189857,0
living worms,0.103912,0.291591,0
living worms,0.100699,0.290089,0
living worms,0.105488,0.260835,0
living worms,0.0909327,0.0210258,0
living worms,0.108494,0.235324,0
living worms,0.102728,0.142393,0
living worms,0.0943802,0.157191,0
living worms,0.11246,0.157056,0
living worms,0.100514,0.150806,0
living worms,0.114912,0.201602,0
living worms,0.122303,0.210615,0
living worms,0.112865,0.195809,0
living worms,0.119003,0.00892048,0
living worms,0.11834,0.248812,0
living worms,0.12534,0.178033,0
living worms,0.126436,0.279932,0
living worms,0.126453,0.225001,0
living worms,0.103424,0.0959108,0
living worms,0.12252,0.0706667,0
living worms,0.0994135,0.247355,0
living worms,0.1198,0.220352,0
living worms,0.113695,0.17833,0
living worms,0.116442,0.115882,0
living worms,0.118486,0.0872608,0
living worms,0.0885116,0.111734,0
living worms,0.091852,0.142883,0
living worms,0.096774,0.253502,0
living worms,0.101313,0.12179,0
living worms,0.0960848,0.0882582,0
living worms,0.0835425,0.166436,0
living worms,0.0916393,0.126379,0
living worms,0.0957342,0.251706,0
living worms,0.11471,0.18486,0
living worms,0.0884169,0.0161776,0
living worms,0.105372,0.0348039,0
living worms,0.0911752,0.113539,0
living worms,0.0641742,0.114091,0
living worms,0.0859739,0.151292,0
living worms,0.108982,0.231894,0
living worms,0.116765,0.216474,0
living worms,0.105616,0.0989419,0
living worms,0.109857,0.187141,0
living worms,0.112428,0.202237,0
living worms,0.0924603,0.222421,0
living worms,0.113303,0.1435,0
living worms,0.0844909,0.0781865,0
living worms,0.115698,0.0174906,0
living worms,0.107991,0.235639,0
living worms,0.120516,0.133304,0
living worms,0.118171,0.342068,0
living worms,0.115563,0.172616,0
living worms,0.131814,0.337237,0
living worms,0.132115,0.276679,0
living worms,0.120355,0.0206438,0
living worms,0.125993,0.0618744,0
living worms,0.103632,0.275356,0
living worms,0.141685,0.200286,0
living worms,0.104943,0.251811,0
living worms,0.113431,0.273707,0
living worms,0.108259,0.216821,0
living worms,0.116057,0.187354,0
living worms,0.133002,0.241312,0
living worms,0.168389,0.419575,0
living worms,0.161123,0.505267,0
living worms,0.150222,0.389501,0
living worms,0.141765,0.353746,0
living worms,0.135146,0.323838,0
living worms,0.176394,0.448357,0
living worms,0.137732,0.440499,0
living worms,0.200636,0.584612,0
living worms,0.146066,0.250353,0
living worms,0.125376,0.0577348,0
living worms,0.116993,0.0160679,0
living worms,0.0648525,0.01226,0
living worms,0.080001,0.0542775,0
living worms,0.106915,0.131978,0
living worms,0.120779,0.161124,0
living worms,0.127481,0.154192,0
living worms,0.104202,0.235759,0
living worms,0.107099,0.235444,0
living worms,0.0957555,0.226724,0
living worms,0.0900334,0.208895,0
living worms,0.0691662,0.159336,0
living worms,0.0777975,0.168133,0
living worms,0.108064,0.0674138,0
living worms,0.112984,0.188834,0
living worms,0.113815,0.114238,0
living worms,0.0876184,0.165461,0
living worms,0.0680714,0.11371,0
living worms,0.0693664,0.152902,0
living worms,0.087779,0.135456,0
living worms,0.0936264,0.0148675,0
living worms,0.114137,0.174709,0
living worms,0.0934602,0.225618,0
living worms,0.0990759,0.280235,0
living worms,0.0803557,0.209706,0
living worms,0.0970453,0.0405313,0
living worms,0.102693,0.125656,0
living worms,0.10837,0.0917071,0
living worms,0.103453,0.241879,0
living worms,0.116188,0.258571,0
living worms,0.120621,0.34877,0
living worms,0.0981915,0.0125452,0
living worms,0.085119,0.0635661,0
living worms,0.0816717,0.162125,0
living worms,0.0846308,0.158602,0
living worms,0.0874155,0.182258,0
living worms,0.106473,0.0135612,0
living worms,0.0905522,0.112938,0
living worms,0.0918332,0.194481,0
living worms,0.0828068,0.145968,0
living worms,0.10172,0.0107211,0
living worms,0.0955154,0.180871,0
living worms,0.087943,0.143623,0
living worms,0.0928937,0.0417562,0
living worms,0.0920237,0.100167,0
living worms,0.0927108,0.0177416,0
living worms,0.110622,0.145002,0
living worms,0.0964686,0.133331,0
living worms,0.096629,0.076205,0
living worms,0.0834828,0.114963,0
living worms,0.0670825,0.0681443,0
living worms,0.0952588,0.256825,0
living worms,0.0935052,0.218959,0
living worms,0.103,0.210615,0
living worms,0.134453,0.247398,0
living worms,0.122967,0.314601,0
living worms,0.131364,0.157191,0
living worms,0.117964,0.169447,0
living worms,0.134609,0.18882,0
living worms,0.109099,0.203531,0
living worms,0.121406,0.138566,0
living worms,0.101453,0.0130969,0
living worms,0.114486,0.113313,0
living worms,0.0949059,0.0120417,0
living worms,0.122076,0.116324,0
living worms,0.120453,0.229592,0
living worms,0.124534,0.197463,0
living worms,0.120364,0.129857,0
living worms,0.128998,0.190624,0
living worms,0.109662,0.0474643,0
living worms,0.0928202,0.250428,0
living worms,0.0939155,0.275137,0
living worms,0.0910581,0.250537,0
living worms,0.118602,0.1919,0
living worms,0.126024,0.203527,0
living worms,0.127764,0.267152,0
living worms,0.107812,0.115844,0
living worms,0.109792,0.122816,0
living worms,0.126173,0.274661,0
living worms,0.118516,0.28262,0
living worms,0.122606,0.283557,0
living worms,0.0987657,0.143623,0
living worms,0.0944703,0.186498,0
living worms,0.123282,0.229711,0
living worms,0.132924,0.271563,0
living worms,0.133962,0.279572,0
living worms,0.141924,0.21956,0
living worms,0.103598,0.0534568,0
living worms,0.0984771,0.136735,0
living worms,0.0972539,0.0427398,0
living worms,0.0881584,0.185256,0
living worms,0.0867802,0.0613002,0
living worms,0.0963915,0.288463,0
living worms,0.104815,0.277135,0
living worms,0.106775,0.22036,0
living worms,0.113084,0.251681,0
living worms,0.107962,0.193149,0
living worms,0.109385,0.256218,0
living worms,0.103526,0.083861,0
living worms,0.101895,0.131225,0
living worms,0.079575,0.009681,0
living worms,0.0863194,0.102704,0
living worms,0.0821107,0.150172,0
living worms,0.0921683,0.155545,0
living worms,0.0824209,0.282592,0
living worms,0.103425,0.289246,0
living worms,0.105046,0.164899,0
living worms,0.113706,0.182936,0
living worms,0.113697,0.186947,0
living worms,0.0651236,0.19403,0
living worms,0.110087,0.0114393,0
living worms,0.108031,0.287462,0
living worms,0.108312,0.390009,0
living worms,0.0690775,0.230886,0
living worms,0.0583676,0.0332447,0
living worms,0.0542991,0.0708166,0
living worms,0.0572175,0.103868,0
living worms,0.0840653,0.0907769,0
living worms,0.0759994,0.165327,0
living worms,0.0688215,0.0328971,0
living worms,0.0658824,0.0868444,0
living worms,0.0796365,0.175149,0
living worms,0.0780255,0.213467,0
living worms,0.0917734,0.200105,0
living worms,0.0997122,0.010386,0
living worms,0.0860413,0.279268,0
living worms,0.108937,0.0101274,0
living worms,0.082785,0.0867731,0
living worms,0.0925013,0.0386554,0
living worms,0.100941,0.315339,0
living worms,0.119081,0.276711,0
living worms,0.102661,0.36384,0
living worms,0.109504,0.342275,0
living worms,0.140552,0.337698,0
living worms,0.116591,0.263781,0
living worms,0.150649,0.403279,0
living worms,0.154389,0.400599,4
living worms,0.167955,0.482896,0
living worms,0.159262,0.526653,4
living worms,0.215861,0.685986,4
living worms,0.183873,0.65547,4
living worms,0.226718,0.705084,4
living worms,0.161749,0.562489,4
living worms,0.16537,0.451019,4
living worms,0.165088,0.0446816,4
living worms,0.187776,0.592048,4
living worms,0.241528,0.773705,4
living worms,0.189715,0.5576,4
living worms,0.200836,0.410924,4
living worms,0.213922,0.644959,4
living worms,0.133616,0.456419,4
living worms,0.207297,0.633339,4
living worms,0.131083,0.449627,4
living worms,0.155994,0.476192,4
living worms,0.144662,0.246068,4
living worms,0.173339,0.428053,3
living worms,0.156922,0.491045,3
living worms,0.203802,0.56977,3
living worms,0.193802,0.227328,3
living worms,0.196887,0.298374,3
living worms,0.149139,0.230518,2
living worms,0.211847,0.566385,2
living worms,0.184958,0.303264,2
living worms,0.163963,0.413566,2
living worms,0.184061,0.457232,2
living worms,0.21079,0.629349,2
living worms,0.221255,0.762344,1
living worms,0.17964,0.424371,1
living worms,0.206354,0.502547,1
living worms,0.235879,0.740702,1
living worms,0.243748,0.680956,1
living worms,0.226149,0.522938,1
living worms,0.222882,0.615973,1
living worms,0.182429,0.274761,1
living worms,0.147982,0.226537,1
living worms,0.151855,0.216016,1
living worms,0.148868,0.203983,1
living worms,0.1412,0.239103,1
living worms,0.145262,0.393617,1
living worms,0.136044,0.151881,1
living worms,0.126343,0.183554,1
living worms,0.0762736,0.191715,1
living worms,0.08422,0.223404,1
living worms,0.0816652,0.193478,1
living worms,0.077469,0.253554,1
living worms,0.0701255,0.204943,1
living worms,0.0688324,0.0760889,1
living worms,0.0771534,0.129236,1
living worms,0.0881573,0.244912,1
living worms,0.0805819,0.155375,1
living worms,0.132022,0.151881,1
living worms,0.151005,0.0746578,1
living worms,0.163983,0.225739,1
living worms,0.135385,0.0613002,1
living worms,0.157866,0.256663,1
living worms,0.166335,0.291196,1
living worms,0.181793,0.223657,1
living worms,0.194692,0.344823,2
living worms,0.169513,0.318622,2
living worms,0.206942,0.408732,2
living worms,0.225812,0.669043,2
living worms,0.141387,0.492023,3
living worms,0.187606,0.569453,3
living worms,0.166932,0.543898,3
living worms,0.207169,0.621426,3
living worms,0.165441,0.609733,3
living worms,0.217655,0.730936,3
living worms,0.169751,0.621062,3
living worms,0.196378,0.633252,3
living worms,0.188647,0.630897,4
living worms,0.189182,0.586389,4
living worms,0.177341,0.6088,4
living worms,0.192956,0.588929,4
living worms,0.172722,0.546337,4
living worms,0.190587,0.606814,4
living worms,0.178801,0.482055,4
living worms,0.199204,0.366657,4
living worms,0.169898,0.613879,0
living worms,0.187344,0.606841,0
living worms,0.184031,0.629574,4
living worms,0.198549,0.622353,0
living worms,0.179847,0.586213,4
living worms,0.188966,0.535964,4
living worms,0.180696,0.60029,4
living worms,0.206847,0.638499,0
living worms,0.157522,0.53892,0
living worms,0.165352,0.524027,0
living worms,0.195542,0.554355,0
living worms,0.159453,0.53248,0
living worms,0.189103,0.531236,0
living worms,0.127614,0.497123,0
living worms,0.127491,0.436705,0
living worms,0.157805,0.519259,0
living worms,0.172851,0.380814,0
living worms,0.194167,0.602505,0
living worms,0.17489,0.449098,0
living worms,0.164538,0.375808,0
living worms,0.151245,0.331882,0
living worms,0.130547,0.432428,0
living worms,0.118691,0.328339,0
living worms,0.117552,0.281391,0
living worms,0.135926,0.153474,0
living worms,0.110272,0.161217,0
living worms,0.11521,0.228298,0
living worms,0.130086,0.146113,0
living worms,0.117643,0.0964898,0
living worms,0.114318,0.0785025,0
living worms,0.106354,0.0800748,0
living worms,0.133169,0.0856449,0
living worms,0.135049,0.052791,0
living worms,0.129961,0.0416502,0
living worms,0.112163,0.125028,0
living worms,0.119735,0.209689,0
living worms,0.118735,0.185585,0
living worms,0.106432,0.179457,0
living worms,0.130423,0.209959,0
living worms,0.110105,0.125487,0
living worms,0.137307,0.287926,0
living worms,0.103101,0.167374,0
living worms,0.108695,0.280598,0
living worms,0.111124,0.246929,0
living worms,0.10075,0.166563,0
living worms,0.0929388,0.263284,0
living worms,0.117673,0.207724,0
living worms,0.0988616,0.21443,0
living worms,0.0926368,0.00940302,0
living worms,0.072134,0.251569,0
living worms,0.113466,0.160816,0
living worms,0.123657,0.219205,0
living worms,0.132072,0.0881479,0
living worms,0.118975,0.240956,0
living worms,0.109632,0.240614,0
living worms,0.0993594,0.251048,0
living worms,0.100734,0.201079,0
living worms,0.103484,0.0761238,0
living worms,0.105571,0.0343178,0
living worms,0.101349,0.14763,0
living worms,0.0970435,0.0404439,0
living worms,0.0730009,0.0892048,0
living worms,0.0913047,0.011894,0
living worms,0.0791725,0.153624,0
living worms,0.0974386,0.185261,0
living worms,0.085917,0.238125,0
living worms,0.107726,0.0141358,0
living worms,0.0737815,0.154536,0
living worms,0.102952,0.196543,0
living worms,0.0973786,0.251203,0
living worms,0.109066,0.263835,0
living worms,0.115431,0.217748,0
living worms,0.120733,0.230529,0
living worms,0.116221,0.233225,0
living worms,0.115926,0.183202,0
living worms,0.121473,0.230142,0
living worms,0.102233,0.145185,0
living worms,0.109936,0.146735,0
living worms,0.104379,0.182878,0
living worms,0.101434,0.133516,0
living worms,0.105541,0.183419,0
living worms,0.113121,0.156016,0
living worms,0.103126,0.189283,0
living worms,0.113465,0.233202,0
living worms,0.108501,0.0107211,0
living worms,0.114476,0.103279,0
living worms,0.0927935,0.01226,0
living worms,0.109347,0.00808878,0
living worms,0.0928122,0.271749,0
living worms,0.116597,0.187933,0
living worms,0.0967172,0.245388,0
living worms,0.101672,0.176907,0
living worms,0.108459,0.260411,0
living worms,0.117677,0.185013,0
living worms,0.108768,0.0345233,0
living worms,0.0960983,0.0239731,0
living worms,0.0539255,0.102497,0
living worms,0.062512,0.105188,0
living worms,0.0652584,0.0148675,0
living worms,0.0822325,0.0148675,0
living worms,0.107479,0.197785,0
living worms,0.110699,0.163049,0
living worms,0.097814,0.192562,0
living worms,0.120465,0.228758,0
living worms,0.109065,0.280859,0
living worms,0.119304,0.24656,0
living worms,0.129292,0.221788,0
living worms,0.137309,0.0291645,0
living worms,0.126456,0.0503391,0
living worms,0.132811,0.0937759,0
living worms,0.124602,0.091842,0
living worms,0.115497,0.0307005,0
living worms,0.132017,0.0922263,0
living worms,0.108732,0.104318,0
living worms,0.126066,0.0983054,0
living worms,0.106439,0.1776,0
living worms,0.108975,0.192342,0
living worms,0.111931,0.175356,0
living worms,0.107655,0.0365147,0
living worms,0.11674,0.149375,0
living worms,0.0783027,0.0992363,0
living worms,0.0922987,0.289408,0
living worms,0.114472,0.280966,0
living worms,0.103082,0.262332,0
living worms,0.110834,0.0771047,0
living worms,0.12037,0.0745749,0
living worms,0.124643,0.232211,0
living worms,0.102771,0.30283,0
living worms,0.0898475,0.278243,0
living worms,0.0790435,0.226255,0
living worms,0.0854747,0.209322,0
living worms,0.076676,0.207024,0
living worms,0.0919893,0.212037,0
living worms,0.0876765,0.306408,0
living worms,0.0921162,0.309655,0
living worms,0.0902336,0.285037,0
living worms,0.0906001,0.29869,0
living worms,0.0823226,0.211465,0
living worms,0.0882435,0.00930851,0
living worms,0.0765849,0.0148675,0
living worms,0.0661934,0.0219314,0
living worms,0.0793572,0.0611268,0
living worms,0.0841251,0.0213181,0
living worms,0.0923465,0.0925994,0
living worms,0.105255,0.0164486,0
living worms,0.0854348,0.0161776,0
living worms,0.0965844,0.0334832,0
living worms,0.0898933,0.0721157,0
living worms,0.122168,0.0166622,0
living worms,0.120209,0.291372,0
living worms,0.0926793,0.312503,0
living worms,0.116469,0.0114393,0
living worms,0.122399,0.0328971,0
living worms,0.11843,0.331928,0
living worms,0.129318,0.32979,0
living worms,0.149312,0.323272,0
living worms,0.135442,0.0303238,0
living worms,0.153125,0.0341887,0
living worms,0.144962,0.44909,0
living worms,0.139022,0.380433,0
living worms,0.161057,0.465285,0
living worms,0.196359,0.625925,0
living worms,0.185983,0.521616,0
living worms,0.237234,0.69948,4
living worms,0.169121,0.401199,4
living worms,0.204328,0.65564,4
living worms,0.174898,0.628527,4
living worms,0.198203,0.675544,4
living worms,0.189946,0.662396,4
living worms,0.16979,0.586924,4
living worms,0.216835,0.739438,4
living worms,0.131996,0.467444,3
living worms,0.19515,0.520946,3
living worms,0.167998,0.547809,3
living worms,0.20457,0.634665,3
living worms,0.191908,0.644981,3
living worms,0.231989,0.648047,3
living worms,0.1332,0.244062,2
living worms,0.201907,0.299347,2
living worms,0.174435,0.246445,2
living worms,0.139316,0.180425,2
living worms,0.236877,0.601065,1
living worms,0.20523,0.33616,1
living worms,0.190484,0.254879,1
living worms,0.175634,0.275808,1
living worms,0.213548,0.527562,1
living worms,0.163265,0.350847,1
living worms,0.156982,0.429984,1
living worms,0.207764,0.496055,1
living worms,0.197412,0.411455,1
living worms,0.210789,0.549242,1
living worms,0.18273,0.530752,1
living worms,0.198196,0.544353,1
living worms,0.194183,0.48405,1
living worms,0.165518,0.529282,1
living worms,0.191569,0.571833,1
living worms,0.187379,0.384014,1
living worms,0.17495,0.4152,1
living worms,0.222706,0.552022,1
living worms,0.14676,0.418006,1
living worms,0.201847,0.429521,1
living worms,0.146261,0.504286,1
living worms,0.153504,0.382988,1
living worms,0.146845,0.398956,1
living worms,0.171332,0.634622,1
living worms,0.184462,0.497689,1
living worms,0.170741,0.517287,1
living worms,0.160222,0.469784,2
living worms,0.160567,0.134335,2
living worms,0.209664,0.50311,2
living worms,0.192646,0.488338,2
living worms,0.218931,0.496155,2
living worms,0.208206,0.3914,2
living worms,0.212645,0.414902,2
living worms,0.210644,0.722388,2
living worms,0.242202,0.691491,2
living worms,0.184076,0.41247,3
living worms,0.196177,0.438084,3
living worms,0.119838,0.387114,3
living worms,0.193515,0.396357,4
living worms,0.163487,0.250226,4
living worms,0.144651,0.296733,4
living worms,0.176484,0.44555,3
living worms,0.162251,0.384198,3
living worms,0.154714,0.373755,4
living worms,0.15373,0.48447,4
living worms,0.184066,0.192392,4
living worms,0.165678,0.428068,4
living worms,0.199957,0.472571,4
living worms,0.197277,0.389648,4
living worms,0.15358,0.484264,4
living worms,0.190971,0.482046,4
living worms,0.138334,0.412519,4
living worms,0.142912,0.383126,4
living worms,0.134355,0.294652,0
living worms,0.150849,0.416748,0
living worms,0.156141,0.428565,0
living worms,0.122579,0.347339,0
living worms,0.129523,0.0185218,0
living worms,0.148616,0.361705,0
living worms,0.161943,0.247701,4
living worms,0.142768,0.515248,0
living worms,0.174394,0.490996,0
living worms,0.119756,0.254021,0
living worms,0.135018,0.356117,0
living worms,0.123798,0.39619,0
living worms,0.168132,0.426698,0
living worms,0.129244,0.345995,0
living worms,0.161918,0.273474,0
living worms,0.167526,0.486275,0
living worms,0.161851,0.471345,0
living worms,0.189481,0.22374,0
living worms,0.155686,0.389255,0
living worms,0.149273,0.357141,0
living worms,0.180053,0.382406,0
living worms,0.164936,0.289637,0
living worms,0.148214,0.265961,0
living worms,0.129017,0.323906,0
