series,Rg_over_lc,Re_over_lc,position_class
model,0.0861628,0.107106,0
model,0.0858156,0.12658,0
model,0.12283,0.231709,0
model,0.208664,0.482544,4
model,0.111574,0.132965,0
model,0.145743,0.169702,0
model,0.109063,0.0428094,0
model,0.090677,0.15597,0
model,0.096111,0.247375,0
model,0.113394,0.169395,0
model,0.0831024,0.0719742,0
model,0.083494,0.152748,0
model,0.121175,0.183364,0
model,0.207934,0.478867,0
model,0.114588,0.126356,0
model,0.155038,0.226054,0
model,0.109269,0.0269468,0
model,0.0883852,0.1073,0
model,0.0882725,0.260994,0
model,0.125582,0.207234,0
model,0.0781834,0.0906406,0
model,0.0815659,0.172842,0
model,0.114331,0.093309,0
model,0.200676,0.413265,0
model,0.11419,0.077737,0
model,0.174608,0.327471,0
model,0.109837,0.0691389,0
model,0.0917243,0.0505955,0
model,0.0795068,0.216657,0
model,0.13153,0.226246,0
model,0.0776127,0.0471527,0
model,0.0827899,0.188945,0
model,0.116241,0.0282815,0
model,0.193167,0.393041,0
model,0.116065,0.0305802,0
model,0.179385,0.332345,0
model,0.106319,0.12653,0
model,0.0893454,0.0863819,0
model,0.0734308,0.146377,0
model,0.135087,0.150968,0
model,0.0807237,0.1038,0
model,0.0773377,0.136607,0
model,0.120704,0.0908971,0
model,0.171464,0.339497,0
model,0.112115,0.0524006,0
model,0.168281,0.288939,0
model,0.113459,0.132995,0
model,0.0843775,0.0882031,0
model,0.0725253,0.131528,0
model,0.139659,0.0737546,0
model,0.0807908,0.105273,0
model,0.0762174,0.086386,0
model,0.124852,0.134201,0
model,0.149366,0.249713,0
model,0.118449,0.0691741,0
model,0.16356,0.289734,0
model,0.120497,0.158522,0
model,0.0899956,0.0940443,0
model,0.0744788,0.067727,0
model,0.126915,0.0485762,0
model,0.0765372,0.167403,0
model,0.0801931,0.112572,0
model,0.129215,0.203608,0
model,0.130825,0.201545,0
model,0.119206,0.122588,0
model,0.145047,0.346166,0
model,0.113265,0.122913,0
model,0.0933991,0.0850371,0
model,0.0742274,0.02415,0
model,0.12231,0.112939,0
model,0.0791394,0.205788,0
model,0.0860802,0.236304,0
model,0.138329,0.231882,0
model,0.112796,0.178921,0
model,0.121975,0.170064,0
model,0.129283,0.33055,0
model,0.100888,0.0817445,0
model,0.0973792,0.0759195,0
model,0.0807122,0.013457,0
model,0.121318,0.201548,0
model,0.0788185,0.178317,0
model,0.0876058,0.244552,0
model,0.145885,0.2227,0
model,0.108299,0.172722,0
model,0.130854,0.24359,0
model,0.118957,0.310382,0
model,0.0996858,0.0741012,0
model,0.0958689,0.0792465,0
model,0.0877058,0.0552867,0
model,0.11532,0.177614,0
model,0.0817373,0.141099,0
model,0.0942053,0.2246,0
model,0.148991,0.147811,0
model,0.106994,0.18208,0
model,0.124858,0.248472,0
model,0.106994,0.29015,0
model,0.0925505,0.0902326,0
model,0.0960669,0.112282,0
model,0.0922433,0.0578201,0
model,0.106483,0.173403,0
model,0.0869802,0.118181,0
model,0.0892427,0.11012,0
model,0.145889,0.0782112,0
model,0.109031,0.142829,0
model,0.122814,0.230651,0
model,0.10801,0.250148,0
model,0.0922306,0.0865776,0
model,0.0996321,0.0695619,0
model,0.0882555,0.0489779,0
model,0.100631,0.0936781,0
model,0.0935287,0.150065,0
model,0.0937461,0.0361634,0
model,0.152536,0.119748,0
model,0.109925,0.140233,0
model,0.109132,0.171378,0
model,0.102594,0.155717,0
model,0.0961098,0.13507,0
model,0.103508,0.0612475,0
model,0.0894239,0.0685815,0
model,0.0949861,0.101121,0
model,0.10338,0.231974,0
model,0.0952739,0.105739,0
model,0.151286,0.225332,0
model,0.108039,0.195147,0
model,0.0986856,0.142268,0
model,0.10246,0.106715,0
model,0.106751,0.190005,0
model,0.116991,0.142817,0
model,0.0971207,0.125683,0
model,0.0911074,0.128069,0
model,0.104438,0.262984,0
model,0.0957513,0.196124,0
model,0.162672,0.290276,0
model,0.0964127,0.191694,0
model,0.0855217,0.160102,0
model,0.101879,0.0501085,0
model,0.11573,0.252721,0
model,0.114376,0.153519,0
model,0.103765,0.148221,0
model,0.0878598,0.15759,0
model,0.114765,0.249357,0
model,0.0951161,0.236878,0
model,0.172082,0.387029,0
model,0.0936561,0.191008,0
model,0.0837145,0.201493,0
model,0.108767,0.154894,0
model,0.113861,0.258489,0
model,0.116288,0.133849,0
model,0.107872,0.165406,0
model,0.0858018,0.147774,0
model,0.11272,0.262437,0
model,0.106624,0.279049,0
model,0.189452,0.502017,0
model,0.0955592,0.260314,0
model,0.0893933,0.273691,0
model,0.116757,0.246584,0
model,0.11161,0.23321,0
model,0.121878,0.15668,0
model,0.112311,0.125749,0
model,0.08882,0.251007,0
model,0.111919,0.180851,0
model,0.113754,0.280516,0
model,0.204693,0.614489,0
model,0.0982907,0.230521,0
model,0.0943378,0.282569,0
model,0.124099,0.316738,0
model,0.109294,0.12522,0
model,0.115583,0.186354,0
model,0.114843,0.0790301,0
model,0.0906171,0.264525,0
model,0.119132,0.211873,0
model,0.12771,0.326981,0
model,0.216536,0.644671,0
model,0.097938,0.202927,0
model,0.0901504,0.281305,0
model,0.125763,0.281634,0
model,0.109119,0.101919,0
model,0.106753,0.262262,0
model,0.111529,0.0542399,0
model,0.0935146,0.279584,0
model,0.116115,0.163698,0
model,0.148266,0.352462,0
model,0.230152,0.701887,0
model,0.104703,0.212908,0
model,0.091958,0.227916,0
model,0.127275,0.271803,0
model,0.112445,0.105376,0
model,0.104723,0.275654,0
model,0.117386,0.0416215,0
model,0.0952981,0.224893,0
model,0.116763,0.183826,0
model,0.169197,0.390343,0
model,0.249438,0.803501,0
model,0.115309,0.218145,0
model,0.0951394,0.21224,0
model,0.122185,0.282392,0
model,0.11926,0.16303,0
model,0.0948615,0.268826,0
model,0.115615,0.0502728,0
model,0.0963098,0.229753,0
model,0.110763,0.167532,0
model,0.191116,0.513231,0
model,0.24384,0.792365,4
model,0.127616,0.221002,0
model,0.0936913,0.164229,0
model,0.115538,0.193947,0
model,0.124053,0.242841,0
model,0.0950749,0.260242,0
model,0.108459,0.0628919,0
model,0.0932473,0.19372,0
model,0.107288,0.156233,0
model,0.209157,0.638873,0
model,0.239468,0.818346,4
model,0.145629,0.282648,0
model,0.0946951,0.115392,0
model,0.110968,0.158973,0
model,0.127923,0.296332,0
model,0.0882845,0.188132,0
model,0.106306,0.0657738,0
model,0.09997,0.210795,0
model,0.109447,0.155674,0
model,0.218997,0.716421,0
model,0.244808,0.807007,4
model,0.170112,0.33733,0
model,0.0948603,0.065116,0
model,0.11323,0.217691,0
model,0.148324,0.421096,0
model,0.0808194,0.0903664,0
model,0.0965388,0.113881,0
model,0.108644,0.135907,0
model,0.109726,0.112682,0
model,0.231387,0.76974,0
model,0.24941,0.820035,4
model,0.19525,0.480404,0
model,0.0982592,0.139498,0
model,0.112026,0.286802,0
model,0.157997,0.516903,0
model,0.0779037,0.043506,0
model,0.0955878,0.111763,0
model,0.111957,0.0743157,0
model,0.114228,0.0944773,0
model,0.245459,0.828651,4
model,0.253107,0.845697,4
model,0.212506,0.599791,0
model,0.100447,0.210142,0
model,0.105879,0.266947,0
model,0.165249,0.596234,0
model,0.0814623,0.146662,0
model,0.0928579,0.0898295,0
model,0.116114,0.16325,0
model,0.114601,0.143629,0
model,0.253874,0.847607,4
model,0.251084,0.856959,4
model,0.225762,0.691775,0
model,0.0896453,0.22135,0
model,0.0986092,0.274286,0
model,0.170309,0.604444,0
model,0.0878164,0.207185,0
model,0.091408,0.0678878,0
model,0.110776,0.23904,0
model,0.116174,0.175684,0
model,0.255843,0.861589,4
model,0.254598,0.867768,4
model,0.233958,0.779254,4
model,0.0873022,0.212521,0
model,0.091638,0.225857,0
model,0.177795,0.59727,4
model,0.0904875,0.196413,0
model,0.094932,0.0737983,0
model,0.108582,0.255065,0
model,0.115505,0.199571,0
model,0.26389,0.879792,4
model,0.264598,0.888259,3
model,0.236255,0.776186,4
model,0.0866575,0.191607,0
model,0.0896807,0.164179,0
model,0.189084,0.606046,4
model,0.101322,0.255945,0
model,0.100084,0.0604343,0
model,0.106351,0.20472,0
model,0.127675,0.225321,0
model,0.263824,0.885728,4
model,0.259892,0.837852,3
model,0.245231,0.804861,4
model,0.0870027,0.116845,0
model,0.0929317,0.0676669,0
model,0.204573,0.533352,4
model,0.107451,0.319394,0
model,0.108682,0.0822201,0
model,0.104521,0.120326,0
model,0.143666,0.253679,0
model,0.271192,0.91398,4
model,0.24518,0.702354,3
model,0.251407,0.815434,4
model,0.0885822,0.128648,0
model,0.092677,0.0884663,0
model,0.20498,0.441594,4
model,0.111833,0.329534,0
model,0.11809,0.0285413,0
model,0.11252,0.120764,0
model,0.164984,0.345404,0
model,0.269671,0.898957,4
model,0.234648,0.629256,3
model,0.264298,0.871433,4
model,0.0872126,0.0786373,0
model,0.10211,0.145877,0
model,0.201659,0.426612,4
model,0.118201,0.269553,0
model,0.10996,0.0340369,0
model,0.112431,0.0474302,0
model,0.184697,0.4349,0
model,0.26323,0.887456,3
model,0.208562,0.50158,3
model,0.271433,0.896462,4
model,0.0863537,0.130355,0
model,0.0975886,0.111317,0
model,0.187534,0.305017,4
model,0.119339,0.243046,0
model,0.119223,0.0766918,0
model,0.119584,0.131599,0
model,0.211305,0.532747,0
model,0.265203,0.892489,3
model,0.184902,0.376736,3
model,0.26414,0.826982,4
model,0.0856989,0.132537,0
model,0.096615,0.126216,0
model,0.172107,0.283163,4
model,0.122428,0.176003,0
model,0.112858,0.134682,0
model,0.1325,0.123579,0
model,0.22875,0.645763,4
model,0.269802,0.905318,3
model,0.166577,0.276853,3
model,0.255884,0.759203,4
model,0.0846891,0.0966162,0
model,0.0929921,0.16187,0
model,0.150965,0.202811,4
model,0.120011,0.166678,0
model,0.119048,0.174961,0
model,0.130791,0.129694,0
model,0.249917,0.773386,4
model,0.267896,0.897447,3
model,0.150428,0.181752,3
model,0.245644,0.662723,3
model,0.0832895,0.053211,0
model,0.092283,0.169907,0
model,0.141179,0.0613981,4
model,0.11322,0.211237,0
model,0.121145,0.152494,0
model,0.13639,0.155482,0
model,0.250612,0.843404,4
model,0.269615,0.907975,3
model,0.141186,0.0770347,3
model,0.222567,0.570639,3
model,0.087061,0.0568003,0
model,0.0893043,0.168749,0
model,0.139861,0.0604536,4
model,0.106786,0.222073,0
model,0.120223,0.143247,0
model,0.130309,0.134098,0
model,0.248013,0.823921,4
model,0.268227,0.899259,3
model,0.139228,0.0418917,3
model,0.20236,0.449748,3
model,0.0898981,0.15051,0
model,0.0857981,0.164994,0
model,0.148975,0.158061,4
model,0.102731,0.111819,0
model,0.113186,0.181794,0
model,0.129,0.150698,0
model,0.254478,0.834315,4
model,0.261905,0.85428,3
model,0.147899,0.158429,3
model,0.182124,0.353483,3
model,0.101769,0.253037,0
model,0.0829648,0.12739,0
model,0.167973,0.248529,4
model,0.099279,0.0479816,0
model,0.0969104,0.156791,0
model,0.12276,0.118976,0
model,0.253165,0.839822,4
model,0.261955,0.882309,2
model,0.172383,0.293149,3
model,0.159102,0.246833,3
model,0.120917,0.387982,0
model,0.0800191,0.156542,0
model,0.191289,0.386729,4
model,0.0969386,0.120662,0
model,0.0865321,0.164696,0
model,0.11384,0.0582529,0
model,0.257527,0.838865,4
model,0.266883,0.903191,2
model,0.19738,0.426843,3
model,0.143605,0.144899,3
model,0.136738,0.48046,0
model,0.0789169,0.132605,0
model,0.215046,0.497053,4
model,0.102484,0.215322,0
model,0.081619,0.141375,0
model,0.111668,0.142152,0
model,0.264498,0.883313,4
model,0.263709,0.890419,2
model,0.220231,0.53854,3
model,0.140909,0.0615847,3
model,0.150652,0.508933,0
model,0.0814405,0.0917521,0
model,0.218654,0.513326,4
model,0.112091,0.309736,0
model,0.0818623,0.109525,0
model,0.108703,0.220459,0
model,0.265482,0.897367,3
model,0.270734,0.914052,2
model,0.236721,0.638249,3
model,0.139228,0.0566863,3
model,0.164304,0.513788,0
model,0.0805872,0.0398946,0
model,0.231694,0.635333,4
model,0.108699,0.293844,0
model,0.0871789,0.118647,0
model,0.117399,0.298478,0
model,0.269379,0.910076,3
model,0.268862,0.899794,2
model,0.25363,0.75312,3
model,0.147141,0.133047,3
model,0.181911,0.505606,0
model,0.0860432,0.159983,0
model,0.249111,0.743698,4
model,0.112903,0.294579,0
model,0.0844373,0.083919,0
model,0.115868,0.296234,0
model,0.268818,0.881912,3
model,0.265735,0.899083,2
model,0.260874,0.846771,3
model,0.165581,0.268031,3
model,0.195328,0.523273,0
model,0.0888636,0.191808,0
model,0.241452,0.743447,4
model,0.120635,0.292271,0
model,0.0818772,0.111097,0
model,0.11847,0.260226,0
model,0.25924,0.862849,3
model,0.26805,0.899485,2
model,0.261945,0.881854,3
model,0.185949,0.360412,3
model,0.199282,0.567899,0
model,0.0943592,0.243758,0
model,0.230048,0.732568,4
model,0.119351,0.307716,0
model,0.0812074,0.0983618,0
model,0.115965,0.267249,0
model,0.2666,0.896428,3
model,0.26196,0.891545,1
model,0.25991,0.865613,3
model,0.207919,0.474478,3
model,0.216458,0.620861,4
model,0.0982584,0.254576,0
model,0.216068,0.699767,0
model,0.112776,0.275179,0
model,0.0819672,0.0777864,0
model,0.117371,0.2435,0
model,0.257281,0.871859,3
model,0.26387,0.882238,1
model,0.260292,0.86394,4
model,0.228822,0.585376,3
model,0.235303,0.748404,4
model,0.0998198,0.267914,0
model,0.206353,0.642264,0
model,0.108317,0.263019,0
model,0.0807002,0.0493766,0
model,0.115262,0.277145,0
model,0.249749,0.851809,3
model,0.255736,0.85839,1
model,0.259699,0.855463,4
model,0.242862,0.610429,3
model,0.243534,0.794574,4
model,0.106359,0.27899,0
model,0.184996,0.56559,0
model,0.0995686,0.217432,0
model,0.0812216,0.120541,0
model,0.110034,0.274506,0
model,0.251645,0.852833,2
model,0.25472,0.859264,1
model,0.253318,0.848178,4
model,0.241367,0.630914,3
model,0.246802,0.807136,4
model,0.123984,0.228195,0
model,0.166664,0.480353,0
model,0.110312,0.251948,0
model,0.0924046,0.246446,0
model,0.102566,0.214897,0
model,0.25645,0.867757,2
model,0.248448,0.830446,1
model,0.250891,0.812999,4
model,0.225687,0.58344,3
model,0.249658,0.823191,4
model,0.140898,0.254147,0
model,0.149928,0.41223,0
model,0.104517,0.302746,0
model,0.102441,0.289908,0
model,0.100664,0.166613,0
model,0.259071,0.828626,2
model,0.262302,0.892159,1
model,0.244842,0.798337,4
model,0.204932,0.494061,4
model,0.252325,0.849244,4
model,0.16741,0.349586,0
model,0.129799,0.317789,0
model,0.0928518,0.247287,0
model,0.105323,0.287269,0
model,0.0957117,0.192708,0
model,0.25947,0.782121,2
model,0.257555,0.860047,1
model,0.238549,0.767754,4
model,0.182397,0.373598,4
model,0.259631,0.874993,4
model,0.17903,0.391784,0
model,0.119808,0.223021,0
model,0.0967963,0.243447,0
model,0.115754,0.229903,0
model,0.0882598,0.156987,0
model,0.240744,0.664025,2
model,0.256186,0.860784,1
model,0.240525,0.791301,4
model,0.164698,0.271274,4
model,0.254257,0.864211,4
model,0.187342,0.418391,0
model,0.114453,0.138088,0
model,0.105167,0.216467,0
model,0.118996,0.158118,0
model,0.0852489,0.045137,0
model,0.222839,0.582117,2
model,0.259725,0.873656,1
model,0.231344,0.720003,4
model,0.152035,0.177081,4
model,0.263061,0.880526,3
model,0.187775,0.406288,0
model,0.114737,0.0656076,0
model,0.105566,0.133921,0
model,0.120029,0.108329,0
model,0.0838712,0.108301,0
model,0.201396,0.466277,2
model,0.260619,0.872612,1
model,0.216083,0.645931,0
model,0.140841,0.0822628,4
model,0.263242,0.879533,3
model,0.180467,0.330336,4
model,0.115742,0.0902725,0
model,0.11131,0.138701,0
model,0.123282,0.177226,0
model,0.0873008,0.122152,0
model,0.178404,0.344948,2
model,0.265126,0.897719,1
model,0.202868,0.620116,0
model,0.138971,0.0316393,4
model,0.265139,0.900011,3
model,0.167385,0.260646,4
model,0.124023,0.177522,0
model,0.123152,0.168215,0
model,0.115599,0.236048,0
model,0.089386,0.193568,0
model,0.156387,0.195367,1
model,0.264435,0.899962,1
model,0.187133,0.553026,0
model,0.147401,0.142515,4
model,0.265551,0.889184,3
model,0.147423,0.236335,4
model,0.142121,0.291926,0
model,0.134385,0.281566,0
model,0.116933,0.26472,0
model,0.0994217,0.299554,0
model,0.142688,0.10517,1
model,0.265346,0.885684,1
model,0.161891,0.440379,0
model,0.163472,0.250083,4
model,0.26977,0.908529,3
model,0.13557,0.158852,4
model,0.155121,0.307993,0
model,0.15337,0.354655,0
model,0.107802,0.282929,0
model,0.106161,0.301857,0
model,0.139805,0.0452288,1
model,0.264976,0.886023,1
model,0.140627,0.366749,0
model,0.190023,0.382714,4
model,0.261415,0.887564,3
model,0.135104,0.202405,4
model,0.164426,0.384119,0
model,0.169851,0.452497,0
model,0.105076,0.278751,0
model,0.10445,0.242329,0
model,0.1439,0.11459,1
model,0.26554,0.900116,1
model,0.126993,0.292553,0
model,0.206238,0.485439,4
model,0.264748,0.893049,3
model,0.138809,0.210893,4
model,0.181209,0.451126,0
model,0.187887,0.562461,0
model,0.102801,0.277946,0
model,0.0974556,0.162552,0
model,0.156405,0.216409,1
model,0.261276,0.888148,1
model,0.122086,0.206092,0
model,0.235633,0.597089,4
model,0.266926,0.897198,2
model,0.139534,0.133981,4
model,0.197742,0.540814,0
model,0.18865,0.59953,0
model,0.0956029,0.279155,0
model,0.0969008,0.072876,0
model,0.17739,0.32629,1
model,0.256594,0.877536,1
model,0.114398,0.125889,0
model,0.241895,0.615408,3
model,0.264982,0.888799,2
model,0.149543,0.149205,4
model,0.22501,0.660825,0
model,0.193283,0.657397,0
model,0.102697,0.244004,0
model,0.104774,0.0383389,0
model,0.203537,0.454069,1
model,0.26621,0.888402,1
model,0.109749,0.138652,0
model,0.239703,0.62579,3
model,0.256631,0.86881,2
model,0.151569,0.161592,4
model,0.236895,0.742142,0
model,0.212778,0.722145,0
model,0.106714,0.184724,0
model,0.106695,0.09741,0
model,0.218125,0.541273,2
model,0.262038,0.888679,1
model,0.103512,0.136997,0
model,0.225554,0.592577,3
model,0.251312,0.856352,2
model,0.150222,0.149981,4
model,0.235333,0.705677,4
model,0.216101,0.713096,4
model,0.110459,0.14502,0
model,0.117774,0.0908094,0
model,0.243018,0.653632,2
model,0.259147,0.860118,1
model,0.105791,0.139411,0
model,0.208759,0.482414,3
model,0.252822,0.865995,2
model,0.161453,0.234114,4
model,0.234939,0.667619,4
model,0.227582,0.727647,4
model,0.114082,0.0670845,0
model,0.122058,0.097513,0
model,0.253661,0.749957,2
model,0.264147,0.878868,1
model,0.104797,0.123209,0
model,0.182486,0.357198,3
model,0.263278,0.884324,2
model,0.153375,0.338461,4
model,0.233292,0.614982,4
model,0.233483,0.715762,4
model,0.126044,0.101529,0
model,0.126573,0.105617,0
model,0.26615,0.90059,2
model,0.261929,0.878607,1
model,0.10715,0.0755755,0
model,0.166447,0.277793,3
model,0.268799,0.864047,2
model,0.161444,0.454783,4
model,0.209885,0.480324,4
model,0.242473,0.740566,4
model,0.132336,0.191906,0
model,0.131247,0.111953,0
model,0.266402,0.890044,2
model,0.254139,0.864419,1
model,0.108314,0.0416558,0
model,0.148049,0.148385,3
model,0.259575,0.829234,1
model,0.156054,0.529486,4
model,0.18535,0.366159,4
model,0.250207,0.793558,4
model,0.141854,0.202726,0
model,0.133442,0.146697,0
model,0.267368,0.896088,2
model,0.253301,0.861671,1
model,0.112178,0.063292,0
model,0.139566,0.0297794,3
model,0.251514,0.745122,1
model,0.151445,0.518213,0
model,0.169043,0.28359,4
model,0.257148,0.865819,4
model,0.1515,0.216302,0
model,0.147506,0.204361,0
model,0.263219,0.887946,2
model,0.258353,0.855748,1
model,0.10004,0.161176,0
model,0.141064,0.0865906,3
model,0.240092,0.633976,1
model,0.149321,0.51532,0
model,0.150125,0.153337,4
model,0.262279,0.887424,4
model,0.151255,0.15395,0
model,0.153239,0.279404,0
model,0.253608,0.849809,2
model,0.261042,0.868346,1
model,0.100302,0.210933,0
model,0.150986,0.186,3
model,0.215496,0.51829,1
model,0.147294,0.48139,0
model,0.139334,0.0571741,4
model,0.260896,0.884879,4
model,0.153236,0.132076,0
model,0.169551,0.382618,0
model,0.258647,0.863795,3
model,0.265107,0.885762,1
model,0.0970899,0.252523,0
model,0.170235,0.285487,3
model,0.19618,0.420582,1
model,0.142548,0.400233,0
model,0.142671,0.07472,4
model,0.264633,0.890692,3
model,0.142065,0.159794,0
model,0.175566,0.43841,0
model,0.258576,0.871851,3
model,0.255935,0.743901,1
model,0.0986438,0.276001,0
model,0.191823,0.380987,3
model,0.169106,0.290007,1
model,0.126088,0.231086,0
model,0.156871,0.202757,4
model,0.268414,0.896475,3
model,0.14261,0.190674,0
model,0.187566,0.544239,0
model,0.263335,0.890788,3
model,0.240155,0.641975,1
model,0.10984,0.213389,0
model,0.21244,0.494305,3
model,0.153397,0.191236,1
model,0.126997,0.187819,0
model,0.171249,0.294841,4
model,0.260986,0.886966,3
model,0.145416,0.174408,0
model,0.20208,0.569194,0
model,0.261108,0.882181,3
model,0.215361,0.508703,2
model,0.115203,0.135485,0
model,0.222959,0.573718,3
model,0.139688,0.0870707,1
model,0.121096,0.0832989,0
