series,t_min,x_cm_mm
model 20 C,17.9333,5.0653
model 20 C,17.95,4.75895
model 20 C,17.9667,4.51865
model 20 C,17.9833,4.4162
model 20 C,18,4.28235
model 20 C,18.0167,4.29095
model 20 C,18.0333,4.3772
model 20 C,18.05,4.40245
model 20 C,18.0667,4.53465
model 20 C,18.0833,4.5705
model 20 C,18.1,4.58375
model 20 C,18.1167,4.6122
model 20 C,18.1333,4.61585
model 20 C,18.15,4.6261
model 20 C,18.1667,4.7094
model 20 C,18.1833,4.81235
model 20 C,18.2,4.849
model 20 C,18.2167,5.1292
model 20 C,18.2333,5.1863
model 20 C,18.25,5.13705
model 20 C,18.2667,4.873
model 20 C,18.2833,4.78715
model 20 C,18.3,4.8342
model 20 C,18.3167,4.8187
model 20 C,18.3333,4.97045
model 20 C,18.35,5.07535
model 20 C,18.3667,5.3287
model 20 C,18.3833,5.5028
model 20 C,18.4,5.3868
model 20 C,18.4167,5.29235
model 20 C,18.4333,5.0495
model 20 C,18.45,4.7652
model 20 C,18.4667,4.67385
model 20 C,18.4833,4.37565
model 20 C,18.5,4.41635
model 20 C,18.5167,4.36335
model 20 C,18.5333,4.45095
model 20 C,18.55,4.50335
model 20 C,18.5667,4.37475
model 20 C,18.5833,4.0495
model 20 C,18.6,3.7547
model 20 C,18.6167,3.5106
model 20 C,18.6333,3.215
model 20 C,18.65,3.0355
model 20 C,18.6667,2.95355
model 20 C,18.6833,3.04835
model 20 C,18.7,2.95705
model 20 C,18.7167,2.8991
model 20 C,18.7333,2.93885
model 20 C,18.75,3.1359
model 20 C,18.7667,3.10485
model 20 C,18.7833,2.96855
model 20 C,18.8,2.885
model 20 C,18.8167,2.96505
model 20 C,18.8333,3.24475
model 20 C,18.85,3.31095
model 20 C,18.8667,3.36805
model 20 C,18.8833,3.42
model 20 C,18.9,3.7149
model 20 C,18.9167,3.8433
model 20 C,18.9333,4.06195
model 20 C,18.95,4.1221
model 20 C,18.9667,4.3863
model 20 C,18.9833,4.70095
model 20 C,19,4.8678
model 20 C,19.0167,5.068
model 20 C,19.0333,5.04855
model 20 C,19.05,5.2282
model 20 C,19.0667,5.2399
model 20 C,19.0833,5.18215
model 20 C,19.1,5.19555
model 20 C,19.1167,5.26475
model 20 C,19.1333,5.78725
model 20 C,19.15,6.04285
model 20 C,19.1667,6.4697
model 20 C,19.1833,6.84005
model 20 C,19.2,7.04995
model 20 C,19.2167,7.3713
model 20 C,19.2333,7.80345
model 20 C,19.25,8.48305
model 20 C,19.2667,9.14535
model 20 C,19.2833,9.98135
model 20 C,19.3,11.0031
model 20 C,19.3167,12.0609
model 20 C,19.3333,13.1684
model 20 C,19.35,14.2373
model 20 C,19.3667,15.2048
model 20 C,19.3833,16.395
model 20 C,19.4,17.4207
model 20 C,19.4167,18.1681
model 20 C,19.4333,19.2955
model 20 C,19.45,20.423
model 20 C,19.4667,21.5907
model 20 C,19.4833,22.6379
model 20 C,19.5,24.0169
model 20 C,19.5167,25.1359
model 20 C,19.5333,26.1165
model 20 C,19.55,27.2178
model 20 C,19.5667,28.1695
model 20 C,19.5833,29.3215
model 20 C,19.6,30.511
model 20 C,19.6167,31.5898
model 20 C,19.6333,32.7458
model 20 C,19.65,33.8531
model 20 C,19.6667,34.994
model 20 C,19.6833,35.9534
model 20 C,19.7,36.768
model 20 C,19.7167,37.4433
model 20 C,19.7333,37.815
model 20 C,19.75,38.2013
model 20 C,19.7667,38.367
model 20 C,19.7833,38.3877
model 20 C,19.8,38.4125
model 20 C,19.8167,38.2365
model 20 C,19.8333,37.8577
model 20 C,19.85,37.5502
model 20 C,19.8667,37.0955
model 20 C,19.8833,36.4762
model 20 C,19.9,35.528
model 20 C,19.9167,34.6118
model 20 C,19.9333,33.2802
model 20 C,19.95,32.2678
model 20 C,19.9667,31.147
model 20 C,19.9833,29.9774
model 20 C,20,28.9398
model 20 C,20.0167,27.9096
model 20 C,20.0333,26.646
model 20 C,20.05,25.4861
model 20 C,20.0667,24.5211
model 20 C,20.0833,23.2994
model 20 C,20.1,22.022
model 20 C,20.1167,20.8756
model 20 C,20.1333,19.727
model 20 C,20.15,18.6705
model 20 C,20.1667,17.345
model 20 C,20.1833,16.1029
model 20 C,20.2,14.9976
model 20 C,20.2167,14.0371
model 20 C,20.2333,12.8981
model 20 C,20.25,11.7998
model 20 C,20.2667,10.6634
model 20 C,20.2833,9.4473
model 20 C,20.3,8.6686
model 20 C,20.3167,8.01465
model 20 C,20.3333,7.2323
model 20 C,20.35,6.68335
model 20 C,20.3667,6.39515
model 20 C,20.3833,5.8585
model 20 C,20.4,5.6594
model 20 C,20.4167,5.55595
model 20 C,20.4333,5.6794
model 20 C,20.45,5.9087
model 20 C,20.4667,6.24055
model 20 C,20.4833,6.72295
model 20 C,20.5,7.2791
model 20 C,20.5167,8.1294
model 20 C,20.5333,9.05885
model 20 C,20.55,10.0922
model 20 C,20.5667,11.3272
model 20 C,20.5833,12.2576
model 20 C,20.6,13.297
model 20 C,20.6167,14.5125
model 20 C,20.6333,15.6804
model 20 C,20.65,16.6545
model 20 C,20.6667,17.9077
model 20 C,20.6833,18.9593
model 20 C,20.7,20.0895
model 20 C,20.7167,21.3605
model 20 C,20.7333,22.3568
model 20 C,20.75,23.2443
model 20 C,20.7667,24.0417
model 20 C,20.7833,24.9429
model 20 C,20.8,25.4687
model 20 C,20.8167,26.0646
model 20 C,20.8333,26.4198
model 20 C,20.85,26.7864
model 20 C,20.8667,26.8411
model 20 C,20.8833,26.8868
model 20 C,20.9,26.6414
model 20 C,20.9167,26.1931
model 20 C,20.9333,25.6188
model 20 C,20.95,25.0744
model 20 C,20.9667,24.4072
model 20 C,20.9833,23.5804
model 20 C,21,22.6062
model 20 C,21.0167,21.7563
model 20 C,21.0333,20.5842
model 20 C,21.05,19.4505
model 20 C,21.0667,18.6239
model 20 C,21.0833,17.8905
model 20 C,21.1,17.2099
model 20 C,21.1167,16.7828
model 20 C,21.1333,16.1427
model 20 C,21.15,15.8838
model 20 C,21.1667,16.1072
model 20 C,21.1833,16.5012
model 20 C,21.2,16.7702
model 20 C,21.2167,17.0417
model 20 C,21.2333,17.4605
model 20 C,21.25,18.2227
model 20 C,21.2667,19.1602
model 20 C,21.2833,20.3516
model 20 C,21.3,21.6041
model 20 C,21.3167,22.9387
model 20 C,21.3333,24.0415
model 20 C,21.35,24.7885
model 20 C,21.3667,25.5163
model 20 C,21.3833,26.0111
model 20 C,21.4,26.3123
model 20 C,21.4167,26.7813
model 20 C,21.4333,27.0182
model 20 C,21.45,26.8934
model 20 C,21.4667,26.7941
model 20 C,21.4833,26.5784
model 20 C,21.5,26.156
model 20 C,21.5167,25.5673
model 20 C,21.5333,24.8126
model 20 C,21.55,23.7296
model 20 C,21.5667,22.5494
model 20 C,21.5833,21.4721
model 20 C,21.6,20.319
model 20 C,21.6167,19.0992
model 20 C,21.6333,18.0442
model 20 C,21.65,17.0221
model 20 C,21.6667,16.1428
model 20 C,21.6833,15.3392
model 20 C,21.7,14.6455
model 20 C,21.7167,14.0511
model 20 C,21.7333,13.764
model 20 C,21.75,13.5659
model 20 C,21.7667,13.4795
model 20 C,21.7833,13.3892
model 20 C,21.8,13.5872
model 20 C,21.8167,13.9458
model 20 C,21.8333,14.441
model 20 C,21.85,15.1013
model 20 C,21.8667,15.8355
model 20 C,21.8833,16.6905
model 20 C,21.9,17.6656
model 20 C,21.9167,18.8573
model 20 C,21.9333,19.8781
model 20 C,21.95,20.899
model 20 C,21.9667,22.1416
model 20 C,21.9833,23.3004
model 20 C,22,24.3397
model 20 C,22.0167,25.318
model 20 C,22.0333,26.1787
model 20 C,22.05,26.8736
model 20 C,22.0667,27.3054
model 20 C,22.0833,27.691
model 20 C,22.1,28.1452
model 20 C,22.1167,28.4123
model 20 C,22.1333,28.4584
model 20 C,22.15,28.5654
model 20 C,22.1667,28.3661
model 20 C,22.1833,27.9447
model 20 C,22.2,27.5586
model 20 C,22.2167,27.0888
model 20 C,22.2333,26.7849
model 20 C,22.25,26.4369
model 20 C,22.2667,26.2111
model 20 C,22.2833,25.8904
model 20 C,22.3,25.8499
model 20 C,22.3167,26.0224
model 20 C,22.3333,26.4891
model 20 C,22.35,27.0361
model 20 C,22.3667,27.71
model 20 C,22.3833,28.512
model 20 C,22.4,29.3864
model 20 C,22.4167,30.5373
model 20 C,22.4333,31.7385
model 20 C,22.45,32.8738
model 20 C,22.4667,34.1777
model 20 C,22.4833,35.4558
model 20 C,22.5,36.3516
model 20 C,22.5167,37.4397
model 20 C,22.5333,38.7107
model 20 C,22.55,39.9697
model 20 C,22.5667,41.0635
model 20 C,22.5833,42.3443
model 20 C,22.6,43.5032
model 20 C,22.6167,44.4988
model 20 C,22.6333,45.5097
model 20 C,22.65,46.3262
model 20 C,22.6667,47.1653
model 20 C,22.6833,47.797
model 20 C,22.7,48.2669
model 20 C,22.7167,48.5632
model 20 C,22.7333,48.9612
model 20 C,22.75,49.1105
model 20 C,22.7667,49.1588
model 20 C,22.7833,49.0056
model 20 C,22.8,49.0378
model 20 C,22.8167,48.8574
model 20 C,22.8333,48.5531
model 20 C,22.85,48.3553
model 20 C,22.8667,48.1212
model 20 C,22.8833,47.9592
model 20 C,22.9,47.7938
model 20 C,22.9167,47.8599
model 20 C,22.9333,47.7894
model 20 C,22.95,48.1977
model 20 C,22.9667,48.588
model 20 C,22.9833,49.1144
model 20 C,23,50.0428
model 20 C,23.0167,50.7963
model 20 C,23.0333,51.7009
model 20 C,23.05,52.544
model 20 C,23.0667,53.3344
model 20 C,23.0833,53.834
model 20 C,23.1,54.1658
model 20 C,23.1167,54.2284
model 20 C,23.1333,54.0356
model 20 C,23.15,54.0536
model 20 C,23.1667,53.6861
model 20 C,23.1833,53.3099
model 20 C,23.2,52.8091
model 20 C,23.2167,52.0682
model 20 C,23.2333,51.1756
model 20 C,23.25,50.215
model 20 C,23.2667,49.1491
model 20 C,23.2833,47.9683
model 20 C,23.3,47.0953
model 20 C,23.3167,46.0287
model 20 C,23.3333,44.9896
model 20 C,23.35,43.7032
model 20 C,23.3667,42.7682
model 20 C,23.3833,41.7622
model 20 C,23.4,41.0882
model 20 C,23.4167,40.5095
model 20 C,23.4333,40.1148
model 20 C,23.45,39.8074
model 20 C,23.4667,39.6403
model 20 C,23.4833,39.8804
model 20 C,23.5,40.0535
model 20 C,23.5167,40.4256
model 20 C,23.5333,40.8132
model 20 C,23.55,41.3815
model 20 C,23.5667,42.2058
model 20 C,23.5833,42.932
model 20 C,23.6,43.5446
model 20 C,23.6167,44.2936
model 20 C,23.6333,44.7923
model 20 C,23.65,45.2043
model 20 C,23.6667,45.6751
model 20 C,23.6833,46.069
model 20 C,23.7,46.0568
model 20 C,23.7167,45.852
model 20 C,23.7333,45.2383
model 20 C,23.75,44.9988
model 20 C,23.7667,44.648
model 20 C,23.7833,44.3314
model 20 C,23.8,43.8815
model 20 C,23.8167,43.7326
model 20 C,23.8333,43.3558
model 20 C,23.85,43.1975
model 20 C,23.8667,43.1025
model 20 C,23.8833,43.1061
model 20 C,23.9,43.2953
model 20 C,23.9167,43.615
model 20 C,23.9333,44.0592
model 20 C,23.95,44.3355
model 20 C,23.9667,44.8973
model 20 C,23.9833,45.299
model 20 C,24,45.7086
model 20 C,24.0167,46.0906
model 20 C,24.0333,46.3635
model 20 C,24.05,46.4744
model 20 C,24.0667,46.1827
model 20 C,24.0833,45.9079
model 20 C,24.1,45.638
model 20 C,24.1167,45.011
model 20 C,24.1333,44.3299
model 20 C,24.15,43.5545
model 20 C,24.1667,42.4244
model 20 C,24.1833,41.3492
model 20 C,24.2,40.2726
model 20 C,24.2167,39.1431
model 20 C,24.2333,38.111
model 20 C,24.25,37.0829
model 20 C,24.2667,36.2557
model 20 C,24.2833,35.7491
model 20 C,24.3,35.402
model 20 C,24.3167,35.231
model 20 C,24.3333,34.9443
model 20 C,24.35,34.8489
model 20 C,24.3667,34.9176
model 20 C,24.3833,35.1694
model 20 C,24.4,35.3815
model 20 C,24.4167,35.9751
model 20 C,24.4333,36.81
model 20 C,24.45,37.4134
model 20 C,24.4667,38.2732
model 20 C,24.4833,39.4832
model 20 C,24.5,40.6366
model 20 C,24.5167,41.5549
model 20 C,24.5333,42.4042
model 20 C,24.55,43.1349
model 20 C,24.5667,43.6925
model 20 C,24.5833,43.8546
model 20 C,24.6,43.928
model 20 C,24.6167,44.1867
model 20 C,24.6333,44.1367
model 20 C,24.65,43.9669
model 20 C,24.6667,43.6451
model 20 C,24.6833,43.193
model 20 C,24.7,42.63
model 20 C,24.7167,42.2039
model 20 C,24.7333,41.7661
model 20 C,24.75,41.1632
model 20 C,24.7667,40.7933
model 20 C,24.7833,40.4594
model 20 C,24.8,40.0975
model 20 C,24.8167,40.0677
model 20 C,24.8333,40.1396
model 20 C,24.85,40.4042
model 20 C,24.8667,40.867
model 20 C,24.8833,41.1549
model 20 C,24.9,41.751
model 20 C,24.9167,42.5014
model 20 C,24.9333,43.7059
model 20 C,24.95,44.8608
model 20 C,24.9667,45.7839
model 20 C,24.9833,46.8636
model 20 C,25,47.87
model 20 C,25.0167,48.9659
model 20 C,25.0333,49.6071
model 20 C,25.05,50.139
model 20 C,25.0667,50.5742
model 20 C,25.0833,50.9173
model 20 C,25.1,51.0693
model 20 C,25.1167,51.2555
model 20 C,25.1333,51.1277
model 20 C,25.15,50.8868
model 20 C,25.1667,50.4243
model 20 C,25.1833,49.935
model 20 C,25.2,49.497
model 20 C,25.2167,48.9758
model 20 C,25.2333,48.5634
model 20 C,25.25,48.219
model 20 C,25.2667,47.8335
model 20 C,25.2833,47.5534
model 20 C,25.3,47.5917
model 20 C,25.3167,47.6533
model 20 C,25.3333,47.9304
model 20 C,25.35,48.2973
model 20 C,25.3667,48.9663
model 20 C,25.3833,49.5266
model 20 C,25.4,50.345
model 20 C,25.4167,51.4636
model 20 C,25.4333,52.5891
model 20 C,25.45,53.5134
model 20 C,25.4667,54.8546
model 20 C,25.4833,55.8954
model 20 C,25.5,56.8291
model 20 C,25.5167,57.9755
model 20 C,25.5333,58.933
model 20 C,25.55,60.0207
model 20 C,25.5667,60.8503
model 20 C,25.5833,61.5008
model 20 C,25.6,62.1779
model 20 C,25.6167,62.6126
model 20 C,25.6333,62.8929
model 20 C,25.65,63.0116
model 20 C,25.6667,63.075
model 20 C,25.6833,63.0574
model 20 C,25.7,62.8567
model 20 C,25.7167,62.4772
model 20 C,25.7333,61.7844
model 20 C,25.75,61.2289
model 20 C,25.7667,60.2555
model 20 C,25.7833,59.4529
model 20 C,25.8,58.3505
model 20 C,25.8167,57.1639
model 20 C,25.8333,56.0119
model 20 C,25.85,54.8948
model 20 C,25.8667,53.6026
model 20 C,25.8833,52.6889
model 20 C,25.9,51.4063
model 20 C,25.9167,50.1891
model 20 C,25.9333,48.9654
model 20 C,25.95,47.8535
model 20 C,25.9667,47.0493
model 20 C,25.9833,46.2948
model 20 C,26,45.5694
model 20 C,26.0167,45.0326
model 20 C,26.0333,44.571
model 20 C,26.05,44.459
model 20 C,26.0667,44.4194
model 20 C,26.0833,44.5131
model 20 C,26.1,45.0556
model 20 C,26.1167,45.3681
model 20 C,26.1333,45.7699
model 20 C,26.15,46.1217
model 20 C,26.1667,46.6183
model 20 C,26.1833,47.3841
model 20 C,26.2,48.062
model 20 C,26.2167,48.8652
model 20 C,26.2333,49.157
model 20 C,26.25,49.3972
model 20 C,26.2667,49.447
model 20 C,26.2833,49.1561
model 20 C,26.3,49.0151
model 20 C,26.3167,48.7289
model 20 C,26.3333,48.5478
model 20 C,26.35,48.0784
model 20 C,26.3667,47.5759
model 20 C,26.3833,46.5668
model 20 C,26.4,45.7062
model 20 C,26.4167,44.4616
model 20 C,26.4333,43.4937
model 20 C,26.45,42.5297
model 20 C,26.4667,41.3205
model 20 C,26.4833,40.2617
model 20 C,26.5,39.0723
model 20 C,26.5167,37.929
model 20 C,26.5333,36.7822
model 20 C,26.55,35.7906
model 20 C,26.5667,34.5794
model 20 C,26.5833,33.4378
model 20 C,26.6,32.2465
model 20 C,26.6167,30.8966
model 20 C,26.6333,29.6719
model 20 C,26.65,28.7191
model 20 C,26.6667,27.577
model 20 C,26.6833,26.5105
model 20 C,26.7,25.398
model 20 C,26.7167,24.2796
model 20 C,26.7333,23.0832
model 20 C,26.75,21.7724
model 20 C,26.7667,20.6112
model 20 C,26.7833,19.7658
model 20 C,26.8,18.4719
model 20 C,26.8167,17.5969
model 20 C,26.8333,16.9483
model 20 C,26.85,16.3752
model 20 C,26.8667,16.0657
model 20 C,26.8833,15.6757
model 20 C,26.9,15.5038
model 20 C,26.9167,15.5365
model 20 C,26.9333,15.8953
model 20 C,26.95,16.2305
model 20 C,26.9667,16.6603
model 20 C,26.9833,17.2673
model 20 C,27,18.0579
model 20 C,27.0167,18.8317
model 20 C,27.0333,19.8156
model 20 C,27.05,20.9954
model 20 C,27.0667,22.0855
model 20 C,27.0833,23.3944
model 20 C,27.1,24.5521
model 20 C,27.1167,25.7175
model 20 C,27.1333,26.7507
model 20 C,27.15,27.8119
model 20 C,27.1667,28.9497
model 20 C,27.1833,30.0747
model 20 C,27.2,31.2739
model 20 C,27.2167,32.3952
model 20 C,27.2333,33.5609
model 20 C,27.25,34.7323
model 20 C,27.2667,35.9047
model 20 C,27.2833,36.913
model 20 C,27.3,37.9819
model 20 C,27.3167,39.1994
model 20 C,27.3333,40.4205
model 20 C,27.35,41.6673
model 20 C,27.3667,42.5264
model 20 C,27.3833,43.5614
model 20 C,27.4,44.7916
model 20 C,27.4167,46.1429
model 20 C,27.4333,47.3016
model 20 C,27.45,48.4786
model 20 C,27.4667,49.5485
model 20 C,27.4833,50.3464
model 20 C,27.5,51.4397
model 20 C,27.5167,52.7353
model 20 C,27.5333,54.0382
model 20 C,27.55,55.0862
model 20 C,27.5667,56.0515
model 20 C,27.5833,56.9447
model 20 C,27.6,57.8507
model 20 C,27.6167,58.6739
model 20 C,27.6333,59.3425
model 20 C,27.65,59.7659
model 20 C,27.6667,60.0765
model 20 C,27.6833,60.1268
model 20 C,27.7,60.2856
model 20 C,27.7167,60.1842
model 20 C,27.7333,59.7941
model 20 C,27.75,59.285
model 20 C,27.7667,58.8561
model 20 C,27.7833,58.0917
model 20 C,27.8,57.3678
model 20 C,27.8167,56.316
model 20 C,27.8333,55.2826
model 20 C,27.85,54.1928
model 20 C,27.8667,53.1091
model 20 C,27.8833,51.914
model 20 C,27.9,50.7745
model 20 C,27.9167,49.752
model 20 C,27.9333,48.5915
model 20 C,27.95,47.4345
model 20 C,27.9667,46.3333
model 20 C,27.9833,45.1296
model 20 C,28,44.014
model 20 C,28.0167,42.9771
model 20 C,28.0333,41.9618
model 20 C,28.05,40.8653
model 20 C,28.0667,39.8609
model 20 C,28.0833,38.9396
model 20 C,28.1,38.0725
model 20 C,28.1167,37.1471
model 20 C,28.1333,36.7075
model 20 C,28.15,36.3472
model 20 C,28.1667,35.9984
model 20 C,28.1833,35.9056
model 20 C,28.2,35.8918
model 20 C,28.2167,35.9316
model 20 C,28.2333,36.2224
model 20 C,28.25,36.7248
model 20 C,28.2667,37.4326
model 20 C,28.2833,38.1654
model 20 C,28.3,39.2294
model 20 C,28.3167,40.3273
model 20 C,28.3333,41.4832
model 20 C,28.35,42.7542
model 20 C,28.3667,43.8532
model 20 C,28.3833,45.0038
model 20 C,28.4,46.2984
model 20 C,28.4167,47.5219
model 20 C,28.4333,48.6409
model 20 C,28.45,49.8712
model 20 C,28.4667,50.953
model 20 C,28.4833,52.1763
model 20 C,28.5,53.4181
model 20 C,28.5167,54.5172
model 20 C,28.5333,55.5921
model 20 C,28.55,56.5665
model 20 C,28.5667,57.4015
model 20 C,28.5833,58.0851
model 20 C,28.6,58.7735
model 20 C,28.6167,59.352
model 20 C,28.6333,59.3918
model 20 C,28.65,59.3597
model 20 C,28.6667,59.2439
model 20 C,28.6833,59.151
model 20 C,28.7,58.9834
model 20 C,28.7167,58.6778
model 20 C,28.7333,58.0514
model 20 C,28.75,57.2553
model 20 C,28.7667,56.2009
model 20 C,28.7833,55.5379
model 20 C,28.8,54.897
model 20 C,28.8167,54.3862
model 20 C,28.8333,53.9754
model 20 C,28.85,53.4657
model 20 C,28.8667,53.2784
model 20 C,28.8833,53.3008
model 20 C,28.9,53.0624
model 20 C,28.9167,52.9046
model 20 C,28.9333,52.8687
model 20 C,28.95,52.6412
model 20 C,28.9667,52.4738
model 20 C,28.9833,52.6008
model 20 C,29,52.4393
model 20 C,29.0167,52.5632
model 20 C,29.0333,52.6303
model 20 C,29.05,52.3215
model 20 C,29.0667,52.2816
model 20 C,29.0833,52.1866
model 20 C,29.1,52.0446
model 20 C,29.1167,51.8342
model 20 C,29.1333,51.7315
model 20 C,29.15,51.7319
model 20 C,29.1667,52.0586
model 20 C,29.1833,52.3512
model 20 C,29.2,52.8944
model 20 C,29.2167,53.5472
model 20 C,29.2333,54.3227
model 20 C,29.25,55.4008
model 20 C,29.2667,56.5979
model 20 C,29.2833,57.8998
model 20 C,29.3,58.8798
model 20 C,29.3167,60.0305
model 20 C,29.3333,61.0913
model 20 C,29.35,62.2124
model 20 C,29.3667,63.2371
model 20 C,29.3833,64.3809
model 20 C,29.4,65.3937
model 20 C,29.4167,66.6025
model 20 C,29.4333,67.7365
model 20 C,29.45,68.8229
model 20 C,29.4667,69.9503
model 20 C,29.4833,71.0788
model 20 C,29.5,72.1652
model 20 C,29.5167,73.2613
model 20 C,29.5333,74.4165
model 20 C,29.55,75.4224
model 20 C,29.5667,76.3971
model 20 C,29.5833,77.423
model 20 C,29.6,78.5318
model 20 C,29.6167,79.7416
model 20 C,29.6333,80.8997
model 20 C,29.65,82.0407
model 20 C,29.6667,83.223
model 20 C,29.6833,84.1654
model 20 C,29.7,85.0934
model 20 C,29.7167,86.2806
model 20 C,29.7333,87.4256
model 20 C,29.75,88.4806
model 20 C,29.7667,89.3752
model 20 C,29.7833,90.3872
model 20 C,29.8,91.0534
model 20 C,29.8167,91.5834
model 20 C,29.8333,92.001
model 20 C,29.85,92.1982
model 20 C,29.8667,92.2768
model 20 C,29.8833,92.1345
model 20 C,29.9,92.1229
model 20 C,29.9167,92.1134
model 20 C,29.9333,92.0597
model 20 C,29.95,92.188
model 20 C,29.9667,92.2184
model 20 C,29.9833,92.0086
model 20 C,30,91.8363
model 20 C,30.0167,91.7597
model 20 C,30.0333,91.7013
model 20 C,30.05,91.3989
model 20 C,30.0667,91.2606
model 20 C,30.0833,91.3219
model 20 C,30.1,91.4218
model 20 C,30.1167,91.5052
model 20 C,30.1333,91.4844
model 20 C,30.15,91.3791
model 20 C,30.1667,91.3084
model 20 C,30.1833,91.4991
model 20 C,30.2,91.5831
model 20 C,30.2167,91.5291
model 20 C,30.2333,91.6835
model 20 C,30.25,91.843
model 20 C,30.2667,91.918
model 20 C,30.2833,92.0139
model 20 C,30.3,91.9929
model 20 C,30.3167,92.1961
model 20 C,30.3333,92.2869
model 20 C,30.35,92.3782
model 20 C,30.3667,92.5483
model 20 C,30.3833,92.6273
model 20 C,30.4,92.5362
model 20 C,30.4167,92.6509
model 20 C,30.4333,92.8169
model 20 C,30.45,92.9
model 20 C,30.4667,92.9062
model 20 C,30.4833,92.7309
model 20 C,30.5,92.4965
model 20 C,30.5167,92.4753
model 20 C,30.5333,92.2499
model 20 C,30.55,92.2135
model 20 C,30.5667,92.3615
model 20 C,30.5833,92.4397
model 20 C,30.6,92.4547
model 20 C,30.6167,92.5594
model 20 C,30.6333,92.5744
model 20 C,30.65,92.6149
model 20 C,30.6667,92.1539
model 20 C,30.6833,91.608
model 20 C,30.7,91.1748
model 20 C,30.7167,90.8017
model 20 C,30.7333,90.7357
model 20 C,30.75,90.7833
model 20 C,30.7667,90.7375
model 20 C,30.7833,90.6038
model 20 C,30.8,90.5547
model 20 C,30.8167,90.721
model 20 C,30.8333,90.8588
model 20 C,30.85,90.9667
model 20 C,30.8667,91.1971
model 20 C,30.8833,91.4159
model 20 C,30.9,91.7155
model 20 C,30.9167,91.805
model 20 C,30.9333,91.9519
model 20 C,30.95,92.0388
model 20 C,30.9667,92.2796
model 20 C,30.9833,92.2407
model 20 C,31,92.0911
model 20 C,31.0167,91.8012
model 20 C,31.0333,91.8689
model 20 C,31.05,91.8685
model 20 C,31.0667,91.7673
model 20 C,31.0833,91.8774
model 20 C,31.1,91.7022
model 20 C,31.1167,91.6252
model 20 C,31.1333,91.4036
model 20 C,31.15,91.3562
model 20 C,31.1667,91.3916
model 20 C,31.1833,91.278
model 20 C,31.2,91.1047
model 20 C,31.2167,91.2561
model 20 C,31.2333,91.2685
model 20 C,31.25,91.1639
model 20 C,31.2667,91.1882
model 20 C,31.2833,91.4194
model 20 C,31.3,91.3233
model 20 C,31.3167,91.4136
model 20 C,31.3333,91.254
model 20 C,31.35,91.1429
model 20 C,31.3667,91.1056
model 20 C,31.3833,91.0532
model 20 C,31.4,91.2567
model 20 C,31.4167,91.6687
model 20 C,31.4333,91.9428
model 20 C,31.45,92.153
model 20 C,31.4667,92.5469
model 20 C,31.4833,92.7017
model 20 C,31.5,93.1358
model 20 C,31.5167,93.1857
model 20 C,31.5333,93.1594
model 20 C,31.55,93.0704
model 20 C,31.5667,93.1047
model 20 C,31.5833,93.2003
model 20 C,31.6,93.3557
model 20 C,31.6167,93.3147
model 20 C,31.6333,93.4178
model 20 C,31.65,93.4605
model 20 C,31.6667,93.4522
model 20 C,31.6833,93.331
model 20 C,31.7,93.1806
model 20 C,31.7167,92.9194
model 20 C,31.7333,92.5005
model 20 C,31.75,92.1261
model 20 C,31.7667,91.7642
model 20 C,31.7833,91.7313
model 20 C,31.8,91.4194
model 20 C,31.8167,91.2654
model 20 C,31.8333,90.9657
model 20 C,31.85,90.659
model 20 C,31.8667,90.368
model 20 C,31.8833,89.7702
model 20 C,31.9,89.1085
model 20 C,31.9167,88.487
model 20 C,31.9333,87.806
model 20 C,31.95,87.0259
model 20 C,31.9667,86.2322
model 20 C,31.9833,85.3525
model 20 C,32,84.665
model 20 C,32.0167,83.5108
model 20 C,32.0333,82.5272
model 20 C,32.05,81.2686
model 20 C,32.0667,80.2011
model 20 C,32.0833,78.9564
model 20 C,32.1,77.7922
model 20 C,32.1167,76.6612
model 20 C,32.1333,75.6633
model 20 C,32.15,74.5344
model 20 C,32.1667,73.45
model 20 C,32.1833,72.2352
model 20 C,32.2,71.2345
model 20 C,32.2167,70.2116
model 20 C,32.2333,69.1214
model 20 C,32.25,67.8103
model 20 C,32.2667,66.7231
model 20 C,32.2833,65.6219
model 20 C,32.3,64.2836
model 20 C,32.3167,63.1964
model 20 C,32.3333,62.2052
model 20 C,32.35,60.8736
model 20 C,32.3667,59.7612
model 20 C,32.3833,58.6392
model 20 C,32.4,57.4457
model 20 C,32.4167,56.4784
model 20 C,32.4333,55.2045
model 20 C,32.45,54.1564
model 20 C,32.4667,53.0515
model 20 C,32.4833,51.9941
model 20 C,32.5,50.8803
model 20 C,32.5167,49.446
model 20 C,32.5333,48.2587
model 20 C,32.55,47.1097
model 20 C,32.5667,45.9883
model 20 C,32.5833,44.8464
model 20 C,32.6,43.6246
model 20 C,32.6167,42.5033
model 20 C,32.6333,41.2786
model 20 C,32.65,40.0956
model 20 C,32.6667,38.9109
model 20 C,32.6833,37.7981
model 20 C,32.7,36.6985
model 20 C,32.7167,35.6731
model 20 C,32.7333,34.6512
model 20 C,32.75,33.8943
model 20 C,32.7667,33.1176
model 20 C,32.7833,32.6406
model 20 C,32.8,32.0999
model 20 C,32.8167,31.8168
model 20 C,32.8333,31.6541
model 20 C,32.85,31.4654
model 20 C,32.8667,31.5578
model 20 C,32.8833,31.8231
model 20 C,32.9,32.2019
model 20 C,32.9167,32.6789
