panel,series,t_min,angular_msd_rad2,fitted_D_theta_per_min,translational_msd_mm2,plateau_mm2,tau_d_min,x_mm,y_mm,counts,temperature_C,tau_theta_s,tau_d_s,tau_theta_min,tau_tr_min,fa_nN,kappa_over_uE,T_star,tau_tr_inf_min,n_runs,pe_number,tau_tr_over_tau_tr_inf
B inset,"living worms, all temperatures",,,,,,,-2.205,-0.525,87,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-0.525,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-0.525,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-0.525,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-0.525,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-0.525,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-0.525,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-0.525,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-0.525,63,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-0.525,72,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-0.525,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-0.525,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-0.525,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-0.525,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-0.525,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-0.525,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-0.525,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-0.525,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-0.525,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-0.525,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-0.525,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-0.525,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-0.525,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-0.525,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-0.525,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-0.525,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-0.525,91,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-0.525,110,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-0.525,115,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,-0.525,114,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,-0.315,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-0.315,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-0.315,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-0.315,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-0.315,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-0.315,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-0.315,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-0.315,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-0.315,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-0.315,80,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-0.315,86,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-0.315,99,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-0.315,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-0.315,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-0.315,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-0.315,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-0.315,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-0.315,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-0.315,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-0.315,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-0.315,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-0.315,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-0.315,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-0.315,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-0.315,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-0.315,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-0.315,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-0.315,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-0.315,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-0.315,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-0.315,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-0.315,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-0.315,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-0.315,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-0.315,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-0.315,94,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-0.315,84,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,-0.315,111,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,-0.105,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-0.105,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-0.105,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-0.105,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-0.105,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-0.105,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-0.105,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-0.105,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-0.105,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-0.105,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-0.105,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-0.105,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-0.105,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-0.105,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-0.105,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-0.105,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-0.105,69,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-0.105,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-0.105,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-0.105,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-0.105,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-0.105,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-0.105,74,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-0.105,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-0.105,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-0.105,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-0.105,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-0.105,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-0.105,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-0.105,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-0.105,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-0.105,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-0.105,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-0.105,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-0.105,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-0.105,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-0.105,103,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,-0.105,104,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,0.105,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,0.105,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,0.105,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,0.105,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,0.105,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,0.105,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,0.105,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,0.105,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,0.105,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,0.105,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,0.105,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,0.105,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,0.105,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,0.105,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,0.105,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,0.105,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,0.105,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,0.105,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,0.105,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,0.105,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,0.105,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,0.105,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,0.105,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,0.105,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,0.105,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,0.105,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,0.105,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,0.105,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,0.105,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,0.105,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,0.105,63,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,0.105,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,0.105,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,0.105,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,0.105,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,0.105,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,0.105,72,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,0.105,111,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,0.315,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,0.315,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,0.315,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,0.315,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,0.315,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,0.315,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,0.315,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,0.315,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,0.315,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,0.315,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,0.315,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,0.315,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,0.315,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,0.315,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,0.315,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,0.315,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,0.315,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,0.315,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,0.315,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,0.315,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,0.315,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,0.315,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,0.315,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,0.315,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,0.315,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,0.315,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,0.315,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,0.315,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,0.315,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,0.315,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,0.315,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,0.315,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,0.315,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,0.315,63,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,0.315,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,0.315,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,0.315,84,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,0.315,77,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,0.525,80,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,0.525,80,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,0.525,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,0.525,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,0.525,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,0.525,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,0.525,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,0.525,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,0.525,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,0.525,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,0.525,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,0.525,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,0.525,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,0.525,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,0.525,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,0.525,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,0.525,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,0.525,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,0.525,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,0.525,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,0.525,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,0.525,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,0.525,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,0.525,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,0.525,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,0.525,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,0.525,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,0.525,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,0.525,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,0.525,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,0.525,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,0.525,69,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,0.525,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,0.525,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,0.525,69,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,0.525,83,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,0.525,105,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,0.525,98,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,0.735,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,0.735,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,0.735,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,0.735,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,0.735,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,0.735,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,0.735,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,0.735,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,0.735,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,0.735,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,0.735,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,0.735,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,0.735,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,0.735,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,0.735,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,0.735,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,0.735,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,0.735,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,0.735,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,0.735,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,0.735,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,0.735,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,0.735,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,0.735,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,0.735,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,0.735,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,0.735,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,0.735,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,0.735,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,0.735,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,0.735,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,0.735,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,0.735,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,0.735,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,0.735,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,0.735,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,0.735,100,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,0.735,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,0.945,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,0.945,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,0.945,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,0.945,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,0.945,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,0.945,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,0.945,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,0.945,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,0.945,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,0.945,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,0.945,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,0.945,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,0.945,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,0.945,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,0.945,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,0.945,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,0.945,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,0.945,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,0.945,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,0.945,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,0.945,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,0.945,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,0.945,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,0.945,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,0.945,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,0.945,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,0.945,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,0.945,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,0.945,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,0.945,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,0.945,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,0.945,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,0.945,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,0.945,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,0.945,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,0.945,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,0.945,84,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,0.945,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,1.155,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,1.155,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,1.155,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,1.155,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,1.155,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,1.155,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,1.155,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,1.155,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,1.155,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,1.155,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,1.155,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,1.155,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,1.155,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,1.155,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,1.155,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,1.155,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,1.155,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,1.155,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,1.155,25,,,,,,,,,,,,
