panel,series,t_min,x_cm_mm,probability_density_per_mm,Rg_over_lc,Re_over_lc,probability
C,living worm 20 C,24.1333,4.021,,,,
C,living worm 20 C,24.1667,4.089,,,,
C,living worm 20 C,24.2,2.763,,,,
C,living worm 20 C,24.2333,2.593,,,,
C,living worm 20 C,24.2667,5.347,,,,
C,living worm 20 C,24.3,5.279,,,,
C,living worm 20 C,24.3333,4.497,,,,
C,living worm 20 C,24.3667,5.347,,,,
C,living worm 20 C,24.4,3.239,,,,
C,living worm 20 C,24.4333,3.749,,,,
C,living worm 20 C,24.4667,4.089,,,,
C,living worm 20 C,24.5,4.225,,,,
C,living worm 20 C,24.5333,4.327,,,,
C,living worm 20 C,24.5667,4.463,,,,
C,living worm 20 C,24.6,4.599,,,,
C,living worm 20 C,24.6333,4.463,,,,
C,living worm 20 C,24.6667,4.599,,,,
C,living worm 20 C,24.7,4.089,,,,
C,living worm 20 C,24.7333,4.361,,,,
C,living worm 20 C,24.7667,4.021,,,,
C,living worm 20 C,24.8,4.565,,,,
C,living worm 20 C,24.8333,5.007,,,,
C,living worm 20 C,24.8667,3.103,,,,
C,living worm 20 C,24.9,2.321,,,,
C,living worm 20 C,24.9333,3.953,,,,
C,living worm 20 C,24.9667,4.225,,,,
C,living worm 20 C,25,3.239,,,,
C,living worm 20 C,25.0333,3.001,,,,
C,living worm 20 C,25.0667,2.661,,,,
C,living worm 20 C,25.1,2.627,,,,
C,living worm 20 C,25.1333,2.321,,,,
C,living worm 20 C,25.1667,2.457,,,,
C,living worm 20 C,25.2,4.157,,,,
C,living worm 20 C,25.2333,5.075,,,,
C,living worm 20 C,25.2667,5.551,,,,
C,living worm 20 C,25.3,5.177,,,,
C,living worm 20 C,25.3333,4.905,,,,
C,living worm 20 C,25.3667,5.381,,,,
C,living worm 20 C,25.4,4.565,,,,
C,living worm 20 C,25.4333,3.919,,,,
C,living worm 20 C,25.4667,4.973,,,,
C,living worm 20 C,25.5,5.313,,,,
C,living worm 20 C,25.5333,5.619,,,,
C,living worm 20 C,25.5667,5.585,,,,
C,living worm 20 C,25.6,5.007,,,,
C,living worm 20 C,25.6333,3.579,,,,
C,living worm 20 C,25.6667,5.109,,,,
C,living worm 20 C,25.7,5.857,,,,
C,living worm 20 C,25.7333,8.373,,,,
C,living worm 20 C,25.7667,11.331,,,,
C,living worm 20 C,25.8,16.159,,,,
C,living worm 20 C,25.8333,17.315,,,,
C,living worm 20 C,25.8667,20.681,,,,
C,living worm 20 C,25.9,19.151,,,,
C,living worm 20 C,25.9333,19.236,,,,
C,living worm 20 C,25.9667,20.103,,,,
C,living worm 20 C,26,22.041,,,,
C,living worm 20 C,26.0333,27.141,,,,
C,living worm 20 C,26.0667,32.003,,,,
C,living worm 20 C,26.1,33.941,,,,
C,living worm 20 C,26.1333,36.661,,,,
C,living worm 20 C,26.1667,40.401,,,,
C,living worm 20 C,26.2,43.427,,,,
C,living worm 20 C,26.2333,44.124,,,,
C,living worm 20 C,26.2667,49.955,,,,
C,living worm 20 C,26.3,50.465,,,,
C,living worm 20 C,26.3333,51.893,,,,
C,living worm 20 C,26.3667,51.995,,,,
C,living worm 20 C,26.4,51.757,,,,
C,living worm 20 C,26.4333,51.043,,,,
C,living worm 20 C,26.4667,52.896,,,,
C,living worm 20 C,26.5,54.103,,,,
C,living worm 20 C,26.5333,53.899,,,,
C,living worm 20 C,26.5667,52.233,,,,
C,living worm 20 C,26.6,52.641,,,,
C,living worm 20 C,26.6333,52.505,,,,
C,living worm 20 C,26.6667,52.114,,,,
C,living worm 20 C,26.7,54.681,,,,
C,living worm 20 C,26.7333,56.789,,,,
C,living worm 20 C,26.7667,59.849,,,,
C,living worm 20 C,26.8,62.603,,,,
C,living worm 20 C,26.8333,63.623,,,,
C,living worm 20 C,26.8667,66.377,,,,
C,living worm 20 C,26.9,67.329,,,,
C,living worm 20 C,26.9333,67.533,,,,
C,living worm 20 C,26.9667,69.505,,,,
C,living worm 20 C,27,74.095,,,,
C,living worm 20 C,27.0333,77.835,,,,
C,living worm 20 C,27.0667,77.903,,,,
C,living worm 20 C,27.1,79.603,,,,
C,living worm 20 C,27.1333,79.773,,,,
C,living worm 20 C,27.1667,77.937,,,,
C,living worm 20 C,27.2,77.155,,,,
C,living worm 20 C,27.2333,79.467,,,,
C,living worm 20 C,27.2667,79.739,,,,
C,living worm 20 C,27.3,81.235,,,,
C,living worm 20 C,27.3333,82.187,,,,
C,living worm 20 C,27.3667,86.165,,,,
C,living worm 20 C,27.4,87.763,,,,
C,living worm 20 C,27.4333,90.143,,,,
C,living worm 20 C,27.4667,91.503,,,,
C,living worm 20 C,27.5,89.191,,,,
C,living worm 20 C,27.5333,88.443,,,,
C,living worm 20 C,27.5667,87.865,,,,
C,living worm 20 C,27.6,87.355,,,,
C,living worm 20 C,27.6333,86.981,,,,
C,living worm 20 C,27.6667,86.743,,,,
C,living worm 20 C,27.7,86.369,,,,
C,living worm 20 C,27.7333,85.689,,,,
C,living worm 20 C,27.7667,85.791,,,,
C,living worm 20 C,27.8,86.063,,,,
C,living worm 20 C,27.8333,87.083,,,,
C,living worm 20 C,27.8667,88.307,,,,
C,living worm 20 C,27.9,88.341,,,,
C,living worm 20 C,27.9333,90.449,,,,
C,living worm 20 C,27.9667,91.469,,,,
C,living worm 20 C,28,91.741,,,,
C,living worm 20 C,28.0333,91.469,,,,
C,living worm 20 C,28.0667,91.979,,,,
C,living worm 20 C,28.1,92.387,,,,
C,living worm 20 C,28.1333,92.693,,,,
C,living worm 20 C,28.1667,90.857,,,,
C,living worm 20 C,28.2,90.823,,,,
C,living worm 20 C,28.2333,91.027,,,,
C,living worm 20 C,28.2667,91.027,,,,
C,living worm 20 C,28.3,91.537,,,,
C,living worm 20 C,28.3333,91.741,,,,
C,living worm 20 C,28.3667,90.653,,,,
C,living worm 20 C,28.4,91.469,,,,
C,living worm 20 C,28.4333,91.571,,,,
C,living worm 20 C,28.4667,92.217,,,,
C,living worm 20 C,28.5,92.761,,,,
C,living worm 20 C,28.5333,92.727,,,,
C,living worm 20 C,28.5667,92.217,,,,
C,living worm 20 C,28.6,90.755,,,,
C,living worm 20 C,28.6333,90.585,,,,
C,living worm 20 C,28.6667,86.777,,,,
C,living worm 20 C,28.7,85.689,,,,
C,living worm 20 C,28.7333,82.493,,,,
C,living worm 20 C,28.7667,82.935,,,,
C,living worm 20 C,28.8,82.391,,,,
C,living worm 20 C,28.8333,82.663,,,,
C,living worm 20 C,28.8667,81.235,,,,
C,living worm 20 C,28.9,80.572,,,,
C,living worm 20 C,28.9333,79.705,,,,
C,living worm 20 C,28.9667,78.617,,,,
C,living worm 20 C,29,72.633,,,,
C,living worm 20 C,29.0333,69.947,,,,
C,living worm 20 C,29.0667,65.867,,,,
C,living worm 20 C,29.1,61.957,,,,
C,living worm 20 C,29.1333,62.161,,,,
C,living worm 20 C,29.1667,60.903,,,,
C,living worm 20 C,29.2,60.801,,,,
C,living worm 20 C,29.2333,60.767,,,,
C,living worm 20 C,29.2667,61.277,,,,
C,living worm 20 C,29.3,60.835,,,,
C,living worm 20 C,29.3333,60.461,,,,
C,living worm 20 C,29.3667,60.087,,,,
C,living worm 20 C,29.4,59.883,,,,
C,living worm 20 C,29.4333,59.509,,,,
C,living worm 20 C,29.4667,59.101,,,,
C,living worm 20 C,29.5,58.489,,,,
C,living worm 20 C,29.5333,58.115,,,,
C,living worm 20 C,29.5667,58.557,,,,
C,living worm 20 C,29.6,60.121,,,,
C,living worm 20 C,29.6333,60.461,,,,
C,living worm 20 C,29.6667,61.447,,,,
C,living worm 20 C,29.7,63.351,,,,
C,living worm 20 C,29.7333,65.663,,,,
C,living worm 20 C,29.7667,69.165,,,,
C,living worm 20 C,29.8,71.851,,,,
C,living worm 20 C,29.8333,73.891,,,,
C,living worm 20 C,29.8667,74.265,,,,
C,living worm 20 C,29.9,73.347,,,,
C,living worm 20 C,29.9333,71.596,,,,
C,living worm 20 C,29.9667,70.593,,,,
C,living worm 20 C,30,70.151,,,,
C,living worm 20 C,30.0333,69.777,,,,
C,living worm 20 C,30.0667,68.859,,,,
C,living worm 20 C,30.1,71.579,,,,
C,living worm 20 C,30.1333,72.191,,,,
C,living worm 20 C,30.1667,71.239,,,,
C,living worm 20 C,30.2,71.137,,,,
C,living worm 20 C,30.2333,71.579,,,,
C,living worm 20 C,30.2667,71.783,,,,
C,living worm 20 C,30.3,71.647,,,,
C,living worm 20 C,30.3333,71.919,,,,
C,living worm 20 C,30.3667,70.151,,,,
C,living worm 20 C,30.4,68.247,,,,
C,living worm 20 C,30.4333,66.037,,,,
C,living worm 20 C,30.4667,63.215,,,,
C,living worm 20 C,30.5,60.665,,,,
C,living worm 20 C,30.5333,60.121,,,,
C,living worm 20 C,30.5667,62.365,,,,
C,living worm 20 C,30.6,63.555,,,,
C,living worm 20 C,30.6333,64.133,,,,
C,living worm 20 C,30.6667,66.241,,,,
C,living worm 20 C,30.7,69.063,,,,
C,living worm 20 C,30.7333,72.735,,,,
C,living worm 20 C,30.7667,76.713,,,,
C,living worm 20 C,30.8,82.731,,,,
C,living worm 20 C,30.8333,84.227,,,,
C,living worm 20 C,30.8667,85.689,,,,
C,living worm 20 C,30.9,87.049,,,,
C,living worm 20 C,30.9333,87.406,,,,
C,living worm 20 C,30.9667,87.95,,,,
C,living worm 20 C,31,88.341,,,,
C,living worm 20 C,31.0333,88.545,,,,
C,living worm 20 C,31.0667,88.647,,,,
C,living worm 20 C,31.1,88.069,,,,
C,living worm 20 C,31.1333,89.837,,,,
C,living worm 20 C,31.1667,87.491,,,,
C,living worm 20 C,31.2,86.301,,,,
C,living worm 20 C,31.2333,88.851,,,,
C,living worm 20 C,31.2667,87.559,,,,
C,living worm 20 C,31.3,87.083,,,,
C,living worm 20 C,31.3333,87.525,,,,
C,living worm 20 C,31.3667,87.321,,,,
C,living worm 20 C,31.4,87.525,,,,
C,living worm 20 C,31.4333,88.205,,,,
C,living worm 20 C,31.4667,88.273,,,,
C,living worm 20 C,31.5,88.545,,,,
C,living worm 20 C,31.5333,88.953,,,,
C,living worm 20 C,31.5667,88.613,,,,
C,living worm 20 C,31.6,88.783,,,,
C,living worm 20 C,31.6333,84.227,,,,
C,living worm 20 C,31.6667,83.343,,,,
C,living worm 20 C,31.7,83.479,,,,
C,living worm 20 C,31.7333,82.323,,,,
C,living worm 20 C,31.7667,79.093,,,,
C,living worm 20 C,31.8,80.759,,,,
C,living worm 20 C,31.8333,80.011,,,,
C,living worm 20 C,31.8667,80.249,,,,
C,living worm 20 C,31.9,79.943,,,,
C,living worm 20 C,31.9333,80.045,,,,
C,living worm 20 C,31.9667,77.665,,,,
C,living worm 20 C,32,75.659,,,,
C,living worm 20 C,32.0333,74.843,,,,
C,living worm 20 C,32.0667,73.619,,,,
C,living worm 20 C,32.1,72.497,,,,
C,living worm 20 C,32.1333,72.871,,,,
C,living worm 20 C,32.1667,71.001,,,,
C,living worm 20 C,32.2,70.491,,,,
C,living worm 20 C,32.2333,70.967,,,,
C,living worm 20 C,32.2667,73.619,,,,
C,living worm 20 C,32.3,75.285,,,,
C,living worm 20 C,32.3333,78.277,,,,
C,living worm 20 C,32.3667,79.926,,,,
C,living worm 20 C,32.4,79.841,,,,
C,living worm 20 C,32.4333,82.799,,,,
C,living worm 20 C,32.4667,84.363,,,,
C,living worm 20 C,32.5,85.723,,,,
C,living worm 20 C,32.5333,85.893,,,,
C,living worm 20 C,32.5667,85.825,,,,
C,living worm 20 C,32.6,86.811,,,,
C,living worm 20 C,32.6333,88.953,,,,
C,living worm 20 C,32.6667,89.429,,,,
C,living worm 20 C,32.7,89.701,,,,
C,living worm 20 C,32.7333,89.803,,,,
C,living worm 20 C,32.7667,89.361,,,,
C,living worm 20 C,32.8,89.633,,,,
C,living worm 20 C,32.8333,89.055,,,,
C,living worm 20 C,32.8667,89.735,,,,
C,living worm 20 C,32.9,89.429,,,,
C,living worm 20 C,32.9333,90.959,,,,
C,living worm 20 C,32.9667,90.653,,,,
C,living worm 20 C,33,90.279,,,,
C,living worm 20 C,33.0333,90.245,,,,
C,living worm 20 C,33.0667,90.245,,,,
C,living worm 20 C,33.1,90.245,,,,
C,living worm 20 C,33.1333,89.905,,,,
C,living worm 20 C,33.1667,89.871,,,,
C,living worm 20 C,33.2,89.701,,,,
C,living worm 20 C,33.2333,89.259,,,,
C,living worm 20 C,33.2667,89.157,,,,
C,living worm 20 C,33.3,89.701,,,,
C,living worm 20 C,33.3333,89.565,,,,
C,living worm 20 C,33.3667,90.347,,,,
C,living worm 20 C,33.4,91.367,,,,
C,living worm 20 C,33.4333,90.653,,,,
C,living worm 20 C,33.4667,89.599,,,,
C,living worm 20 C,33.5,90.449,,,,
C,living worm 20 C,33.5333,90.007,,,,
C,living worm 20 C,33.5667,88.239,,,,
C,living worm 20 C,33.6,84.465,,,,
C,living worm 20 C,33.6333,83.649,,,,
C,living worm 20 C,33.6667,83.309,,,,
C,living worm 20 C,33.7,82.425,,,,
C,living worm 20 C,33.7333,81.711,,,,
C,living worm 20 C,33.7667,80.861,,,,
C,living worm 20 C,33.8,81.609,,,,
C,living worm 20 C,33.8333,82,,,,
C,living worm 20 C,33.8667,81.405,,,,
C,living worm 20 C,33.9,83.377,,,,
C,living worm 20 C,33.9333,84.193,,,,
C,living worm 20 C,33.9667,83.037,,,,
C,living worm 20 C,34,82.901,,,,
C,living worm 20 C,34.0333,83.275,,,,
C,living worm 20 C,34.0667,82.289,,,,
C,living worm 20 C,34.1,82.187,,,,
C,living worm 20 C,34.1333,81.371,,,,
C,living worm 20 C,34.1667,80.181,,,,
C,living worm 20 C,34.2,79.263,,,,
C,living worm 20 C,34.2333,78.345,,,,
C,living worm 20 C,34.2667,78.311,,,,
C,living worm 20 C,34.3,78.243,,,,
C,living worm 20 C,34.3333,78.515,,,,
C,living worm 20 C,34.3667,77.937,,,,
C,living worm 20 C,34.4,78.039,,,,
C,living worm 20 C,34.4333,78.175,,,,
C,living worm 20 C,34.4667,79.127,,,,
C,living worm 20 C,34.5,79.569,,,,
C,living worm 20 C,34.5333,79.467,,,,
C,living worm 20 C,34.5667,79.399,,,,
C,living worm 20 C,34.6,79.501,,,,
C,living worm 20 C,34.6333,79.161,,,,
C,living worm 20 C,34.6667,79.161,,,,
C,living worm 20 C,34.7,79.093,,,,
C,living worm 20 C,34.7333,79.161,,,,
C,living worm 20 C,34.7667,79.569,,,,
C,living worm 20 C,34.8,79.365,,,,
C,living worm 20 C,34.8333,78.413,,,,
C,living worm 20 C,34.8667,76.951,,,,
C,living worm 20 C,34.9,76.611,,,,
C,living worm 20 C,34.9333,76.917,,,,
C,living worm 20 C,34.9667,76.747,,,,
C,living worm 20 C,35,77.733,,,,
C,living worm 20 C,35.0333,74.197,,,,
C,living worm 20 C,35.0667,75.081,,,,
C,living worm 20 C,35.1,74.435,,,,
C,living worm 20 C,35.1333,74.741,,,,
C,living worm 20 C,35.1667,76.033,,,,
C,living worm 20 C,35.2,74.979,,,,
C,living worm 20 C,35.2333,73.177,,,,
C,living worm 20 C,35.2667,72.327,,,,
C,living worm 20 C,35.3,72.531,,,,
C,living worm 20 C,35.3333,75.285,,,,
C,living worm 20 C,35.3667,76.679,,,,
C,living worm 20 C,35.4,76.339,,,,
C,living worm 20 C,35.4333,77.869,,,,
C,living worm 20 C,35.4667,75.863,,,,
C,living worm 20 C,35.5,74.078,,,,
C,living worm 20 C,35.5333,71.987,,,,
C,living worm 20 C,35.5667,75.999,,,,
C,living worm 20 C,35.6,74.061,,,,
C,living worm 20 C,35.6333,74.979,,,,
C,living worm 20 C,35.6667,75.727,,,,
C,living worm 20 C,35.7,76.135,,,,
C,living worm 20 C,35.7333,77.495,,,,
C,living worm 20 C,35.7667,80.147,,,,
C,living worm 20 C,35.8,83.411,,,,
C,living worm 20 C,35.8333,85.621,,,,
C,living worm 20 C,35.8667,88.477,,,,
C,living worm 20 C,35.9,88.171,,,,
C,living worm 20 C,35.9333,87.253,,,,
C,living worm 20 C,35.9667,86.811,,,,
C,living worm 20 C,36,87.457,,,,
C,living worm 20 C,36.0333,88.341,,,,
C,living worm 20 C,36.0667,89.531,,,,
C,living worm 20 C,36.1,89.735,,,,
C,living worm 20 C,36.1333,91.537,,,,
C,living worm 20 C,36.1667,90.687,,,,
C,living worm 20 C,36.2,89.055,,,,
C,living worm 20 C,36.2333,89.225,,,,
C,living worm 20 C,36.2667,88.97,,,,
C,living worm 20 C,36.3,90.398,,,,
C,living worm 20 C,36.3333,90.857,,,,
C,living worm 20 C,36.3667,89.361,,,,
C,living worm 20 C,36.4,89.735,,,,
C,living worm 20 C,36.4333,91.537,,,,
C,living worm 20 C,36.4667,91.537,,,,
C,living worm 20 C,36.5,90.636,,,,
C,living worm 20 C,36.5333,91.605,,,,
C,living worm 20 C,36.5667,88.749,,,,
C,living worm 20 C,36.6,88.137,,,,
C,living worm 20 C,36.6333,85.213,,,,
C,living worm 20 C,36.6667,85.145,,,,
C,living worm 20 C,36.7,84.295,,,,
C,living worm 20 C,36.7333,82.867,,,,
C,living worm 20 C,36.7667,81.405,,,,
C,living worm 20 C,36.8,81.439,,,,
C,living worm 20 C,36.8333,80.963,,,,
C,living worm 20 C,36.8667,80.351,,,,
C,living worm 20 C,36.9,79.297,,,,
C,living worm 20 C,36.9333,79.093,,,,
C,living worm 20 C,36.9667,77.393,,,,
C,living worm 20 C,37,77.087,,,,
C,living worm 20 C,37.0333,76.883,,,,
C,living worm 20 C,37.0667,76.645,,,,
C,living worm 20 C,37.1,75.761,,,,
C,living worm 20 C,37.1333,75.965,,,,
C,living worm 20 C,37.1667,77.597,,,,
C,living worm 20 C,37.2,78.957,,,,
C,living worm 20 C,37.2333,79.229,,,,
C,living worm 20 C,37.2667,79.331,,,,
C,living worm 20 C,37.3,79.671,,,,
C,living worm 20 C,37.3333,80.793,,,,
C,living worm 20 C,37.3667,80.521,,,,
C,living worm 20 C,37.4,79.977,,,,
C,living worm 20 C,37.4333,78.855,,,,
C,living worm 20 C,37.4667,78.005,,,,
C,living worm 20 C,37.5,76.543,,,,
C,living worm 20 C,37.5333,75.353,,,,
C,living worm 20 C,37.5667,77.359,,,,
C,living worm 20 C,37.6,78.413,,,,
C,living worm 20 C,37.6333,79.059,,,,
C,living worm 20 C,37.6667,80.521,,,,
C,living worm 20 C,37.7,79.467,,,,
C,living worm 20 C,37.7333,79.297,,,,
C,living worm 20 C,37.7667,80.419,,,,
C,living worm 20 C,37.8,80.215,,,,
C,living worm 20 C,37.8333,80.487,,,,
C,living worm 20 C,37.8667,83.717,,,,
C,living worm 20 C,37.9,85.859,,,,
C,living worm 20 C,37.9333,87.117,,,,
C,living worm 20 C,37.9667,87.457,,,,
C,living worm 20 C,38,87.831,,,,
C,living worm 20 C,38.0333,90.483,,,,
C,living worm 20 C,38.0667,90.415,,,,
C,living worm 20 C,38.1,91.775,,,,
C,living worm 20 C,38.1333,92.761,,,,
C,living worm 20 C,38.1667,92.455,,,,
C,living worm 20 C,38.2,92.761,,,,
C,living worm 20 C,38.2333,92.931,,,,
C,living worm 20 C,38.2667,91.945,,,,
C,living worm 20 C,38.3,91.061,,,,
C,living worm 20 C,38.3333,90.517,,,,
C,living worm 20 C,38.3667,89.395,,,,
C,living worm 20 C,38.4,91.503,,,,
C,living worm 20 C,38.4333,89.803,,,,
C,living worm 20 C,38.4667,89.021,,,,
C,living worm 20 C,38.5,90.415,,,,
C,living worm 20 C,38.5333,88.375,,,,
C,living worm 20 C,38.5667,85.927,,,,
C,living worm 20 C,38.6,84.091,,,,
C,living worm 20 C,38.6333,84.601,,,,
C,living worm 20 C,38.6667,82.357,,,,
C,living worm 20 C,38.7,81.711,,,,
C,living worm 20 C,38.7333,82.051,,,,
C,living worm 20 C,38.7667,80.725,,,,
C,living worm 20 C,38.8,81.983,,,,
C,living worm 20 C,38.8333,79.926,,,,
C,living worm 20 C,38.8667,77.495,,,,
C,living worm 20 C,38.9,76.067,,,,
C,living worm 20 C,38.9333,73.449,,,,
C,living worm 20 C,38.9667,71.273,,,,
C,living worm 20 C,39,68.349,,,,
C,living worm 20 C,39.0333,65.799,,,,
C,living worm 20 C,39.0667,63.011,,,,
C,living worm 20 C,39.1,61.09,,,,
C,living worm 20 C,39.1333,59.917,,,,
C,living worm 20 C,39.1667,57.605,,,,
C,living worm 20 C,39.2,57.741,,,,
C,living worm 20 C,39.2333,53.899,,,,
C,living worm 20 C,39.2667,53.219,,,,
C,living worm 20 C,39.3,52.199,,,,
C,living worm 20 C,39.3333,51.859,,,,
C,living worm 20 C,39.3667,51.587,,,,
C,living worm 20 C,39.4,51.162,,,,
C,living worm 20 C,39.4333,50.465,,,,
C,living worm 20 C,39.4667,48.731,,,,
C,living worm 20 C,39.5,45.399,,,,
C,living worm 20 C,39.5333,40.673,,,,
C,living worm 20 C,39.5667,37.987,,,,
C,living worm 20 C,39.6,36.049,,,,
C,living worm 20 C,39.6333,35.097,,,,
C,living worm 20 C,39.6667,30.541,,,,
C,living worm 20 C,39.7,28.841,,,,
C,living worm 20 C,39.7333,23.163,,,,
C,living worm 20 C,39.7667,21.769,,,,
C,living worm 20 C,39.8,19.933,,,,
C,living worm 20 C,39.8333,19.083,,,,
C,living worm 20 C,39.8667,17.383,,,,
C,living worm 20 C,39.9,15.955,,,,
C,living worm 20 C,39.9333,15.411,,,,
C,living worm 20 C,39.9667,15.785,,,,
C,living worm 20 C,40,14.595,,,,
C,living worm 20 C,40.0333,12.657,,,,
C,living worm 20 C,40.0667,11.399,,,,
C,living worm 20 C,40.1,11.909,,,,
C,living worm 20 C,40.1333,9.733,,,,
C,living worm 20 C,40.1667,10.005,,,,
C,living worm 20 C,40.2,9.631,,,,
C,living worm 20 C,40.2333,10.311,,,,
C,living worm 20 C,40.2667,7.132,,,,
C,living worm 20 C,40.3,7.319,,,,
C,living worm 20 C,40.3333,6.027,,,,
C,living worm 20 C,40.3667,6.265,,,,
C,living worm 20 C,40.4,7.761,,,,
C,living worm 20 C,40.4333,6.843,,,,
C,living worm 20 C,40.4667,7.625,,,,
C,living worm 20 C,40.5,11.229,,,,
C,living worm 20 C,40.5333,11.433,,,,
C,living worm 20 C,40.5667,11.773,,,,
C,living worm 20 C,40.6,12.351,,,,
C,living worm 20 C,40.6333,14.323,,,,
C,living worm 20 C,40.6667,17.111,,,,
C,living worm 20 C,40.7,17.825,,,,
C,living worm 20 C,40.7333,20.154,,,,
C,living worm 20 C,40.7667,22.109,,,,
C,living worm 20 C,40.8,25.543,,,,
C,living worm 20 C,40.8333,28.059,,,,
C,living worm 20 C,40.8667,31.051,,,,
C,living worm 20 C,40.9,31.221,,,,
C,living worm 20 C,40.9333,32.887,,,,
C,living worm 20 C,40.9667,35.301,,,,
C,living worm 20 C,41,39.313,,,,
C,living worm 20 C,41.0333,42.101,,,,
C,living worm 20 C,41.0667,43.937,,,,
C,living worm 20 C,41.1,46.249,,,,
C,living worm 20 C,41.1333,45.569,,,,
C,living worm 20 C,41.1667,46.181,,,,
C,living worm 20 C,41.2,47.439,,,,
C,living worm 20 C,41.2333,51.825,,,,
C,living worm 20 C,41.2667,54.341,,,,
C,living worm 20 C,41.3,57.197,,,,
C,living worm 20 C,41.3333,63.147,,,,
C,living worm 20 C,41.3667,64.269,,,,
C,living worm 20 C,41.4,69.403,,,,
C,living worm 20 C,41.4333,71.375,,,,
C,living worm 20 C,41.4667,73.177,,,,
C,living worm 20 C,41.5,76.373,,,,
C,living worm 20 C,41.5333,79.569,,,,
C,living worm 20 C,41.5667,85.009,,,,
C,living worm 20 C,41.6,85.791,,,,
C,living worm 20 C,41.6333,86.471,,,,
C,living worm 20 C,41.6667,86.369,,,,
C,living worm 20 C,41.7,86.403,,,,
C,living worm 20 C,41.7333,86.437,,,,
C,living worm 20 C,41.7667,86.811,,,,
C,living worm 20 C,41.8,86.641,,,,
C,living worm 20 C,41.8333,86.454,,,,
C,living worm 20 C,41.8667,88.273,,,,
C,living worm 20 C,41.9,85.077,,,,
C,living worm 20 C,41.9333,83.819,,,,
C,living worm 20 C,41.9667,84.839,,,,
C,living worm 20 C,42,85.043,,,,
C,living worm 20 C,42.0333,86.335,,,,
C,living worm 20 C,42.0667,87.763,,,,
C,living worm 20 C,42.1,89.293,,,,
C,living worm 20 C,42.1333,88.579,,,,
C,living worm 20 C,42.1667,87.474,,,,
C,living worm 20 C,42.2,88.001,,,,
C,living worm 20 C,42.2333,88.205,,,,
C,living worm 20 C,42.2667,87.661,,,,
C,living worm 20 C,42.3,86.828,,,,
C,living worm 20 C,42.3333,86.93,,,,
C,living worm 20 C,42.3667,85.995,,,,
C,living worm 20 C,42.4,86.437,,,,
C,living worm 20 C,42.4333,86.199,,,,
C,living worm 20 C,42.4667,88.341,,,,
C,living worm 20 C,42.5,89.463,,,,
C,living worm 20 C,42.5333,88.613,,,,
C,living worm 20 C,42.5667,88.817,,,,
C,living worm 20 C,42.6,88.273,,,,
C,living worm 20 C,42.6333,89.565,,,,
C,living worm 20 C,42.6667,87.984,,,,
C,living worm 20 C,42.7,89.021,,,,
C,living worm 20 C,42.7333,88.885,,,,
C,living worm 20 C,42.7667,85.145,,,,
C,living worm 20 C,42.8,83.819,,,,
C,living worm 20 C,42.8333,81.609,,,,
C,living worm 20 C,42.8667,78.923,,,,
C,living worm 20 C,42.9,77.767,,,,
C,living worm 20 C,42.9333,78.991,,,,
C,living worm 20 C,42.9667,78.617,,,,
C,living worm 20 C,43,79.603,,,,
C,living worm 20 C,43.0333,79.739,,,,
C,living worm 20 C,43.0667,81.711,,,,
C,living worm 20 C,43.1,85.179,,,,
C,living worm 20 C,43.1333,87.474,,,,
C,living worm 20 C,43.1667,87.559,,,,
C,living worm 20 C,43.2,87.185,,,,
C,living worm 20 C,43.2333,88.137,,,,
C,living worm 20 C,43.2667,88.001,,,,
C,living worm 20 C,43.3,87.559,,,,
C,living worm 20 C,43.3333,85.281,,,,
C,living worm 20 C,43.3667,84.193,,,,
C,living worm 20 C,43.4,84.533,,,,
C,living worm 20 C,43.4333,80.317,,,,
C,living worm 20 C,43.4667,78.923,,,,
C,living worm 20 C,43.5,79.535,,,,
C,living worm 20 C,43.5333,80.011,,,,
C,living worm 20 C,43.5667,78.685,,,,
C,living worm 20 C,43.6,78.583,,,,
C,living worm 20 C,43.6333,78.617,,,,
C,living worm 20 C,43.6667,77.937,,,,
C,living worm 20 C,43.7,75.897,,,,
C,living worm 20 C,43.7333,72.055,,,,
C,living worm 20 C,43.7667,69.743,,,,
C,living worm 20 C,43.8,67.771,,,,
C,living worm 20 C,43.8333,66.207,,,,
C,living worm 20 C,43.8667,64.983,,,,
C,living worm 20 C,43.9,63.793,,,,
C,living worm 20 C,43.9333,64.643,,,,
C,living worm 20 C,43.9667,67.023,,,,
C,living worm 20 C,44,67.975,,,,
C,living worm 20 C,44.0333,67.499,,,,
C,living worm 20 C,44.0667,68.077,,,,
C,living worm 20 C,44.1,67.499,,,,
C,living worm 20 C,44.1333,68.791,,,,
C,living worm 20 C,44.1667,69.267,,,,
C,living worm 20 C,44.2,68.604,,,,
C,living worm 20 C,44.2333,68.077,,,,
C,living worm 20 C,44.2667,71.409,,,,
C,living worm 20 C,44.3,73.823,,,,
C,living worm 20 C,44.3333,73.177,,,,
C,living worm 20 C,44.3667,73.823,,,,
C,living worm 20 C,44.4,74.673,,,,
C,living worm 20 C,44.4333,75.353,,,,
C,living worm 20 C,44.4667,74.843,,,,
C,living worm 20 C,44.5,75.54,,,,
C,living worm 20 C,44.5333,75.183,,,,
C,living worm 20 C,44.5667,75.081,,,,
C,living worm 20 C,44.6,75.489,,,,
C,living worm 20 C,44.6333,75.489,,,,
C,living worm 20 C,44.6667,75.829,,,,
