series,Rg_over_lc,Re_over_lc,probability
model fa=0.5 T=0.2 kappa=0.8,0.195,0.687,0.000100036
model fa=0.5 T=0.2 kappa=0.8,0.195,0.709,4.00144e-05
model fa=0.5 T=0.2 kappa=0.8,0.201,0.313,8.00288e-05
model fa=0.5 T=0.2 kappa=0.8,0.201,0.335,0.000200072
model fa=0.5 T=0.2 kappa=0.8,0.201,0.357,0.000320115
model fa=0.5 T=0.2 kappa=0.8,0.201,0.379,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.201,0.401,0.000340122
model fa=0.5 T=0.2 kappa=0.8,0.201,0.423,0.00178064
model fa=0.5 T=0.2 kappa=0.8,0.201,0.445,0.00492177
model fa=0.5 T=0.2 kappa=0.8,0.201,0.467,0.00224081
model fa=0.5 T=0.2 kappa=0.8,0.201,0.489,0.000700252
model fa=0.5 T=0.2 kappa=0.8,0.201,0.511,0.00064023
model fa=0.5 T=0.2 kappa=0.8,0.201,0.533,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.201,0.555,0.000580209
model fa=0.5 T=0.2 kappa=0.8,0.201,0.577,0.00050018
model fa=0.5 T=0.2 kappa=0.8,0.201,0.599,0.000300108
model fa=0.5 T=0.2 kappa=0.8,0.201,0.621,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.201,0.643,0.000320115
model fa=0.5 T=0.2 kappa=0.8,0.201,0.665,0.000280101
model fa=0.5 T=0.2 kappa=0.8,0.201,0.687,0.000240086
model fa=0.5 T=0.2 kappa=0.8,0.201,0.709,4.00144e-05
model fa=0.5 T=0.2 kappa=0.8,0.201,0.731,4.00144e-05
model fa=0.5 T=0.2 kappa=0.8,0.207,0.335,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.207,0.357,0.000200072
model fa=0.5 T=0.2 kappa=0.8,0.207,0.379,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.207,0.401,0.000260094
model fa=0.5 T=0.2 kappa=0.8,0.207,0.423,0.000300108
model fa=0.5 T=0.2 kappa=0.8,0.207,0.445,0.00100036
model fa=0.5 T=0.2 kappa=0.8,0.207,0.467,0.00382138
model fa=0.5 T=0.2 kappa=0.8,0.207,0.489,0.0033212
model fa=0.5 T=0.2 kappa=0.8,0.207,0.511,0.00122044
model fa=0.5 T=0.2 kappa=0.8,0.207,0.533,0.000540194
model fa=0.5 T=0.2 kappa=0.8,0.207,0.555,0.000580209
model fa=0.5 T=0.2 kappa=0.8,0.207,0.577,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.207,0.599,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.207,0.621,0.000520187
model fa=0.5 T=0.2 kappa=0.8,0.207,0.643,0.00050018
model fa=0.5 T=0.2 kappa=0.8,0.207,0.665,0.000440158
model fa=0.5 T=0.2 kappa=0.8,0.207,0.687,0.000620223
model fa=0.5 T=0.2 kappa=0.8,0.207,0.709,0.000160058
model fa=0.5 T=0.2 kappa=0.8,0.207,0.731,4.00144e-05
model fa=0.5 T=0.2 kappa=0.8,0.213,0.379,4.00144e-05
model fa=0.5 T=0.2 kappa=0.8,0.213,0.401,0.000180065
model fa=0.5 T=0.2 kappa=0.8,0.213,0.423,0.000400144
model fa=0.5 T=0.2 kappa=0.8,0.213,0.445,0.000160058
model fa=0.5 T=0.2 kappa=0.8,0.213,0.467,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.213,0.489,0.00312112
model fa=0.5 T=0.2 kappa=0.8,0.213,0.511,0.00344124
model fa=0.5 T=0.2 kappa=0.8,0.213,0.533,0.00154055
model fa=0.5 T=0.2 kappa=0.8,0.213,0.555,0.000580209
model fa=0.5 T=0.2 kappa=0.8,0.213,0.577,0.000560202
model fa=0.5 T=0.2 kappa=0.8,0.213,0.599,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.213,0.621,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.213,0.643,0.000580209
model fa=0.5 T=0.2 kappa=0.8,0.213,0.665,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.213,0.687,0.000420151
model fa=0.5 T=0.2 kappa=0.8,0.213,0.709,0.000320115
model fa=0.5 T=0.2 kappa=0.8,0.213,0.731,0.000240086
model fa=0.5 T=0.2 kappa=0.8,0.213,0.753,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.219,0.423,0.000100036
model fa=0.5 T=0.2 kappa=0.8,0.219,0.445,0.000160058
model fa=0.5 T=0.2 kappa=0.8,0.219,0.467,0.000200072
model fa=0.5 T=0.2 kappa=0.8,0.219,0.489,0.000320115
model fa=0.5 T=0.2 kappa=0.8,0.219,0.511,0.00134048
model fa=0.5 T=0.2 kappa=0.8,0.219,0.533,0.00476171
model fa=0.5 T=0.2 kappa=0.8,0.219,0.555,0.00232084
model fa=0.5 T=0.2 kappa=0.8,0.219,0.577,0.000840303
model fa=0.5 T=0.2 kappa=0.8,0.219,0.599,0.000600216
model fa=0.5 T=0.2 kappa=0.8,0.219,0.621,0.00050018
model fa=0.5 T=0.2 kappa=0.8,0.219,0.643,0.000620223
model fa=0.5 T=0.2 kappa=0.8,0.219,0.665,0.000620223
model fa=0.5 T=0.2 kappa=0.8,0.219,0.687,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.219,0.709,0.00064023
model fa=0.5 T=0.2 kappa=0.8,0.219,0.731,0.000520187
model fa=0.5 T=0.2 kappa=0.8,0.219,0.753,0.000280101
model fa=0.5 T=0.2 kappa=0.8,0.225,0.445,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.225,0.467,0.000120043
model fa=0.5 T=0.2 kappa=0.8,0.225,0.489,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.225,0.511,0.000320115
model fa=0.5 T=0.2 kappa=0.8,0.225,0.533,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.225,0.555,0.00368133
model fa=0.5 T=0.2 kappa=0.8,0.225,0.577,0.0036013
model fa=0.5 T=0.2 kappa=0.8,0.225,0.599,0.0016606
model fa=0.5 T=0.2 kappa=0.8,0.225,0.621,0.000600216
model fa=0.5 T=0.2 kappa=0.8,0.225,0.643,0.000700252
model fa=0.5 T=0.2 kappa=0.8,0.225,0.665,0.000580209
model fa=0.5 T=0.2 kappa=0.8,0.225,0.687,0.000680245
model fa=0.5 T=0.2 kappa=0.8,0.225,0.709,0.000580209
model fa=0.5 T=0.2 kappa=0.8,0.225,0.731,0.000580209
model fa=0.5 T=0.2 kappa=0.8,0.225,0.753,0.000680245
model fa=0.5 T=0.2 kappa=0.8,0.225,0.775,0.000200072
model fa=0.5 T=0.2 kappa=0.8,0.225,0.797,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.231,0.489,4.00144e-05
model fa=0.5 T=0.2 kappa=0.8,0.231,0.511,6.00216e-05
model fa=0.5 T=0.2 kappa=0.8,0.231,0.533,0.000240086
model fa=0.5 T=0.2 kappa=0.8,0.231,0.555,0.000400144
model fa=0.5 T=0.2 kappa=0.8,0.231,0.577,0.00200072
model fa=0.5 T=0.2 kappa=0.8,0.231,0.599,0.00450162
model fa=0.5 T=0.2 kappa=0.8,0.231,0.621,0.0025009
model fa=0.5 T=0.2 kappa=0.8,0.231,0.643,0.00118042
model fa=0.5 T=0.2 kappa=0.8,0.231,0.665,0.000520187
model fa=0.5 T=0.2 kappa=0.8,0.231,0.687,0.000620223
model fa=0.5 T=0.2 kappa=0.8,0.231,0.709,0.000840303
model fa=0.5 T=0.2 kappa=0.8,0.231,0.731,0.000880317
model fa=0.5 T=0.2 kappa=0.8,0.231,0.753,0.000780281
model fa=0.5 T=0.2 kappa=0.8,0.231,0.775,0.000940339
model fa=0.5 T=0.2 kappa=0.8,0.231,0.797,0.000200072
model fa=0.5 T=0.2 kappa=0.8,0.237,0.533,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.237,0.555,8.00288e-05
model fa=0.5 T=0.2 kappa=0.8,0.237,0.577,0.000280101
model fa=0.5 T=0.2 kappa=0.8,0.237,0.599,0.00064023
model fa=0.5 T=0.2 kappa=0.8,0.237,0.621,0.00312112
model fa=0.5 T=0.2 kappa=0.8,0.237,0.643,0.00452163
model fa=0.5 T=0.2 kappa=0.8,0.237,0.665,0.00204073
model fa=0.5 T=0.2 kappa=0.8,0.237,0.687,0.00100036
model fa=0.5 T=0.2 kappa=0.8,0.237,0.709,0.000900324
model fa=0.5 T=0.2 kappa=0.8,0.237,0.731,0.000840303
model fa=0.5 T=0.2 kappa=0.8,0.237,0.753,0.000940339
model fa=0.5 T=0.2 kappa=0.8,0.237,0.775,0.0014005
model fa=0.5 T=0.2 kappa=0.8,0.237,0.797,0.000620223
model fa=0.5 T=0.2 kappa=0.8,0.237,0.819,0.000220079
model fa=0.5 T=0.2 kappa=0.8,0.243,0.577,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.243,0.599,0.00014005
model fa=0.5 T=0.2 kappa=0.8,0.243,0.621,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.243,0.643,0.00164059
model fa=0.5 T=0.2 kappa=0.8,0.243,0.665,0.00374135
model fa=0.5 T=0.2 kappa=0.8,0.243,0.687,0.00294106
model fa=0.5 T=0.2 kappa=0.8,0.243,0.709,0.00214077
model fa=0.5 T=0.2 kappa=0.8,0.243,0.731,0.00126045
model fa=0.5 T=0.2 kappa=0.8,0.243,0.753,0.000760274
model fa=0.5 T=0.2 kappa=0.8,0.243,0.775,0.00172062
model fa=0.5 T=0.2 kappa=0.8,0.243,0.797,0.00216078
model fa=0.5 T=0.2 kappa=0.8,0.243,0.819,0.0014005
model fa=0.5 T=0.2 kappa=0.8,0.243,0.841,0.000480173
model fa=0.5 T=0.2 kappa=0.8,0.249,0.621,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.249,0.643,6.00216e-05
model fa=0.5 T=0.2 kappa=0.8,0.249,0.665,0.000380137
model fa=0.5 T=0.2 kappa=0.8,0.249,0.687,0.00272098
model fa=0.5 T=0.2 kappa=0.8,0.249,0.709,0.00380137
model fa=0.5 T=0.2 kappa=0.8,0.249,0.731,0.00382138
model fa=0.5 T=0.2 kappa=0.8,0.249,0.753,0.00214077
model fa=0.5 T=0.2 kappa=0.8,0.249,0.775,0.00164059
model fa=0.5 T=0.2 kappa=0.8,0.249,0.797,0.00260094
model fa=0.5 T=0.2 kappa=0.8,0.249,0.819,0.00346125
model fa=0.5 T=0.2 kappa=0.8,0.249,0.841,0.00428154
model fa=0.5 T=0.2 kappa=0.8,0.249,0.863,0.00208075
model fa=0.5 T=0.2 kappa=0.8,0.255,0.665,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.255,0.687,8.00288e-05
model fa=0.5 T=0.2 kappa=0.8,0.255,0.709,0.00050018
model fa=0.5 T=0.2 kappa=0.8,0.255,0.731,0.0019407
model fa=0.5 T=0.2 kappa=0.8,0.255,0.753,0.00408147
model fa=0.5 T=0.2 kappa=0.8,0.255,0.775,0.00386139
model fa=0.5 T=0.2 kappa=0.8,0.255,0.797,0.00330119
model fa=0.5 T=0.2 kappa=0.8,0.255,0.819,0.00482174
model fa=0.5 T=0.2 kappa=0.8,0.255,0.841,0.00936337
model fa=0.5 T=0.2 kappa=0.8,0.255,0.863,0.0239486
model fa=0.5 T=0.2 kappa=0.8,0.255,0.885,0.00308111
model fa=0.5 T=0.2 kappa=0.8,0.261,0.731,4.00144e-05
model fa=0.5 T=0.2 kappa=0.8,0.261,0.753,0.00036013
model fa=0.5 T=0.2 kappa=0.8,0.261,0.775,0.0013805
model fa=0.5 T=0.2 kappa=0.8,0.261,0.797,0.00288104
model fa=0.5 T=0.2 kappa=0.8,0.261,0.819,0.00420151
model fa=0.5 T=0.2 kappa=0.8,0.261,0.841,0.00652235
model fa=0.5 T=0.2 kappa=0.8,0.261,0.863,0.0283702
model fa=0.5 T=0.2 kappa=0.8,0.261,0.885,0.0608019
model fa=0.5 T=0.2 kappa=0.8,0.261,0.907,0.00086031
model fa=0.5 T=0.2 kappa=0.8,0.267,0.797,0.000160058
model fa=0.5 T=0.2 kappa=0.8,0.267,0.819,0.000520187
model fa=0.5 T=0.2 kappa=0.8,0.267,0.841,0.00160058
model fa=0.5 T=0.2 kappa=0.8,0.267,0.863,0.00456164
model fa=0.5 T=0.2 kappa=0.8,0.267,0.885,0.0421752
model fa=0.5 T=0.2 kappa=0.8,0.267,0.907,0.0397143
model fa=0.5 T=0.2 kappa=0.8,0.273,0.863,2.00072e-05
model fa=0.5 T=0.2 kappa=0.8,0.273,0.885,0.00050018
model fa=0.5 T=0.2 kappa=0.8,0.273,0.907,0.00918331
model fa=0.5 T=0.2 kappa=0.8,0.273,0.929,0.00148053
model fa=0.5 T=0.2 kappa=0.8,0.279,0.929,2.00072e-05
