series,Rg_over_lc,Re_over_lc,probability
model fa=0.8 T=0.1 kappa=0.5,0.141,0.225,0.00310336
model fa=0.8 T=0.1 kappa=0.5,0.141,0.247,0.00329482
model fa=0.8 T=0.1 kappa=0.5,0.141,0.269,0.00365774
model fa=0.8 T=0.1 kappa=0.5,0.141,0.291,0.00363774
model fa=0.8 T=0.1 kappa=0.5,0.141,0.313,0.00377776
model fa=0.8 T=0.1 kappa=0.5,0.141,0.335,0.00400351
model fa=0.8 T=0.1 kappa=0.5,0.141,0.357,0.0040578
model fa=0.8 T=0.1 kappa=0.5,0.141,0.379,0.00393778
model fa=0.8 T=0.1 kappa=0.5,0.141,0.401,0.00342341
model fa=0.8 T=0.1 kappa=0.5,0.141,0.423,0.0030405
model fa=0.8 T=0.1 kappa=0.5,0.141,0.445,0.0025147
model fa=0.8 T=0.1 kappa=0.5,0.141,0.467,0.00182601
model fa=0.8 T=0.1 kappa=0.5,0.141,0.489,0.00100588
model fa=0.8 T=0.1 kappa=0.5,0.141,0.511,0.000365774
model fa=0.8 T=0.1 kappa=0.5,0.141,0.533,0.000114304
model fa=0.8 T=0.1 kappa=0.5,0.141,0.555,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.147,0.027,5.71522e-06
model fa=0.8 T=0.1 kappa=0.5,0.147,0.049,6.5725e-05
model fa=0.8 T=0.1 kappa=0.5,0.147,0.071,0.000145738
model fa=0.8 T=0.1 kappa=0.5,0.147,0.093,0.000242897
model fa=0.8 T=0.1 kappa=0.5,0.147,0.115,0.000414353
model fa=0.8 T=0.1 kappa=0.5,0.147,0.137,0.000725832
model fa=0.8 T=0.1 kappa=0.5,0.147,0.159,0.0011259
model fa=0.8 T=0.1 kappa=0.5,0.147,0.181,0.00139451
model fa=0.8 T=0.1 kappa=0.5,0.147,0.203,0.00191746
model fa=0.8 T=0.1 kappa=0.5,0.147,0.225,0.00250898
model fa=0.8 T=0.1 kappa=0.5,0.147,0.247,0.00309479
model fa=0.8 T=0.1 kappa=0.5,0.147,0.269,0.00334912
model fa=0.8 T=0.1 kappa=0.5,0.147,0.291,0.00374347
model fa=0.8 T=0.1 kappa=0.5,0.147,0.313,0.00367774
model fa=0.8 T=0.1 kappa=0.5,0.147,0.335,0.00403209
model fa=0.8 T=0.1 kappa=0.5,0.147,0.357,0.00412067
model fa=0.8 T=0.1 kappa=0.5,0.147,0.379,0.00406066
model fa=0.8 T=0.1 kappa=0.5,0.147,0.401,0.00402923
model fa=0.8 T=0.1 kappa=0.5,0.147,0.423,0.00346628
model fa=0.8 T=0.1 kappa=0.5,0.147,0.445,0.00323767
model fa=0.8 T=0.1 kappa=0.5,0.147,0.467,0.0024404
model fa=0.8 T=0.1 kappa=0.5,0.147,0.489,0.00172314
model fa=0.8 T=0.1 kappa=0.5,0.147,0.511,0.000974444
model fa=0.8 T=0.1 kappa=0.5,0.147,0.533,0.000460075
model fa=0.8 T=0.1 kappa=0.5,0.147,0.555,0.000117162
model fa=0.8 T=0.1 kappa=0.5,0.153,0.049,1.4288e-05
model fa=0.8 T=0.1 kappa=0.5,0.153,0.071,2.57185e-05
model fa=0.8 T=0.1 kappa=0.5,0.153,0.093,0.000111447
model fa=0.8 T=0.1 kappa=0.5,0.153,0.115,0.000180029
model fa=0.8 T=0.1 kappa=0.5,0.153,0.137,0.000348628
model fa=0.8 T=0.1 kappa=0.5,0.153,0.159,0.000600098
model fa=0.8 T=0.1 kappa=0.5,0.153,0.181,0.000874428
model fa=0.8 T=0.1 kappa=0.5,0.153,0.203,0.0013345
model fa=0.8 T=0.1 kappa=0.5,0.153,0.225,0.00179458
model fa=0.8 T=0.1 kappa=0.5,0.153,0.247,0.00239753
model fa=0.8 T=0.1 kappa=0.5,0.153,0.269,0.00282332
model fa=0.8 T=0.1 kappa=0.5,0.153,0.291,0.00326053
model fa=0.8 T=0.1 kappa=0.5,0.153,0.313,0.00371775
model fa=0.8 T=0.1 kappa=0.5,0.153,0.335,0.00393493
model fa=0.8 T=0.1 kappa=0.5,0.153,0.357,0.00402637
model fa=0.8 T=0.1 kappa=0.5,0.153,0.379,0.00422926
model fa=0.8 T=0.1 kappa=0.5,0.153,0.401,0.00388635
model fa=0.8 T=0.1 kappa=0.5,0.153,0.423,0.0039435
model fa=0.8 T=0.1 kappa=0.5,0.153,0.445,0.00364917
model fa=0.8 T=0.1 kappa=0.5,0.153,0.467,0.00326053
model fa=0.8 T=0.1 kappa=0.5,0.153,0.489,0.00259185
model fa=0.8 T=0.1 kappa=0.5,0.153,0.511,0.00186602
model fa=0.8 T=0.1 kappa=0.5,0.153,0.533,0.00108589
model fa=0.8 T=0.1 kappa=0.5,0.153,0.555,0.00046579
model fa=0.8 T=0.1 kappa=0.5,0.153,0.577,6.28674e-05
model fa=0.8 T=0.1 kappa=0.5,0.159,0.093,5.71522e-06
model fa=0.8 T=0.1 kappa=0.5,0.159,0.115,6.5725e-05
model fa=0.8 T=0.1 kappa=0.5,0.159,0.137,0.000137165
model fa=0.8 T=0.1 kappa=0.5,0.159,0.159,0.000242897
model fa=0.8 T=0.1 kappa=0.5,0.159,0.181,0.000468648
model fa=0.8 T=0.1 kappa=0.5,0.159,0.203,0.000780127
model fa=0.8 T=0.1 kappa=0.5,0.159,0.225,0.00107446
model fa=0.8 T=0.1 kappa=0.5,0.159,0.247,0.00163169
model fa=0.8 T=0.1 kappa=0.5,0.159,0.269,0.00204319
model fa=0.8 T=0.1 kappa=0.5,0.159,0.291,0.0027033
model fa=0.8 T=0.1 kappa=0.5,0.159,0.313,0.00320624
model fa=0.8 T=0.1 kappa=0.5,0.159,0.335,0.00360916
model fa=0.8 T=0.1 kappa=0.5,0.159,0.357,0.00400922
model fa=0.8 T=0.1 kappa=0.5,0.159,0.379,0.00411496
model fa=0.8 T=0.1 kappa=0.5,0.159,0.401,0.00406066
model fa=0.8 T=0.1 kappa=0.5,0.159,0.423,0.00399494
model fa=0.8 T=0.1 kappa=0.5,0.159,0.445,0.00390635
model fa=0.8 T=0.1 kappa=0.5,0.159,0.467,0.00388349
model fa=0.8 T=0.1 kappa=0.5,0.159,0.489,0.0031748
model fa=0.8 T=0.1 kappa=0.5,0.159,0.511,0.002649
model fa=0.8 T=0.1 kappa=0.5,0.159,0.533,0.0018403
model fa=0.8 T=0.1 kappa=0.5,0.159,0.555,0.00109446
model fa=0.8 T=0.1 kappa=0.5,0.159,0.577,0.000368631
model fa=0.8 T=0.1 kappa=0.5,0.159,0.599,6.00098e-05
model fa=0.8 T=0.1 kappa=0.5,0.165,0.115,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.165,0.137,2.28609e-05
model fa=0.8 T=0.1 kappa=0.5,0.165,0.159,0.000100016
model fa=0.8 T=0.1 kappa=0.5,0.165,0.181,0.000231466
model fa=0.8 T=0.1 kappa=0.5,0.165,0.203,0.000380062
model fa=0.8 T=0.1 kappa=0.5,0.165,0.225,0.000580094
model fa=0.8 T=0.1 kappa=0.5,0.165,0.247,0.000983017
model fa=0.8 T=0.1 kappa=0.5,0.165,0.269,0.00134022
model fa=0.8 T=0.1 kappa=0.5,0.165,0.291,0.00183744
model fa=0.8 T=0.1 kappa=0.5,0.165,0.313,0.00236896
model fa=0.8 T=0.1 kappa=0.5,0.165,0.335,0.00290047
model fa=0.8 T=0.1 kappa=0.5,0.165,0.357,0.00360059
model fa=0.8 T=0.1 kappa=0.5,0.165,0.379,0.00369203
model fa=0.8 T=0.1 kappa=0.5,0.165,0.401,0.00380348
model fa=0.8 T=0.1 kappa=0.5,0.165,0.423,0.0039635
model fa=0.8 T=0.1 kappa=0.5,0.165,0.445,0.00406638
model fa=0.8 T=0.1 kappa=0.5,0.165,0.467,0.00416068
model fa=0.8 T=0.1 kappa=0.5,0.165,0.489,0.00344056
model fa=0.8 T=0.1 kappa=0.5,0.165,0.511,0.00325482
model fa=0.8 T=0.1 kappa=0.5,0.165,0.533,0.0028176
model fa=0.8 T=0.1 kappa=0.5,0.165,0.555,0.00207177
model fa=0.8 T=0.1 kappa=0.5,0.165,0.577,0.00122877
model fa=0.8 T=0.1 kappa=0.5,0.165,0.599,0.00038292
model fa=0.8 T=0.1 kappa=0.5,0.165,0.621,3.42913e-05
model fa=0.8 T=0.1 kappa=0.5,0.171,0.159,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.171,0.181,4.00065e-05
model fa=0.8 T=0.1 kappa=0.5,0.171,0.203,0.00013145
model fa=0.8 T=0.1 kappa=0.5,0.171,0.225,0.000302906
model fa=0.8 T=0.1 kappa=0.5,0.171,0.247,0.000542946
model fa=0.8 T=0.1 kappa=0.5,0.171,0.269,0.000731548
model fa=0.8 T=0.1 kappa=0.5,0.171,0.291,0.00102302
model fa=0.8 T=0.1 kappa=0.5,0.171,0.313,0.0015774
model fa=0.8 T=0.1 kappa=0.5,0.171,0.335,0.00200318
model fa=0.8 T=0.1 kappa=0.5,0.171,0.357,0.00268044
model fa=0.8 T=0.1 kappa=0.5,0.171,0.379,0.00327768
model fa=0.8 T=0.1 kappa=0.5,0.171,0.401,0.00338341
model fa=0.8 T=0.1 kappa=0.5,0.171,0.423,0.00388349
model fa=0.8 T=0.1 kappa=0.5,0.171,0.445,0.0038492
model fa=0.8 T=0.1 kappa=0.5,0.171,0.467,0.00368346
model fa=0.8 T=0.1 kappa=0.5,0.171,0.489,0.00378633
model fa=0.8 T=0.1 kappa=0.5,0.171,0.511,0.00373489
model fa=0.8 T=0.1 kappa=0.5,0.171,0.533,0.00347485
model fa=0.8 T=0.1 kappa=0.5,0.171,0.555,0.00288904
model fa=0.8 T=0.1 kappa=0.5,0.171,0.577,0.00206319
model fa=0.8 T=0.1 kappa=0.5,0.171,0.599,0.00102588
model fa=0.8 T=0.1 kappa=0.5,0.171,0.621,0.000314337
model fa=0.8 T=0.1 kappa=0.5,0.171,0.643,2.57185e-05
model fa=0.8 T=0.1 kappa=0.5,0.177,0.203,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.177,0.225,7.42978e-05
model fa=0.8 T=0.1 kappa=0.5,0.177,0.247,0.000177172
model fa=0.8 T=0.1 kappa=0.5,0.177,0.269,0.000345771
model fa=0.8 T=0.1 kappa=0.5,0.177,0.291,0.000580094
model fa=0.8 T=0.1 kappa=0.5,0.177,0.313,0.000757266
model fa=0.8 T=0.1 kappa=0.5,0.177,0.335,0.0012945
model fa=0.8 T=0.1 kappa=0.5,0.177,0.357,0.00181172
model fa=0.8 T=0.1 kappa=0.5,0.177,0.379,0.00238896
model fa=0.8 T=0.1 kappa=0.5,0.177,0.401,0.00271759
model fa=0.8 T=0.1 kappa=0.5,0.177,0.423,0.00328911
model fa=0.8 T=0.1 kappa=0.5,0.177,0.445,0.00359487
model fa=0.8 T=0.1 kappa=0.5,0.177,0.467,0.00367488
model fa=0.8 T=0.1 kappa=0.5,0.177,0.489,0.00376633
model fa=0.8 T=0.1 kappa=0.5,0.177,0.511,0.00373489
model fa=0.8 T=0.1 kappa=0.5,0.177,0.533,0.00358916
model fa=0.8 T=0.1 kappa=0.5,0.177,0.555,0.00346056
model fa=0.8 T=0.1 kappa=0.5,0.177,0.577,0.00280617
model fa=0.8 T=0.1 kappa=0.5,0.177,0.599,0.00211177
model fa=0.8 T=0.1 kappa=0.5,0.177,0.621,0.00100016
model fa=0.8 T=0.1 kappa=0.5,0.177,0.643,0.0002629
model fa=0.8 T=0.1 kappa=0.5,0.177,0.665,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.183,0.225,8.57282e-06
model fa=0.8 T=0.1 kappa=0.5,0.183,0.247,2.00033e-05
model fa=0.8 T=0.1 kappa=0.5,0.183,0.269,8.57282e-05
model fa=0.8 T=0.1 kappa=0.5,0.183,0.291,0.000248612
model fa=0.8 T=0.1 kappa=0.5,0.183,0.313,0.000420068
model fa=0.8 T=0.1 kappa=0.5,0.183,0.335,0.000682968
model fa=0.8 T=0.1 kappa=0.5,0.183,0.357,0.00101445
model fa=0.8 T=0.1 kappa=0.5,0.183,0.379,0.00140309
model fa=0.8 T=0.1 kappa=0.5,0.183,0.401,0.0019546
model fa=0.8 T=0.1 kappa=0.5,0.183,0.423,0.00252898
model fa=0.8 T=0.1 kappa=0.5,0.183,0.445,0.00303478
model fa=0.8 T=0.1 kappa=0.5,0.183,0.467,0.00321195
model fa=0.8 T=0.1 kappa=0.5,0.183,0.489,0.00334626
model fa=0.8 T=0.1 kappa=0.5,0.183,0.511,0.00363202
model fa=0.8 T=0.1 kappa=0.5,0.183,0.533,0.0036063
model fa=0.8 T=0.1 kappa=0.5,0.183,0.555,0.00353486
model fa=0.8 T=0.1 kappa=0.5,0.183,0.577,0.00354058
model fa=0.8 T=0.1 kappa=0.5,0.183,0.599,0.00266615
model fa=0.8 T=0.1 kappa=0.5,0.183,0.621,0.00194889
model fa=0.8 T=0.1 kappa=0.5,0.183,0.643,0.000928723
model fa=0.8 T=0.1 kappa=0.5,0.183,0.665,0.000182887
model fa=0.8 T=0.1 kappa=0.5,0.183,0.687,5.71522e-06
model fa=0.8 T=0.1 kappa=0.5,0.189,0.247,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.189,0.269,1.4288e-05
model fa=0.8 T=0.1 kappa=0.5,0.189,0.291,3.71489e-05
model fa=0.8 T=0.1 kappa=0.5,0.189,0.313,0.00013145
model fa=0.8 T=0.1 kappa=0.5,0.189,0.335,0.000297191
model fa=0.8 T=0.1 kappa=0.5,0.189,0.357,0.00046579
model fa=0.8 T=0.1 kappa=0.5,0.189,0.379,0.000802988
model fa=0.8 T=0.1 kappa=0.5,0.189,0.401,0.00115733
model fa=0.8 T=0.1 kappa=0.5,0.189,0.423,0.00164027
model fa=0.8 T=0.1 kappa=0.5,0.189,0.445,0.00222322
model fa=0.8 T=0.1 kappa=0.5,0.189,0.467,0.00251184
model fa=0.8 T=0.1 kappa=0.5,0.189,0.489,0.0027776
model fa=0.8 T=0.1 kappa=0.5,0.189,0.511,0.00303764
model fa=0.8 T=0.1 kappa=0.5,0.189,0.533,0.00332054
model fa=0.8 T=0.1 kappa=0.5,0.189,0.555,0.00344056
model fa=0.8 T=0.1 kappa=0.5,0.189,0.577,0.00332626
model fa=0.8 T=0.1 kappa=0.5,0.189,0.599,0.00338627
model fa=0.8 T=0.1 kappa=0.5,0.189,0.621,0.00270044
model fa=0.8 T=0.1 kappa=0.5,0.189,0.643,0.00174028
model fa=0.8 T=0.1 kappa=0.5,0.189,0.665,0.000851567
model fa=0.8 T=0.1 kappa=0.5,0.189,0.687,0.000111447
model fa=0.8 T=0.1 kappa=0.5,0.195,0.291,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.195,0.313,4.00065e-05
model fa=0.8 T=0.1 kappa=0.5,0.195,0.335,8.85859e-05
model fa=0.8 T=0.1 kappa=0.5,0.195,0.357,0.000148596
model fa=0.8 T=0.1 kappa=0.5,0.195,0.379,0.000314337
model fa=0.8 T=0.1 kappa=0.5,0.195,0.401,0.000534373
model fa=0.8 T=0.1 kappa=0.5,0.195,0.423,0.000834422
model fa=0.8 T=0.1 kappa=0.5,0.195,0.445,0.00122877
model fa=0.8 T=0.1 kappa=0.5,0.195,0.467,0.00171742
model fa=0.8 T=0.1 kappa=0.5,0.195,0.489,0.00205176
model fa=0.8 T=0.1 kappa=0.5,0.195,0.511,0.00241182
model fa=0.8 T=0.1 kappa=0.5,0.195,0.533,0.00274045
model fa=0.8 T=0.1 kappa=0.5,0.195,0.555,0.00302906
model fa=0.8 T=0.1 kappa=0.5,0.195,0.577,0.00299192
model fa=0.8 T=0.1 kappa=0.5,0.195,0.599,0.00329768
model fa=0.8 T=0.1 kappa=0.5,0.195,0.621,0.00301478
model fa=0.8 T=0.1 kappa=0.5,0.195,0.643,0.00254041
model fa=0.8 T=0.1 kappa=0.5,0.195,0.665,0.00160883
model fa=0.8 T=0.1 kappa=0.5,0.195,0.687,0.000637247
model fa=0.8 T=0.1 kappa=0.5,0.195,0.709,8.28706e-05
model fa=0.8 T=0.1 kappa=0.5,0.201,0.313,5.71522e-06
model fa=0.8 T=0.1 kappa=0.5,0.201,0.335,1.4288e-05
model fa=0.8 T=0.1 kappa=0.5,0.201,0.357,4.85793e-05
model fa=0.8 T=0.1 kappa=0.5,0.201,0.379,0.000105732
model fa=0.8 T=0.1 kappa=0.5,0.201,0.401,0.00012002
model fa=0.8 T=0.1 kappa=0.5,0.201,0.423,0.000268615
model fa=0.8 T=0.1 kappa=0.5,0.201,0.445,0.000568664
model fa=0.8 T=0.1 kappa=0.5,0.201,0.467,0.000865855
model fa=0.8 T=0.1 kappa=0.5,0.201,0.489,0.00122591
model fa=0.8 T=0.1 kappa=0.5,0.201,0.511,0.00160026
model fa=0.8 T=0.1 kappa=0.5,0.201,0.533,0.00200033
model fa=0.8 T=0.1 kappa=0.5,0.201,0.555,0.0021975
model fa=0.8 T=0.1 kappa=0.5,0.201,0.577,0.00248326
model fa=0.8 T=0.1 kappa=0.5,0.201,0.599,0.00272902
model fa=0.8 T=0.1 kappa=0.5,0.201,0.621,0.00274902
model fa=0.8 T=0.1 kappa=0.5,0.201,0.643,0.0027776
model fa=0.8 T=0.1 kappa=0.5,0.201,0.665,0.00215749
model fa=0.8 T=0.1 kappa=0.5,0.201,0.687,0.00137737
model fa=0.8 T=0.1 kappa=0.5,0.201,0.709,0.000462933
model fa=0.8 T=0.1 kappa=0.5,0.201,0.731,2.28609e-05
model fa=0.8 T=0.1 kappa=0.5,0.207,0.379,2.28609e-05
model fa=0.8 T=0.1 kappa=0.5,0.207,0.401,4.28641e-05
model fa=0.8 T=0.1 kappa=0.5,0.207,0.423,8.85859e-05
model fa=0.8 T=0.1 kappa=0.5,0.207,0.445,0.000200033
model fa=0.8 T=0.1 kappa=0.5,0.207,0.467,0.000342913
model fa=0.8 T=0.1 kappa=0.5,0.207,0.489,0.000594383
model fa=0.8 T=0.1 kappa=0.5,0.207,0.511,0.000831564
model fa=0.8 T=0.1 kappa=0.5,0.207,0.533,0.000988732
model fa=0.8 T=0.1 kappa=0.5,0.207,0.555,0.00163741
model fa=0.8 T=0.1 kappa=0.5,0.207,0.577,0.00175171
model fa=0.8 T=0.1 kappa=0.5,0.207,0.599,0.00187459
model fa=0.8 T=0.1 kappa=0.5,0.207,0.621,0.00217464
model fa=0.8 T=0.1 kappa=0.5,0.207,0.643,0.0022718
model fa=0.8 T=0.1 kappa=0.5,0.207,0.665,0.00226323
model fa=0.8 T=0.1 kappa=0.5,0.207,0.687,0.00197175
model fa=0.8 T=0.1 kappa=0.5,0.207,0.709,0.00110018
model fa=0.8 T=0.1 kappa=0.5,0.207,0.731,0.00032291
model fa=0.8 T=0.1 kappa=0.5,0.207,0.753,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.213,0.401,8.57282e-06
model fa=0.8 T=0.1 kappa=0.5,0.213,0.423,2.57185e-05
model fa=0.8 T=0.1 kappa=0.5,0.213,0.445,4.57217e-05
model fa=0.8 T=0.1 kappa=0.5,0.213,0.467,9.43011e-05
model fa=0.8 T=0.1 kappa=0.5,0.213,0.489,0.000205748
model fa=0.8 T=0.1 kappa=0.5,0.213,0.511,0.000348628
model fa=0.8 T=0.1 kappa=0.5,0.213,0.533,0.000557234
model fa=0.8 T=0.1 kappa=0.5,0.213,0.555,0.000760124
model fa=0.8 T=0.1 kappa=0.5,0.213,0.577,0.00109161
model fa=0.8 T=0.1 kappa=0.5,0.213,0.599,0.00122306
model fa=0.8 T=0.1 kappa=0.5,0.213,0.621,0.00140594
model fa=0.8 T=0.1 kappa=0.5,0.213,0.643,0.00170599
model fa=0.8 T=0.1 kappa=0.5,0.213,0.665,0.00176886
model fa=0.8 T=0.1 kappa=0.5,0.213,0.687,0.00194032
model fa=0.8 T=0.1 kappa=0.5,0.213,0.709,0.00154025
model fa=0.8 T=0.1 kappa=0.5,0.213,0.731,0.000740121
model fa=0.8 T=0.1 kappa=0.5,0.213,0.753,0.000182887
model fa=0.8 T=0.1 kappa=0.5,0.219,0.445,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.219,0.467,2.57185e-05
model fa=0.8 T=0.1 kappa=0.5,0.219,0.489,4.85793e-05
model fa=0.8 T=0.1 kappa=0.5,0.219,0.511,0.000102874
model fa=0.8 T=0.1 kappa=0.5,0.219,0.533,0.000160026
model fa=0.8 T=0.1 kappa=0.5,0.219,0.555,0.000245754
model fa=0.8 T=0.1 kappa=0.5,0.219,0.577,0.000445787
model fa=0.8 T=0.1 kappa=0.5,0.219,0.599,0.000711544
model fa=0.8 T=0.1 kappa=0.5,0.219,0.621,0.000963014
model fa=0.8 T=0.1 kappa=0.5,0.219,0.643,0.00106875
model fa=0.8 T=0.1 kappa=0.5,0.219,0.665,0.0013145
model fa=0.8 T=0.1 kappa=0.5,0.219,0.687,0.00133165
model fa=0.8 T=0.1 kappa=0.5,0.219,0.709,0.00151167
model fa=0.8 T=0.1 kappa=0.5,0.219,0.731,0.00117733
model fa=0.8 T=0.1 kappa=0.5,0.219,0.753,0.000594383
model fa=0.8 T=0.1 kappa=0.5,0.219,0.775,6.28674e-05
model fa=0.8 T=0.1 kappa=0.5,0.225,0.445,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.225,0.511,1.71456e-05
model fa=0.8 T=0.1 kappa=0.5,0.225,0.533,4.85793e-05
model fa=0.8 T=0.1 kappa=0.5,0.225,0.555,7.42978e-05
model fa=0.8 T=0.1 kappa=0.5,0.225,0.577,0.000122877
model fa=0.8 T=0.1 kappa=0.5,0.225,0.599,0.000288618
model fa=0.8 T=0.1 kappa=0.5,0.225,0.621,0.000380062
model fa=0.8 T=0.1 kappa=0.5,0.225,0.643,0.00053723
model fa=0.8 T=0.1 kappa=0.5,0.225,0.665,0.000640104
model fa=0.8 T=0.1 kappa=0.5,0.225,0.687,0.000842994
model fa=0.8 T=0.1 kappa=0.5,0.225,0.709,0.000885859
model fa=0.8 T=0.1 kappa=0.5,0.225,0.731,0.000983017
model fa=0.8 T=0.1 kappa=0.5,0.225,0.753,0.000734405
model fa=0.8 T=0.1 kappa=0.5,0.225,0.775,0.00027433
model fa=0.8 T=0.1 kappa=0.5,0.225,0.797,1.71456e-05
model fa=0.8 T=0.1 kappa=0.5,0.231,0.533,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.231,0.555,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.231,0.577,2.28609e-05
model fa=0.8 T=0.1 kappa=0.5,0.231,0.599,5.71522e-05
model fa=0.8 T=0.1 kappa=0.5,0.231,0.621,0.000134308
model fa=0.8 T=0.1 kappa=0.5,0.231,0.643,0.000157168
model fa=0.8 T=0.1 kappa=0.5,0.231,0.665,0.000282903
model fa=0.8 T=0.1 kappa=0.5,0.231,0.687,0.000311479
model fa=0.8 T=0.1 kappa=0.5,0.231,0.709,0.000511512
model fa=0.8 T=0.1 kappa=0.5,0.231,0.731,0.000602955
model fa=0.8 T=0.1 kappa=0.5,0.231,0.753,0.000565806
model fa=0.8 T=0.1 kappa=0.5,0.231,0.775,0.00038292
model fa=0.8 T=0.1 kappa=0.5,0.231,0.797,0.000162884
model fa=0.8 T=0.1 kappa=0.5,0.231,0.819,8.57282e-06
model fa=0.8 T=0.1 kappa=0.5,0.237,0.555,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.237,0.577,5.71522e-06
model fa=0.8 T=0.1 kappa=0.5,0.237,0.599,8.57282e-06
model fa=0.8 T=0.1 kappa=0.5,0.237,0.621,3.42913e-05
model fa=0.8 T=0.1 kappa=0.5,0.237,0.643,4.85793e-05
model fa=0.8 T=0.1 kappa=0.5,0.237,0.665,9.14435e-05
model fa=0.8 T=0.1 kappa=0.5,0.237,0.687,0.000117162
model fa=0.8 T=0.1 kappa=0.5,0.237,0.709,0.00020289
model fa=0.8 T=0.1 kappa=0.5,0.237,0.731,0.000254327
model fa=0.8 T=0.1 kappa=0.5,0.237,0.753,0.000371489
model fa=0.8 T=0.1 kappa=0.5,0.237,0.775,0.000308622
model fa=0.8 T=0.1 kappa=0.5,0.237,0.797,0.000225751
model fa=0.8 T=0.1 kappa=0.5,0.237,0.819,6.28674e-05
model fa=0.8 T=0.1 kappa=0.5,0.243,0.643,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.243,0.687,2.57185e-05
model fa=0.8 T=0.1 kappa=0.5,0.243,0.709,6.85826e-05
model fa=0.8 T=0.1 kappa=0.5,0.243,0.731,0.000102874
model fa=0.8 T=0.1 kappa=0.5,0.243,0.753,0.000108589
model fa=0.8 T=0.1 kappa=0.5,0.243,0.775,0.000160026
model fa=0.8 T=0.1 kappa=0.5,0.243,0.797,0.000128592
model fa=0.8 T=0.1 kappa=0.5,0.243,0.819,8.85859e-05
model fa=0.8 T=0.1 kappa=0.5,0.243,0.841,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.249,0.687,5.71522e-06
model fa=0.8 T=0.1 kappa=0.5,0.249,0.709,5.71522e-06
model fa=0.8 T=0.1 kappa=0.5,0.249,0.731,2.00033e-05
model fa=0.8 T=0.1 kappa=0.5,0.249,0.753,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.249,0.775,4.00065e-05
model fa=0.8 T=0.1 kappa=0.5,0.249,0.797,4.28641e-05
model fa=0.8 T=0.1 kappa=0.5,0.249,0.819,5.42946e-05
model fa=0.8 T=0.1 kappa=0.5,0.249,0.841,4.28641e-05
model fa=0.8 T=0.1 kappa=0.5,0.255,0.797,8.57282e-06
model fa=0.8 T=0.1 kappa=0.5,0.255,0.819,1.14304e-05
model fa=0.8 T=0.1 kappa=0.5,0.255,0.841,1.4288e-05
model fa=0.8 T=0.1 kappa=0.5,0.255,0.863,8.57282e-06
model fa=0.8 T=0.1 kappa=0.5,0.261,0.775,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.261,0.819,2.85761e-06
model fa=0.8 T=0.1 kappa=0.5,0.261,0.863,2.85761e-06
