series,Rg_over_lc,Re_over_lc,probability
model fa=0.3 T=0.2 kappa=0.5,0.063,0.049,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.063,0.071,2.37558e-05
model fa=0.3 T=0.2 kappa=0.5,0.063,0.093,2.96947e-05
model fa=0.3 T=0.2 kappa=0.5,0.063,0.115,3.56337e-05
model fa=0.3 T=0.2 kappa=0.5,0.063,0.137,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.069,0.027,6.82979e-05
model fa=0.3 T=0.2 kappa=0.5,0.069,0.049,0.000219741
model fa=0.3 T=0.2 kappa=0.5,0.069,0.071,0.000332581
model fa=0.3 T=0.2 kappa=0.5,0.069,0.093,0.000730491
model fa=0.3 T=0.2 kappa=0.5,0.069,0.115,0.00136299
model fa=0.3 T=0.2 kappa=0.5,0.069,0.137,0.00147286
model fa=0.3 T=0.2 kappa=0.5,0.069,0.159,0.001167
model fa=0.3 T=0.2 kappa=0.5,0.069,0.181,0.000632498
model fa=0.3 T=0.2 kappa=0.5,0.069,0.203,0.000258344
model fa=0.3 T=0.2 kappa=0.5,0.069,0.225,7.72063e-05
model fa=0.3 T=0.2 kappa=0.5,0.069,0.247,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.075,0.005,2.37558e-05
model fa=0.3 T=0.2 kappa=0.5,0.075,0.027,0.000424635
model fa=0.3 T=0.2 kappa=0.5,0.075,0.049,0.00102744
model fa=0.3 T=0.2 kappa=0.5,0.075,0.071,0.00211427
model fa=0.3 T=0.2 kappa=0.5,0.075,0.093,0.00323376
model fa=0.3 T=0.2 kappa=0.5,0.075,0.115,0.00542226
model fa=0.3 T=0.2 kappa=0.5,0.075,0.137,0.00613196
model fa=0.3 T=0.2 kappa=0.5,0.075,0.159,0.00452548
model fa=0.3 T=0.2 kappa=0.5,0.075,0.181,0.00214099
model fa=0.3 T=0.2 kappa=0.5,0.075,0.203,0.000745338
model fa=0.3 T=0.2 kappa=0.5,0.075,0.225,0.00033852
model fa=0.3 T=0.2 kappa=0.5,0.075,0.247,0.000163321
model fa=0.3 T=0.2 kappa=0.5,0.075,0.269,8.61147e-05
model fa=0.3 T=0.2 kappa=0.5,0.075,0.291,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.081,0.005,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.081,0.027,0.0011284
model fa=0.3 T=0.2 kappa=0.5,0.081,0.049,0.00293087
model fa=0.3 T=0.2 kappa=0.5,0.081,0.071,0.00485806
model fa=0.3 T=0.2 kappa=0.5,0.081,0.093,0.00672289
model fa=0.3 T=0.2 kappa=0.5,0.081,0.115,0.00778596
model fa=0.3 T=0.2 kappa=0.5,0.081,0.137,0.00763452
model fa=0.3 T=0.2 kappa=0.5,0.081,0.159,0.0062062
model fa=0.3 T=0.2 kappa=0.5,0.081,0.181,0.00448984
model fa=0.3 T=0.2 kappa=0.5,0.081,0.203,0.0019747
model fa=0.3 T=0.2 kappa=0.5,0.081,0.225,0.000694857
model fa=0.3 T=0.2 kappa=0.5,0.081,0.247,0.000258344
model fa=0.3 T=0.2 kappa=0.5,0.081,0.269,0.000127687
model fa=0.3 T=0.2 kappa=0.5,0.081,0.291,8.01758e-05
model fa=0.3 T=0.2 kappa=0.5,0.081,0.313,2.07863e-05
model fa=0.3 T=0.2 kappa=0.5,0.087,0.005,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.087,0.027,0.00084927
model fa=0.3 T=0.2 kappa=0.5,0.087,0.049,0.00282397
model fa=0.3 T=0.2 kappa=0.5,0.087,0.071,0.00434731
model fa=0.3 T=0.2 kappa=0.5,0.087,0.093,0.00625074
model fa=0.3 T=0.2 kappa=0.5,0.087,0.115,0.00723958
model fa=0.3 T=0.2 kappa=0.5,0.087,0.137,0.00786911
model fa=0.3 T=0.2 kappa=0.5,0.087,0.159,0.00723364
model fa=0.3 T=0.2 kappa=0.5,0.087,0.181,0.00616463
model fa=0.3 T=0.2 kappa=0.5,0.087,0.203,0.00439482
model fa=0.3 T=0.2 kappa=0.5,0.087,0.225,0.00259235
model fa=0.3 T=0.2 kappa=0.5,0.087,0.247,0.00105416
model fa=0.3 T=0.2 kappa=0.5,0.087,0.269,0.000469177
model fa=0.3 T=0.2 kappa=0.5,0.087,0.291,0.000219741
model fa=0.3 T=0.2 kappa=0.5,0.087,0.313,8.01758e-05
model fa=0.3 T=0.2 kappa=0.5,0.087,0.335,2.37558e-05
model fa=0.3 T=0.2 kappa=0.5,0.093,0.027,0.000587956
model fa=0.3 T=0.2 kappa=0.5,0.093,0.049,0.0019361
model fa=0.3 T=0.2 kappa=0.5,0.093,0.071,0.00275567
model fa=0.3 T=0.2 kappa=0.5,0.093,0.093,0.00406818
model fa=0.3 T=0.2 kappa=0.5,0.093,0.115,0.00509562
model fa=0.3 T=0.2 kappa=0.5,0.093,0.137,0.00593598
model fa=0.3 T=0.2 kappa=0.5,0.093,0.159,0.00655363
model fa=0.3 T=0.2 kappa=0.5,0.093,0.181,0.00675852
model fa=0.3 T=0.2 kappa=0.5,0.093,0.203,0.00584986
model fa=0.3 T=0.2 kappa=0.5,0.093,0.225,0.00480164
model fa=0.3 T=0.2 kappa=0.5,0.093,0.247,0.00334363
model fa=0.3 T=0.2 kappa=0.5,0.093,0.269,0.00187077
model fa=0.3 T=0.2 kappa=0.5,0.093,0.291,0.00090569
model fa=0.3 T=0.2 kappa=0.5,0.093,0.313,0.000383062
model fa=0.3 T=0.2 kappa=0.5,0.093,0.335,0.000133626
model fa=0.3 T=0.2 kappa=0.5,0.093,0.357,2.67253e-05
model fa=0.3 T=0.2 kappa=0.5,0.099,0.027,0.000433543
model fa=0.3 T=0.2 kappa=0.5,0.099,0.049,0.00143426
model fa=0.3 T=0.2 kappa=0.5,0.099,0.071,0.0019747
model fa=0.3 T=0.2 kappa=0.5,0.099,0.093,0.00270222
model fa=0.3 T=0.2 kappa=0.5,0.099,0.115,0.0034238
model fa=0.3 T=0.2 kappa=0.5,0.099,0.137,0.00420181
model fa=0.3 T=0.2 kappa=0.5,0.099,0.159,0.00497981
model fa=0.3 T=0.2 kappa=0.5,0.099,0.181,0.00549056
model fa=0.3 T=0.2 kappa=0.5,0.099,0.203,0.00566576
model fa=0.3 T=0.2 kappa=0.5,0.099,0.225,0.00558855
model fa=0.3 T=0.2 kappa=0.5,0.099,0.247,0.00457299
model fa=0.3 T=0.2 kappa=0.5,0.099,0.269,0.00390189
model fa=0.3 T=0.2 kappa=0.5,0.099,0.291,0.00257453
model fa=0.3 T=0.2 kappa=0.5,0.099,0.313,0.00129766
model fa=0.3 T=0.2 kappa=0.5,0.099,0.335,0.00073346
model fa=0.3 T=0.2 kappa=0.5,0.099,0.357,0.000219741
model fa=0.3 T=0.2 kappa=0.5,0.099,0.379,3.26642e-05
model fa=0.3 T=0.2 kappa=0.5,0.099,0.401,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.105,0.027,0.000448391
model fa=0.3 T=0.2 kappa=0.5,0.105,0.049,0.00136596
model fa=0.3 T=0.2 kappa=0.5,0.105,0.071,0.00174011
model fa=0.3 T=0.2 kappa=0.5,0.105,0.093,0.00261314
model fa=0.3 T=0.2 kappa=0.5,0.105,0.115,0.00282397
model fa=0.3 T=0.2 kappa=0.5,0.105,0.137,0.00345944
model fa=0.3 T=0.2 kappa=0.5,0.105,0.159,0.00395831
model fa=0.3 T=0.2 kappa=0.5,0.105,0.181,0.0042315
model fa=0.3 T=0.2 kappa=0.5,0.105,0.203,0.0046205
model fa=0.3 T=0.2 kappa=0.5,0.105,0.225,0.00474225
model fa=0.3 T=0.2 kappa=0.5,0.105,0.247,0.00482243
model fa=0.3 T=0.2 kappa=0.5,0.105,0.269,0.00418993
model fa=0.3 T=0.2 kappa=0.5,0.105,0.291,0.00368512
model fa=0.3 T=0.2 kappa=0.5,0.105,0.313,0.00293978
model fa=0.3 T=0.2 kappa=0.5,0.105,0.335,0.00187077
model fa=0.3 T=0.2 kappa=0.5,0.105,0.357,0.000953201
model fa=0.3 T=0.2 kappa=0.5,0.105,0.379,0.000341489
model fa=0.3 T=0.2 kappa=0.5,0.105,0.401,8.01758e-05
model fa=0.3 T=0.2 kappa=0.5,0.105,0.423,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.111,0.027,0.000448391
model fa=0.3 T=0.2 kappa=0.5,0.111,0.049,0.00136893
model fa=0.3 T=0.2 kappa=0.5,0.111,0.071,0.00187968
model fa=0.3 T=0.2 kappa=0.5,0.111,0.093,0.00214099
model fa=0.3 T=0.2 kappa=0.5,0.111,0.115,0.00281209
model fa=0.3 T=0.2 kappa=0.5,0.111,0.137,0.00320109
model fa=0.3 T=0.2 kappa=0.5,0.111,0.159,0.00317437
model fa=0.3 T=0.2 kappa=0.5,0.111,0.181,0.00380983
model fa=0.3 T=0.2 kappa=0.5,0.111,0.203,0.00393455
model fa=0.3 T=0.2 kappa=0.5,0.111,0.225,0.00431465
model fa=0.3 T=0.2 kappa=0.5,0.111,0.247,0.00439779
model fa=0.3 T=0.2 kappa=0.5,0.111,0.269,0.00438591
model fa=0.3 T=0.2 kappa=0.5,0.111,0.291,0.00422853
model fa=0.3 T=0.2 kappa=0.5,0.111,0.313,0.00379202
model fa=0.3 T=0.2 kappa=0.5,0.111,0.335,0.0029576
model fa=0.3 T=0.2 kappa=0.5,0.111,0.357,0.00206081
model fa=0.3 T=0.2 kappa=0.5,0.111,0.379,0.00114919
model fa=0.3 T=0.2 kappa=0.5,0.111,0.401,0.000460268
model fa=0.3 T=0.2 kappa=0.5,0.111,0.423,6.82979e-05
model fa=0.3 T=0.2 kappa=0.5,0.111,0.445,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.117,0.027,0.000418696
model fa=0.3 T=0.2 kappa=0.5,0.117,0.049,0.00149068
model fa=0.3 T=0.2 kappa=0.5,0.117,0.071,0.00184404
model fa=0.3 T=0.2 kappa=0.5,0.117,0.093,0.00225383
model fa=0.3 T=0.2 kappa=0.5,0.117,0.115,0.00262798
model fa=0.3 T=0.2 kappa=0.5,0.117,0.137,0.00291602
model fa=0.3 T=0.2 kappa=0.5,0.117,0.159,0.00326939
model fa=0.3 T=0.2 kappa=0.5,0.117,0.181,0.00340599
model fa=0.3 T=0.2 kappa=0.5,0.117,0.203,0.00384844
model fa=0.3 T=0.2 kappa=0.5,0.117,0.225,0.00396722
model fa=0.3 T=0.2 kappa=0.5,0.117,0.247,0.00443342
model fa=0.3 T=0.2 kappa=0.5,0.117,0.269,0.00439185
model fa=0.3 T=0.2 kappa=0.5,0.117,0.291,0.00431761
model fa=0.3 T=0.2 kappa=0.5,0.117,0.313,0.00418993
model fa=0.3 T=0.2 kappa=0.5,0.117,0.335,0.0033852
model fa=0.3 T=0.2 kappa=0.5,0.117,0.357,0.00298135
model fa=0.3 T=0.2 kappa=0.5,0.117,0.379,0.00217662
model fa=0.3 T=0.2 kappa=0.5,0.117,0.401,0.00127687
model fa=0.3 T=0.2 kappa=0.5,0.117,0.423,0.000504811
model fa=0.3 T=0.2 kappa=0.5,0.117,0.445,0.000160352
model fa=0.3 T=0.2 kappa=0.5,0.117,0.467,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.123,0.027,0.000326642
model fa=0.3 T=0.2 kappa=0.5,0.123,0.049,0.00100368
model fa=0.3 T=0.2 kappa=0.5,0.123,0.071,0.00163321
model fa=0.3 T=0.2 kappa=0.5,0.123,0.093,0.0018381
model fa=0.3 T=0.2 kappa=0.5,0.123,0.115,0.0022182
model fa=0.3 T=0.2 kappa=0.5,0.123,0.137,0.00265768
model fa=0.3 T=0.2 kappa=0.5,0.123,0.159,0.00286851
model fa=0.3 T=0.2 kappa=0.5,0.123,0.181,0.00341489
model fa=0.3 T=0.2 kappa=0.5,0.123,0.203,0.00361682
model fa=0.3 T=0.2 kappa=0.5,0.123,0.225,0.00395831
model fa=0.3 T=0.2 kappa=0.5,0.123,0.247,0.00417508
model fa=0.3 T=0.2 kappa=0.5,0.123,0.269,0.00425229
model fa=0.3 T=0.2 kappa=0.5,0.123,0.291,0.00422853
model fa=0.3 T=0.2 kappa=0.5,0.123,0.313,0.00446609
model fa=0.3 T=0.2 kappa=0.5,0.123,0.335,0.00430277
model fa=0.3 T=0.2 kappa=0.5,0.123,0.357,0.00363167
model fa=0.3 T=0.2 kappa=0.5,0.123,0.379,0.00296947
model fa=0.3 T=0.2 kappa=0.5,0.123,0.401,0.00217662
model fa=0.3 T=0.2 kappa=0.5,0.123,0.423,0.00138971
model fa=0.3 T=0.2 kappa=0.5,0.123,0.445,0.000421665
model fa=0.3 T=0.2 kappa=0.5,0.123,0.467,0.000121748
model fa=0.3 T=0.2 kappa=0.5,0.123,0.489,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.129,0.027,0.000187077
model fa=0.3 T=0.2 kappa=0.5,0.129,0.049,0.000584986
model fa=0.3 T=0.2 kappa=0.5,0.129,0.071,0.00101259
model fa=0.3 T=0.2 kappa=0.5,0.129,0.093,0.00129469
model fa=0.3 T=0.2 kappa=0.5,0.129,0.115,0.00178465
model fa=0.3 T=0.2 kappa=0.5,0.129,0.137,0.00218553
model fa=0.3 T=0.2 kappa=0.5,0.129,0.159,0.00252405
model fa=0.3 T=0.2 kappa=0.5,0.129,0.181,0.00301402
model fa=0.3 T=0.2 kappa=0.5,0.129,0.203,0.00340302
model fa=0.3 T=0.2 kappa=0.5,0.129,0.225,0.00367027
model fa=0.3 T=0.2 kappa=0.5,0.129,0.247,0.00382171
model fa=0.3 T=0.2 kappa=0.5,0.129,0.269,0.00396722
model fa=0.3 T=0.2 kappa=0.5,0.129,0.291,0.00425823
model fa=0.3 T=0.2 kappa=0.5,0.129,0.313,0.00434137
model fa=0.3 T=0.2 kappa=0.5,0.129,0.335,0.00422556
model fa=0.3 T=0.2 kappa=0.5,0.129,0.357,0.003988
model fa=0.3 T=0.2 kappa=0.5,0.129,0.379,0.00363464
model fa=0.3 T=0.2 kappa=0.5,0.129,0.401,0.0030645
model fa=0.3 T=0.2 kappa=0.5,0.129,0.423,0.00227462
model fa=0.3 T=0.2 kappa=0.5,0.129,0.445,0.00122936
model fa=0.3 T=0.2 kappa=0.5,0.129,0.467,0.000504811
model fa=0.3 T=0.2 kappa=0.5,0.129,0.489,0.000118779
model fa=0.3 T=0.2 kappa=0.5,0.129,0.511,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.135,0.027,6.53284e-05
model fa=0.3 T=0.2 kappa=0.5,0.135,0.049,0.000279131
model fa=0.3 T=0.2 kappa=0.5,0.135,0.071,0.000466207
model fa=0.3 T=0.2 kappa=0.5,0.135,0.093,0.000724552
model fa=0.3 T=0.2 kappa=0.5,0.135,0.115,0.00111355
model fa=0.3 T=0.2 kappa=0.5,0.135,0.137,0.00140456
model fa=0.3 T=0.2 kappa=0.5,0.135,0.159,0.00190937
model fa=0.3 T=0.2 kappa=0.5,0.135,0.181,0.00244685
model fa=0.3 T=0.2 kappa=0.5,0.135,0.203,0.00284179
model fa=0.3 T=0.2 kappa=0.5,0.135,0.225,0.00350695
model fa=0.3 T=0.2 kappa=0.5,0.135,0.247,0.00353664
model fa=0.3 T=0.2 kappa=0.5,0.135,0.269,0.00400285
model fa=0.3 T=0.2 kappa=0.5,0.135,0.291,0.00414835
model fa=0.3 T=0.2 kappa=0.5,0.135,0.313,0.00419587
model fa=0.3 T=0.2 kappa=0.5,0.135,0.335,0.00426119
model fa=0.3 T=0.2 kappa=0.5,0.135,0.357,0.00417805
model fa=0.3 T=0.2 kappa=0.5,0.135,0.379,0.00399097
model fa=0.3 T=0.2 kappa=0.5,0.135,0.401,0.00373857
model fa=0.3 T=0.2 kappa=0.5,0.135,0.423,0.00302886
model fa=0.3 T=0.2 kappa=0.5,0.135,0.445,0.00219147
model fa=0.3 T=0.2 kappa=0.5,0.135,0.467,0.00133626
model fa=0.3 T=0.2 kappa=0.5,0.135,0.489,0.000552322
model fa=0.3 T=0.2 kappa=0.5,0.135,0.511,0.000124718
model fa=0.3 T=0.2 kappa=0.5,0.135,0.533,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.141,0.027,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.141,0.049,5.93895e-05
model fa=0.3 T=0.2 kappa=0.5,0.141,0.071,0.000124718
model fa=0.3 T=0.2 kappa=0.5,0.141,0.093,0.000335551
model fa=0.3 T=0.2 kappa=0.5,0.141,0.115,0.000605773
model fa=0.3 T=0.2 kappa=0.5,0.141,0.137,0.000884903
model fa=0.3 T=0.2 kappa=0.5,0.141,0.159,0.00125609
model fa=0.3 T=0.2 kappa=0.5,0.141,0.181,0.00191234
model fa=0.3 T=0.2 kappa=0.5,0.141,0.203,0.00226571
model fa=0.3 T=0.2 kappa=0.5,0.141,0.225,0.00280021
model fa=0.3 T=0.2 kappa=0.5,0.141,0.247,0.00325751
model fa=0.3 T=0.2 kappa=0.5,0.141,0.269,0.00348616
model fa=0.3 T=0.2 kappa=0.5,0.141,0.291,0.00397613
model fa=0.3 T=0.2 kappa=0.5,0.141,0.313,0.004086
model fa=0.3 T=0.2 kappa=0.5,0.141,0.335,0.00424932
model fa=0.3 T=0.2 kappa=0.5,0.141,0.357,0.00410678
model fa=0.3 T=0.2 kappa=0.5,0.141,0.379,0.00399691
model fa=0.3 T=0.2 kappa=0.5,0.141,0.401,0.00389595
model fa=0.3 T=0.2 kappa=0.5,0.141,0.423,0.00355149
model fa=0.3 T=0.2 kappa=0.5,0.141,0.445,0.00286851
model fa=0.3 T=0.2 kappa=0.5,0.141,0.467,0.00213208
model fa=0.3 T=0.2 kappa=0.5,0.141,0.489,0.00130063
model fa=0.3 T=0.2 kappa=0.5,0.141,0.511,0.000590925
model fa=0.3 T=0.2 kappa=0.5,0.141,0.533,0.000148474
model fa=0.3 T=0.2 kappa=0.5,0.147,0.049,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.147,0.071,2.07863e-05
model fa=0.3 T=0.2 kappa=0.5,0.147,0.093,0.000100962
model fa=0.3 T=0.2 kappa=0.5,0.147,0.115,0.000246466
model fa=0.3 T=0.2 kappa=0.5,0.147,0.137,0.000528566
model fa=0.3 T=0.2 kappa=0.5,0.147,0.159,0.000861147
model fa=0.3 T=0.2 kappa=0.5,0.147,0.181,0.00111652
model fa=0.3 T=0.2 kappa=0.5,0.147,0.203,0.00170745
model fa=0.3 T=0.2 kappa=0.5,0.147,0.225,0.00226274
model fa=0.3 T=0.2 kappa=0.5,0.147,0.247,0.0027141
model fa=0.3 T=0.2 kappa=0.5,0.147,0.269,0.00318625
model fa=0.3 T=0.2 kappa=0.5,0.147,0.291,0.00363761
model fa=0.3 T=0.2 kappa=0.5,0.147,0.313,0.00396425
model fa=0.3 T=0.2 kappa=0.5,0.147,0.335,0.00406224
model fa=0.3 T=0.2 kappa=0.5,0.147,0.357,0.00422853
model fa=0.3 T=0.2 kappa=0.5,0.147,0.379,0.00424338
model fa=0.3 T=0.2 kappa=0.5,0.147,0.401,0.00402067
model fa=0.3 T=0.2 kappa=0.5,0.147,0.423,0.00390189
model fa=0.3 T=0.2 kappa=0.5,0.147,0.445,0.00318328
model fa=0.3 T=0.2 kappa=0.5,0.147,0.467,0.00293681
model fa=0.3 T=0.2 kappa=0.5,0.147,0.489,0.0021202
model fa=0.3 T=0.2 kappa=0.5,0.147,0.511,0.00123233
model fa=0.3 T=0.2 kappa=0.5,0.147,0.533,0.000573108
model fa=0.3 T=0.2 kappa=0.5,0.147,0.555,0.000118779
model fa=0.3 T=0.2 kappa=0.5,0.153,0.093,1.48474e-05
model fa=0.3 T=0.2 kappa=0.5,0.153,0.115,8.31453e-05
model fa=0.3 T=0.2 kappa=0.5,0.153,0.137,0.00022568
model fa=0.3 T=0.2 kappa=0.5,0.153,0.159,0.000383062
model fa=0.3 T=0.2 kappa=0.5,0.153,0.181,0.000635467
model fa=0.3 T=0.2 kappa=0.5,0.153,0.203,0.00103932
model fa=0.3 T=0.2 kappa=0.5,0.153,0.225,0.00153522
model fa=0.3 T=0.2 kappa=0.5,0.153,0.247,0.00191828
model fa=0.3 T=0.2 kappa=0.5,0.153,0.269,0.00264877
model fa=0.3 T=0.2 kappa=0.5,0.153,0.291,0.00300511
model fa=0.3 T=0.2 kappa=0.5,0.153,0.313,0.00341193
model fa=0.3 T=0.2 kappa=0.5,0.153,0.335,0.00371778
model fa=0.3 T=0.2 kappa=0.5,0.153,0.357,0.00409787
model fa=0.3 T=0.2 kappa=0.5,0.153,0.379,0.00376826
model fa=0.3 T=0.2 kappa=0.5,0.153,0.401,0.00382468
model fa=0.3 T=0.2 kappa=0.5,0.153,0.423,0.00404739
model fa=0.3 T=0.2 kappa=0.5,0.153,0.445,0.0038425
model fa=0.3 T=0.2 kappa=0.5,0.153,0.467,0.00340005
model fa=0.3 T=0.2 kappa=0.5,0.153,0.489,0.00274082
model fa=0.3 T=0.2 kappa=0.5,0.153,0.511,0.00223304
model fa=0.3 T=0.2 kappa=0.5,0.153,0.533,0.00129172
model fa=0.3 T=0.2 kappa=0.5,0.153,0.555,0.000445421
model fa=0.3 T=0.2 kappa=0.5,0.153,0.577,7.42368e-05
model fa=0.3 T=0.2 kappa=0.5,0.159,0.115,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.159,0.137,2.96947e-05
model fa=0.3 T=0.2 kappa=0.5,0.159,0.159,0.000100962
model fa=0.3 T=0.2 kappa=0.5,0.159,0.181,0.000270222
model fa=0.3 T=0.2 kappa=0.5,0.159,0.203,0.000418696
model fa=0.3 T=0.2 kappa=0.5,0.159,0.225,0.0008463
model fa=0.3 T=0.2 kappa=0.5,0.159,0.247,0.0012353
model fa=0.3 T=0.2 kappa=0.5,0.159,0.269,0.00175793
model fa=0.3 T=0.2 kappa=0.5,0.159,0.291,0.00226571
model fa=0.3 T=0.2 kappa=0.5,0.159,0.313,0.00258641
model fa=0.3 T=0.2 kappa=0.5,0.159,0.335,0.00324563
model fa=0.3 T=0.2 kappa=0.5,0.159,0.357,0.00340599
model fa=0.3 T=0.2 kappa=0.5,0.159,0.379,0.00407115
model fa=0.3 T=0.2 kappa=0.5,0.159,0.401,0.00386922
model fa=0.3 T=0.2 kappa=0.5,0.159,0.423,0.00395831
model fa=0.3 T=0.2 kappa=0.5,0.159,0.445,0.00393752
model fa=0.3 T=0.2 kappa=0.5,0.159,0.467,0.00357228
model fa=0.3 T=0.2 kappa=0.5,0.159,0.489,0.00336144
model fa=0.3 T=0.2 kappa=0.5,0.159,0.511,0.00291899
model fa=0.3 T=0.2 kappa=0.5,0.159,0.533,0.00205191
model fa=0.3 T=0.2 kappa=0.5,0.159,0.555,0.00126203
model fa=0.3 T=0.2 kappa=0.5,0.159,0.577,0.000445421
model fa=0.3 T=0.2 kappa=0.5,0.159,0.599,4.15726e-05
model fa=0.3 T=0.2 kappa=0.5,0.165,0.159,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.165,0.181,5.34505e-05
model fa=0.3 T=0.2 kappa=0.5,0.165,0.203,0.000187077
model fa=0.3 T=0.2 kappa=0.5,0.165,0.225,0.000400879
model fa=0.3 T=0.2 kappa=0.5,0.165,0.247,0.000691887
model fa=0.3 T=0.2 kappa=0.5,0.165,0.269,0.000864117
model fa=0.3 T=0.2 kappa=0.5,0.165,0.291,0.00149661
model fa=0.3 T=0.2 kappa=0.5,0.165,0.313,0.00198361
model fa=0.3 T=0.2 kappa=0.5,0.165,0.335,0.00256266
model fa=0.3 T=0.2 kappa=0.5,0.165,0.357,0.00322485
model fa=0.3 T=0.2 kappa=0.5,0.165,0.379,0.0032486
model fa=0.3 T=0.2 kappa=0.5,0.165,0.401,0.00386922
model fa=0.3 T=0.2 kappa=0.5,0.165,0.423,0.00394643
model fa=0.3 T=0.2 kappa=0.5,0.165,0.445,0.00366136
model fa=0.3 T=0.2 kappa=0.5,0.165,0.467,0.0037742
model fa=0.3 T=0.2 kappa=0.5,0.165,0.489,0.0038128
model fa=0.3 T=0.2 kappa=0.5,0.165,0.511,0.00319515
model fa=0.3 T=0.2 kappa=0.5,0.165,0.533,0.00265174
model fa=0.3 T=0.2 kappa=0.5,0.165,0.555,0.00193907
model fa=0.3 T=0.2 kappa=0.5,0.165,0.577,0.00114028
model fa=0.3 T=0.2 kappa=0.5,0.165,0.599,0.000350398
model fa=0.3 T=0.2 kappa=0.5,0.165,0.621,1.78168e-05
model fa=0.3 T=0.2 kappa=0.5,0.171,0.181,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.171,0.203,2.07863e-05
model fa=0.3 T=0.2 kappa=0.5,0.171,0.225,0.000124718
model fa=0.3 T=0.2 kappa=0.5,0.171,0.247,0.000270222
model fa=0.3 T=0.2 kappa=0.5,0.171,0.269,0.000400879
model fa=0.3 T=0.2 kappa=0.5,0.171,0.291,0.000822544
model fa=0.3 T=0.2 kappa=0.5,0.171,0.313,0.00124421
model fa=0.3 T=0.2 kappa=0.5,0.171,0.335,0.0016243
model fa=0.3 T=0.2 kappa=0.5,0.171,0.357,0.00224195
model fa=0.3 T=0.2 kappa=0.5,0.171,0.379,0.00293087
model fa=0.3 T=0.2 kappa=0.5,0.171,0.401,0.00325454
model fa=0.3 T=0.2 kappa=0.5,0.171,0.423,0.00336144
model fa=0.3 T=0.2 kappa=0.5,0.171,0.445,0.0034535
model fa=0.3 T=0.2 kappa=0.5,0.171,0.467,0.00361088
model fa=0.3 T=0.2 kappa=0.5,0.171,0.489,0.00333472
model fa=0.3 T=0.2 kappa=0.5,0.171,0.511,0.00323673
model fa=0.3 T=0.2 kappa=0.5,0.171,0.533,0.00300214
model fa=0.3 T=0.2 kappa=0.5,0.171,0.555,0.00259235
model fa=0.3 T=0.2 kappa=0.5,0.171,0.577,0.0019064
model fa=0.3 T=0.2 kappa=0.5,0.171,0.599,0.00105119
model fa=0.3 T=0.2 kappa=0.5,0.171,0.621,0.000237558
model fa=0.3 T=0.2 kappa=0.5,0.171,0.643,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.177,0.225,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.177,0.247,6.23589e-05
model fa=0.3 T=0.2 kappa=0.5,0.177,0.269,0.000142535
model fa=0.3 T=0.2 kappa=0.5,0.177,0.291,0.000285069
model fa=0.3 T=0.2 kappa=0.5,0.177,0.313,0.000635467
model fa=0.3 T=0.2 kappa=0.5,0.177,0.335,0.000893812
model fa=0.3 T=0.2 kappa=0.5,0.177,0.357,0.00132142
model fa=0.3 T=0.2 kappa=0.5,0.177,0.379,0.00181138
model fa=0.3 T=0.2 kappa=0.5,0.177,0.401,0.00239933
model fa=0.3 T=0.2 kappa=0.5,0.177,0.423,0.00278834
model fa=0.3 T=0.2 kappa=0.5,0.177,0.445,0.00320406
model fa=0.3 T=0.2 kappa=0.5,0.177,0.467,0.0033169
model fa=0.3 T=0.2 kappa=0.5,0.177,0.489,0.00348616
model fa=0.3 T=0.2 kappa=0.5,0.177,0.511,0.00366433
model fa=0.3 T=0.2 kappa=0.5,0.177,0.533,0.00331987
model fa=0.3 T=0.2 kappa=0.5,0.177,0.555,0.00304668
model fa=0.3 T=0.2 kappa=0.5,0.177,0.577,0.00242309
model fa=0.3 T=0.2 kappa=0.5,0.177,0.599,0.00163024
model fa=0.3 T=0.2 kappa=0.5,0.177,0.621,0.000769094
model fa=0.3 T=0.2 kappa=0.5,0.177,0.643,0.000201924
model fa=0.3 T=0.2 kappa=0.5,0.177,0.665,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.183,0.247,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.183,0.269,2.67253e-05
