series,Rg_over_lc,Re_over_lc,probability
living worms 30 C,0.249,0.665,0.000897742
living worms 30 C,0.249,0.687,0.00106212
living worms 30 C,0.249,0.709,0.00125224
living worms 30 C,0.249,0.731,0.0013293
living worms 30 C,0.249,0.753,0.00122857
living worms 30 C,0.249,0.775,0.00105057
living worms 30 C,0.249,0.797,0.000885469
living worms 30 C,0.249,0.819,0.000706882
living worms 30 C,0.249,0.841,0.000468017
living worms 30 C,0.249,0.863,0.000235613
living worms 30 C,0.255,0.687,0.000953932
living worms 30 C,0.255,0.709,0.0012545
living worms 30 C,0.255,0.731,0.00138947
living worms 30 C,0.255,0.753,0.00127049
living worms 30 C,0.255,0.775,0.0010273
living worms 30 C,0.255,0.797,0.00079206
living worms 30 C,0.255,0.819,0.000608727
living worms 30 C,0.255,0.841,0.000442554
living worms 30 C,0.255,0.863,0.000274409
living worms 30 C,0.261,0.753,0.0011557
living worms 30 C,0.261,0.775,0.00107892
living worms 30 C,0.261,0.797,0.000915931
living worms 30 C,0.261,0.819,0.000699467
living worms 30 C,0.261,0.841,0.000498572
living worms 30 C,0.261,0.863,0.000339595
living worms 30 C,0.261,0.885,0.000260064
living worms 30 C,0.267,0.797,0.000954552
living worms 30 C,0.267,0.819,0.000748915
living worms 30 C,0.267,0.841,0.000539922
living worms 30 C,0.267,0.863,0.000402882
living worms 30 C,0.267,0.885,0.000366001
living worms 30 C,0.267,0.907,0.000384217
living worms 30 C,0.273,0.863,0.000376409
living worms 30 C,0.273,0.885,0.000374396
living worms 30 C,0.273,0.907,0.000439239
living worms 30 C,0.279,0.907,0.00034948
living worms 30 C,0.279,0.929,0.000416591
living worms 30 C,0.285,0.973,0.000161331
