series,Rg_over_lc,Re_over_lc,probability
living worms 10 C,0.051,0.071,0.0004938
living worms 10 C,0.051,0.093,0.000698562
living worms 10 C,0.051,0.115,0.000798146
living worms 10 C,0.057,0.027,0.000195466
living worms 10 C,0.057,0.049,0.00036185
living worms 10 C,0.057,0.071,0.000588938
living worms 10 C,0.057,0.093,0.000814093
living worms 10 C,0.057,0.115,0.000917601
living worms 10 C,0.057,0.137,0.00083614
living worms 10 C,0.057,0.159,0.000681133
living worms 10 C,0.063,0.027,0.000335706
living worms 10 C,0.063,0.049,0.000531888
living worms 10 C,0.063,0.071,0.000722767
living worms 10 C,0.063,0.093,0.000899616
living worms 10 C,0.063,0.115,0.00100568
living worms 10 C,0.063,0.137,0.000953982
living worms 10 C,0.063,0.159,0.000811147
living worms 10 C,0.063,0.181,0.000653567
living worms 10 C,0.063,0.203,0.000466071
living worms 10 C,0.069,0.005,0.00020554
living worms 10 C,0.069,0.027,0.000475113
living worms 10 C,0.069,0.049,0.000690771
living worms 10 C,0.069,0.071,0.000827751
living worms 10 C,0.069,0.093,0.000948221
living worms 10 C,0.069,0.115,0.00106049
living worms 10 C,0.069,0.137,0.00105577
living worms 10 C,0.069,0.159,0.000925163
living worms 10 C,0.069,0.181,0.000746692
living worms 10 C,0.069,0.203,0.000543081
living worms 10 C,0.069,0.225,0.000360405
living worms 10 C,0.069,0.247,0.000221055
living worms 10 C,0.075,0.005,0.000209439
living worms 10 C,0.075,0.027,0.000481951
living worms 10 C,0.075,0.049,0.000692572
living worms 10 C,0.075,0.071,0.000817037
living worms 10 C,0.075,0.093,0.000914431
living worms 10 C,0.075,0.115,0.00100576
living worms 10 C,0.075,0.137,0.00101128
living worms 10 C,0.075,0.159,0.000918807
living worms 10 C,0.075,0.181,0.000799615
living worms 10 C,0.075,0.203,0.000660553
living worms 10 C,0.075,0.225,0.000537023
living worms 10 C,0.075,0.247,0.000413817
living worms 10 C,0.075,0.269,0.0002697
living worms 10 C,0.081,0.005,0.000186818
living worms 10 C,0.081,0.027,0.000448763
living worms 10 C,0.081,0.049,0.00068103
living worms 10 C,0.081,0.071,0.000823234
living worms 10 C,0.081,0.093,0.000889487
living worms 10 C,0.081,0.115,0.000931276
living worms 10 C,0.081,0.137,0.00094435
living worms 10 C,0.081,0.159,0.000922301
living worms 10 C,0.081,0.181,0.000914302
living worms 10 C,0.081,0.203,0.000900374
living worms 10 C,0.081,0.225,0.000866936
living worms 10 C,0.081,0.247,0.000769269
living worms 10 C,0.081,0.269,0.000580244
living worms 10 C,0.081,0.291,0.000355955
living worms 10 C,0.087,0.005,0.000201742
living worms 10 C,0.087,0.027,0.000509335
living worms 10 C,0.087,0.049,0.000796942
living worms 10 C,0.087,0.071,0.000935169
living worms 10 C,0.087,0.093,0.000947897
living worms 10 C,0.087,0.115,0.000957873
living worms 10 C,0.087,0.137,0.00100427
living worms 10 C,0.087,0.159,0.00103853
living worms 10 C,0.087,0.181,0.0010777
living worms 10 C,0.087,0.203,0.00113081
living worms 10 C,0.087,0.225,0.00116086
living worms 10 C,0.087,0.247,0.0011068
living worms 10 C,0.087,0.269,0.000922976
living worms 10 C,0.087,0.291,0.000641747
living worms 10 C,0.087,0.313,0.000385866
living worms 10 C,0.087,0.335,0.000206907
living worms 10 C,0.093,0.005,0.000206595
living worms 10 C,0.093,0.027,0.00054405
living worms 10 C,0.093,0.049,0.000879143
living worms 10 C,0.093,0.071,0.0010241
living worms 10 C,0.093,0.093,0.00101287
living worms 10 C,0.093,0.115,0.00103233
living worms 10 C,0.093,0.137,0.00111177
living worms 10 C,0.093,0.159,0.00114426
living worms 10 C,0.093,0.181,0.00114863
living worms 10 C,0.093,0.203,0.00120508
living worms 10 C,0.093,0.225,0.0012809
living worms 10 C,0.093,0.247,0.00127491
living worms 10 C,0.093,0.269,0.00113707
living worms 10 C,0.093,0.291,0.000885232
living worms 10 C,0.093,0.313,0.000612175
living worms 10 C,0.093,0.335,0.00036853
living worms 10 C,0.093,0.357,0.000181014
living worms 10 C,0.099,0.005,0.000177433
living worms 10 C,0.099,0.027,0.000494259
living worms 10 C,0.099,0.049,0.000863474
living worms 10 C,0.099,0.071,0.0010768
living worms 10 C,0.099,0.093,0.00112094
living worms 10 C,0.099,0.115,0.00118006
living worms 10 C,0.099,0.137,0.00125776
living worms 10 C,0.099,0.159,0.0012481
living worms 10 C,0.099,0.181,0.0012098
living worms 10 C,0.099,0.203,0.00125823
living worms 10 C,0.099,0.225,0.00135697
living worms 10 C,0.099,0.247,0.00137676
living worms 10 C,0.099,0.269,0.00128295
living worms 10 C,0.099,0.291,0.00110464
living worms 10 C,0.099,0.313,0.000846761
living worms 10 C,0.099,0.335,0.000541626
living worms 10 C,0.099,0.357,0.000288381
living worms 10 C,0.099,0.379,0.000146017
living worms 10 C,0.105,0.005,0.000181269
living worms 10 C,0.105,0.027,0.000495043
living worms 10 C,0.105,0.049,0.000881926
living worms 10 C,0.105,0.071,0.00116242
living worms 10 C,0.105,0.093,0.00128514
living worms 10 C,0.105,0.115,0.00137194
living worms 10 C,0.105,0.137,0.00143011
living worms 10 C,0.105,0.159,0.00141475
living worms 10 C,0.105,0.181,0.00141711
living worms 10 C,0.105,0.203,0.00149732
living worms 10 C,0.105,0.225,0.00157961
living worms 10 C,0.105,0.247,0.00159262
living worms 10 C,0.105,0.269,0.0015564
living worms 10 C,0.105,0.291,0.00148124
living worms 10 C,0.105,0.313,0.0012501
living worms 10 C,0.105,0.335,0.000865683
living worms 10 C,0.105,0.357,0.000516091
living worms 10 C,0.105,0.379,0.000305
living worms 10 C,0.105,0.401,0.000169485
living worms 10 C,0.111,0.005,0.00021188
living worms 10 C,0.111,0.027,0.000511472
living worms 10 C,0.111,0.049,0.000833044
living worms 10 C,0.111,0.071,0.0011043
living worms 10 C,0.111,0.093,0.00130646
living worms 10 C,0.111,0.115,0.00147788
living worms 10 C,0.111,0.137,0.00161141
living worms 10 C,0.111,0.159,0.00167608
living worms 10 C,0.111,0.181,0.00178536
living worms 10 C,0.111,0.203,0.00192279
living worms 10 C,0.111,0.225,0.00198538
living worms 10 C,0.111,0.247,0.00199739
living worms 10 C,0.111,0.269,0.00200526
living worms 10 C,0.111,0.291,0.00198943
living worms 10 C,0.111,0.313,0.00178431
living worms 10 C,0.111,0.335,0.00136122
living worms 10 C,0.111,0.357,0.000926024
living worms 10 C,0.111,0.379,0.000618472
living worms 10 C,0.111,0.401,0.000377124
living worms 10 C,0.111,0.423,0.000181782
living worms 10 C,0.117,0.005,0.000223358
living worms 10 C,0.117,0.027,0.000481514
living worms 10 C,0.117,0.049,0.000702504
living worms 10 C,0.117,0.071,0.000925972
living worms 10 C,0.117,0.093,0.00119152
living worms 10 C,0.117,0.115,0.00148428
living worms 10 C,0.117,0.137,0.00174476
living worms 10 C,0.117,0.159,0.00195309
living worms 10 C,0.117,0.181,0.00223291
living worms 10 C,0.117,0.203,0.00244103
living worms 10 C,0.117,0.225,0.00245264
living worms 10 C,0.117,0.247,0.0024515
living worms 10 C,0.117,0.269,0.0024733
living worms 10 C,0.117,0.291,0.00241969
living worms 10 C,0.117,0.313,0.00221372
living worms 10 C,0.117,0.335,0.00185737
living worms 10 C,0.117,0.357,0.00143407
living worms 10 C,0.117,0.379,0.00104677
living worms 10 C,0.117,0.401,0.000698324
living worms 10 C,0.117,0.423,0.000393362
living worms 10 C,0.117,0.445,0.000191497
living worms 10 C,0.123,0.005,0.000197671
living worms 10 C,0.123,0.027,0.000406627
living worms 10 C,0.123,0.049,0.000563264
living worms 10 C,0.123,0.071,0.000759343
living worms 10 C,0.123,0.093,0.00105094
living worms 10 C,0.123,0.115,0.00141124
living worms 10 C,0.123,0.137,0.00175067
living worms 10 C,0.123,0.159,0.00210891
living worms 10 C,0.123,0.181,0.00260179
living worms 10 C,0.123,0.203,0.00292617
living worms 10 C,0.123,0.225,0.0028613
living worms 10 C,0.123,0.247,0.00276531
living worms 10 C,0.123,0.269,0.00277176
living worms 10 C,0.123,0.291,0.00267809
living worms 10 C,0.123,0.313,0.00248464
living worms 10 C,0.123,0.335,0.00225916
living worms 10 C,0.123,0.357,0.00192504
living worms 10 C,0.123,0.379,0.00149272
living worms 10 C,0.123,0.401,0.00107507
living worms 10 C,0.123,0.423,0.000710529
living worms 10 C,0.123,0.445,0.000415891
living worms 10 C,0.123,0.467,0.000202331
living worms 10 C,0.129,0.005,0.000178152
living worms 10 C,0.129,0.027,0.00035866
living worms 10 C,0.129,0.049,0.00047583
living worms 10 C,0.129,0.071,0.000634506
living worms 10 C,0.129,0.093,0.000899346
living worms 10 C,0.129,0.115,0.00124871
living worms 10 C,0.129,0.137,0.00159858
living worms 10 C,0.129,0.159,0.00204515
living worms 10 C,0.129,0.181,0.00265414
living worms 10 C,0.129,0.203,0.0030858
living worms 10 C,0.129,0.225,0.00306018
living worms 10 C,0.129,0.247,0.00289535
living worms 10 C,0.129,0.269,0.00285821
living worms 10 C,0.129,0.291,0.00281425
living worms 10 C,0.129,0.313,0.00272902
living worms 10 C,0.129,0.335,0.00262033
living worms 10 C,0.129,0.357,0.00234216
living worms 10 C,0.129,0.379,0.00188193
living worms 10 C,0.129,0.401,0.00143232
living worms 10 C,0.129,0.423,0.00106986
living worms 10 C,0.129,0.445,0.00073152
living worms 10 C,0.129,0.467,0.000392258
living worms 10 C,0.129,0.489,0.000159614
living worms 10 C,0.135,0.005,0.000168966
living worms 10 C,0.135,0.027,0.000337333
living worms 10 C,0.135,0.049,0.000424379
living worms 10 C,0.135,0.071,0.000531471
living worms 10 C,0.135,0.093,0.000728084
living worms 10 C,0.135,0.115,0.00100033
living worms 10 C,0.135,0.137,0.00131374
living worms 10 C,0.135,0.159,0.00177065
living worms 10 C,0.135,0.181,0.00232198
living worms 10 C,0.135,0.203,0.0027371
living worms 10 C,0.135,0.225,0.00285788
living worms 10 C,0.135,0.247,0.00276909
living worms 10 C,0.135,0.269,0.00271456
living worms 10 C,0.135,0.291,0.00277592
living worms 10 C,0.135,0.313,0.0028762
living worms 10 C,0.135,0.335,0.0028718
living worms 10 C,0.135,0.357,0.00261325
living worms 10 C,0.135,0.379,0.00215221
living worms 10 C,0.135,0.401,0.00170393
living worms 10 C,0.135,0.423,0.00136655
living worms 10 C,0.135,0.445,0.00105332
living worms 10 C,0.135,0.467,0.00065765
living worms 10 C,0.135,0.489,0.000311198
living worms 10 C,0.135,0.511,0.000117089
living worms 10 C,0.141,0.005,0.000198937
living worms 10 C,0.141,0.027,0.000378585
living worms 10 C,0.141,0.049,0.000412759
living worms 10 C,0.141,0.071,0.000466681
living worms 10 C,0.141,0.093,0.000636314
living worms 10 C,0.141,0.115,0.000823296
living worms 10 C,0.141,0.137,0.00102964
living worms 10 C,0.141,0.159,0.0013983
living worms 10 C,0.141,0.181,0.00183884
living worms 10 C,0.141,0.203,0.00222181
living worms 10 C,0.141,0.225,0.00247008
living worms 10 C,0.141,0.247,0.00249362
living worms 10 C,0.141,0.269,0.00250038
living worms 10 C,0.141,0.291,0.00266428
living worms 10 C,0.141,0.313,0.0028714
living worms 10 C,0.141,0.335,0.0028992
living worms 10 C,0.141,0.357,0.00268776
living worms 10 C,0.141,0.379,0.00232821
living worms 10 C,0.141,0.401,0.00194507
living worms 10 C,0.141,0.423,0.00162473
living worms 10 C,0.141,0.445,0.0013468
living worms 10 C,0.141,0.467,0.000970845
living worms 10 C,0.141,0.489,0.000559452
living worms 10 C,0.141,0.511,0.000251851
living worms 10 C,0.141,0.533,9.5432e-05
living worms 10 C,0.147,0.005,0.000295838
living worms 10 C,0.147,0.027,0.000525535
living worms 10 C,0.147,0.049,0.000487627
living worms 10 C,0.147,0.071,0.000487603
living worms 10 C,0.147,0.093,0.000696036
living worms 10 C,0.147,0.115,0.000862742
living worms 10 C,0.147,0.137,0.000907259
living worms 10 C,0.147,0.159,0.00108836
living worms 10 C,0.147,0.181,0.00144605
living worms 10 C,0.147,0.203,0.00185113
living worms 10 C,0.147,0.225,0.0021501
living worms 10 C,0.147,0.247,0.0022272
living worms 10 C,0.147,0.269,0.00230151
living worms 10 C,0.147,0.291,0.00251181
living worms 10 C,0.147,0.313,0.00272293
living worms 10 C,0.147,0.335,0.00277191
living worms 10 C,0.147,0.357,0.0026693
living worms 10 C,0.147,0.379,0.00247402
living worms 10 C,0.147,0.401,0.00221783
living worms 10 C,0.147,0.423,0.00196416
living worms 10 C,0.147,0.445,0.00171617
living worms 10 C,0.147,0.467,0.0013517
living worms 10 C,0.147,0.489,0.000898806
living worms 10 C,0.147,0.511,0.000481592
living worms 10 C,0.147,0.533,0.000204772
living worms 10 C,0.147,0.555,7.21741e-05
living worms 10 C,0.153,0.005,0.000479484
living worms 10 C,0.153,0.027,0.000807535
living worms 10 C,0.153,0.049,0.000674588
living worms 10 C,0.153,0.071,0.000567275
living worms 10 C,0.153,0.093,0.000782573
living worms 10 C,0.153,0.115,0.000995772
living worms 10 C,0.153,0.137,0.000955363
living worms 10 C,0.153,0.159,0.000968716
living worms 10 C,0.153,0.181,0.00123123
living worms 10 C,0.153,0.203,0.0015981
living worms 10 C,0.153,0.225,0.00187959
living worms 10 C,0.153,0.247,0.00195367
living worms 10 C,0.153,0.269,0.00200785
living worms 10 C,0.153,0.291,0.00219096
living worms 10 C,0.153,0.313,0.00239824
living worms 10 C,0.153,0.335,0.00253305
living worms 10 C,0.153,0.357,0.00257173
living worms 10 C,0.153,0.379,0.00252769
living worms 10 C,0.153,0.401,0.00241321
living worms 10 C,0.153,0.423,0.00228384
living worms 10 C,0.153,0.445,0.00211158
living worms 10 C,0.153,0.467,0.00177332
living worms 10 C,0.153,0.489,0.00132457
living worms 10 C,0.153,0.511,0.000870279
living worms 10 C,0.153,0.533,0.000474148
living worms 10 C,0.153,0.555,0.000198432
living worms 10 C,0.153,0.577,6.25527e-05
living worms 10 C,0.159,0.005,0.000635243
living worms 10 C,0.159,0.027,0.00105637
living worms 10 C,0.159,0.049,0.000846685
living worms 10 C,0.159,0.071,0.00060149
living worms 10 C,0.159,0.093,0.00075297
living worms 10 C,0.159,0.115,0.00103621
living worms 10 C,0.159,0.137,0.00105472
living worms 10 C,0.159,0.159,0.000996521
living worms 10 C,0.159,0.181,0.00115362
living worms 10 C,0.159,0.203,0.00145654
living worms 10 C,0.159,0.225,0.00171236
living worms 10 C,0.159,0.247,0.00177516
living worms 10 C,0.159,0.269,0.00181366
living worms 10 C,0.159,0.291,0.00196328
living worms 10 C,0.159,0.313,0.00215176
living worms 10 C,0.159,0.335,0.00235427
living worms 10 C,0.159,0.357,0.00250538
living worms 10 C,0.159,0.379,0.00257855
living worms 10 C,0.159,0.401,0.00256805
living worms 10 C,0.159,0.423,0.00250263
living worms 10 C,0.159,0.445,0.00239492
living worms 10 C,0.159,0.467,0.00218558
living worms 10 C,0.159,0.489,0.00188845
living worms 10 C,0.159,0.511,0.00148295
living worms 10 C,0.159,0.533,0.000961368
living worms 10 C,0.159,0.555,0.000474878
living worms 10 C,0.159,0.577,0.000189291
living worms 10 C,0.165,0.049,0.000829402
living worms 10 C,0.165,0.071,0.000571391
living worms 10 C,0.165,0.093,0.000636075
living worms 10 C,0.165,0.115,0.000914992
living worms 10 C,0.165,0.137,0.00100973
living worms 10 C,0.165,0.159,0.000958219
living worms 10 C,0.165,0.181,0.00104556
living worms 10 C,0.165,0.203,0.00128775
living worms 10 C,0.165,0.225,0.00152492
living worms 10 C,0.165,0.247,0.00168341
living worms 10 C,0.165,0.269,0.00188975
living worms 10 C,0.165,0.291,0.00208078
living worms 10 C,0.165,0.313,0.00213889
living worms 10 C,0.165,0.335,0.00224501
living worms 10 C,0.165,0.357,0.00243071
living worms 10 C,0.165,0.379,0.00257045
living worms 10 C,0.165,0.401,0.00260188
living worms 10 C,0.165,0.423,0.00256773
living worms 10 C,0.165,0.445,0.00254192
living worms 10 C,0.165,0.467,0.00254986
living worms 10 C,0.165,0.489,0.00248244
living worms 10 C,0.165,0.511,0.00214834
living worms 10 C,0.165,0.533,0.00155043
living worms 10 C,0.165,0.555,0.000893127
living worms 10 C,0.165,0.577,0.000451388
living worms 10 C,0.165,0.599,0.000236316
living worms 10 C,0.171,0.093,0.000529159
living worms 10 C,0.171,0.115,0.000748445
living worms 10 C,0.171,0.137,0.000856218
living worms 10 C,0.171,0.159,0.000803637
living worms 10 C,0.171,0.181,0.000814808
living worms 10 C,0.171,0.203,0.000998895
living worms 10 C,0.171,0.225,0.00125313
living worms 10 C,0.171,0.247,0.00155232
living worms 10 C,0.171,0.269,0.00201345
living worms 10 C,0.171,0.291,0.0023396
living worms 10 C,0.171,0.313,0.00224512
living worms 10 C,0.171,0.335,0.00211975
living worms 10 C,0.171,0.357,0.00223662
living worms 10 C,0.171,0.379,0.00237821
living worms 10 C,0.171,0.401,0.00238929
living worms 10 C,0.171,0.423,0.00239147
living worms 10 C,0.171,0.445,0.00251331
living worms 10 C,0.171,0.467,0.00273831
living worms 10 C,0.171,0.489,0.00283533
living worms 10 C,0.171,0.511,0.00259543
living worms 10 C,0.171,0.533,0.00208487
living worms 10 C,0.171,0.555,0.0014273
living worms 10 C,0.171,0.577,0.000888017
living worms 10 C,0.171,0.599,0.000563123
living worms 10 C,0.171,0.621,0.000348877
living worms 10 C,0.177,0.115,0.000576863
living worms 10 C,0.177,0.137,0.000732982
living worms 10 C,0.177,0.159,0.00073551
living worms 10 C,0.177,0.181,0.000678213
living worms 10 C,0.177,0.203,0.000749513
living worms 10 C,0.177,0.225,0.000965566
living worms 10 C,0.177,0.247,0.00128789
living worms 10 C,0.177,0.269,0.00184512
living worms 10 C,0.177,0.291,0.00229881
living worms 10 C,0.177,0.313,0.00222339
living worms 10 C,0.177,0.335,0.00199896
living worms 10 C,0.177,0.357,0.00206247
living worms 10 C,0.177,0.379,0.0021905
living worms 10 C,0.177,0.401,0.00215381
living worms 10 C,0.177,0.423,0.00212742
living worms 10 C,0.177,0.445,0.00231059
living worms 10 C,0.177,0.467,0.00260172
living worms 10 C,0.177,0.489,0.00276144
living worms 10 C,0.177,0.511,0.00266682
living worms 10 C,0.177,0.533,0.0023873
living worms 10 C,0.177,0.555,0.00191042
living worms 10 C,0.177,0.577,0.00140571
living worms 10 C,0.177,0.599,0.00105655
living worms 10 C,0.177,0.621,0.000784012
living worms 10 C,0.177,0.643,0.000504341
living worms 10 C,0.183,0.159,0.000698493
living worms 10 C,0.183,0.181,0.000639686
living worms 10 C,0.183,0.203,0.000553705
living worms 10 C,0.183,0.225,0.000614359
living worms 10 C,0.183,0.247,0.000838943
living worms 10 C,0.183,0.269,0.00131873
living worms 10 C,0.183,0.291,0.00183683
living worms 10 C,0.183,0.313,0.00196554
living worms 10 C,0.183,0.335,0.00183775
living worms 10 C,0.183,0.357,0.00185821
living worms 10 C,0.183,0.379,0.00198714
living worms 10 C,0.183,0.401,0.00202689
living worms 10 C,0.183,0.423,0.00203536
living worms 10 C,0.183,0.445,0.00220462
living worms 10 C,0.183,0.467,0.00237586
living worms 10 C,0.183,0.489,0.00243977
living worms 10 C,0.183,0.511,0.00242765
living worms 10 C,0.183,0.533,0.00235464
living worms 10 C,0.183,0.555,0.00212077
living worms 10 C,0.183,0.577,0.00180128
living worms 10 C,0.183,0.599,0.00159576
living worms 10 C,0.183,0.621,0.00144231
living worms 10 C,0.183,0.643,0.00114907
living worms 10 C,0.183,0.665,0.000700844
living worms 10 C,0.189,0.203,0.00036446
living worms 10 C,0.189,0.225,0.000327967
living worms 10 C,0.189,0.247,0.000452239
living worms 10 C,0.189,0.269,0.000825447
living worms 10 C,0.189,0.291,0.00137697
living worms 10 C,0.189,0.313,0.00170849
living worms 10 C,0.189,0.335,0.00166569
living worms 10 C,0.189,0.357,0.00158186
living worms 10 C,0.189,0.379,0.00168871
living worms 10 C,0.189,0.401,0.00186974
living worms 10 C,0.189,0.423,0.00199722
living worms 10 C,0.189,0.445,0.00215269
living worms 10 C,0.189,0.467,0.00218098
living worms 10 C,0.189,0.489,0.00211005
living worms 10 C,0.189,0.511,0.00210752
living worms 10 C,0.189,0.533,0.00215659
living worms 10 C,0.189,0.555,0.00213725
living worms 10 C,0.189,0.577,0.00203063
living worms 10 C,0.189,0.599,0.00199347
living worms 10 C,0.189,0.621,0.00205931
living worms 10 C,0.189,0.643,0.00195441
living worms 10 C,0.189,0.665,0.00147786
living worms 10 C,0.189,0.687,0.000847456
living worms 10 C,0.195,0.247,0.000277175
living worms 10 C,0.195,0.269,0.000542101
living worms 10 C,0.195,0.291,0.00102766
living worms 10 C,0.195,0.313,0.0014157
living worms 10 C,0.195,0.335,0.00141856
living worms 10 C,0.195,0.357,0.00128954
living worms 10 C,0.195,0.379,0.00133159
living worms 10 C,0.195,0.401,0.0014916
living worms 10 C,0.195,0.423,0.00165735
living worms 10 C,0.195,0.445,0.00184043
living worms 10 C,0.195,0.467,0.00190327
living worms 10 C,0.195,0.489,0.00188859
living worms 10 C,0.195,0.511,0.00194307
living worms 10 C,0.195,0.533,0.00201876
living worms 10 C,0.195,0.555,0.00209849
living worms 10 C,0.195,0.577,0.00216406
living worms 10 C,0.195,0.599,0.0022126
living worms 10 C,0.195,0.621,0.00232907
living worms 10 C,0.195,0.643,0.00241897
living worms 10 C,0.195,0.665,0.00218002
living worms 10 C,0.195,0.687,0.00155198
living worms 10 C,0.195,0.709,0.000846377
living worms 10 C,0.201,0.291,0.000726469
living worms 10 C,0.201,0.313,0.00108192
living worms 10 C,0.201,0.335,0.00113588
living worms 10 C,0.201,0.357,0.00102687
living worms 10 C,0.201,0.379,0.000991961
living worms 10 C,0.201,0.401,0.00101915
living worms 10 C,0.201,0.423,0.00111621
living worms 10 C,0.201,0.445,0.00133386
living worms 10 C,0.201,0.467,0.00155888
living worms 10 C,0.201,0.489,0.00176305
living worms 10 C,0.201,0.511,0.00194895
living worms 10 C,0.201,0.533,0.00201805
living worms 10 C,0.201,0.555,0.00209692
living worms 10 C,0.201,0.577,0.00228553
living worms 10 C,0.201,0.599,0.00238935
living worms 10 C,0.201,0.621,0.00238025
living worms 10 C,0.201,0.643,0.00246835
living worms 10 C,0.201,0.665,0.00246299
living worms 10 C,0.201,0.687,0.00208982
living worms 10 C,0.201,0.709,0.00145286
living worms 10 C,0.207,0.335,0.00094386
living worms 10 C,0.207,0.357,0.000831622
living worms 10 C,0.207,0.379,0.000766694
living worms 10 C,0.207,0.401,0.000712786
living worms 10 C,0.207,0.423,0.000716062
living worms 10 C,0.207,0.445,0.00090949
living worms 10 C,0.207,0.467,0.0012522
living worms 10 C,0.207,0.489,0.0016666
living worms 10 C,0.207,0.511,0.0020009
living worms 10 C,0.207,0.533,0.00208062
living worms 10 C,0.207,0.555,0.00210276
living worms 10 C,0.207,0.577,0.00230941
living worms 10 C,0.207,0.599,0.00248884
living worms 10 C,0.207,0.621,0.00244237
living worms 10 C,0.207,0.643,0.00245562
living worms 10 C,0.207,0.665,0.00251344
living worms 10 C,0.207,0.687,0.00240594
living worms 10 C,0.207,0.709,0.00203967
living worms 10 C,0.207,0.731,0.00143348
living worms 10 C,0.213,0.357,0.000602955
living worms 10 C,0.213,0.379,0.000566514
living worms 10 C,0.213,0.401,0.000509939
living worms 10 C,0.213,0.423,0.000477785
living worms 10 C,0.213,0.445,0.000639656
living worms 10 C,0.213,0.467,0.00100895
living worms 10 C,0.213,0.489,0.00149168
living worms 10 C,0.213,0.511,0.00188888
living worms 10 C,0.213,0.533,0.00198849
living worms 10 C,0.213,0.555,0.00195359
living worms 10 C,0.213,0.577,0.00207827
living worms 10 C,0.213,0.599,0.00227592
living worms 10 C,0.213,0.621,0.00232685
living worms 10 C,0.213,0.643,0.00234484
living worms 10 C,0.213,0.665,0.00242518
living worms 10 C,0.213,0.687,0.00252718
living worms 10 C,0.213,0.709,0.00248704
living worms 10 C,0.213,0.731,0.00210548
living worms 10 C,0.213,0.753,0.0013911
living worms 10 C,0.219,0.401,0.000316532
living worms 10 C,0.219,0.423,0.000328266
living worms 10 C,0.219,0.445,0.000478839
living worms 10 C,0.219,0.467,0.000770505
living worms 10 C,0.219,0.489,0.00110592
living worms 10 C,0.219,0.511,0.00140829
living worms 10 C,0.219,0.533,0.00155139
living worms 10 C,0.219,0.555,0.00158438
living worms 10 C,0.219,0.577,0.00167649
living worms 10 C,0.219,0.599,0.00180441
living worms 10 C,0.219,0.621,0.00189613
living worms 10 C,0.219,0.643,0.00197386
living worms 10 C,0.219,0.665,0.0021406
living worms 10 C,0.219,0.687,0.0023758
living worms 10 C,0.219,0.709,0.00254289
living worms 10 C,0.219,0.731,0.00242514
living worms 10 C,0.219,0.753,0.00188987
living worms 10 C,0.219,0.775,0.00122465
living worms 10 C,0.225,0.445,0.000375289
living worms 10 C,0.225,0.467,0.000557617
living worms 10 C,0.225,0.489,0.000707949
living worms 10 C,0.225,0.511,0.00086349
living worms 10 C,0.225,0.533,0.000996301
living worms 10 C,0.225,0.555,0.00113426
living worms 10 C,0.225,0.577,0.00129424
living worms 10 C,0.225,0.599,0.00138388
living worms 10 C,0.225,0.621,0.00144674
living worms 10 C,0.225,0.643,0.00158564
living worms 10 C,0.225,0.665,0.00185545
living worms 10 C,0.225,0.687,0.00207266
living worms 10 C,0.225,0.709,0.00214961
living worms 10 C,0.225,0.731,0.00215801
living worms 10 C,0.225,0.753,0.00198695
living worms 10 C,0.225,0.775,0.00157187
living worms 10 C,0.225,0.797,0.00101886
living worms 10 C,0.231,0.511,0.000538352
living worms 10 C,0.231,0.533,0.000634199
living worms 10 C,0.231,0.555,0.000819379
living worms 10 C,0.231,0.577,0.00102438
living worms 10 C,0.231,0.599,0.00111018
living worms 10 C,0.231,0.621,0.00117156
living worms 10 C,0.231,0.643,0.00135916
living worms 10 C,0.231,0.665,0.00167597
living worms 10 C,0.231,0.687,0.00180757
living worms 10 C,0.231,0.709,0.00171651
living worms 10 C,0.231,0.731,0.00173799
living worms 10 C,0.231,0.753,0.00183686
living worms 10 C,0.231,0.775,0.00172255
living worms 10 C,0.231,0.797,0.00136466
living worms 10 C,0.237,0.555,0.000609732
living worms 10 C,0.237,0.577,0.000789537
living worms 10 C,0.237,0.599,0.000869244
living worms 10 C,0.237,0.621,0.000959483
living worms 10 C,0.237,0.643,0.00116965
living worms 10 C,0.237,0.665,0.00145178
living worms 10 C,0.237,0.687,0.00151028
living worms 10 C,0.237,0.709,0.00139067
living worms 10 C,0.237,0.731,0.00143233
living worms 10 C,0.237,0.753,0.0016178
living worms 10 C,0.237,0.775,0.00169843
living worms 10 C,0.237,0.797,0.00160074
living worms 10 C,0.237,0.819,0.00126654
living worms 10 C,0.243,0.599,0.000597008
living worms 10 C,0.243,0.621,0.000727801
living worms 10 C,0.243,0.643,0.000938299
living worms 10 C,0.243,0.665,0.0011612
living worms 10 C,0.243,0.687,0.0012016
living worms 10 C,0.243,0.709,0.00112968
living worms 10 C,0.243,0.731,0.00118352
living worms 10 C,0.243,0.753,0.00137081
living worms 10 C,0.243,0.775,0.00152682
living worms 10 C,0.243,0.797,0.00159357
living worms 10 C,0.243,0.819,0.00146965
living worms 10 C,0.243,0.841,0.0011096
living worms 10 C,0.249,0.643,0.000647601
living worms 10 C,0.249,0.665,0.0008585
living worms 10 C,0.249,0.687,0.000964174
living worms 10 C,0.249,0.709,0.000966137
living worms 10 C,0.249,0.731,0.00101346
living worms 10 C,0.249,0.753,0.00119698
living worms 10 C,0.249,0.775,0.00136014
living worms 10 C,0.249,0.797,0.00142463
living worms 10 C,0.249,0.819,0.00141613
living worms 10 C,0.249,0.841,0.00126972
living worms 10 C,0.249,0.863,0.000856177
living worms 10 C,0.255,0.687,0.000743374
living worms 10 C,0.255,0.709,0.000851802
living worms 10 C,0.255,0.731,0.000909926
living worms 10 C,0.255,0.753,0.00106023
