,com (y),com (x),end_1 (y),end_1 (x),end_2 (y),end_2 (x),ee-distance,gyr_distance,length_ref,time,T
0,-0.0841176022020209,42.68765791266492,-3.249039231903691,45.331997134313774,-1.2990251793455867,42.90065298152605,3.116727321160624,1.9686581428393173,19.039106145251395,0,10
1,-0.6536830974877955,42.29418762741355,-3.0480218202072518,42.18488045687544,-3.024065988130171,45.96439158204362,3.779587044527527,2.4136563592838587,19.039106145251395,2,10
2,0.1872904868162623,42.282668486556645,-1.5415471746117473,40.87570933267368,1.911508034448537,46.31805236443121,6.445361739432324,2.1592410104770146,19.039106145251395,4,10
3,1.2438404945935684,42.14063948570461,-1.317688097929047,41.60754505269578,2.2120601855070885,46.12251232111908,5.7309730743874265,1.8664754226069649,19.039106145251395,6,10
4,1.4526788618011617,41.73860055242482,-1.3512065777234117,41.6403207544296,3.462642830746621,43.98169281557252,5.35305233078547,1.5224432634994964,19.039106145251395,8,10
5,1.5761929923381224,42.20563967036499,-2.705780630688293,41.22732871501928,2.96729341443644,43.81038652629795,6.23345464232122,1.7047055522543275,19.039106145251395,10,10
6,1.532364784599335,42.64201917736477,-3.23650547194422,41.25453358129894,3.540821461243551,42.92172868918178,6.979376754915935,2.0580689937698846,19.039106145251395,12,10
7,1.248406154962491,42.93479746491982,-1.7441436094990883,41.20495190613307,-1.5121139741503746,41.20755162934498,0.2320441988950363,1.5265932096717991,19.039106145251395,14,10
8,1.0092529242365216,42.81332633179771,-1.2089620998799098,40.77998195068405,3.186602355686081,41.98952486845398,4.558945157924405,1.4733503611148866,19.039106145251395,16,10
9,0.7421534096856789,42.99978316247122,-1.4487909048643488,41.47347113351831,3.3009926562591274,43.61521787201607,5.210328489585314,1.4652250283190336,19.039106145251395,18,10
10,1.2501648133000938,42.85658261467204,-1.7974391749677334,40.04406095132892,2.150594061372445,45.69085736312514,6.890085351541133,1.5691370389676087,19.039106145251395,20,10
11,0.6208066589912212,42.3841345794374,-0.6782372586240117,40.75277708440432,1.6477233973870329,43.23203042209727,3.399527921016801,1.1484865151729111,19.039106145251395,22,10
12,0.527017826049323,42.62573951506817,-2.2789537300879776,41.59677477081785,1.1818071815382234,43.39256642949394,3.89894008274177,1.343517659385269,19.039106145251395,24,10
13,0.4368824759744122,42.74723993895757,-3.982825364146996,42.77112919778164,3.115480116764316,42.41969427032676,7.106999873967275,1.7478553551056444,19.039106145251395,26,10
14,0.462212607984842,43.175340272905856,-2.196967742218507,43.15580220382152,-1.6662429009626087,43.12859733754177,0.5314216422723099,1.9818069593336929,19.039106145251395,28,10
15,-0.0898524254733208,42.27076543824228,-3.825260468992525,43.50222213974325,-3.825260468992525,43.50222213974325,0.0,1.864948915259512,19.039106145251395,30,10
16,0.7935016318095917,41.94424479182789,-3.814118798084323,42.50780941682015,2.727835998482289,44.47072861836807,6.830096950419239,1.993643947775191,19.039106145251395,32,10
