,com (y),com (x),end_1 (y),end_1 (x),end_2 (y),end_2 (x),ee-distance,gyr_distance,length,time,T,length_ref
0,-0.221,44.081,-0.221,39.661,1.377,47.379000000000005,7.881695756624967,2.3897183367126527,9.807529513579825,0.0,10,30.974000000000004
1,0.187,44.115,-0.629,35.921,-3.0770000000000004,45.305,9.698049288387846,3.7093121536610174,15.583085973145934,2.0,10,30.974000000000004
2,0.527,44.217000000000006,-0.561,36.465,1.411,47.413,11.124184824066884,3.830659944714505,12.166981182266584,4.0,10,30.974000000000004
3,0.459,44.047,0.153,36.431,-0.051,37.927,1.5098450251598674,3.848870260801133,1.737307353279722,6.0,10,30.974000000000004
4,0.357,44.047,0.663,34.765,1.3090000000000002,47.515,12.766354843885548,4.169273623249672,13.512980474247271,8.0,10,30.974000000000004
5,0.493,44.081,0.085,35.377,1.3090000000000002,47.54900000000001,12.233387102515804,4.342350366827981,12.763432990287969,10.0,10,30.974000000000004
6,0.323,44.183,0.6970000000000001,36.601,2.261,46.155,9.68116790475199,3.795150780851664,11.390937906805968,12.0,10,30.974000000000004
7,0.017,44.285,0.425,35.581,0.051,37.587,2.0405665879848174,3.99785805957739,2.261432659267039,14.0,10,30.974000000000004
8,0.527,44.217000000000006,-0.5950000000000001,34.357,2.2950000000000004,46.019000000000005,12.014755261760437,4.691069716413348,13.852843143994248,16.0,10,30.974000000000004
9,-0.051,43.707,-0.5950000000000001,36.329,-3.655,45.883,10.032074361765869,4.084817214866932,16.7380208450525,18.0,10,30.974000000000004
10,-0.527,42.143,-0.119,35.513000000000005,-0.187,35.887,0.3801315561749643,3.2181471786591738,0.4299369866568264,20.0,10,30.974000000000004
11,-0.085,41.905,-0.017,34.867000000000004,0.289,44.727,9.864747133099764,3.5616346828088656,10.947075441374231,22.0,10,30.974000000000004
12,0.255,42.007000000000005,0.799,34.289,0.765,34.425000000000004,0.1401855912710004,3.819781954799103,0.1978795406907069,24.0,10,30.974000000000004
13,-0.017,41.021,0.323,31.569000000000003,-1.173,44.081,12.601117410769572,4.848408845210436,19.98164922054052,26.0,10,30.974000000000004
14,-0.017,41.73500000000001,0.765,32.861000000000004,0.459,43.979000000000006,11.12221021200373,4.726995319465049,12.330688499700027,28.0,10,30.974000000000004
15,-0.085,41.650000000000006,0.935,32.963,0.799,45.339000000000006,12.37674723018936,4.812156605847321,14.725303275752085,30.0,10,30.974000000000004
16,-0.289,42.313,0.969,33.031000000000006,0.663,45.271,12.243824402530446,4.986458521296992,14.932103349032566,32.0,10,30.974000000000004
17,-0.119,41.837,0.969,33.643,-3.689,45.237,12.494710881008814,4.497919319101446,18.339486380420112,34.0,10,30.974000000000004
18,-0.153,39.831,0.8330000000000001,33.133,0.289,41.871,8.754917475339218,3.0308026635879,12.621046064396726,36.0,10,30.974000000000004
19,0.493,40.375,0.153,30.855000000000004,-0.085,43.639,12.786215233602162,4.468703438391258,14.44201074768398,38.0,10,30.974000000000004
20,0.187,38.335,0.357,32.045,-1.5470000000000002,42.517,10.643683572899,3.824742976249194,16.585935599599445,40.0,10,30.974000000000004
21,0.085,38.029,0.391,31.331000000000003,-1.479,42.313,11.140072890246277,3.9234213492408574,17.65554439987283,42.0,10,30.974000000000004
