,com (y),com (x),end_1 (y),end_1 (x),end_2 (y),end_2 (x),ee-distance,gyr_distance,length,time,T,length_ref
0,1.377,44.965,-3.213,45.475,3.043,43.605,6.52950503483993,3.080945573248351,18.956619981515992,0.0,10,26.180000000000003
1,1.5470000000000002,46.665000000000006,-1.751,45.747,3.043,45.679,4.794482245248178,2.456565890866991,8.237080693306705,2.0,10,26.180000000000003
2,0.289,46.665000000000006,-3.3830000000000005,46.325,2.2950000000000004,45.98500000000001,5.688170531902152,2.6182429053477394,8.811045517997455,4.0,10,26.180000000000003
3,0.323,46.801,-2.9410000000000003,45.849,3.451,45.951,6.392813777985404,2.268681979402164,9.431022471853344,6.0,10,26.180000000000003
4,0.7310000000000001,46.665000000000006,-3.3150000000000004,46.359,-0.6970000000000001,43.401,3.950150376884405,2.271493183071976,12.89221508965032,8.0,10,26.180000000000003
5,0.7310000000000001,46.42700000000001,-2.9410000000000003,46.631,-0.5950000000000001,43.741,3.722340124169204,2.059676807377774,8.434008671949199,10.0,10,26.180000000000003
6,0.221,43.945,-0.289,43.061,1.5470000000000002,44.455000000000005,2.3052401176450146,2.3784798101899662,8.11349790476355,12.0,10,26.180000000000003
7,-0.221,44.489,-3.043,44.489,3.3150000000000004,44.931,6.373345118538616,1.8306134667720195,10.132547058798323,14.0,10,26.180000000000003
8,0.153,44.149,-3.587,45.271,2.499,43.911,6.236104232611897,1.997238521651251,11.5001427913568,16.0,10,26.180000000000003
9,0.323,43.809000000000005,-3.2470000000000003,46.291,2.873,43.537000000000006,6.711103933035162,2.2408805420427056,12.505022839897311,18.0,10,26.180000000000003
10,0.187,43.877,-3.3150000000000004,46.223000000000006,2.8390000000000004,43.537000000000006,6.714634167249918,2.0770721015102813,13.055272770325733,20.0,10,26.180000000000003
11,-0.459,43.129000000000005,-3.2470000000000003,46.563,3.0090000000000003,42.789,7.3062036653791695,2.624677947577076,16.121866881714414,22.0,10,26.180000000000003
12,-0.969,43.571000000000005,-3.145,45.645,-0.085,40.579,5.918442024722386,2.2348042888582045,8.47329559680623,24.0,10,26.180000000000003
