# Confinement Reference Dataset - Active Polymer N=40
#
# Reference base: H_conf (Shannon entropy in confinement, cavity only)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating confinement observables or mixed observables
# with emphasis on confinement data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free_full: E2E full-vector decorrelation time in free space (seconds)
# - tau_decorr_free_unit: E2E unit-vector decorrelation time in free space (seconds)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY (REFERENCE BASE)
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity_full: E2E full-vector decorrelation time in cavity ONLY (minutes)
# - tau_decorr_cavity_unit: E2E unit-vector decorrelation time in cavity ONLY (minutes)
#
# Rotational number analysis (plateau-based τ_trans):
# - N_rot: Rotational number = τ_rot / τ_trans
# - tau_trans: Saturation time = first crossing of MSD plateau mean (minutes)
# - plateau_mean: MSD plateau mean value (excludes last 20% of signal)
# - tau_rot: Rotational timescale = 1/D_r (minutes, only if α ∈ [0.8, 1.3])
#
# MSD matching RMSE (log-space, over [10-50s] interval):
# - RMSE_D10: RMSE vs experimental 10C MSD
# - RMSE_D20: RMSE vs experimental 20C MSD
# - RMSE_D30: RMSE vs experimental 30C MSD
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free_full,tau_decorr_free_full_error,tau_decorr_free_unit,tau_decorr_free_unit_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity_full,tau_decorr_cavity_unit,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_trans,plateau_mean,tau_rot,RMSE_D10,RMSE_D20,RMSE_D30
0.400000,0.100000,0.800000,5.842672,0.198092,0.012500,0.995680,0.285288,0.198801,0.241648,0.008333,0.206453,0.008333,1.961371,0.001427,0.999895,201.000000,5.694388,,,,"(0.16540292588158673, 0.11432449739467793)",0.876266,0.774869,0.167302,0.133156,182.205263,73.900293,252.000000,89.000000,341.000000,,0.080000,13.700000,0.000000,0.515003,0.133541,0.072477
0.400000,0.100000,1.000000,5.593626,0.266718,0.012500,0.996768,0.345682,0.216777,0.261783,0.008333,0.227144,0.008333,2.675846,0.000889,0.999978,201.000000,5.616593,,,,"(0.18317290692486288, 0.1284106312500238)",0.797450,0.812190,0.167375,0.136283,234.860917,90.807799,326.000000,33.000000,359.000000,,0.090000,16.180000,0.000000,0.618894,0.237268,0.168244
0.400000,0.200000,0.300000,5.558592,0.071768,0.012500,0.990312,0.078875,0.036034,0.185305,0.008333,0.114762,0.008333,0.495950,0.000048,0.999998,201.000000,4.914994,0.082668,0.012500,0.988136,"(0.06702752537225821, 0.021470530330787375)",4.299174,3.815182,0.104898,0.083744,4.273504,4.032258,5.000000,119.000000,124.000000,0.031000,3.330000,14.560000,0.100000,0.070248,0.448178,0.526761
0.400000,0.200000,0.400000,5.686613,0.077433,0.012500,0.990534,0.088747,0.047659,0.190966,0.008333,0.120144,0.008333,0.589100,0.002924,0.995120,201.000000,5.074683,0.111873,0.012500,0.986166,"(0.0732683198797964, 0.03235278809018344)",2.397222,2.373607,0.120998,0.091158,18.197136,13.913043,48.000000,297.000000,345.000000,0.087000,0.830000,12.900000,0.070000,0.020765,0.389446,0.468687
0.400000,0.200000,0.500000,5.817499,0.086746,0.012500,0.985402,0.102780,0.064519,0.196121,0.008333,0.136775,0.008333,0.654130,0.000147,0.999990,201.000000,5.243712,0.122740,0.012500,0.996014,"(0.08361304963911793, 0.04049593045567406)",2.088801,2.283668,0.118750,0.095708,6.642066,4.663212,9.000000,184.000000,193.000000,0.029000,2.340000,14.240000,0.070000,0.059130,0.327821,0.406828
0.400000,0.200000,0.650000,5.959358,0.100806,0.012500,0.983250,0.129645,0.095374,0.201984,0.008333,0.153143,0.008333,0.789738,0.000072,0.999998,201.000000,5.421451,0.152041,0.012500,0.988799,"(0.09645797220493289, 0.052814960124380514)",1.619928,1.754777,0.128041,0.100523,25.547902,14.912281,34.000000,194.000000,228.000000,0.277000,0.180000,14.030000,0.050000,0.155699,0.228745,0.307899
0.400000,0.200000,0.800000,6.020012,0.119614,0.012500,0.990452,0.164268,0.128357,0.212078,0.008333,0.170594,0.008333,1.062804,0.000775,0.999894,201.000000,5.525449,0.211033,0.012500,0.932546,"(0.1105080651641456, 0.0671552268733066)",1.337060,1.266435,0.129575,0.103847,46.181600,26.556017,64.000000,177.000000,241.000000,0.310000,0.130000,14.470000,0.040000,0.262667,0.121089,0.201745
0.400000,0.200000,1.000000,6.007441,0.146136,0.012500,0.995066,0.209458,0.160596,0.220590,0.008333,0.183334,0.008333,1.390806,0.000281,0.999992,201.000000,5.657036,0.326879,0.012500,0.708639,"(0.13298597410158888, 0.09196977804112219)",1.026461,0.894256,0.164210,0.118198,116.058394,52.475248,159.000000,144.000000,303.000000,0.293000,0.110000,15.070000,0.030000,0.365907,0.022185,0.102984
0.400000,0.300000,0.300000,5.470495,0.065170,0.012500,0.988901,0.070531,0.030999,0.176993,0.008333,0.116950,0.008333,0.491957,0.000137,0.999985,201.000000,4.862432,0.083784,0.012500,0.980362,"(0.06028875049161038, 0.01950765966889654)",2.898025,3.098588,0.111320,0.092555,10.819475,11.111111,15.000000,120.000000,135.000000,0.121000,0.710000,12.690000,0.090000,0.067480,0.444611,0.522944
0.400000,0.300000,0.500000,5.651647,0.075970,0.012500,0.992483,0.086506,0.047665,0.185118,0.008333,0.129765,0.008333,0.596320,0.000270,0.999959,201.000000,4.967830,0.092300,0.012500,0.988273,"(0.06970145925025709, 0.02312847596236007)",2.647093,2.477891,0.108067,0.089345,11.603546,9.411765,16.000000,154.000000,170.000000,0.056000,1.420000,13.290000,0.080000,0.025193,0.376496,0.455105
0.400000,0.300000,0.650000,5.778014,0.085336,0.012500,0.988914,0.100515,0.063782,0.193093,0.008333,0.140617,0.008333,0.668116,0.000338,0.999949,201.000000,5.133180,0.118805,0.012500,0.995579,"(0.07891293732423284, 0.03806455494772072)",2.201453,2.588576,0.113328,0.093682,17.440452,13.872832,24.000000,149.000000,173.000000,0.113000,0.590000,12.700000,0.070000,0.073630,0.312843,0.391666
0.400000,0.300000,0.800000,5.871976,0.095122,0.012500,0.987839,0.116830,0.080967,0.195933,0.008333,0.149262,0.008333,0.753000,0.000348,0.999957,201.000000,5.241891,0.131780,0.012500,0.988363,"(0.08730860535692185, 0.045070649584356116)",1.916333,1.956113,0.117905,0.094288,24.937028,16.097561,33.000000,172.000000,205.000000,0.369000,0.170000,12.830000,0.060000,0.123539,0.261242,0.340265
0.400000,0.300000,1.000000,5.962130,0.111191,0.012500,0.988593,0.145404,0.110975,0.204616,0.008333,0.163762,0.008333,0.951556,0.000329,0.999976,201.000000,5.366908,0.166824,0.012500,0.902932,"(0.10181717495933386, 0.06056101594479833)",1.606962,1.593300,0.128866,0.099375,48.453194,28.510638,67.000000,168.000000,235.000000,0.430000,0.130000,13.120000,0.050000,0.213035,0.170776,0.250614
0.500000,0.020000,0.150000,,,,,,,,,,,,,,,5.260793,0.085213,0.012500,0.995788,"(0.07008420138352493, 0.026287651193894142)",2.336387,2.657796,0.089689,0.059704,13.645485,8.333333,17.000000,187.000000,204.000000,1.510000,0.060000,5.690000,0.100000,,,
0.500000,0.020000,0.250000,,,,,,,,,,,,,,,5.800210,0.203062,0.012500,0.998631,"(0.12629127772860854, 0.07934994307590056)",0.981445,1.049723,0.109522,0.083611,42.092308,16.011236,57.000000,299.000000,356.000000,0.289000,0.080000,15.170000,0.020000,,,
0.500000,0.020000,0.350000,,,,,,,,,,,,,,,5.653289,0.382940,0.012500,0.825971,"(0.16753416412153296, 0.11639587476995443)",0.736138,0.704021,0.118087,0.091315,146.688078,50.123457,203.000000,202.000000,405.000000,0.209000,0.070000,14.130000,0.010000,,,
0.500000,0.020000,0.400000,5.979789,0.145436,0.012500,0.982960,0.214890,0.164164,0.189952,0.008333,0.159117,0.008333,2.011955,0.000751,0.999972,201.000000,5.532231,0.279615,0.012500,0.927723,"(0.18309775903967213, 0.12151362072474174)",0.659115,0.701708,0.125916,0.102495,220.540541,70.022883,306.000000,131.000000,437.000000,,0.070000,15.760000,0.000000,0.543242,0.162302,0.087290
0.500000,0.020000,0.500000,5.997201,0.148754,0.012500,0.989797,0.220762,0.166571,0.186253,0.008333,0.155685,0.008333,1.951866,0.000407,0.999991,201.000000,5.251609,0.374167,0.012500,0.720421,"(0.1858303160317327, 0.1346520409048991)",0.724083,0.774257,0.112689,0.090171,288.951160,93.039443,401.000000,30.000000,431.000000,,0.070000,16.520000,0.000000,0.540052,0.159386,0.083319
0.500000,0.020000,0.650000,5.617142,0.248555,0.012500,0.989719,0.331188,0.212708,0.210413,0.008333,0.183258,0.008333,3.291808,0.000928,0.999984,201.000000,4.933394,,,,"(0.22594964114051883, 0.14848220853308775)",0.516566,0.457905,0.115983,0.100769,350.040098,99.385246,485.000000,3.000000,488.000000,,0.060000,14.120000,0.000000,0.742739,0.360949,0.284822
0.500000,0.040000,0.150000,,,,,,,,,,,,,,,5.050413,0.092853,0.012500,0.993435,"(0.06587844746389994, 0.021258475513746124)",3.218989,3.808614,0.084864,0.060184,3.456000,2.272727,3.000000,129.000000,132.000000,0.118000,0.990000,12.880000,0.120000,,,
0.500000,0.040000,0.250000,,,,,,,,,,,,,,,5.619260,0.135496,0.012500,0.997893,"(0.09252336449849494, 0.05229966725458637)",1.489083,1.378532,0.098798,0.072413,10.190053,5.384615,14.000000,246.000000,260.000000,0.469000,0.100000,13.040000,0.050000,,,
0.500000,0.040000,0.350000,,,,,,,,,,,,,,,5.781795,0.232192,0.012500,0.997499,"(0.12991378861839753, 0.08298064312465538)",0.980312,0.920777,0.110030,0.083683,44.480454,18.100890,61.000000,276.000000,337.000000,0.293000,0.080000,14.770000,0.020000,,,
0.500000,0.040000,0.400000,5.979789,0.145436,0.012500,0.982960,0.214890,0.164164,0.189952,0.008333,0.159117,0.008333,2.011955,0.000751,0.999972,201.000000,5.807889,0.279615,0.012500,0.927723,"(0.14413548684391872, 0.09541125132755422)",0.838434,0.809632,0.115058,0.086079,74.588665,28.021978,102.000000,262.000000,364.000000,0.286000,0.070000,14.120000,0.020000,0.543242,0.162302,0.087290
0.500000,0.040000,0.500000,5.997201,0.148754,0.012500,0.989797,0.220762,0.166571,0.186253,0.008333,0.155685,0.008333,1.951866,0.000407,0.999991,201.000000,5.714088,0.374167,0.012500,0.720421,"(0.16634355019534058, 0.11299036212004919)",0.732385,0.702216,0.127947,0.094094,171.809908,56.459330,236.000000,182.000000,418.000000,,0.070000,13.520000,0.000000,0.540052,0.159386,0.083319
0.500000,0.040000,0.650000,5.617142,0.248555,0.012500,0.989719,0.331188,0.212708,0.210413,0.008333,0.183258,0.008333,3.291808,0.000928,0.999984,201.000000,5.346828,0.384699,0.012500,0.828652,"(0.18975365986425413, 0.12978268655196756)",0.673251,0.667194,0.117232,0.091266,278.640001,88.761468,387.000000,49.000000,436.000000,,0.070000,15.770000,0.000000,0.742739,0.360949,0.284822
0.500000,0.050000,0.400000,5.856982,0.128097,0.012500,0.984282,0.117640,0.078211,0.182025,0.008333,0.149853,0.008333,1.624138,0.001466,0.999838,201.000000,5.615162,0.167676,0.012500,0.993807,"(0.1001402720526909, 0.05754870442594045)",1.165221,1.097332,0.118122,0.082065,25.598398,13.027523,71.000000,474.000000,545.000000,0.363000,0.100000,14.170000,0.040000,0.466179,0.087340,0.024803
0.500000,0.060000,0.150000,,,,,,,,,,,,,,,4.968874,0.079198,0.012500,0.984263,"(0.06396114330528303, 0.017277279413532756)",4.558696,5.027533,0.079072,0.058981,4.103032,4.201681,5.000000,114.000000,119.000000,0.155000,0.700000,13.290000,0.110000,,,
0.500000,0.060000,0.250000,5.586189,0.071521,0.012500,0.969305,0.078000,0.031647,0.155916,0.008333,0.087809,0.008333,0.498693,0.000109,0.999991,201.000000,5.427376,0.119795,0.012500,0.998267,"(0.08060861349256317, 0.03618651619502381)",1.909391,1.979737,0.095767,0.068383,7.256602,4.784689,10.000000,199.000000,209.000000,0.051000,1.430000,14.720000,0.070000,0.035832,0.388398,0.465513
0.500000,0.060000,0.350000,5.746756,0.077747,0.012500,0.963820,0.087387,0.043632,0.160260,0.008333,0.101277,0.008333,0.651468,0.000114,0.999994,201.000000,5.677779,0.165525,0.012500,0.998343,"(0.10507508457015587, 0.06364189210505546)",1.227897,1.222969,0.108605,0.078886,25.005107,12.014134,34.000000,249.000000,283.000000,0.338000,0.110000,14.850000,0.040000,0.087703,0.302639,0.379661
0.500000,0.060000,0.400000,6.073554,0.116689,0.012500,0.985112,0.159908,0.122282,0.178073,0.008333,0.143175,0.008333,1.349738,0.000357,0.999986,201.000000,5.778004,0.196977,0.012500,0.999101,"(0.12215333599743237, 0.07479749468295592)",1.023178,1.064717,0.109471,0.082858,33.907815,13.467049,47.000000,302.000000,349.000000,0.380000,0.080000,14.740000,0.030000,0.399067,0.030684,0.066494
0.500000,0.060000,0.500000,5.997201,0.148754,0.012500,0.989797,0.220762,0.166571,0.186253,0.008333,0.155685,0.008333,1.951866,0.000407,0.999991,201.000000,5.792945,0.287325,0.012500,0.919521,"(0.14690064333729982, 0.09755685866163964)",0.799081,0.717976,0.120092,0.089144,87.609005,31.578947,120.000000,260.000000,380.000000,0.276000,0.080000,16.050000,0.020000,0.540052,0.159386,0.083319
0.500000,0.060000,0.650000,5.617142,0.248555,0.012500,0.989719,0.331188,0.212708,0.210413,0.008333,0.183258,0.008333,3.291808,0.000928,0.999984,201.000000,5.636862,0.384699,0.012500,0.828652,"(0.17259117018775794, 0.119332236936969)",0.743565,0.661546,0.121325,0.090222,198.476344,66.747573,275.000000,137.000000,412.000000,0.164000,0.070000,15.950000,0.010000,0.742739,0.360949,0.284822
0.500000,0.080000,0.150000,,,,,,,,,,,,,,,4.892824,0.069962,0.012500,0.984209,"(0.06281476183667796, 0.014997227536871738)",4.596115,4.760708,0.077698,0.059713,2.201386,2.158273,3.000000,136.000000,139.000000,0.029000,4.080000,14.340000,0.120000,,,
0.500000,0.080000,0.250000,5.586189,0.071521,0.012500,0.969305,0.078000,0.031647,0.155916,0.008333,0.087809,0.008333,0.498693,0.000109,0.999991,201.000000,5.245326,0.108106,0.012500,0.995532,"(0.07504965504968039, 0.029391060175242803)",2.573868,2.971152,0.086617,0.064972,5.895599,4.819277,8.000000,158.000000,166.000000,0.056000,1.370000,14.630000,0.080000,0.035832,0.388398,0.465513
0.500000,0.080000,0.350000,5.746756,0.077747,0.012500,0.963820,0.087387,0.043632,0.160260,0.008333,0.101277,0.008333,0.651468,0.000114,0.999994,201.000000,5.597956,0.127898,0.012500,0.997644,"(0.09514160400484103, 0.05414303471552618)",1.355537,1.553433,0.101206,0.076316,14.606022,6.129032,19.000000,291.000000,310.000000,0.022000,2.170000,16.080000,0.050000,0.087703,0.302639,0.379661
0.500000,0.080000,0.400000,6.039239,0.101204,0.012500,0.968559,0.130926,0.095330,0.169472,0.008333,0.131273,0.008333,1.115154,0.000702,0.999921,201.000000,5.662822,0.179230,0.012500,0.997292,"(0.10689748427291185, 0.0672792242445949)",1.177697,1.146144,0.109014,0.082928,27.669298,13.120567,37.000000,245.000000,282.000000,0.018000,2.180000,16.530000,0.040000,0.295852,0.092921,0.167216
0.500000,0.080000,0.500000,5.997201,0.111202,0.012500,0.982979,0.220762,0.166571,0.172027,0.008333,0.137419,0.008333,1.951866,0.000407,0.999991,201.000000,5.758548,0.235103,0.012500,0.987576,"(0.12546530201155373, 0.080909609141107)",0.944852,1.006251,0.117237,0.089777,55.887097,23.404255,77.000000,252.000000,329.000000,0.343000,0.080000,14.510000,0.030000,0.540052,0.159386,0.083319
0.500000,0.080000,0.650000,6.024185,0.144924,0.012500,0.992490,0.207763,0.158853,0.180215,0.008333,0.150431,0.008333,1.728290,0.000587,0.999977,201.000000,5.744689,0.384699,0.012500,0.828652,"(0.15578604995892703, 0.10404485543192182)",0.738875,0.645824,0.123627,0.092862,138.016861,48.477157,191.000000,203.000000,394.000000,0.245000,0.080000,16.810000,0.020000,0.503995,0.124327,0.048452
0.500000,0.100000,0.150000,,,,,,,,,,,,,,,4.817497,0.070775,0.012500,0.981975,"(0.062295333228924006, 0.015686223380057294)",5.785784,6.737203,0.077336,0.059209,1.745031,1.818182,2.000000,108.000000,110.000000,0.161000,0.670000,13.100000,0.110000,,,
0.500000,0.100000,0.200000,5.416645,0.066850,0.012500,0.966455,0.070780,0.021997,0.152253,0.008333,0.077460,0.008333,0.438229,0.000231,0.999945,201.000000,4.936959,0.089249,0.012500,0.980299,"(0.06343169549678337, 0.022371785583115342)",2.155342,2.618206,0.091295,0.064583,11.368421,8.000000,6.000000,69.000000,75.000000,0.194000,0.390000,11.530000,0.070000,0.084336,0.459986,0.537389
0.500000,0.100000,0.250000,5.586189,0.071521,0.012500,0.969305,0.078000,0.031647,0.155916,0.008333,0.087809,0.008333,0.498693,0.000109,0.999991,201.000000,5.129783,0.086005,0.012500,0.985484,"(0.07027540717089162, 0.021448369687080703)",2.770062,3.462843,0.092352,0.069043,2.005571,0.900901,1.000000,110.000000,111.000000,0.062000,1.280000,15.030000,0.080000,0.035832,0.388398,0.465513
0.500000,0.100000,0.300000,5.746756,0.077747,0.012500,0.963820,0.087387,0.043632,0.160260,0.008333,0.101277,0.008333,0.651468,0.000114,0.999994,201.000000,5.285922,0.103741,0.012500,0.991115,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.092581,0.072219,3.925845,2.392344,5.000000,204.000000,209.000000,0.070000,0.840000,14.250000,0.060000,0.087703,0.302639,0.379661
0.500000,0.100000,0.350000,5.746756,0.077747,0.012500,0.963820,0.087387,0.043632,0.160260,0.008333,0.101277,0.008333,0.651468,0.000114,0.999994,201.000000,5.376795,0.125878,0.012500,0.997355,"(0.08440035729382908, 0.03550272760298845)",1.915634,1.940562,0.093523,0.073445,13.201320,8.695652,10.000000,105.000000,115.000000,0.053000,1.220000,15.130000,0.060000,0.087703,0.302639,0.379661
0.500000,0.100000,0.400000,5.961209,0.092920,0.012500,0.970422,0.114147,0.077717,0.165584,0.008333,0.123308,0.008333,0.905186,0.000413,0.999959,201.000000,5.485826,0.146820,0.012500,0.983312,"(0.09133383225147977, 0.04874139863868798)",1.531835,1.706934,0.101945,0.077413,14.478056,8.214286,23.000000,257.000000,280.000000,0.015000,3.270000,15.560000,0.050000,0.226725,0.160732,0.236618
0.500000,0.100000,0.500000,6.054672,0.111202,0.012500,0.982979,0.149281,0.115011,0.172027,0.008333,0.137419,0.008333,1.211235,0.000466,0.999971,201.000000,5.683290,0.184183,0.012500,0.998626,"(0.11328331491442872, 0.06633084363808767)",1.109028,1.222042,0.106906,0.081476,19.893574,8.653846,27.000000,285.000000,312.000000,0.323000,0.100000,16.140000,0.030000,0.353555,0.041762,0.109916
0.500000,0.100000,0.600000,6.053466,0.133793,0.012500,0.991135,0.189760,0.146453,0.178117,0.008333,0.147197,0.008333,1.593434,0.000897,0.999937,201.000000,5.646101,0.206491,0.012500,0.967844,"(0.11223085668790939, 0.07219843648472489)",1.056997,0.866028,0.106760,0.075156,45.203416,20.161290,25.000000,99.000000,124.000000,0.013000,2.440000,19.020000,0.030000,0.462260,0.083696,0.023748
0.500000,0.100000,0.650000,6.024185,0.144924,0.012500,0.992490,0.207763,0.158853,0.180215,0.008333,0.150431,0.008333,1.728290,0.000587,0.999977,201.000000,5.780264,0.320738,0.012500,0.923332,"(0.1426360039585138, 0.09674469493881177)",0.738918,0.646197,0.128217,0.096616,91.230893,33.870968,126.000000,246.000000,372.000000,0.280000,0.080000,16.130000,0.020000,0.503995,0.124327,0.048452
0.500000,0.100000,0.800000,5.901674,0.183223,0.012500,0.993159,0.263706,0.188643,0.191640,0.008333,0.163606,0.008333,2.270062,0.000870,0.999971,201.000000,5.716603,0.937750,0.012500,0.662501,"(0.1620742478484635, 0.1097544790765478)",0.728145,0.654418,0.132887,0.097920,180.505415,62.034739,250.000000,153.000000,403.000000,0.190000,0.070000,15.310000,0.010000,0.618491,0.237155,0.160362
0.500000,0.100000,1.000000,5.663875,0.240308,0.012500,0.996180,0.327040,0.209593,0.204317,0.008333,0.176580,0.008333,2.994006,0.000880,0.999983,201.000000,5.592305,,,,"(0.18278793912530325, 0.12536174691303334)",0.623842,0.573532,0.138243,0.099234,273.600001,85.972851,380.000000,62.000000,442.000000,,0.070000,15.070000,0.000000,0.722188,0.340434,0.264188
0.500000,0.100000,3.000000,,,,,,,,,,,,,,,4.935405,,,,"(0.2474241934029687, 0.1608759117700585)",0.476237,0.412737,0.138870,0.132477,363.825946,100.000000,504.000000,0.000000,504.000000,,0.060000,16.230000,0.000000,,,
0.500000,0.100000,5.000000,,,,,,,,,,,,,,,4.939153,,,,"(0.25141826558374286, 0.1608206495950732)",0.419481,0.410242,0.148288,0.237360,378.833434,100.000000,525.000000,0.000000,525.000000,,0.060000,16.580000,0.000000,,,
0.500000,0.100000,10.000000,,,,,,,,,,,,,,,4.264004,,,,"(0.1968798990440461, 0.1399093880994105)",0.689253,2.599966,0.177424,0.242115,315.713426,100.000000,437.000000,0.000000,437.000000,,0.040000,7.850000,0.000000,,,
0.500000,0.150000,0.150000,,,,,,,,,,,,,,,4.744717,0.066264,0.012500,0.993196,"(0.05963497434059046, 0.01634189787360816)",4.983333,4.724979,0.080158,0.065153,1.760822,1.550388,2.000000,127.000000,129.000000,0.379000,0.280000,10.950000,0.100000,,,
0.500000,0.150000,0.250000,5.586189,0.071521,0.012500,0.969305,0.078000,0.031647,0.155916,0.008333,0.087809,0.008333,0.498693,0.000109,0.999991,201.000000,4.922778,0.079972,0.012500,0.988505,"(0.06534411030429864, 0.018554402663084738)",3.504861,3.440504,0.081082,0.065236,3.503650,2.666667,4.000000,146.000000,150.000000,0.212000,0.390000,12.630000,0.080000,0.035832,0.388398,0.465513
0.500000,0.150000,0.350000,5.746756,0.077747,0.012500,0.963820,0.087387,0.043632,0.160260,0.008333,0.101277,0.008333,0.651468,0.000114,0.999994,201.000000,5.161934,0.090139,0.012500,0.989440,"(0.0738634977888018, 0.028941931513994535)",2.514500,2.853137,0.085906,0.069560,6.906843,4.368932,9.000000,197.000000,206.000000,0.291000,0.230000,12.390000,0.070000,0.087703,0.302639,0.379661
0.500000,0.150000,0.400000,5.775152,0.080996,0.012500,0.979325,0.093036,0.052063,0.159539,0.008333,0.111171,0.008333,0.715814,0.000249,0.999976,201.000000,5.302578,0.110091,0.012500,0.992854,"(0.0796896463204214, 0.03417068173155093)",1.828684,1.853365,0.093443,0.073591,7.348438,3.968254,10.000000,242.000000,252.000000,0.050000,1.280000,14.610000,0.060000,0.133183,0.255133,0.331860
0.500000,0.150000,0.500000,6.054672,0.111202,0.012500,0.982979,0.149281,0.115011,0.172027,0.008333,0.137419,0.008333,1.211235,0.000466,0.999971,201.000000,5.441318,0.136064,0.012500,0.997950,"(0.0907700827666555, 0.044707719840866286)",1.548227,1.552545,0.100543,0.079012,23.303404,12.757202,31.000000,212.000000,243.000000,0.085000,0.560000,14.370000,0.050000,0.353555,0.041762,0.109916
0.500000,0.150000,0.650000,6.024185,0.144924,0.012500,0.992490,0.207763,0.158853,0.180215,0.008333,0.150431,0.008333,1.728290,0.000587,0.999977,201.000000,5.583765,0.197617,0.012500,0.989303,"(0.11122713801511976, 0.07001573571583364)",1.079264,1.100770,0.113848,0.087889,44.588833,20.469799,61.000000,237.000000,298.000000,0.425000,0.080000,12.940000,0.040000,0.503995,0.124327,0.048452
0.500000,0.200000,0.150000,,,,,,,,,,,,,,,4.766478,0.069041,0.012500,0.990193,"(0.05729366732520147, 0.016744664404763472)",3.083813,2.942573,0.084340,0.069195,9.523810,7.236842,11.000000,141.000000,152.000000,0.030000,2.790000,13.820000,0.080000,,,
0.500000,0.200000,0.250000,5.512415,0.068701,0.012500,0.986063,0.074083,0.028819,0.148154,0.008333,0.097236,0.008333,0.557110,0.000176,0.999980,201.000000,4.859784,0.074856,0.012500,0.988351,"(0.061839234672342966, 0.015534727762293737)",3.269930,3.662267,0.082494,0.067615,4.609475,3.289474,5.000000,147.000000,152.000000,0.188000,0.370000,12.490000,0.070000,0.043207,0.361607,0.438394
0.500000,0.200000,0.300000,5.512415,0.068701,0.012500,0.986063,0.074083,0.028819,0.148154,0.008333,0.097236,0.008333,0.557110,0.000176,0.999980,201.000000,4.971778,0.086101,0.012500,0.990947,"(0.0653067674164588, 0.02174852634321589)",2.619355,2.946294,0.088017,0.072521,6.776825,5.521472,9.000000,154.000000,163.000000,,0.510000,12.920000,0.000000,0.043207,0.361607,0.438394
0.500000,0.200000,0.350000,5.512415,0.068701,0.012500,0.986063,0.074083,0.028819,0.148154,0.008333,0.097236,0.008333,0.557110,0.000176,0.999980,201.000000,5.015595,0.084108,0.012500,0.988324,"(0.06791520324134459, 0.022866893395498383)",2.420410,2.680530,0.089107,0.072217,6.248644,4.188482,8.000000,183.000000,191.000000,0.107000,0.760000,13.910000,0.080000,0.043207,0.361607,0.438394
0.500000,0.200000,0.400000,5.659014,0.074894,0.012500,0.986532,0.083966,0.040914,0.154295,0.008333,0.106194,0.008333,0.649248,0.000371,0.999935,201.000000,5.064877,0.090579,0.012500,0.989289,"(0.07082070754762189, 0.02464121727179958)",2.426996,2.643125,0.098645,0.075964,7.698888,5.235602,10.000000,181.000000,191.000000,0.055000,1.260000,14.040000,0.070000,0.096731,0.293824,0.370526
0.500000,0.200000,0.500000,5.801908,0.083304,0.012500,0.982907,0.097295,0.059091,0.157862,0.008333,0.117148,0.008333,0.738544,0.000481,0.999916,201.000000,5.227378,0.107133,0.012500,0.992406,"(0.07978087958843569, 0.03685327677553949)",1.872562,1.937987,0.093416,0.078400,15.159414,8.898305,21.000000,215.000000,236.000000,0.229000,0.260000,12.820000,0.060000,0.166754,0.221323,0.297582
0.500000,0.200000,0.650000,5.945465,0.097238,0.012500,0.981261,0.121962,0.085505,0.162783,0.008333,0.129167,0.008333,0.995312,0.000181,0.999993,201.000000,5.427881,0.140441,0.012500,0.998944,"(0.09344431128491527, 0.04952584413172272)",1.397871,1.408177,0.098206,0.078407,23.577569,11.510791,32.000000,246.000000,278.000000,0.058000,0.820000,14.410000,0.050000,0.266994,0.121274,0.196125
0.500000,0.200000,0.800000,6.015940,0.113364,0.012500,0.983981,0.150852,0.114463,0.166991,0.008333,0.135648,0.008333,1.178395,0.000143,0.999997,201.000000,5.538112,0.171813,0.012500,0.972368,"(0.10671313769859177, 0.06215162618465924)",1.167264,1.192952,0.109999,0.083640,43.399638,19.480519,60.000000,248.000000,308.000000,0.366000,0.120000,15.130000,0.040000,0.352912,0.043398,0.110398
0.500000,0.200000,1.000000,6.019952,0.139357,0.012500,0.994383,0.197026,0.151828,0.176259,0.008333,0.147879,0.008333,1.657335,0.001090,0.999914,201.000000,5.648068,0.262682,0.012500,0.844409,"(0.13266461191912648, 0.08968903931385273)",0.815907,0.787136,0.124475,0.095388,94.641782,35.309973,131.000000,240.000000,371.000000,0.338000,0.080000,14.450000,0.030000,0.472689,0.093913,0.025439
