# Confinement Reference Dataset - Active Polymer N=40
#
# Reference base: H_conf (Shannon entropy in confinement, cavity only)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating confinement observables or mixed observables
# with emphasis on confinement data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free_full: E2E full-vector decorrelation time in free space (seconds)
# - tau_decorr_free_unit: E2E unit-vector decorrelation time in free space (seconds)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY (REFERENCE BASE)
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity_full: E2E full-vector decorrelation time in cavity ONLY (minutes)
# - tau_decorr_cavity_unit: E2E unit-vector decorrelation time in cavity ONLY (minutes)
#
# Rotational number analysis (plateau-based τ_trans):
# - N_rot: Rotational number = τ_rot / τ_trans
# - tau_trans: Saturation time = first crossing of MSD plateau mean (minutes)
# - plateau_mean: MSD plateau mean value (excludes last 20% of signal)
# - tau_rot: Rotational timescale = 1/D_r (minutes, only if α ∈ [0.8, 1.3])
#
# MSD matching RMSE (log-space, over [10-50s] interval):
# - RMSE_D10: RMSE vs experimental 10C MSD
# - RMSE_D20: RMSE vs experimental 20C MSD
# - RMSE_D30: RMSE vs experimental 30C MSD
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free_full,tau_decorr_free_full_error,tau_decorr_free_unit,tau_decorr_free_unit_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity_full,tau_decorr_cavity_unit,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_trans,plateau_mean,tau_rot,RMSE_D10,RMSE_D20,RMSE_D30
0.150000,0.100000,0.400000,5.990474,0.134265,0.012500,0.986430,0.195883,0.153391,0.861833,0.008333,0.722439,0.008333,0.301506,0.000030,0.999998,201.000000,4.972633,0.113765,0.012500,0.970647,"(0.09934368397287148, 0.04563198643019228)",4.336021,3.579293,0.180892,0.159603,43.438914,92.307692,24.000000,2.000000,26.000000,,0.240000,12.160000,0.000000,0.666847,1.046632,1.129291
0.150000,0.150000,0.150000,,,,,,,,,,,,,,,4.685569,0.070090,0.012500,0.990493,"(0.06988719944832213, 0.019573691394311234)",1.243334,0.798836,0.183314,0.149857,,,,,,0.388000,0.410000,10.220000,0.160000,,,
0.150000,0.150000,0.250000,5.695670,0.091828,0.012500,0.989064,0.109833,0.072438,0.726268,0.008333,0.437280,0.008333,0.135071,0.000181,0.999644,201.000000,4.555957,0.086985,0.012500,0.988800,"(0.07490192435330692, 0.01570831577406282)",9.672481,8.534915,0.153485,0.131355,4.345202,13.953488,6.000000,37.000000,43.000000,0.129000,1.670000,11.110000,0.220000,0.868019,1.248785,1.330525
0.150000,0.150000,0.400000,5.990474,0.134265,0.012500,0.986430,0.195883,0.153391,0.861833,0.008333,0.722439,0.008333,0.301506,0.000030,0.999998,201.000000,4.645307,0.092514,0.012500,0.970466,"(0.08439280749327162, 0.017938714620843017)",4.336021,3.579293,0.147985,0.123611,43.438914,92.307692,24.000000,2.000000,26.000000,,0.380000,11.080000,0.000000,0.666847,1.046632,1.129291
0.150000,0.200000,0.150000,,,,,,,,,,,,,,,4.293520,0.070473,0.012500,0.984716,"(0.06441756428230822, 0.022512250179524514)",,,0.189010,0.156981,,,,,,0.211000,0.990000,10.650000,0.210000,,,
0.150000,0.200000,0.250000,,,,,,,,,,,,,,,3.806729,0.071558,0.012500,,"(0.0732742386463357, 0.012751821914354863)",1.596667,0.984984,0.111530,0.102154,,,,,,,0.430000,5.490000,0.000000,,,
0.150000,0.200000,0.350000,,,,,,,,,,,,,,,4.918192,0.117504,0.012500,0.991170,"(0.08375135129153694, 0.030079712473571593)",1.562500,0.783599,0.205658,0.180595,,,,,,,0.510000,13.000000,0.000000,,,
0.150000,0.200000,0.400000,,,,,,,,,,,,,,,2.180946,0.077325,0.012500,,"(0.07213611654666427, 0.0074578528092343966)",,,0.298931,0.233601,,,,,,,0.540000,12.420000,0.000000,,,
0.150000,0.200000,0.500000,,,,,,,,,,,,,,,4.897802,0.101035,0.012500,0.986434,"(0.08492093716729716, 0.02323676104477687)",2.977778,1.469983,0.152042,0.137491,,,,,,0.326000,0.300000,12.510000,0.100000,,,
0.150000,0.200000,0.650000,,,,,,,,,,,,,,,4.777144,0.169810,0.012500,0.462663,"(0.09795323615930525, 0.049864628359740204)",1.443750,0.632138,0.160992,0.138800,,,,,,,0.290000,11.190000,0.000000,,,
0.150000,0.300000,0.150000,,,,,,,,,,,,,,,4.593147,0.079431,0.012500,0.951382,"(0.05938972369502628, 0.01887400974950359)",,,0.194600,0.179177,,,,,,0.369000,0.330000,11.160000,0.120000,,,
0.150000,0.300000,0.250000,,,,,,,,,,,,,,,4.337503,0.059842,0.012500,,"(0.06373968152433715, 0.025310561529228292)",,,0.158494,0.146729,,,,,,0.297000,0.410000,11.050000,0.120000,,,
0.150000,0.300000,0.350000,,,,,,,,,,,,,,,4.612807,0.077268,0.012500,0.983351,"(0.06960172026380078, 0.018020731266735892)",,,0.175042,0.162064,,,,,,0.295000,0.440000,12.080000,0.130000,,,
0.150000,0.300000,0.400000,,,,,,,,,,,,,,,4.679048,0.089755,0.012500,0.981757,"(0.07062582966087538, 0.02088775211804574)",1.370000,0.948053,0.169427,0.152200,,,,,,0.255000,0.540000,12.730000,0.140000,,,
0.150000,0.300000,0.500000,,,,,,,,,,,,,,,4.801295,0.091589,0.012500,0.990655,"(0.07856783456926475, 0.03736484008246633)",,,0.173549,0.153953,,,,,,0.406000,0.470000,12.730000,0.190000,,,
0.150000,0.300000,0.650000,,,,,,,,,,,,,,,4.617862,0.102453,0.012500,0.989011,"(0.08302074382098415, 0.030826455004287243)",2.803333,1.567172,0.170779,0.151036,,,,,,,0.510000,10.120000,0.000000,,,
0.168000,0.097000,0.767000,5.680274,0.232126,0.012500,0.995828,0.323711,0.214466,0.494979,0.008333,0.422108,0.008333,1.204475,0.000689,0.999935,201.000000,4.929709,,,,"(0.14126026613266807, 0.10615711727016194)",3.023568,4.059584,,,87.884268,97.200000,243.000000,7.000000,250.000000,,,,,0.117225,0.291005,0.378548
0.200000,0.020000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.090571,0.008333,0.125151,0.000395,0.998023,201.000000,3.847048,0.117322,0.012500,0.878577,"(0.09769378284706284, 0.06519918615528165)",4.047799,5.776432,0.315229,0.154771,12.269447,16.666667,17.000000,85.000000,102.000000,,0.080000,3.160000,0.000000,0.571241,0.952755,1.032822
0.200000,0.020000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.094696,0.008333,0.469844,0.002310,0.995211,201.000000,0.695490,0.074497,0.012500,0.891412,"(0.07226706022439795, 0.031922017244596534)",10.437180,20.903444,0.134609,0.119203,11.738333,66.666667,16.000000,8.000000,24.000000,0.738000,0.060000,1.820000,0.040000,0.437075,0.818255,0.899047
0.200000,0.020000,0.350000,,,,,,,,,,,,,,,0.143276,0.068138,0.012500,0.898297,"(0.06814665649049076, 0.0006903085344110296)",4.226515,8.565382,0.058561,0.058597,54.602119,69.523810,73.000000,32.000000,105.000000,,16.880000,2.050000,0.000000,,,
0.200000,0.020000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.163323,0.008333,0.926511,0.000438,0.999956,201.000000,0.208218,0.068373,0.012500,0.896553,"(0.06838462526880286, 0.0006899333319714623)",5.584849,11.577683,0.058640,0.058678,46.517262,98.461538,64.000000,1.000000,65.000000,,17.240000,1.770000,0.000000,0.078439,0.325563,0.411176
0.200000,0.020000,0.500000,,,,,,,,,,,,,,,0.439006,0.068887,0.012500,0.893467,"(0.06889693235410643, 0.0007474711586851689)",11.289333,19.564323,0.058871,0.058920,17.121588,100.000000,23.000000,0.000000,23.000000,,16.660000,1.860000,0.000000,,,
0.200000,0.020000,0.650000,4.617584,0.139061,0.012500,0.719325,0.262908,0.239438,0.563137,0.008333,0.129081,0.008333,1.266681,0.000364,0.999984,201.000000,0.747913,0.069777,0.012500,0.889552,"(0.06977983171793499, 0.0008190651768822389)",3.991219,6.775519,0.059368,0.059422,0.740284,100.000000,1.000000,0.000000,1.000000,,9.260000,1.620000,0.000000,0.095096,0.328233,0.415796
0.200000,0.040000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.090571,0.008333,0.125151,0.000395,0.998023,201.000000,4.889257,0.119776,0.012500,0.995022,"(0.08398446191502154, 0.03939016210211444)",4.815432,4.550363,0.197139,0.138427,4.392923,5.194805,4.000000,73.000000,77.000000,,0.280000,11.850000,0.000000,0.571241,0.952755,1.032822
0.200000,0.040000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.094696,0.008333,0.469844,0.002310,0.995211,201.000000,4.787940,0.165345,0.012500,0.841671,"(0.10747128346754974, 0.07693146561284539)",3.241036,3.847349,0.311086,0.161780,26.622843,31.304348,36.000000,79.000000,115.000000,,0.170000,10.480000,0.000000,0.437075,0.818255,0.899047
0.200000,0.040000,0.350000,,,,,,,,,,,,,,,3.293475,0.120981,0.012500,0.261069,"(0.09497735337287579, 0.07187391442265671)",4.226515,8.565382,0.349365,0.330962,54.602119,69.523810,73.000000,32.000000,105.000000,,0.090000,4.110000,0.000000,,,
0.200000,0.040000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.163323,0.008333,0.926511,0.000438,0.999956,201.000000,2.272898,0.090573,0.012500,0.917988,"(0.08273950963498411, 0.05506105736089992)",5.584849,11.577683,0.341295,0.138113,46.517262,98.461538,64.000000,1.000000,65.000000,,0.080000,3.750000,0.000000,0.078439,0.325563,0.411176
0.200000,0.040000,0.500000,,,,,,,,,,,,,,,1.480880,0.076861,0.012500,0.891409,"(0.07417116100029579, 0.03370909489294026)",11.289333,19.564323,0.113894,0.096559,17.121588,100.000000,23.000000,0.000000,23.000000,,0.080000,3.030000,0.000000,,,
0.200000,0.040000,0.650000,4.617584,0.139061,0.012500,0.719325,0.262908,0.239438,0.563137,0.008333,0.129081,0.008333,1.266681,0.000364,0.999984,201.000000,1.082537,0.071226,0.012500,0.860730,"(0.07087250835924731, 0.008972359212469324)",3.991219,6.775519,0.066426,0.066358,0.740284,100.000000,1.000000,0.000000,1.000000,,0.140000,2.940000,0.000000,0.095096,0.328233,0.415796
0.200000,0.060000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.090571,0.008333,0.125151,0.000395,0.998023,201.000000,5.063898,0.101382,0.012500,0.983383,"(0.08011263312074332, 0.03812717814999017)",5.343870,5.740899,0.218197,0.147453,2.303263,3.448276,3.000000,84.000000,87.000000,0.094000,1.790000,12.370000,0.170000,0.571241,0.952755,1.032822
0.200000,0.060000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.094696,0.008333,0.469844,0.002310,0.995211,201.000000,5.353003,0.158203,0.012500,0.986505,"(0.10104921996886475, 0.061859407084527494)",3.344231,2.849247,0.244279,0.156737,10.852090,14.851485,15.000000,86.000000,101.000000,0.395000,0.230000,12.460000,0.090000,0.437075,0.818255,0.899047
0.200000,0.060000,0.350000,,,,,,,,,,,,,,,5.216164,0.227598,0.012500,0.673396,"(0.11720760519467964, 0.08598233158696861)",2.783704,3.023469,0.294100,0.199116,44.972799,48.062016,62.000000,67.000000,129.000000,0.389000,0.160000,10.240000,0.060000,,,
0.200000,0.060000,0.400000,6.014807,0.116661,0.012500,0.979294,0.163546,0.128801,0.426430,0.008333,0.344662,0.008333,0.506725,0.000132,0.999987,201.000000,5.168484,0.557348,0.012500,0.638405,"(0.1253690720173334, 0.096130364075548)",2.240525,2.436865,0.350018,0.344760,68.633353,67.375887,95.000000,46.000000,141.000000,,0.130000,8.370000,0.000000,0.212817,0.590067,0.673242
0.200000,0.060000,0.500000,,,,,,,,,,,,,,,4.802127,0.224689,0.012500,0.359706,"(0.12688908107114447, 0.10272163115660575)",2.417222,3.322915,0.330093,0.205977,98.003630,92.465753,135.000000,11.000000,146.000000,0.578000,0.070000,3.220000,0.040000,,,
0.200000,0.060000,0.650000,4.617584,0.139061,0.012500,0.719325,0.262908,0.239438,0.563137,0.008333,0.129081,0.008333,1.266681,0.000364,0.999984,201.000000,3.083565,0.108141,0.012500,0.076898,"(0.09219801626470582, 0.07009656219710339)",3.991219,6.775519,0.375178,0.165963,62.901260,96.629213,86.000000,3.000000,89.000000,,0.090000,4.460000,0.000000,0.095096,0.328233,0.415796
0.200000,0.080000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.125700,0.008333,0.209994,0.000475,0.998984,201.000000,4.981026,0.093497,0.012500,0.985586,"(0.07507420494538562, 0.025570873638748434)",6.571272,7.075272,0.200089,0.146896,0.804649,1.333333,1.000000,74.000000,75.000000,,3.190000,12.860000,0.000000,0.422602,0.803764,0.884596
0.200000,0.080000,0.250000,5.454769,0.076618,0.012500,0.980524,0.084324,0.037058,0.304121,0.008333,0.121491,0.008333,0.296250,0.000674,0.998971,201.000000,5.354957,0.144595,0.012500,0.993141,"(0.09322564169799212, 0.05152690892769794)",3.788889,3.357410,0.215787,0.164101,12.999150,17.000000,17.000000,83.000000,100.000000,0.406000,0.280000,12.390000,0.120000,0.401772,0.782993,0.863710
0.200000,0.080000,0.350000,,,,,,,,,,,,,,,5.529423,0.198832,0.012500,0.852729,"(0.11172801183406288, 0.07366634950997271)",2.582360,2.190655,0.317269,0.172181,34.923201,35.820896,48.000000,86.000000,134.000000,0.448000,0.200000,11.570000,0.090000,,,
0.200000,0.080000,0.400000,6.014807,0.116661,0.012500,0.979294,0.163546,0.128801,0.426430,0.008333,0.344662,0.008333,0.506725,0.000132,0.999987,201.000000,5.579534,0.228733,0.012500,0.762679,"(0.12408917363689818, 0.08568244286723957)",2.182595,2.279086,0.291290,0.211503,43.572621,37.908497,58.000000,95.000000,153.000000,0.381000,0.200000,13.230000,0.080000,0.212817,0.590067,0.673242
0.200000,0.080000,0.500000,,,,,,,,,,,,,,,5.530643,0.913877,0.012500,0.569202,"(0.13338771424911022, 0.09911153477797378)",2.045910,2.186983,0.347223,0.266601,77.148007,68.589744,107.000000,49.000000,156.000000,,0.160000,10.810000,0.000000,,,
0.200000,0.080000,0.650000,5.870108,0.186529,0.012500,0.994884,0.272711,0.197422,0.472808,0.008333,0.403170,0.008333,0.930161,0.000110,0.999997,201.000000,5.352616,0.108141,0.012500,0.076898,"(0.1428945591072647, 0.10786357994677893)",2.124051,2.285103,0.317166,0.224309,99.638989,90.789474,138.000000,14.000000,152.000000,0.315000,0.130000,9.690000,0.040000,0.065027,0.366385,0.452401
0.200000,0.100000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.125700,0.008333,0.209994,0.000475,0.998984,201.000000,4.923613,0.094787,0.012500,0.987919,"(0.0725237696884484, 0.025623186544575068)",5.660588,5.182651,0.190048,0.145366,3.127036,4.705882,4.000000,81.000000,85.000000,0.104000,1.860000,12.560000,0.190000,0.422602,0.803764,0.884596
0.200000,0.100000,0.250000,5.454769,0.076618,0.012500,0.980524,0.084324,0.037058,0.304121,0.008333,0.121491,0.008333,0.296250,0.000674,0.998971,201.000000,5.163764,0.126897,0.012500,0.993434,"(0.08322833240318499, 0.037995692266950945)",4.997737,4.944495,0.198232,0.143877,4.334216,6.410256,5.000000,73.000000,78.000000,0.070000,2.150000,12.690000,0.150000,0.401772,0.782993,0.863710
0.200000,0.100000,0.350000,,,,,,,,,,,,,,,5.519254,0.174942,0.012500,0.961715,"(0.10772751510348579, 0.0669990896964574)",2.562198,2.557279,0.269821,0.202122,20.458697,20.588235,28.000000,108.000000,136.000000,0.332000,0.260000,14.140000,0.090000,,,
0.200000,0.100000,0.400000,6.014807,0.116661,0.012500,0.979294,0.163546,0.128801,0.426430,0.008333,0.344662,0.008333,0.506725,0.000132,0.999987,201.000000,5.528814,0.200690,0.012500,0.879474,"(0.11189975373548142, 0.07308515821998876)",2.620144,2.483644,0.259161,0.186952,30.036630,31.297710,41.000000,90.000000,131.000000,0.264000,0.290000,14.850000,0.080000,0.212817,0.590067,0.673242
0.200000,0.100000,0.500000,,,,,,,,,,,,,,,5.537317,0.235214,0.012500,0.607102,"(0.12435890791498791, 0.0843266580686215)",2.568841,2.568639,0.253096,0.190631,54.578980,55.223881,74.000000,60.000000,134.000000,0.255000,0.210000,13.610000,0.050000,,,
0.200000,0.100000,0.650000,5.870108,0.186529,0.012500,0.994884,0.272711,0.197422,0.472808,0.008333,0.403170,0.008333,0.930161,0.000110,0.999997,201.000000,5.586673,0.108141,0.012500,0.076898,"(0.1478756388265141, 0.1127069531998847)",1.843275,1.643313,0.367816,0.392425,90.397750,77.160494,125.000000,37.000000,162.000000,0.339000,0.160000,12.010000,0.050000,0.065027,0.366385,0.452401
0.200000,0.100000,1.000000,,,,,,,,,,,,,,,4.704474,,,,"(0.14873937253333994, 0.11567053652090464)",2.398718,3.175870,0.386554,0.199169,105.457463,97.986577,146.000000,3.000000,149.000000,,0.120000,9.040000,0.000000,,,
0.200000,0.100000,3.000000,,,,,,,,,,,,,,,2.602010,,,,"(0.10786720131285107, 0.0329736068499489)",0.718254,0.361129,0.169008,0.160671,32.047477,100.000000,21.000000,0.000000,21.000000,,0.090000,5.210000,0.000000,,,
0.200000,0.100000,5.000000,,,,,,,,,,,,,,,3.124619,,,,"(0.1480425661885503, 0.07015027323045679)",3.723874,13.858466,0.217660,0.207676,25.547445,100.000000,35.000000,0.000000,35.000000,,0.120000,9.910000,0.000000,,,
0.200000,0.100000,10.000000,,,,,,,,,,,,,,,4.691250,,,,"(0.2903805367849193, 0.16181284914375732)",0.859471,0.719094,0.438894,0.639747,157.404795,100.000000,217.000000,0.000000,217.000000,,0.140000,14.010000,0.000000,,,
0.200000,0.150000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.125700,0.008333,0.209994,0.000475,0.998984,201.000000,4.788795,0.089224,0.012500,0.987605,"(0.06754599939416706, 0.02097360757511565)",6.414189,6.264753,0.186347,0.143293,2.482759,3.947368,3.000000,73.000000,76.000000,0.040000,4.600000,13.030000,0.180000,0.422602,0.803764,0.884596
0.200000,0.150000,0.250000,5.454769,0.076618,0.012500,0.980524,0.084324,0.037058,0.304121,0.008333,0.121491,0.008333,0.296250,0.000674,0.998971,201.000000,4.940243,0.108661,0.012500,0.993419,"(0.07602869025619594, 0.029236369442936398)",5.578692,5.553604,0.194679,0.148713,3.048264,5.405405,4.000000,70.000000,74.000000,0.057000,2.520000,12.840000,0.140000,0.401772,0.782993,0.863710
0.200000,0.150000,0.350000,,,,,,,,,,,,,,,5.118651,0.117147,0.012500,0.990310,"(0.08579270785458167, 0.044479308161100926)",4.360703,4.284263,0.231262,0.166231,4.150334,4.807692,5.000000,99.000000,104.000000,0.080000,1.580000,13.480000,0.130000,,,
0.200000,0.150000,0.400000,6.014807,0.116661,0.012500,0.979294,0.163546,0.128801,0.426430,0.008333,0.344662,0.008333,0.506725,0.000132,0.999987,201.000000,5.243992,0.140316,0.012500,0.947168,"(0.0921464805666978, 0.05285738967580684)",3.397706,3.397559,0.247096,0.187474,11.650485,14.953271,16.000000,91.000000,107.000000,0.402000,0.310000,13.350000,0.120000,0.212817,0.590067,0.673242
0.200000,0.150000,0.500000,,,,,,,,,,,,,,,5.398767,0.173273,0.012500,0.845356,"(0.10782751278669728, 0.07119165323703379)",2.808575,2.469320,0.245485,0.174289,32.575910,33.834586,45.000000,88.000000,133.000000,0.025000,3.590000,14.750000,0.090000,,,
0.200000,0.150000,0.650000,5.870108,0.186529,0.012500,0.994884,0.272711,0.197422,0.472808,0.008333,0.403170,0.008333,0.930161,0.000110,0.999997,201.000000,5.500745,0.245493,0.012500,0.618437,"(0.12347590958646001, 0.0800183960809379)",2.548252,2.157454,0.274981,0.196639,56.914149,56.028369,79.000000,62.000000,141.000000,0.342000,0.230000,14.650000,0.080000,0.065027,0.366385,0.452401
0.200000,0.200000,0.150000,5.344179,0.060517,0.012500,0.969644,0.063768,0.027316,0.276586,0.008333,0.154584,0.008333,0.428770,0.001215,0.998406,201.000000,4.782227,0.094605,0.012500,0.978906,"(0.06470966491075983, 0.022306140064082165)",6.057619,6.593876,0.196151,0.154124,4.452690,8.571429,6.000000,64.000000,70.000000,,1.960000,12.180000,0.000000,0.341882,0.723120,0.803796
0.200000,0.200000,0.250000,5.471377,0.068141,0.012500,0.985253,0.074398,0.036162,0.307472,0.008333,0.161489,0.008333,0.353003,0.000892,0.998730,201.000000,4.877270,0.102088,0.012500,0.991335,"(0.07099215351192878, 0.027204573271035714)",5.605967,5.531247,0.214063,0.163413,5.246721,8.860759,7.000000,72.000000,79.000000,0.104000,1.430000,12.780000,0.150000,0.280888,0.661588,0.742885
0.200000,0.200000,0.350000,,,,,,,,,,,,,,,4.977721,0.117841,0.012500,0.981041,"(0.07741850280077447, 0.03224433405105653)",4.800183,4.457547,0.220671,0.166306,9.529627,14.942529,13.000000,74.000000,87.000000,0.109000,1.340000,12.640000,0.150000,,,
0.200000,0.200000,0.400000,5.640767,0.084048,0.012500,0.991246,0.100605,0.066722,0.312072,0.008333,0.157643,0.008333,0.385017,0.000324,0.999859,201.000000,5.007057,0.132761,0.012500,0.968253,"(0.08252422106235262, 0.037087621754950575)",4.145185,3.826674,0.217814,0.170562,8.727273,13.636364,12.000000,76.000000,88.000000,,1.280000,11.510000,0.000000,0.228805,0.609078,0.690623
0.200000,0.200000,0.500000,,,,,,,,,,,,,,,5.173375,0.136359,0.012500,0.903196,"(0.09024750585351335, 0.04800200368497422)",3.627684,3.461387,0.244772,0.172022,14.235501,14.876033,18.000000,103.000000,121.000000,0.062000,1.650000,13.110000,0.100000,,,
0.200000,0.200000,0.650000,5.957862,0.113184,0.012500,0.985792,0.152066,0.118033,0.406633,0.008333,0.297039,0.008333,0.470711,0.000145,0.999981,201.000000,5.344283,0.176373,0.012500,0.758878,"(0.10504016930111255, 0.06644346559793202)",2.918321,3.271936,0.261446,0.193677,34.363976,35.658915,46.000000,83.000000,129.000000,0.351000,0.260000,12.980000,0.090000,0.234083,0.612549,0.695299
0.200000,0.300000,0.150000,,,,,,,,,,,,,,,4.725631,0.078190,0.012500,0.955820,"(0.05653984175073296, 0.019816181769971856)",5.223563,5.124229,0.214631,0.171732,8.202154,12.500000,11.000000,77.000000,88.000000,,3.440000,13.530000,0.000000,,,
0.200000,0.300000,0.250000,,,,,,,,,,,,,,,4.818464,0.096816,0.012500,0.974930,"(0.06283237273263305, 0.027466984581995427)",4.853148,4.611603,0.213186,0.170870,7.424867,8.045977,7.000000,80.000000,87.000000,0.102000,1.480000,12.630000,0.150000,,,
0.200000,0.300000,0.350000,,,,,,,,,,,,,,,4.836625,0.103730,0.012500,0.971639,"(0.06818296662568833, 0.028386879576486508)",4.907143,4.099834,0.206334,0.176213,11.798121,17.045455,15.000000,73.000000,88.000000,0.026000,4.000000,13.280000,0.100000,,,
0.200000,0.300000,0.400000,,,,,,,,,,,,,,,4.876937,0.093966,0.012500,0.982839,"(0.07086557661154769, 0.030381176610378164)",4.813916,4.979128,0.223915,0.176061,7.291878,9.615385,10.000000,94.000000,104.000000,0.228000,0.570000,12.010000,0.130000,,,
0.200000,0.300000,0.500000,,,,,,,,,,,,,,,4.895252,0.112931,0.012500,0.962621,"(0.07609880133641841, 0.030912911198710213)",5.065625,5.044629,0.201845,0.161647,12.978819,18.390805,16.000000,71.000000,87.000000,0.052000,2.380000,12.970000,0.120000,,,
0.200000,0.300000,0.650000,,,,,,,,,,,,,,,5.026626,0.142772,0.012500,0.900024,"(0.08563463293345422, 0.04642538114986886)",3.873167,3.421062,0.223915,0.175731,19.177498,25.000000,25.000000,75.000000,100.000000,0.043000,2.500000,12.930000,0.110000,,,
0.218000,0.097000,0.590000,5.975556,0.161875,0.012500,0.993120,0.239353,0.181175,0.369431,0.008333,0.310279,0.008333,1.031991,0.000077,0.999999,201.000000,5.678486,0.892173,0.012500,0.688554,"(0.14532657217079467, 0.1003017318755342)",1.777053,1.881726,,,91.855113,74.780059,255.000000,86.000000,341.000000,,,,,0.132986,0.259848,0.345813
0.250000,0.100000,0.600000,5.975556,0.161875,0.012500,0.993120,0.239353,0.181175,0.369431,0.008333,0.310279,0.008333,1.031991,0.000077,0.999999,201.000000,5.727519,0.892173,0.012500,0.688554,"(0.1508306478266161, 0.10728138144439518)",1.777053,1.881726,,,91.855113,74.780059,255.000000,86.000000,341.000000,,,,,0.132986,0.259848,0.345813
0.250000,0.100000,0.700000,5.879407,0.190253,0.012500,0.994672,0.277248,0.197400,0.379612,0.008333,0.322986,0.008333,1.186514,0.000467,0.999969,201.000000,5.649010,0.874147,0.012500,0.687068,"(0.15203168932961494, 0.10378076807356065)",1.206430,1.241326,0.215081,0.179678,90.397750,77.160494,125.000000,37.000000,162.000000,0.339000,0.160000,12.010000,0.050000,0.192334,0.200147,0.287698
0.250000,0.100000,0.800000,5.741275,0.227949,0.012500,0.995061,0.316739,0.211990,0.399252,0.008333,0.344240,0.008333,1.463969,0.000735,0.999950,201.000000,5.629582,,,,"(0.16572198542192948, 0.11948004686533607)",1.162261,1.194348,0.224479,0.171612,159.227986,86.614173,220.000000,34.000000,254.000000,0.178000,0.120000,14.330000,0.020000,0.257319,0.138100,0.227804
0.250000,0.200000,0.600000,5.936631,0.104512,0.012500,0.985631,0.135771,0.102423,0.321110,0.008333,0.226669,0.008333,0.495440,0.000253,0.999948,201.000000,5.349154,0.178804,0.012500,0.917550,"(0.09948549964578222, 0.05856900059953683)",,,,,,,,,,,,,,0.122369,0.500577,0.582690
0.250000,0.200000,0.700000,5.993802,0.115167,0.012500,0.984844,0.157739,0.124529,0.329733,0.008333,0.247993,0.008333,0.566523,0.000343,0.999927,201.000000,5.447993,0.201042,0.012500,0.849864,"(0.11082853611794208, 0.07525453038351528)",2.118288,2.170302,0.261446,0.193677,34.363976,35.658915,46.000000,83.000000,129.000000,0.351000,0.260000,12.980000,0.090000,0.068671,0.442115,0.524804
0.250000,0.200000,0.800000,6.010320,0.129218,0.012500,0.989724,0.184273,0.145681,0.340167,0.008333,0.268483,0.008333,0.722333,0.000395,0.999941,201.000000,5.538758,0.237777,0.012500,0.749538,"(0.12096189754020413, 0.07885564430975561)",1.595388,1.821975,0.196991,0.158602,55.640305,37.745098,77.000000,127.000000,204.000000,0.337000,0.170000,14.780000,0.060000,0.037490,0.379089,0.462573
0.300000,0.020000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.090571,0.008333,0.125151,0.000395,0.998023,201.000000,4.873031,0.108600,0.012500,0.983633,"(0.08860536633929432, 0.0481569213070141)",3.389051,3.906227,0.170728,0.104148,7.980653,8.333333,11.000000,121.000000,132.000000,,0.130000,10.140000,0.000000,0.571241,0.952755,1.032822
