,com (y),com (x),end_1 (y),end_1 (x),end_2 (y),end_2 (x),ee-distance,gyr_distance
0,-0.2765442270611267,1.5507790472291767,0.377205966303933,-0.4947523013044297,-0.26183358618112446,2.8786747235353585,3.433421244409098,1.1386854947480034
1,-0.28221283424973354,1.5420095042242425,-0.26183358618112446,2.8786747235353585,0.48285936785130174,-0.60001192260565,3.5575031100232946,1.1383911602695937
2,-0.28241609832069486,1.5470493432075525,0.377205966303933,-0.4947523013044297,-0.26183358618112446,2.8786747235353585,3.433421244409098,1.1345093373059347
3,-0.2825918556833384,1.5373562872124371,-0.26183358618112446,2.8786747235353585,0.48305625797437585,-0.7054684340299443,3.6607298526179735,1.1362270044652059
4,-0.28235737879914674,1.5382697977354245,-0.26183358618112446,2.8786747235353585,0.48305625797437585,-0.7054684340299443,3.6607298526179735,1.1363290400088875
5,-0.28619059861342006,1.5449667031835665,-0.26183358618112446,2.8786747235353585,-0.994122462458522,-0.286398850056024,3.248682459792911,1.1350793462016717
6,-0.288091558164714,1.547499642429385,-0.3670932074823924,2.7730213219879416,0.48305625797437585,-0.7054684340299443,3.580872113932297,1.1261468793329608
7,-0.2917098647813472,1.5410225002294986,-0.36689631735927,2.667564810563599,0.48305625797437585,-0.7054684340299443,3.478472746687802,1.1302900424772468
8,-0.29345339959190714,1.5373661320713587,-0.36689631735927,2.667564810563599,0.48285936785130174,-0.60001192260565,3.3762616059329305,1.1329385601782012
9,-0.29230025486193045,1.5392961987166573,-0.36689631735927,2.667564810563599,0.48285936785130174,-0.60001192260565,3.3762616059329305,1.1371351482284668
10,-0.2983287166621751,1.5247991428042464,-0.36669942723619564,2.5621082991392807,0.48285936785130174,-0.60001192260565,3.274256319086636,1.1422885630798416
11,-0.29363792685178847,1.5233340937057631,-0.26183358618112446,2.8786747235353585,0.3774028564270073,-0.6002088127287482,3.537125088040824,1.150549929483156
12,-0.3028289173571242,1.5302702318142836,-0.26183358618112446,2.8786747235353585,0.3775997465500816,-0.7056653241530426,3.6409296291566537,1.1459637652826518
13,-0.3046885658200776,1.5240387642588797,-0.26183358618112446,2.8786747235353585,0.3775997465500816,-0.7056653241530426,3.6409296291566537,1.1476830893320804
14,-0.3108940072544702,1.51493593011061,-0.26183358618112446,2.8786747235353585,0.37779663667320423,-0.8111218355774328,3.7448264939285427,1.1468707732083243
15,-0.3129222778921698,1.4978823362837963,-0.3670932074823924,2.7730213219879416,0.2725370153719361,-0.9167752371248017,3.7448264939285276,1.1441120647779368
16,-0.3148646589589531,1.4912111435819215,-0.3670932074823924,2.7730213219879416,0.2721432351257393,-0.705862214276141,3.53712508804081,1.1468339292900072
17,-0.31955402241629915,1.474730999745057,-0.994122462458522,-0.286398850056024,0.2725370153719361,-0.9167752371248017,1.4148500352163307,1.1400176827146467
18,-0.3175331763750839,1.4549028640965251,-0.994122462458522,-0.286398850056024,0.166686723701397,-0.7060591043992396,1.2343389711698862,1.1399029530778968
19,-0.322341777621526,1.4576195988690164,-0.994122462458522,-0.286398850056024,0.166686723701397,-0.7060591043992396,1.2343389711698862,1.138085702461417
20,-0.32872082087726384,1.4488986074428691,-0.994122462458522,-0.286398850056024,0.166686723701397,-0.7060591043992396,1.2343389711698862,1.136633858033487
21,-0.33048736483453295,1.4289802574605013,-0.994122462458522,-0.286398850056024,0.166686723701397,-0.7060591043992396,1.2343389711698862,1.1413277213160815
22,-0.3436515245095878,1.4150765057236934,-1.0995789738828161,-0.2865957401791222,0.2725370153719361,-0.9167752371248017,1.509910092137733,1.1473626189819615
