,com (y),com (x),end_1 (y),end_1 (x),end_2 (y),end_2 (x),ee-distance,gyr_distance,length,time,T,length_ref
0,0.561,45.781000000000006,1.173,44.591,0.8330000000000001,46.563,2.001095699860454,0.6810488668974087,2.4208091693956217,0.0,30,28.594
1,1.411,44.098000000000006,1.785,43.265,-0.187,46.359,3.669008040329157,1.171112519441907,4.511017309812491,2.0,30,28.594
2,1.479,43.503,3.3830000000000005,43.129000000000005,-2.567,46.86900000000001,7.027809046922092,2.040604548660545,8.756891321920174,4.0,30,28.594
3,2.193,44.081,0.255,44.013000000000005,0.323,44.081,0.0961665222413704,1.588706993321019,0.2117995264732294,6.0,30,28.594
4,1.445,45.033,,,,,0.0961665222413704,1.3897822608187185,,8.0,30,28.594
5,1.3090000000000002,44.591,-1.6150000000000002,47.379000000000005,0.459,44.625,3.447606706107877,1.6550057659946025,4.972163153972888,10.0,30,28.594
6,1.513,44.183,1.3090000000000002,45.475,0.901,44.761,0.822350290326452,1.6809096260183418,1.151844765495475,12.0,30,28.594
7,1.887,44.42100000000001,-0.561,47.719,3.655,44.86300000000001,5.092287501702944,1.423666246403404,,14.0,30,28.594
8,1.887,44.047,-1.445,47.855,3.723,43.605,6.691092885321501,1.8274395190387784,7.819164900863993,16.0,30,28.594
9,1.887,44.251000000000005,-1.173,45.883,1.3430000000000002,44.149,3.05565246715002,1.3141180414445768,5.129127638781915,18.0,30,28.594
10,2.261,44.897000000000006,1.853,44.013000000000005,2.091,46.359,2.35804156027836,1.254463741801405,3.61065762775551,20.0,30,28.594
11,3.145,46.495000000000005,-1.275,47.209,3.3150000000000004,44.591,5.284129445802781,1.8155801861364904,7.388538694230668,22.0,30,28.594
12,2.567,46.801,,,,,5.284129445802781,1.7039011914229412,,24.0,30,28.594
13,1.207,46.631,-2.397,44.659000000000006,0.527,47.889,4.356911291270458,2.067573996088015,4.860684957057402,26.0,30,28.594
14,0.799,46.019000000000005,-2.023,45.101000000000006,-0.425,46.733,2.2840814346253078,1.5558383570032015,3.768248098712057,28.0,30,28.594
15,1.003,46.495000000000005,-3.451,44.897000000000006,0.8330000000000001,47.311,4.917321628691783,2.171712757320289,6.607999597841093,30.0,30,28.594
16,1.445,46.971,-1.037,44.217000000000006,3.655,44.86300000000001,4.736262239361331,1.6073074731771333,,32.0,30,28.594
17,0.527,46.223000000000006,-0.119,45.713,0.017,44.387,1.332956113306061,1.1186864420719846,6.68092462992189,34.0,30,28.594
18,0.357,46.699000000000005,-1.717,45.101000000000006,1.411,46.291,3.346712416685964,1.429571307089193,5.81300190241206,36.0,30,28.594
19,0.5780000000000001,46.767,-1.445,44.489,-0.391,47.243,2.948801790558328,1.4546773070509589,4.404096889852945,38.0,30,28.594
20,0.5950000000000001,46.665000000000006,-3.043,43.809000000000005,0.051,46.359,4.009405941034158,1.9738572571021653,5.65291556788884,40.0,30,28.594
21,0.663,46.699000000000005,-0.085,43.265,-0.017,44.183,0.9205150732063002,1.52454054264738,1.5065416828238116,42.0,30,28.594
22,0.187,46.563,0.085,42.245000000000005,-0.153,48.229000000000006,5.988731084294903,1.8607830836557635,6.979118647001392,44.0,30,28.594
23,0.391,46.019000000000005,3.213,43.707,3.145,44.115,0.4136278520602789,1.6092084785330811,0.4358739813925318,46.0,30,28.594
24,-0.289,46.903000000000006,-1.0710000000000002,44.217000000000006,-1.0710000000000002,44.693000000000005,0.476,2.288379806636152,0.5314308796509052,48.0,30,28.594
25,-0.323,46.529,-0.969,42.925,-1.377,43.775000000000006,0.9428488744226192,1.5425931371892974,1.1414580624242343,50.0,30,28.594
26,-0.527,46.053,-3.1790000000000003,44.013000000000005,-1.3430000000000002,46.665000000000006,3.225523213371747,1.3301459650014382,6.417320273965475,52.0,30,28.594
27,-0.357,46.257000000000005,-2.873,44.625,-1.6150000000000002,46.733,2.4548376728411188,1.201577248242969,5.64233462550935,54.0,30,28.594
28,-0.289,44.999,-1.105,43.231,1.139,45.101000000000006,2.921033378789089,1.6175882443919596,4.153102333468837,56.0,30,28.594
29,-0.969,45.271,-1.887,45.203,-1.3430000000000002,41.531000000000006,3.7120775853960817,1.4740299436709925,4.21184517621306,58.0,30,28.594
30,-0.8670000000000001,44.829,0.357,45.509,-1.445,42.075,3.878087157349613,1.1535818125154726,5.962756008847397,60.0,30,28.594
31,-0.6970000000000001,44.591,-0.493,46.529,0.935,41.667,5.067368942557864,1.6091003597804767,6.672887745233532,62.0,30,28.594
32,-0.7310000000000001,44.455000000000005,-2.397,45.203,2.669,42.449000000000005,5.766183486501276,1.5113621024368298,8.050751663209068,64.0,30,28.594
33,-0.969,44.965,2.091,41.599,3.655,44.86300000000001,3.619363479950584,1.743563282940486,,66.0,30,28.594
34,-1.105,45.373000000000005,-0.527,42.687000000000005,-0.561,45.475,2.788207309365643,1.28531176079762,4.763390632162774,68.0,30,28.594
